Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
694,Muhammad (PBUH) was born on Monday. Name the street of Makkah where Muhammad (PBUH) was born.,Sooq al-Feel,Sooq Al-Quraish,Sooq Al-Layl,Sooq Al-Tibri,C
695,Diabetes is caused due to the malfunctioning of the:,Liver,Kidneys,Pancreas,Spleen,C
696,One Joule is equal to:,10³ ergs,10⁵ ergs,10⁷ ergs,10¹¹ ergs,C
697,The digestion of food is completed in the:,Large intestine,Stomach,Liver,Small intestine,D
698,Another name for Vitamin C is:,Ascorbic Acid,Acetic Acid,Citric Acid,Lysozyme,A
699,The science that deals with heredity is known as ____.,Genetics,General Science,Both A and B,None of these,A
700,How long did Hazrat Yunus (AS) remain in the abdomen of the fish?,20 days,40 days,45 days,50 days,B
701,Which of the following is a nutritional deficiency disease?,Pellagra,Rabies,Cirrhosis,Albinism,A
702,Tocopherol is the chemical name of which vitamin?,Vitamin A,Vitamin E,Vitamin C,Vitamin D,B
703,How many times in the Qur'an is the Prophet Muhammad (PBUH) addressed as Yaa Ayyuhan Nabiy?,11,14,20,17,A
704,Arthritis is a:,Condition that affects joints,Condition more common in adults,Disease that impairs one's ability to perform daily tasks,All of these,D
705,Oncology is the study of:,Birds,Cancer,Mammals,Soil,B
706,The Holy Quran was first translated in the subcontinent into which language?,Urdu,Sindhi,Punjabi,Persian,D
707,Blood is cleaned by the ______.,heart,kidneys,liver,lungs,B
708,Entomology is the science that studies:,Humans,Insects,Rocks,None of these,B
710,What is the primary pigment used by plants to capture light energy for photosynthesis?,Carotene,Xanthophyll,Chlorophyll,Anthocyanin,C
711,The springs of shock absorbers of automobiles and railway coaches are made of steel and not of rubber because steel is:,More durable than rubber,Less expensive than rubber in the long run,Less elastic than rubber,More elastic than rubber,D
712,Which waves are used in sonography?,Transverse waves,Ultrasonic waves,Electromagnetic waves,Fundamental waves,B
713,Select the correct association:,Oxidation: Loss of an electron,Oxidation: Gain of an electron,Reduction: Gain of a neutron,Reduction: Loss of a neutron,A
714,The main chemical substance present in the bones and teeth of animals is:,Sodium chloride,Sugar,Calcium phosphate,Calcium sulfate,C
715,"When iron rusts, its weight:",Increases,Decreases,Remains the same,First increases then decreases,A
716,Which layer of the atmosphere aids in long-distance radio communication?,Ionosphere,Stratosphere,Mesosphere,Exosphere,A
717,Enzymes are primarily made up of:,Protein,Carbohydrates,Fats,Metals,A
718,"____ is the clear, yellowish fluid portion of blood that contains clotting factors like fibrinogen.",Serum,Plasma,Lymph,None of these,B
719,One ounce is equal to how many grams?,28.65 g,27.95 g,28.35 g,28.85 g,C
720,Epidemiology is the study of:,Dermis diseases,Epidemic diseases,Epidermis diseases,None of these,B
721,The number of stripes on each side of a Grévy’s zebra is about:,80+,60+,30+,20+,A
722,Name the first person who laid down his life in the way of Allah.,Hazrat Harith ibn Abdullah (R.A.),Hazrat Harith ibn Khaleeq (R.A.),Hazrat Harith ibn Hala (R.A.),Hazrat Harith ibn Abd-ur-Rahman (R.A.),C
723,What is the shape of the Earth's orbit around the Sun?,Elliptical,Circular,Hyperbolic,Parabolic,A
724,1024 bytes is equal to ______.,one kilobyte,one megabyte,one gigabyte,one terabyte,A
725,Name the first Sahabi who called the Adhan for the first time.,Hazrat Ali (RA),Hazrat Bilal (RA),Hazrat Umar (RA),Hazrat Zayd (RA),B
726,The pancreas secretes:,Bile juice,Insulin,Vitamin A,None of these,B
727,Which of the following are affected by AIDS? (1) Blood circulatory system (2) Nervous system (3) Immune system (4) Respiratory system,"1, 2, and 3","2, 3, and 4","1, 2, and 4","1, 3, and 4",D
728,When was the law of inheritance revealed?,3 A.H.,4 A.H.,5 A.H.,None of these,A
729,____ protect our body against disease.,White blood cells,Red blood cells,Platelets,None of these,A
730,Which unit of sound was named after Alexander Graham Bell?,Kelvin,Candela,Decibel,Ampere,C
732,Name the famous book by Ibn Sina in which he discussed human physiology and medicine:,Al-Qanun',Al-Masudi',New Renaissance',Tadhkira',A
733,The coulomb is the SI unit used to measure:,Velocity,Temperature,Mass,Electric charge,D
734,What are the three basic units of measurement for the metric system?,"Kilogram, mass, and energy","Meter, liter, and gram","Kelvin, candela, and mole","Centimeter, kilogram, and metric",B
735,Artificial noise is a form of:,Vibration,Vocal cords,Both A and B,None of these,A
736,"In the composition of the Earth, oxygen is approximately:",20 percent,38 percent,46 percent,58 percent,C
737,"In the Gulf of Karabugaz, the salinity reaches up to:",15 percent,12 percent,18 percent,28 percent,D
738,One square centimeter is equal to how many square millimeters?,100 mm²,"1,000 mm²",10 mm²,"10,000 mm²",A
739,The ozone layer is at a height of ____ kilometers from the surface of the Earth.,10 to 20,20 to 30,30 to 40,None of these,B
740,Dr. Abdus Salam of Pakistan was one of the contributors to the unification of the ____.,Electromagnetic force and weak nuclear force,Gravitational force and weak nuclear force,Weak nuclear force and strong nuclear force,None of these,A
741,How many Muhajireen were there at the time of Mawakhat?,35,40,45,50,C
742,Who discovered the neutron?,John Bardeen,William Bragg,Henry Cavendish,James Chadwick,D
743,Which part of the brain controls breathing?,Medulla,Thalamus,Cerebrum,Hypothalamus,A
744,The Battle of Ain Jalut in 1260 was a major turning point as the Mamluks defeated which invading force?,Mongols,Crusaders,Seljuks,Byzantines,A
745,What are stars mainly made of?,Rock,Light,Ice,Balls of gas,D
746,Bauxite is an ore of ______.,iron,aluminum,copper,None of the above,B
747,Overcooking of food should be avoided because overcooking:,Makes the food difficult to digest,Makes the food toxic,Increases the nutritive value of food,Reduces the nutritive value of food,D
748,Ferns belong to:,Bryophyta,Pteridophyta,Anthophyta,None of these,B
749,Which among the following has the highest calorie count in a given quantity?,Proteins,Carbohydrates,Fats,Vitamins,C
750,Imam Dar al-Hijrah (The Imam of the Land of Migration) is the title of:,Imam Ahmad ibn Hanbal,Imam Malik,Imam Shafi'i,None of these,B
751,The central color of a rainbow is ______.,blue,green,red,indigo,B
752,Fossils found in the lowest geological strata are generally the most:,Advanced,Complex,Primitive,Specialized,C
754,Who was the founder of antiseptic medicine?,Louis Pasteur,Joseph Lister,John Hunter,Edward Jenner,B
755,Leukocytes (white blood cells) are produced in the:,Lymph,Spleen,Bone marrow,Ribs,C
756,Which gift was given by Allah to the Holy Prophet (SAW) during Mi'raj?,Roza,Nimaz,Hajj,None of these,B
757,The fluid part of blood is known as ____.,Plasma,Blood cells,All of the above,Platelets,A
758,The Andromeda Galaxy is which of the following types of galaxies?,Irregular,Spiral,Elliptical,None of these,B
760,Who was the 'Father of Medicine'?,Hippocrates,Diophantus,Archimedes,Euclid,A
761,The metal that is a constituent of vitamin B12 is ______.,magnesium,cobalt,zinc,iron,B
763,The strength of wave action depends on all of these EXCEPT:,Wind strength,Currents in the sea,Height of waves,Depth of coastal water,B
764,The liver uses which vitamin for creating new red blood cells?,B12,K,A,B6,A
766,The raw materials used for the manufacture of glass are:,"Sand, soda, limestone","Sand, charcoal, soda",All of these,None of these,A
767,The science which deals with the study of the manners and customs of people is:,Ethnology,Morphology,Ethics,Genetics,A
768,Which of the following statements about the cultivation of tea and coffee is Right?,Tea generally grows at a higher altitude than coffee,Coffee grows at a higher altitude than tea,Both grow at about the same altitude,None of these,A
769,A seismograph is used to measure the:,Intensity of an earthquake,Depth of soil,Depth of the Earth,None of these,A
770,Which of these is a secondary plant nutrient?,Phosphorus,Sulfur,Nitrogen,Potassium,B
771,Dialysis is used for the treatment of:,Brain diseases,Kidney failure,Heart weakness,None of these,B
772,The diesel engine was discovered by:,Waldeyer,Rudolf Diesel,Michael Faraday,Paul Muller,B
773,Tibia is a bone found in the:,Face,Leg,Arm,Skull,B
774,Pollination by birds is called _______:,Autogamy,Ornithophily,Entomophily,Anemophily,B
775,Which prophet is called Adam-e-Sani?,Hazrat Idris (A.S.),Hazrat Yahya (A.S.),Hazrat Nuh (A.S.),Hazrat Ibrahim (A.S.),C
776,Faraday's Law is associated with:,Reaction of gases,Pressure of gases,Electromagnetic induction,Temperature and pressure,C
777,The three primary nutrients for plants are:,"N, P, K","N, C, P","N, K, C","N, S, P",A
778,The first Surah to be revealed completely was:,Surah Al-Alaq,Surah Al-Fatiha,Surah Al-Muddaththir,Surah Al-Ikhlas,B
779,Which of the following is used in water purification?,Turgor pressure,Reverse osmosis,Cytolysis,Osmosis,B
780,Which of the following planets has no moons?,Venus,Neptune,Mars,Jupiter,A
782,A solution of ____ is used for the seasoning of food.,Benzoic acid,Citric acid,Ascorbic acid,All of these,B
783,How many times can a newspaper be recycled?,5 to 7 times,10 times,12 times,15 times,A
785,Which color is emitted by neon when electricity passes through it?,Green,Blue,Red,Yellow,C
786,What is the term for a measure of a system's thermal energy that is unavailable for conversion into mechanical work?,Entropy,Thermodynamics,Negentropy,None of these,A
787,Which of the following soils is best for plant growth?,Sandy soil,Clay,Gravel,Loamy soil,D
788,The role of biotechnology in the production of food is often based on ____.,Fermentation,Digestion,Respiration,None of these,A
789,Myopia is a defect of the human eye. It can be corrected by using a:,Convex lens,Concave lens,Cylindrical lens,Plano-convex lens,B
790,Which branch of physics deals with atomic nuclei?,Nuclear Physics,Molecular Physics,Electromagnetism,Atomic Physics,A
791,"When a load is lifted from the ground to a certain height, some work is done and energy is used. This is converted into:",Internal energy of the body,Heat and dissipated,Potential energy of the body,Heat as well as potential energy,C
792,Artificial noise is a form of:,Vibration,Vocal cords,Both A and B,None of these,A
793,The telephone was invented by:,Alexander Fleming,Samuel Morse,Guglielmo Marconi,Alexander Graham Bell,D
794,"A beam of light of which color, when passing through a prism, scatters into seven colors?",Red,White,Black,Yellow,B
795,Dacron is a type of:,Polyester,Epoxy,Polyamide,Polyethylene,A
796,Which of the following noble gases is not naturally present in the atmosphere?,Xenon,Radon,Helium,Argon,B
797,The microbial cause of spoilage of honey is:,Zygosaccharomyces,Azotobacter,Fusarium,Candida,A
798,Which of the following is not a major component of the biosphere?,Hydrosphere,Stratosphere,Lithosphere,Atmosphere,B
799,The thinking part of the brain is the:,Hindbrain,Cerebellum,Cerebrum,None of these,C
800,"The ""Kufic"" script is a style of Arabic calligraphy known for its:",Cursive and flowing nature,Use in personal correspondence,Small and delicate form,Angular and rectilinear letters,D
801,An imaginary horizontal line on the atmosphere representing equal atmospheric pressure is an:,Isobar,Isotope,Isolone,None of these,A
802,What is the WHO-permitted concentration of arsenic in drinking water?,1 or 2 µg/L,10 µg/L,12 µg/L,200 µg/L,B
803,"The ""Maturidi"" school of theology is named after its founder:",Abu Mansur al-Maturidi,Abu al-Hasan al-Ash'ari,Ahmad ibn Hanbal,Wasili ibn Ata,A
804,The major ingredient of leather is:,Polymer,Nucleic acid,Collagen,None of these,C
805,Copper can be converted into gold by:,Heating,Artificial radioactivity,Electroplating,Chemical reaction,B
806,Which tribe became an ally of the Quraysh after the Treaty of Hudaybiyyah?,Banu Qaynuqa,Banu Mustaliq,Banu Bakr,Banu Khuza'ah,C
807,______ are negatively (-) charged particles of an atom.,Protons,Neutrons,Electrons,None of these,C
808,Elements which have the same number of protons but a different number of neutrons are called:,Allotropes,Isotopes,Allomers,Isomers,B
809,Name the first person who embraced Islam on the occasion of Fatah-e-Makkah.,Abu Dajanah,Abu Darda,Abu Umayr,Abu Sufyan,D
810,The most abundant metal in the Earth’s crust is ______.,Iron,Silicon,Carbon,Aluminum,D
811,Which thing does the brain demand the most?,Glucose,Proteins,Lipids,None of these,A
813,A 'cusec' is a unit of:,Distance,Mass,Time,Flow rate,D
814,The Earth takes ____ to rotate once on its axis.,8.64 x 10⁴ sec,6.64 x 10⁴ sec,10.64 x 10⁴ sec,12.64 x 10⁴ sec,A
815,Which of the following statements is Right?,Gases do not conduct heat,The best conductors are non-metals,Conduction currents occur only in liquids,A vacuum cannot conduct heat by convection or conduction,D
816,Television signals are converted into light signals by a:,Optical fiber,Transistor,Decoder,Photodiode,D
817,The brightest planet in the solar system is ______.,Jupiter,Venus,Neptune,Mercury,B
818,Which type of material is used in a lead pencil?,Silicon,Germanium,Graphite,Rubber,C
819,Light from the Sun travels a distance before it reaches the Earth of about:,50 million km,100 million km,150 million km,200 million km,A
820,What is the chemical formula of zinc hydroxide?,Zn2(OH)3,Zn(OH)2,ZnOH,ZnO2,B
821,The process of splitting water molecules in the presence of light energy is called:,Thermolysis,Photolysis,Radiolysis,Electrolysis,B
822,Dhu al-Shahadatayn is the title of Hazrat:,Khuzaimah ibn Thabit (R.A.),Hudhayfah ibn Yaman (R.A.),Ammar ibn Yasir (R.A.),Ahmad ibn Hanbal (R.A.),A
823,Which vessel provides nutrient-rich blood to the liver from the intestines?,Vein,Hepatic portal vein,Hepatic artery,None of these,B
824,"The areas around the North and South poles, within the Polar circles, are called ____.",The Frigid Zone,The Temperate Zone,The Hardiness Zone,The Torrid Zone,A
825,Who first gave a royal gift to the Holy Prophet (SAW)?,Ruler of Iran,Abul Hakam,Najashi,Abu Sufyan,C
826,An echo (reflected sound) will be distinctly heard if the distance of the reflecting surface from the source of sound is at least:,100 ft,56 ft,120 ft,17 m,D
827,The longest cell in the human body is the ______.,nerve cell,muscle cell,liver cell,kidney cell,A
828,"Quran Kareem mein chaar gumrah firqon Yahood o Nasara, kuffar o mushrikeen ka zikr hai. In ka ta'alluq kis qabeel se tha?",Ilm-e-Majd,Uloom-e-Mukhasma,Tazkeer-ul-Ayyam,In mein se koi nahi,B
829,The main advantage of AC over DC for power distribution is that:,It contains more electrical energy,It is free from voltage fluctuations,Its generation costs much less,It can be transmitted efficiently over long distances,D
830,Who developed the first heliocentric model of the solar system?,Kepler,Copernicus,Galileo,Newton,B
831,Hazrat Harith ibn Umayr (R.A.) took the message of the Holy Prophet (PBUH) to:,The King of Egypt,The King of Jordan,The King of Palestine,The King of Syria,D
832,The average heartbeat per minute in a normal man is?,50-60 times,70-80 times,80-90 times,None of these,B
833,The chemical name of washing soda is ____.,Sodium Carbonate,Potassium Bicarbonate,Magnesium Bicarbonate,None of these,A
834,Cusec (cubic foot per second) is a unit of:,Flow rate,Time,Distance,Mass,A
835,Milk fever in cows occurs due to a lack of ______.,phosphates,calcium,iron,iodine,B
836,A fuse wire is used:,To make the electrical circuit strong,To convert AC into DC,To convert DC into AC,To prevent an unduly high electric current from passing through a circuit,D
837,What are the primary colors of pigment (subtractive color model)?,"Red, yellow, blue","Red, green, blue","Red, orange, blue",None of the above,A
838,The gas commonly known as “laughing gas” is:,Nitrous oxide,Sodium oxide,Carbon dioxide,Sulfur dioxide,A
839,What type of mirror is used in anti-shoplifting devices?,Concave mirror,Plane mirror,Both A & B,Convex mirror,D
840,The branch of physics that deals with atomic nuclei is called:,Nuclear physics,Atomic physics,Particle physics,Modern physics,A
841,Which of the following gives the correct descending order of elasticity in the substances?,"Rubber, silver, glass","Silver, rubber, steel","Steel, silver, rubber",All have equal elasticity,C
842,Biopsy is done on tissues taken from a ____.,Human body,Animal body,Living body,Dead body,C
843,The chemical formula for ozone is:,O3,O2,O,O4,A
844,"Diamond, an expensive ornament, is composed of which single element?",Carbon,Gold,Silver,Platinum,A
845,What is cellulose?,A fat,A carbohydrate,A vitamin,A protein,B
846,The study of the structure and behaviour of genes is called:,Molecular biology,Genetics,Genotype,Inheritance,B
847,What is the term for a measure of a system's thermal energy that is unavailable for conversion into mechanical work?,Entropy,Thermodynamics,Negentropy,None of these,A
848,The only vitamin that cannot be stored in the human body is:,Vitamin K,Vitamin D,Vitamin C,None of these,C
849,The coldest planet of the solar system is:,Venus,Uranus,Neptune,Pluto,C
850,Sunlight is a great source of ____.,Vitamin D,Vitamin E,Vitamin K,Vitamin C,A
851,RADAR systems work by using:,Radio waves,Ultraviolet rays,Infrared rays,All of the above,A
852,Alternative energy is defined as a source of energy that is an alternative to:,Fossil fuels,Waste,Water,Heat,A
853,What is the meaning of Muhammad (PBUH)?,The Praised One,The Messenger,The Prophet,The Sun,A
854,Echo is the effect produced due to the:,Absorption of sound,Dispersion of sound,Reflection of sound,All of these,C
855,High-energy UV light falls into the category of:,Ionizing radiation,Non-ionizing radiation,Visible light,None of the above,A
856,"The ""Seven Sleepers of Ephesus"" (Ashab al-Kahf) are mentioned in which Surah of the Quran?",Al-Kahf,Yusuf,Al-Imran,Al-Anbiya,A
857,The most abundant color on Earth's surface is:,Blue,Green,Brown,Black,A
858,A light-year is related to:,Energy,Speed,Distance,Intensity,C
859,Iraq came under the Muslim dynasty during the reign of:,Hazrat Abu Bakr (R.A.),Hazrat Umar (R.A.),Hazrat Usman (R.A.),Hazrat Ali (R.A.),B
860,Antidiuretic Hormone (ADH) is secreted by which of the following glands?,Pituitary,Pancreas,Thyroid,None of the above,A
861,Muscular and nervous disorders can owe to a lack of:,Vitamin A,Vitamin B,Vitamin C,Vitamin E,B
863,Insomnia is related to:,Sleeplessness,Hypertension,Fear of Water,Fear of Closed Places,A
864,Entomology is the science that deals with:,Plants,Animals,Insects,Chemicals,C
866,The dynamo converts:,Mechanical energy into electrical energy,Electrical energy into mechanical energy,Mechanical energy into magnetic energy,None of these,A
867,"Surena, an invention of the University of Tehran, is a:",Robot,Bomb,Missile,None of these,A
868,Hydrogen fuel cells are a type of ______.,carbon cell,electrochemical cell,nuclear cell,chromium cell,B
869,A lactometer is used to measure the purity of ______.,a ship,milk,honey,none of these,B
870,The cause of soil pollution is:,Ozone,Acid rain,Air freshener,None of these,B
871,Enzymes are made of:,Oil,Carbon,Protein,Silica,C
872,What is the branch of science that deals with the study of sound and sound waves?,Aerostatics,Acoustics,Aerodynamics,None of the above,B
873,The post-mortem examination of a body is called an:,Autopsy,Anatomy,Etymology,None of the above,A
874,Tropism in biology mostly refers to the:,Longevity of animal species,Behavioral pattern of humans,Bird migration,Directional growth of a plant,D
875,Who was buried at night out of fear of attacks from the rebels?,Uthman (RA),Abu Bakr (RA),Ali (RA),Umar (RA),A
876,The unit that coordinates the different devices of the computer system is the:,ALU,Register,Control unit,Logical instruction,C
877,How many main layers does the Earth have?,3,4,2,1,A
878,"The ""Shia"" sect's name is a shortening of ""Shi'at Ali,"" which means:",The Family of Ali,The Followers of Ali,The Party of Ali,The Successors of Ali,C
879,Kinetic energy is the energy that is produced by the:,Nuclear explosion,Human effort,Movement of an object,Water power,C
880,The first chemical analysis of protoplasm was made by,Punnet and Bateson,Schleiden,Fleming,Félix Dujardin,D
881,How many obligations (Farz) are there in the Hajj?,Three,Two,Four,Five,A
882,The enzyme ptyalin (amylase) is a catalyst for the metabolism of which of these foods?,Fats,White meats,Proteins,Starches,D
883,The average decrease of temperature per 1000 meter ascent is:,6.8°C,6.5°C,5.6°C,4.5°C,B
885,A pulsar is a rapidly spinning neutron star that emits:,A gravitational pull that attracts high-energy dust particles,Enough energy to power itself indefinitely,Radio waves detectable from Earth,A blinding light when it aligns with the planets,C
886,Which device converts electrical energy into sound energy?,Generator,Steam engine,Electric Motor,Loudspeaker,D
887,Which of the following is closest to a yard in length?,100 m,1 m,10 m,0.1 m,B
888,Good sources of iodine are ____.,Fresh vegetables and fruits,Seafood,Seeds,Green leafy vegetables,B
889,Calcium content is maximum in:,Bajra,Maize,Sorghum,Wheat,A
890,"Which one of the following is also called a ""stranger gas""?",Xenon,Argon,Neon,Nitrous oxide,A
891,Which variety of glass is heat-resistant?,Hard glass,Pyrex glass,Flint glass,Bottle glass,B
892,Air contains what percentage of oxygen?,28 percent,37 percent,47 percent,21 percent,D
893,The rarest gas in the air is:,Neon,Carbon dioxide,Helium,Xenon,D
894,The longest Ayat of the Quran is ____ of Surah Al-Baqarah.,Ayat 282,Ayat 284,Ayat 286,None of these,A
895,A body can escape the gravitational pull of the Earth if it is thrown up with a velocity of:,10 miles per second,7 miles per second,60 miles per second,None of these,B
896,Iron deficiency causes:,Bone deformity,Irregular heartbeat,Tooth decay,Anaemia,D
897,A victim of a road accident orders the steps in first aid: 1. Treating cardiac arrest 2. Treating for asphyxia 3. Treating for shock 4. Arrest haemorrhage 5. Cleanse and cover wounds,"1, 2, 3, 4, 5","2, 1, 4, 3, 5","2, 3, 1, 4, 5","5, 2, 1, 3, 4",B
898,Echo is the effect produced due to:,Absorption of sound,Dispersion of sound,Reflection of sound,Refraction of sound,C
899,The study of the nervous system and its disorders is called:,Urology,Hematology,Neurology,Herpetology,C
900,The gas commonly known as “laughing gas” is:,Nitrous oxide,Sodium oxide,Carbon dioxide,Sulfur dioxide,A
901,"The role a species plays in a community, including its behavior and influence, is its ______.",nichon,niche,autecology,profession,B
902,Television signals are converted into light signals by a:,Optical fiber,Transistor,Decoder,Photodiode,D
903,The planet of the solar system which has the maximum number of moons is:,Saturn,Uranus,Venus,Jupiter,A
904,Chromosomes are:,Present only in the nucleus of a cell,The most numerous in human cells,Made up of DNA as a main component,Visible in all cells at every time,C
905,The two planets between the Earth and the Sun are:,Mercury and Saturn,Mars and Jupiter,Mercury and Venus,Venus and Jupiter,C
906,Masarif-e-Zakat are in which surah?,Surah Maidah,Surah Tawbah,Surah Baqarah,None of the above,B
907,A collection of system programs that controls and coordinates the overall operations of,computer is called the: Operating System,Hardware,Software,None of these,A
908,A gas can be liquefied by pressure alone when its temperature is ______.,higher than the critical temperature,lower than its critical temperature,at its critical temperature,None of these,B
909,What was the color of the flag when the Holy Prophet entered Makkah after his victory over Makkah?,Green,Saffron,White,Red,C
910,"According to the Big Bang Theory, the Universe began about ______ billion years ago.",22,20,13.8,15.8,C
911,Which of the following is responsible for producing the color of human skin?,Vitamin K,Melanin,DNA,Insulin,B
912,Ur is located in:,Hijaz,Jerusalem,Yemen,Mesopotamia,D
913,"The ""hen and chicken"" physiological disorder is associated with:",Grapes,Guava,Tomato,Mango,A
914,Which of the following is the most toxic gas?,Carbon monoxide,Hydrogen,Nitrogen,Carbon dioxide,A
916,The energy and matter in a closed system:,Are conserved,Change from one form to another,Both A and B,None of these,C
917,The difference between a nuclear reactor and an atomic bomb is that:,No chain reaction takes place in a nuclear reactor while in the atomic bomb there is chain reaction,No chain reaction takes place in an atomic bomb while it takes place in a nuclear reactor,The chain reaction in a nuclear reactor is controlled,The chain reaction in a nuclear reactor is not controlled,C
919,The temperature of a dead body is the:,Room temperature,Temperature of the place where it is kept,Both A and B,None of these,B
920,Which among the following vitamins helps in blood clotting?,Vitamin A,Vitamin B,Vitamin K,Vitamin C,C
921,Which device is used to measure the specific gravity of a liquid?,Barometer,Ammeter,Manometer,Hydrometer,D
922,What are examples of primary producers?,Omnivores,Atmosphere,Carnivores,Green Plants and Algae,D
923,Which of the following is the smallest endocrine gland in the human body?,Pituitary gland,Adrenal gland,Pineal gland,Thyroid gland,C
924,The number of bones in the adult human body is:,200,202,204,206,D
925,"When an acid reacts with a metal, which one of the following gases is usually liberated?",Oxygen,Hydrogen gas,Chlorine,Ammonia gas,B
926,"What is the shape of our galaxy, the Milky Way?",Elliptical,Spiral,Lenticular,Irregular,B
927,What causes mumps?,Deficiency of vitamins,Virus,Bacterium,Fungus,B
928,What were the names of the angels associated with magic?,Jibreel and Mikaeel,Harut and Marut,Israfeel and Jibreel,None of these,B
929,"The contagious disease mumps, which primarily affects the salivary glands, is caused by a:",Virus,Fungus,Bacterium,Parasite,A
930,Temperature is measured in:,Watts,Specific heat,Degrees Celsius,None of these,C
931,The students who used to sit at a place in Masjid al-Nabawi (SAW) are called:,Sahaba,Ashab al-Suffah,Ahbab-e-Muhammad (SAW),Righteous Sahaba,B
932,Trachoma is a disease of the:,Brain,Larynx,Ear,Eye,D
933,One megawatt is equal to how many kilowatts?,100 Kilowatt,1000 kilowatts,10000 Kilowatt,100000 Kilowatt,B
934,For how long did Hazrat Muhammad (PBUH) live with Hazrat Abdul Muttalib?,2 years,3 years,4 years,5 years,A
935,The ozone layer is present about 30 miles in the atmosphere above Earth. The stratum of the atmosphere in which the ozone layer lies is called the:,Exosphere,Mesosphere,Stratosphere,Ionosphere,C
936,Birth control pills contain synthetic:,Hormones,Minerals,Vitamins,Sugar,A
937,Which companions of the Holy Prophet (Peace Be Upon Him) were included in the scribes of revelation?,Hazrat Zaid Bin Sabit (RA),Hazrat Abdullah Bin Masood (RA),Hazrat Usman (RA),All of these,D
938,Higher plants take up nitrogen as ______.,nitrites only,nitrates only,nitrates and ammonia,urea,C
939,AWACS is an abbreviation for:,Airborne Warning and Control System,Air Warning and Control System,Airborne Warning and Communication System,Airborne Warning and Control Survey,A
940,Hydrogen peroxide (H2O2):,Is often needed as a catalyst,Aids in the oxidation of glucose,Is poisonous to tissues,Helps line up cell proteins,C
941,"When ants bite, they inject:",Glacial acetic acid,Methanol,Formic acid,Stearic acid,C
942,The ozone layer is present about 30 miles in the atmosphere above Earth. The stratum of the atmosphere in which the ozone layer lies is called the:,Exosphere,Mesosphere,Stratosphere,Ionosphere,C
943,Dialysis is used for the treatment of:,Brain diseases,Kidney failure,Heart weakness,None of these,B
944,One of the countries through which the equator passes is:,Kenya,Malaysia,Malta,Pakistan,A
945,Urine is produced in the ____.,Large intestine,Kidneys,Lungs,Liver,B
946,"The diversity of species on Earth is generating itself, supports the ideas of:",Louis Pasteur,Darwin,Robert Koch,None of these,B
947,Which gas is used for ripening fruits?,Ethane,Methane,Ethyne,Ethylene,D
948,The value of one Astronomical Unit (AU) is approximately:,149 million km,160 million km,179 million km,200 million km,A
949,Which of the following materials generally conduct heat and electricity well?,Metals,Non-metals,Sand,All of these,A
950,In which category does Iblees lie?,Angel,Jinn,Human being,Animal,B
951,History and origin of words is:,Entomology,Etymology,Gynecology,None of above,B
952,Where is the uvula located in the human body?,Scrotum,Throat,Stomach,None of the above,B
953,What is Muzdalifah?,Forest,Stream,Desert,Plain,D
954,A monsoon is caused by:,Seasonal reversal of winds,Revolution of the Earth,Movement of clouds,A rise in temperature,A
955,The vertebral column in human beings consists of how many vertebrae?,5,10,12,33,D
956,Who was the murderer of Ali (RA)?,Sodan ibn Maj'un,Ghafqi,Abu Lu'lu'a Firuz,Abd al-Rahman ibn Muljam,D
957,Which type of cells in our body act as an immune system against diseases?,Platelets,Red blood cells,White blood cells,Haemoglobin,C
958,Water vapor exits and CO2 enters a leaf through the:,Stomata,Grana,Porphyrin rings,Photons,A
960,The average acceleration caused by gravity per second is:,32 ft/s²,52 ft/s²,42 ft/s²,22 ft/s²,A
961,Which one of the following reactions happens on the Sun?,Nuclear fission of uranium and plutonium,Nuclear fission of hydrogen into helium,Nuclear fusion of hydrogen into helium,Nuclear fusion of helium into hydrogen,C
962,What was the theme of World Environment Day 2021?,"Our Land, Our Future",Ecosystem Restoration,Time for Nature,Air Pollution,B
963,Which vitamin plays an important role in blood clotting?,Vitamin A,Vitamin K,Vitamin C,Vitamin D,B
964,____ is anything that takes up space and has mass.,Gravity,Matter,Plasma,Energy,B
965,The three primary nutrients needed for the healthy growth of plants are:,"N, P, K","N, C, P","N, K, C","N, S, P",A
966,Enzymes are basically made up of:,Fats,Nucleic Acids,Vitamins,Proteins,D
967,The richest source of omega-3 fatty acids is:,Fish oil,Sunflower,Soybean,None of these,A
968,The laws of gravity were presented by:,Einstein,Newton,Galileo,None of these,B
969,Compilation of Ahadith is called:,Tadveen,Jama al Hadith,Maariz,None of these,B
970,Electricity and magnetism are:,Two aspects of the same force,Completely opposite in direction,Both A and B,None of these,A
971,Lines joining places having an equal degree of salinity are called ______.,isobars,isohalines,isohyets,None of these,B
972,In which Surah are the commandments for the obligation of Hajj found?,Surah Al-Mu’minun,Surah Aal-e-Imran,Surah Al-Baqarah,Surah Al-Jumu'ah,B
973,Ornithology is the:,Study of bones,Study of birds,Study of smells,None of these,B
974,"A geographic area containing plants, animals, and other organisms interacting with each other and their environment, forming a bubble of life, is called:",Ecosystem,Atmosphere,Lithosphere,Hydrosphere,A
975,"The legal term ""Khul'"" refers to a divorce initiated by the:","Judge, due to a fault","Husband, revocably","Wife, in return for compensation to the husband","State, for apostasy",C
