Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
473,A Case of Exploding Mangoes is a comic novel written by which Pakistani writer?,K.K. Aziz,Altaf Gohar,Muhammad Hanif,None of these,C
474,"Which famous personality of Pakistan, who served as the only Pakistani and also the first Asian to preside over the International Court of Justice and also served as President of the UN General Assembly?",Liaqat Ali Khan,Gen.Ayub Khan,M.Zafarullah Khan,Ch.Muhammad Ali,C
476,A Word template stores common document:,Content,Structure,Style,Theme,B
477,The joint military training exercise 'Druzhba-III' was held between the following countries?,India and Afghanistan,Pakistan and China,USA and Israel,Russia and Pakistan,D
478,The office of District Magistrate was abolished by the ___________.,"Local Government Ordinance, 2001",Amendments in the code of Criminal Procedure,18th Amendment in the Constitution,"Police Order, 2002",A
479,The famous Urdu translation of 'Shah Jo Risalo' was done by _______.,Shaikh Ayaz,Makhdoom Bilal,Dr. Nabi Bakhsh Baloch,No one has translated it into Urdu,A
480,Which famous personality was born in 1877:,Quaid-e-Azam,Allama Iqbal,Maulana Zafar Ali Khan,Z. A. Bhutto,B
481,"The Pakistan National Alliance was founded on January 5, 1977. What was its main slogan?",Quran aur Sunnat',Nizam-e-Mustafa',Nizam-e-Shariat',None of these,B
482,The Urdu-Hindi controversy started in?,1867,1857,1958,None of these,A
483,Which of the following provinces of Afghanistan has no border with Pakistan?,Paktika,Nangarhar,Nimruz,Herat,D
484,The head of the military department under the recognized central machinery of administration during Akbar’s reign was _________.,Abul Fazl,Malik Muhammad Jayasi,Raskhan,Mir Bakhshi,D
485,"Who fought against Akbar's ""Din-e-Ilahi""?",Sayyid Ahmad Shaheed,Shah Waliullah,Sir Syed Ahmed Khan,Sheikh Ahmed Sirhindi,D
486,"During British administration, in which year was Shimla declared the Summer Capital of British India?",1864,1865,1866,None of these,A
487,Who was the first Prime Minister of Azad Kashmir?,Sardar Muhammad Ibrahim Khan,Khan Abdul Hameed Khan,Sardar Sikandar Hayat Khan,Maulana Muhammad Yousaf,B
488,Pakistan is placed in the world population-wise on ________ number.,8th,10th,11th,5th,D
489,In which city is Punjab’s first university located?,Multan,Lahore,Faisalabad,None of these,B
490,The pivot point of Pakistan's foreign policy is:,Defense,Kashmir,Trade and Commerce,All of these,D
491,"After facing defeats, Humayun fled to which country in 1541 to take asylum?",Afghanistan,Turkey,Arabia,Persia,D
492,What is the full form of NADRA?,National Digital and Registration Authority,National Database and Registration Authority,National Dues and Regulation Authority,None of the above,C
493,Satpara Lake is in:,Skardu,Gilgit Baltistan,Haripur,None of these,A
495,Minar-e-Pakistan was designed by ______.,Nasreddin Murat-Khan,Vedat Dalokay,Arif Masoud,Yahya Merchant,A
496,The number of senators from each province is:,29,26,28,23,D
498,Who was the Pakistani climber who got missing while trying to climb K2 along with 2 foreign climbers on 5 Feb. 2021?,Muhammad Ali Sadpara,Muhammad Sajid Sadpara,Nazir Ahmad Sadpara,None of these,A
499,Military courts had been established to deal with the cases related to terrorism under ____ amendment?,19th,20th,21st,None of these,C
501,Ushr is collected according to section 6 of the act from:,Every landowner,Leaseholder,Allottee,All of the above,D
502,Urdu Defence Association was founded In August 1900 In _____ City.,Delhi,Karachi,Luckhnow,Calcutta,C
504,Malala Yousafzai belongs to which area of Pakistan:,Peshawar,Quetta,Karachi,None of these,D
505,Which Indian personality won Nishan-e-Pakistan?,Pranab Mukherjee,Nehru,Morarji Desai,None of the above,C
506,OGRA stands for:,Oil & Gas Regeneration Authority,Oil & Gas Regulatory Authority,Oil & Gas Reproduction Authority,Oil & Gas Restoration Authority,B
508,"Which work by Allama Iqbal, published in 1924, was his first Urdu philosophical poetry collection?",Bang-e-Dara',Zarb-e-Kaleem',Bal-e-Jibraeel',Armaghan-e-Hijaz',A
509,How many seats are reserved for non-Muslims in the Balochistan Assembly?,5,3,2,None,B
511,Dogra dynasty bought Kashmir from the British in the year.,1836,1846,1856,1866,B
512,Jinnah’s first address to Constituent Assembly,on 12 August 1947,on 11 Aug 1947,on 10 August 1947,on 15 August 1947,B
514,Which country first of all recognized Pakistan?,Iran,China,Afghanistan,None of these,A
515,How many members were in the committee set up to draft the constitution of the Muslim League?,30,45,60,75,C
517,The Pakistan National Alliance (PNA) against Bhutto consisted of:,7 political parties,9 political parties,11 political parties,13 political parties,B
518,Shah Wali Allah made a pilgrimage to Makkah in:,1730,1732,1734,1736,B
519,____ Necropolis was inscribed as a UNESCO World Heritage Site.,Makli,Thatta,Jamshoro,None of these,A
520,Port Qasim is near which city of Pakistan?,Lahore,Gwadar,Karachi,None of these,C
521,Which viceroy is known as penultimate viceroy of the Subcontinent?,Linlithgow,Wavell,Mountbatten,None of these,B
522,Partition of Bengal was annulled in?,1909,1910,1911,None of these,C
523,Which Mughal Emperor built the Taj Mahal:,Shah Jahan,Aurangzeb,Akbar,Bahadur Shah,A
524,"The ""Arya Samaj"" was against ___________.",Muslims,Christians,Sikhs,All of the above,D
525,Kalabagh is famous for:,Sulphur,Iron,Gypsum,Tin,B
526,"From the following personalities, indicate the one who has represented Pakistan as the United Nations Representative:",Dr. Waheed Qureshi,Patras Bokhari,Faiz Ahmad Faiz,Ata ul Haq Qasmi,B
527,How many rounds of Round Table Conferences were there?,One,Three,Five,None of these,B
528,Which personality is associated with Kartarpur:,Baba Guru Nanak,Dalbir Singh,Amar Singh,None of these,A
529,"The famous Muslim traveler Ibn Batuta, who arrived in India in 1333, was a native of which country?",Persia,Egypt,Morocco,Turkey,C
530,The 'Sangathan' Movement was started by __________.,Dr. Hedgewar,Dr. B. S. Moonje,Swami Shraddhanand,None,C
531,The federal capital of Pakistan was shifted from Karachi to Islamabad during the regime of:,Liaquat Ali Khan,Zulfikar Ali Bhutto,Ayub Khan,Zia-ul-Haq,C
532,The Dharmarajika Stupa in Taxila was built in the era of the:,Mughals,Kushans,Khilji,Mauryan Empire,D
533,In which year did Sir Syed travel to England with his son Mahmud?,1867,1869,1870,1875,B
534,The rank of Deputy National Coordinator in NACTA is:,20,21,22,None of these,B
536,The main reason for the Partition of Bengal was:,Religious grounds,Administrative requirements,On Muslims' demands,None of these,B
537,The Tughluq Dynasty finally came to an end with the death of Nasiruddin Mahmud Shah in which year?,In 1398,In 1414,In 1401,In 1412,D
539,When was the boundary agreement with China signed?,in 1962,in 1963,in 1965,in 1966,B
540,When did the Kargil War incident occur?,1997,1998,1999,None of these,C
542,In which year did the Supreme Court of Pakistan impose a ban on the Basant festival?,In 2004,In 2005,In 2007,In 2009,C
543,Who was the last Governor of Undivided Punjab?,Sir Evan Jenkins,Francis Mudie,Abdur Rab Nishtar,None of these,A
545,"Amjad Sabri, assassinated on 22 June 2016, was the son of Ghulam Fareed Sabri. Name the brother of Ghulam Fareed Sabri, with whom he formed one of the most famous Qawwali parties in Pakistan:",Maqbool Sabri,Raziuddin Sabri,Ayaz Sabri,Rahat Sabri,A
546,Who founded Sindh Madrassah-tul-Islam?,Qazi Hameed-ud-Din,Hassan Ali Affandi,Maulana Shibli Nomani,Syed Ahmad Khan,B
548,Who founded the Tablighi Jama'at in 1926?,Maulana Abul Kalam Azad,Maulana Muhammad Ilyas,Muhammad Ali Jinnah,Allama Iqbal,B
549,When did Quaid-e-Azam join the All India Muslim League?,1909,1913,1920,None of these,B
550,The Geneva Accord (on Afghanistan) was between Pakistan and?,Iran,Afghanistan,Türkiye,None of these,B
551,The latest internet clampdown in occupied Kashmir by the Indian government started on:,on 05 August 2019,on 15 August 2019,on 25 August 2019,None of these,A
552,"How many provinces was India divided into according to the Government of India Act, 1935?",9,10,11,12,C
553,Name the range which separates China from Pakistan.,Hindu Kush,Pamir,Himalayas,Karakoram,D
554,Who was the Governor of Bengal from 1760 to 1763?,Henry Vansittart,John Spencer,John Cartier,Warren Hastings,A
555,"In the early 1970s, Pakistan played a role in rapprochement between which two countries?",United States and Soviet Union,India and China,United States and China,Pakistan and India,C
556,The largest lake in Jammu & Kashmir is __________.,Dal Lake,Nagin Lake,Wullar Lake,None of above,C
557,Who abrogated the 1956 Constitution of Pakistan?,Sikandar Mirza,Ayub Khan,Yahya Khan,None of these,A
558,Prime Minister Ch. Muhammad Ali was succeeded by:,I.I. Chundrigar,Muhammad Ali Bogra,Huseyn Shaheed Suhrawardy,None,C
559,JAMSHED MARKER distinguished himself in the field of:,Civil Service,Teaching,Diplomacy,Fiction writing,C
561,Indian prime minister Narendra Modi makes surprise stopover in Pakistan for first time in:,on 25th December 2015,on 25th November 2015,on 25th October 2015,on 25th January 2015,A
562,"At the time of the 1857 War of Independence, Sir Syed Ahmad Khan was Sadar Amin of?",Aligarh,Delhi,Bijnor,None of these,C
564,Faiz Ahmad Faiz was arrested in the Rawalpindi Conspiracy Case in:,1951,1952,1953,None of these,A
565,Who was the early political mentor of Quaid-e-Azam?,Mahatma Gandhi,Gopal Krishna Gokhale,Sir Syed Ahmed Khan,Lord Minto,B
567,"When did India, as an aggrieved party, first appear before the UN Security Council regarding Kashmir?",In March 1948,In February 1948,In January 1948,In April 1948,C
568,Who was the last Viceroy of India?,Lord Linlithgow,Lord Willingdon,Lord Mountbatten,Lord Wavell,C
570,Who was the second Prime Minister of Pakistan?,Liaquat Ali Khan,Feroz Khan Noon,Chaudhry Muhammad Ali,Khawaja Nazimuddin,D
571,Quaid-e-Azam Mausoleum is located in which city:,Karachi,Ziarat,Lahore,Quetta,A
572,The function of the State Bank of Pakistan is?,Inflation control,Lending business,Implementing monetary policy,None of these,C
573,Minar-e-Pakistan is situated in which park?,Iqbal Park,Jallo Park,Mochi Gate Park,None,A
574,"According to the 1973 Constitution, the president is elected by:",Provincial Assembly,National Assembly,Senate,All of the above,D
575,The national insignia of Pakistan is __________.,Deodar,Indus Dolphin,Crescent and Star,None of above,C
576,Radcliffe awarded which district to India for support in Kashmir?,Firozpur,Gurdaspur,Pathankot,None of these,B
577,What is the name of the PIA-owned hotel in New York?,Roosevelt Hotel,Hilton Hotel,Plaza Hotel,Grand Hyatt,A
578,Mir Shahdad Jo Qubo (Tomb of Mir Shahdad Talpur) is in _________.,Mithi,Khipro,Shahpur Chakar,Matiari,C
580,Muhammad Ali Sadpara was a?,Cricketer,Traveler,Mountaineer,None of these,C
581,The Police Martyrs Day is observed on __________ in Pakistan.,On August 1st,On August 2nd,On August 4th,None of these,C
583,The Lucknow Pact was an agreement reached between the Indian National Congress and the _______ at a joint session of both parties held in Lucknow in December 1916.,Muslim League (AIML),Awami League (AL),Bharatiya Janata Party (BJP),None of these,A
584,Which US president visited Pakistan in 1969:,Dwight D. Eisenhower,Lyndon B. Johnson,Richard M. Nixon,William J. Clinton,C
586,"What was the main proposal of the Cabinet Mission Plan announced on May 16, 1946?",Division of India into two provinces,India divided into three groups,Immediate independence for India,Separate electorates for Muslims,B
587,Which Hindu leader started a movement against the Partition of Bengal?,Surendranath Banerjee,Raja Ram Mohan Roy,Dayananda Saraswati,None of these,A
589,The Mosque of 'Dai Anga' is located in:,Rawalpindi,Multan,Lahore,Kasur,C
590,Warsak dam is situated on which river?,Indus,Swat,Kabul,Chenab,C
591,The vaccination program of Pakistan is:,CPI,EPI,DPI,None of these,B
592,Who among the following Sultans of Delhi assumed the title 'Sikandar-i-Sani' (the second Alexander)?,Balban,Alauddin Khilji,Muhammad bin Tughlaq,Sikandar Lodhi,B
593,The capital of British India was transferred from Calcutta to Delhi in the year:,1911,1912,1913,1914,A
594,At what age did Akbar become king?,11,13,17,19,B
595,When was the 1973 constitution enforced?,on 23rd March,on 15th May,on 14th August,None of these,C
596,The oldest TV station in Pakistan is located in __________.,Islamabad,Peshawar,Lahore,Karachi,C
597,SECP is the regulatory authority of the:,Stock Market,Import and Export,Media Business,All of these,A
598,Which city in Pakistan is called Noor Mahal?,Lahore,Multan,Bahawalpur,Peshawar,C
599,The 'Great Granary' of the Indus Valley Civilization has been discovered at ____________.,Harappa,Mohenjo-Daro,Kalibangan,Lothal,B
600,What was the real name of Tipu Sultan?,Sultan Fateh Ali Khan Shahab,Sultan Nusrat Ali Khan Shahab,Sultan Azmat Ali Khan Shahab,Sultan Shafqat Ali Khan Shahab,A
601,The minimum and maximum number of members of the Council of Islamic Ideology (CII) are _______.,5 and 20,6 and 20,8 and 20,None of the Above,C
602,Pakistan recognized China in:,in 1948,in 1949,in 1950,in 1951,C
603,When did the First World War take place?,1914-1918,1919-1923,1901-1905,1939-1945,A
604,Amir Timur invaded India in:,1398,1399,1340,1341,A
605,"Muhammad Ali Bogra, the then Prime Minister of Pakistan, presented his constitutional formula to the Constituent Assembly on __________.","On September 7, 1953","On October 7, 1953","On November 7, 1953",None of these,B
606,On which date is Kashmir Solidarity Day observed in Pakistan?,on 5th February,on 14th August,on 6th September,on 23rd March,A
607,When was Quaid-i-Azam Muhammad Ali Jinnah elected President of the Constituent Assembly?,16-Aug-1947,17390,12-Aug-1947,17393,B
608,The Planning Board was turned into the Planning Commission in:,in 1950,in 1951,in 1953,in 1955,B
609,Politics and State in Pakistan is the book of:,Aftab Gilani,Sajid Awan,Muhammad Wasim,Muhammad Shafique Bhatti,C
610,Who was the first Sultan of India to be officially recognized by the Caliph?,Qutbuddin Aibak,Alauddin Khilji,Muhammad bin Tughluq,Iltutmish,D
611,Muhammad Zia-ul-Haq became the President of Pakistan. (Ordinal number),5th,6th,7th,8th,B
612,Which American Ambassador died along with President Zia-ul-Haq in a plane crash in 1988?,Tom Simon,Robert Milam,Arnold Palmer,Arnold Raphel,D
613,Who led the Simla Deputation of Muslim leaders in 1906?,Nawab Salimullah Khan,Sir Agha Khan,Nawab Viqar-ul-Mulk,Maulana Muhammad Ali Johar,B
614,"The word ""Pakistan"" was first introduced in ____ in 1933:",Daily Jang,Daily The Mail,Now or Never,Nawa-e-Waqt,C
615,World Food Day is observed on ____ every year:,on 16 October,on 17 October,on 14 October,on 15 October,A
616,"Under the 1973 Constitution, who is elected through a proportional representation system of political parties?",Members on seats reserved for women,Members on seats reserved for non-Muslims,Both of them,None of them,C
617,What agreement did Pakistan sign in November 2016 related to global climate?,UN Convention on Paris Climate,UN Convention on Drugs,UN Convention on Social Justice,None of these,A
618,Who is Sohail Warraich:,Politician,Bureaucrat,Journalist,None of these,C
619,The historic Badshahi Masjid in Lahore was constructed by Aurangzeb in which year?,In 1658,In 1666,In 1673,In 1703,C
620,When did Qutb-ud-din Aibak officially establish the Delhi Sultanate?,1205,1206,1207,None of these,B
621,The London branch of the All-India Muslim League was started by _________.,Syed Ameer Ali,Sir Wazir Hassan,Hasan Bilgrami,Maulana Shaukat Ali,A
623,Defence Day is observed in?,on 6th September,on 12th September,on 17th September,None of these,A
624,The 1st US ambassador to Pakistan was___________.,Stephen Cohen,Gorge Hampen,Paul H. Ealing,None of these,C
626,When was the Banaras Institute established?,In 1860,In 1861,In 1862,In 1863,B
627,The Indus Basin Treaty was concluded on:,on 19 September 1960,on 1 August 1960,on 20 September 1960,on 29 August 1960,A
629,Parveen Shakir was killed in a road accident in which city?,Lahore,Karachi,Islamabad,None of these,C
630,"In FY2025, agriculture in Pakistan grew at an average annual rate of _______.",2.12 percent,0.31 percent,0.56 percent,1.50 percent,C
632,The Friendship Gate is built on the border between Pakistan and ___________.,Afghanistan,Iran,India,China,A
633,Bahadur Shah Zafar was buried in:,Delhi,Cambridge,Rangoon,Hyderabad,C
634,What was the main focus of Gandhi's Salt Satyagraha?,Monopoly on salt,Right to vote,Education reforms,Land reforms,A
635,For approximately how many years did the Delhi Sultanate last?,250 years,320 years,190 years,410 years,B
636,"According to the 1973 Constitution, the head of government is the ______________.",President,Prime Minister,Governor,Speaker of NA,B
637,When did Muhammad Bin Qasim defeat Raja Dahir?,In 711 A.D.,In 713 A.D.,In 714 A.D.,In 712 A.D.,D
638,The US Ambassador who died with President Zia ul Haq in the plane crash was:,Arnold Lewis Raphel,Deane Roesch Hinton,Robert B. Oakley,None of these,A
639,In which annual meeting of the Muslim League did women participate fully for the first time?,Annual meeting of 1938,Annual meeting of 1939,Annual meeting of 1940,Annual meeting of 1941,A
640,Financial Action Task Force office in Pakistan is situated in which city?,Islamabad,Karachi,Lahore,Rawalpindi,A
641,The Dark green field in the flag of Pakistan represents:,Muslim majority,Minority,Both majority and minority,None of these,A
642,The range of the Shaheen-III missile is:,2250 km,2550 km,2750 km,2950 km,C
643,Who was the first ruler of the Slave Dynasty?,Sultan Ghouri,Qutubuddin Aibak,Balban,None of these,B
644,"Makhdoom Muhammad Hashim Thattvi, an Islamic scholar, lived during the __________ regime.",Kalhora,Soomra,Samma,Arghun,A
645,Who abrogated the 1956 Constitution?,Ayub Khan,Yahya Khan,Iskandar Mirza,None of these,C
646,Akbar succeeded his father at the age of ________.,Thirteen,Sixteen,Seventeen,None of these,A
647,The National Action Plan was created in _________.,In 2013,In 2014,In 2015,In 2016,B
648,Who was the first Chief Minister of Khyber Pakhtunkhwa?,Khan Abdul Qayyum Khan,Sahibzada Zafar Ali Khan,Abdul Ghafoor Hoti,None of them,A
649,Pakistan recognized China in which year?,in 1948,in 1949,in 1950,in 1951,C
651,When was the agreement with Canada for Karachi’s first nuclear power station signed?,in 1962,in 1965,in 1964,in 1967,B
652,"At the time of independence, which was the biggest princely state in terms of area?",Hyderabad,Kashmir,Kalat,Bahawalpur,B
654,What was the color of the party flag of the Pakistan National Alliance (PNA)?,Blue,Green,Yellow,Black,B
655,Pakistan signed Partial Test Ban Treaty (PTBT) in which year?,in 1977,in 1978,in 1976,in 1979,B
656,"The historic garden of Lahore, Shalimar Bagh, was built by:",Akbar,Jahangir,Shah Jahan,'Zaib-un-Nissa,C
658,The Second Session of the Khilafat Conference was held in Amritsar on:,in Oct 1919,in Dec 1919,in Oct 2020,None of these,B
659,What proportion of Pakistan's total population is typically within the working-age group of 15 to 60 years?,50 percent,45 percent,48 percent,55 percent,A
661,What are the average minimum and maximum June/July temperatures in the plains of Pakistan?,30°C to 48°C,24°C to 32°C,18°C to 36°C,10°C to 24°C,A
662,"The cotton textile industry, the largest industry of Pakistan, employs an industrial labor force of a magnitude of ________?",80 percent,65 percent,50 percent,None of these,D
664,How many were the members of Basic Democracies from East Pakistan?,40000,50000,60000,70000,A
665,The policy of large-scale nationalization of industries and financial institutions was a hallmark of which government?,Ayub Khan's,Yahya Khan's,Zulfikar Ali Bhutto's,Zia-ul-Haq's,C
667,How many seats are reserved for non-Muslims in the Sindh Assembly?,10,9,8,7,B
668,Who was the author of the ten-volume comprehensive history of the Ghaznavids entitled 'Tarikh-i-Baihaqi'?,Abul Fazl Baihaqi,Utbi,Farrukhi Sistani,Al-Biruni,A
670,On what date was the Treaty of Amritsar signed?,"March 16, 1846","May 10, 1857","Aug 16,1946","Feb 20,1947",A
671,Who is credited with laying the foundation of the Muslim Empire in India?,Mahmud of Ghazni,Qutbuddin Aibak,Muhammad Ghuri,Sabuktigin,C
672,In which annual session of the All-India Muslim League was the Lahore Resolution passed?,Twenty-sixth,Twenty-seventh,Twenty-ninth,Thirtieth,B
673,Agra city was founded by _______.,Bahlul Khan Lodhi,Ibrahim Lodhi,Malik Sultan Shah Lodi,Sikandar Lodhi,D
674,The Khilafat movement was ended by:,Quaid-e-Azam,Gandhi,Maulana Muhammad Ali Jauhar,None of these,B
675,National Action Plan was revised in which year?,2017,2018,2021,2023,C
676,"What was the affectionate nickname given to Salim (Jahangir) by his father, Akbar?",Mirza,Sheikhu,Sultan,Shahzada,B
677,"Which of the following lakes is called the ""Paradise of Birds""?",Hina Lake,Keenjhar Lake,Manchar Lake,Haleji Lake,D
678,The National Monument of Pakistan is located in __________.,Rawalpindi,Faisalabad,Islamabad,Lahore,C
679,Shah Waliullah was the first person in the subcontinent to translate the Holy Quran into which language?,Urdu,Sindhi,Pashto,Persian,D
680,What was the judgment of the Sindh Chief Court in the case regarding the dissolution of the first Constituent Assembly?,The dissolution is valid,The dissolution is void (illegal),The petition is dismissed,The case is referred to federal courts,B
681,Noor Mahal was built by:,Nawab Sadiq II,Nawab Sadiq III,Nawab Sadiq IV,None of these,C
682,Ayub Khan died in:,1971,1972,1973,1974,D
683,"On which date was ""Dar-ul-Ulum Deoband"" formed?","On May 15, 1856","On May 18, 1873","On May 27, 1848","On May 30, 1866",D
684,What major idea was proposed in Allama Iqbal's Allahabad Address?,Independence of India,Pakistan,Social reforms,Islamic Caliphate,B
686,A total of __________ amendments to the 1973 Constitution have been passed by the Parliament.,21,23,25,26,D
687,Kashmir Solidarity Day is observed in Pakistan on ____________.,On February 5,On May 1,On March 21,On June 6,A
689,Most widely spoken language in Pakistan is:,English,Urdu,Punjabi,Sindhi,C
690,Who helped Liaquat Ali Khan draft the Objectives Resolution?,Pir of Manki Sharif,Maulana Shabbir Ahmad Usmani,Maulana Akram Khan,Maulana Maududi,B
692,What was the name of Shah Waliullah’s father?,Shah Abdur Rahim,Qutbuddin Alam,Syed Alam Hussain,None of these,A
693,When was the national anthem of Pakistan first played?,in August 1954,in August 1953,in August 1952,in August 1955,A
695,The 'Cultural Capital of Sindh' is considered to be _________.,Umerkot,Matiari,Hyderabad,Moro,B
696,Who was the successor of Qutb-ud-din Aibak:,Aram Shah,Iltutmish,Razia Sultana,None of these,A
698,"In the year 1613, where was the English East India Company given permission to set up a factory trading post?",Madras,Bangalore,Masulipatam,Surat,D
699,"The Rohtas Fort near Dina, Jhelum was built by _____________.",Akbar,Sher Shah Suri,Shah Jahan,Babur,B
701,Sir John Hubert Marshall was Director-General of the Archaeological Survey of India. He was responsible for the excavations of:,Harappa,Mohenjo-Daro,Both A & B,None of the above,C
702,Who was the girl from the Yarbu tribe who wrote a letter to Hajjaj bin Yusuf for help?,Fatima,Naheed,Zainab,Ayesha,B
704,"In Pakistan, _______ of the population lives below the national poverty line, according to a 2017 estimate.",52.30 percent,29.50 percent,34.50 percent,41.50 percent,B
705,The Jallianwala Bagh massacre happened on:,"on April 19, 1919","on April 13, 1919","on April 21, 1919","on April 31, 1919",B
706,The first general elections in Pakistan (1970) were held under the military government of President ___________.,Iskander Mirza,Yahya Khan,Ayub Khan,Zulfikar Ali Bhutto,B
707,The All-India Muslim League was founded in 1906 in:,Delhi,Dhaka,Lahore,Allahabad,B
708,Pakistan defeated ____ in the 1971 Hockey World Cup.,Spain,Australia,Germany,None of these,A
709,Attock Fort was built during the reign of which Mughal Emperor?,Akbar,Humayun,Shah Jahan,Aurangzeb,A
711,The Indus Waters Treaty between India and Pakistan was brokered by the:,United Nations,World Bank,United States,United Kingdom,B
712,"Which province of Pakistan is known as ""Bab-ul-Islam""?",Punjab,Balochistan,Khyber Pakhtunkhwa,Sindh,D
714,"How was the future status of Sindh to be decided under the ""3rd June Plan""?",By a commission,By a plebiscite,By a majority vote of its provincial assembly members,None of these,C
715,The Second Battle of Panipat was fought in November 1556 between the forces of Akbar and whom?,Rana Sanga,Hemu,Sher Shah Suri,Ibrahim Lodhi,B
717,Which pass connects Chitral with the Wakhan Corridor of Afghanistan?,Baroghil Pass,Malakand Pass,Muztagh Pass,Dorah Pass,A
718,The Partition of Bengal in 1905 was announced by?,Lord Minto,Lord Hardinge,Lord Curzon,None of these,C
720,Justice Muhammad Arif and Justice Ali Nawaz Chohan served as Chief Justice in which African country?,Uganda,Gambia,Tanzania,None of these,B
721,The Hasni tribe is primarily settled in _________.,Southern KPK,Western Balochistan,Central Sindh,None of these,B
722,How many land reclamation schemes have been completed by the government?,50,60,58,65,C
723,When was King Edward Medical University (the oldest university in Pakistan) established?,In 1852,In 1856,In 1860,In 1884,C
724,"Which country's border shared with Pakistan stretches for approximately 2,250 km?",India,Afghanistan,Iran,China,B
725,ICT stands for _________.,Islamabad Capital Total,Islamabad City Tribes,Islamabad Capital Territory,Islamabad City Territory,C
726,Majlis-e-Shura was established in:,1977,1981,1985,1991,B
727,Last speaker of National Assembly of united East/West Pakistan:,Yaqoob Ali Khan,Javaid Iqbal,Abdul Jabbar Khan,None of these,C
728,Why did Syed Amir Ali resign from the Muslim League in 1913?,The Muslim League did not do sufficient work for its members,It criticized the Government,It started supporting the Hindu cause,The party had no clear-cut policy,D
729,"In Pakistan's parliamentary system, the President is the ________.",Head of the State,Head of the Government,Head of the Parliament,None of these,A
730,"At the time when the Khilafat delegation visited England in 1920, the British PM was?",Lloyd George,Churchill,Chamberlain,None of these,A
731,"The Sindhi fiction writer and columnist Qazi Abdul Jaleel, popularly known as Amar Jaleel, was born in ________.","Rohri, Sindh","Dadu, Sindh","Shikarpur, Sindh","He came from Rajasthan, India",A
732,"When Chaudhry Rehmat Ali issued the pamphlet Now or Never in 1933, where was he studying?",Cambridge,Oxford,Aligarh,Harvard,A
733,The Kargil incident happened in _________.,In 1998,In 1997,In 1999,In 2000,C
734,Abd-ul-Malik was a student of ________.,"Islamia College, Lahore","Muslim University, Aligarh","Islamia College, Peshawar",None of these,C
735,Shah Wali Ullah wrote how many books?,45,50,51,55,C
736,Which is the oldest university in Pakistan? (from the very beginning),"University of the Punjab, Lahore","King Edward Medical University, Lahore","University of Agriculture, Faisalabad","Sindh Madressatul Islam University, Karachi",A
737,When was the Pakistan NH&MP (Motorway Police) established?,In 1987,In 1990,In 1997,In 2000,C
739,"The Jinnah Bagh in Larkana, Sindh, was formerly known as _________.",Das Garden,Tajar Bagh,Gian Bagh,Larkana Bagh,C
740,From which area Arabs entered the sub-continent?,Multan,Shalkot,Debal,Peshawar,C
742,"According to the 1973 constitution, who elects the Prime Minister?",The President,The Senate,The National Assembly,Direct popular vote,C
743,Who was the first speaker of the Sindh assembly in 1937?,Dewan Bahadur Bhojsingh Pahlajani,Syed Miran Muhammad Shah,Agha Badruddin Khan Durrani,Qurban Ali Shah,A
745,Global warming poses a threat to the world is a statement by:,United Nations,Antonio Guterres,Both (A) & (B),None of these,C
746,The Council of Common Interests consists of how many members?,Four,Five,Seven,None of these,D
748,The Rowlatt Act was passed in:,1915,1916,1917,None of these,D
749,The Chairman of a Zakat Committee:,May be Muslim,Can be Christian,Can be Jew,Must be Muslim,D
750,When did Pakistan withdraw from SEATO?,1972,1973,1974,None of these,D
751,"At the time of independence in 1947, which was the biggest city of Pakistan?",Lahore,Karachi,Dhaka,Rawalpindi,B
752,The main headquarters (Markaz) of the Tablighi Jamaat is in ________.,Raiwind,Delhi,Dhaka,None of these,A
753,Who is the newly appointed DG of ISPR of the Pakistan Army?,Lt. General Asim Saleem Bajwa,Major General Babar Iftikhar,Major General Asif Ghafoor,Major General Ahmed Sharif Chaudhry,D
754,Muhammad Khan Junejo became Prime Minister of Pakistan in:,1985,1986,1987,1988,A
755,Which country has become the first country in the World to introduce WHO approved Typhoid vaccine?,China,Pakistan,India,Japan,B
756,Ranjit Singh used to rule Punjab from:,Amritsar,Jalandhar,Lahore,Multan,C
757,The system of diarchy remained operational during:,1921-1937,1922-1937,1923-1937,None of these,A
758,When was the 18th Amendment Bill passed by the National Assembly?,"On April 12, 2010","On March 12, 2010","On May 12, 2010","On April 8, 2010",D
759,Who was the last king of Iran?,Polyparchon,Cassander,Reza Shah Pahlavi,None of these,C
760,"The great Persian and first Urdu poet, Amir Khusru, flourished during the reign of which sultan?",Alauddin Khalji,Iltutmish,Ghiyasuddin Balban,Qutbuddin Aibak,C
761,Israel gave India in 2017 the Spyder Air Defense Missile System for using it against:,China,Pakistan,Sri Lanka,North Korea,B
762,When was the first constitution abrogated and Martial Law proclaimed?,in September 1958,in October 1958,in November 1958,in December 1958,B
763,"In the Indus Valley, alluvial soil was used for making ________.",Bricks,Maps,Fertilizer,Drinks,A
764,The Pakistan Naval War College is in __________.,Lahore,Karachi,Islamabad,None of these,A
765,"At the time of independence, 9 railway systems were operating in India. How many were in Pakistan out of 9?",5,4,2,3,C
766,When NWFP created as separate province by British government:,1901,1902,1903,1904,A
767,The Mughal king Babur originally came to India from ________.,Fergana,Khiva,Kabul,Seistan,A
