Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"A wire has a resistance of 5 ohm. If it is cut into two equal parts and connected in parallel, the equivalent resistance is?",1.25 ohm,2.5 ohm,5 ohm,10 ohm,A,"Each part has resistance 2.5 ohm. In parallel, 1/R = 1/2.5 + 1/2.5 = 2/2.5, so R = 2.5/2 = 1.25 ohm.",NET,Conceptual,Medium,Physics,Current Electricity
The power dissipated in a resistor is 20 W when the voltage is 10 V. The resistance is?,5 ohm,10 ohm,2 ohm,8 ohm,A,"P = V²/R, so R = V²/P = (10 V)² / 20 W = 5 ohm.",NET,Conceptual,Medium,Physics,Current Electricity
A 2 ohm and a 4 ohm resistor are connected in series. The total resistance is?,2 ohm,4 ohm,6 ohm,8 ohm,C,"In series, R_total = R1 + R2 = 2 + 4 = 6 ohm.",NET,Conceptual,Medium,Physics,Current Electricity
A wire of resistance 10 ohm is stretched to double its length. What is its new resistance?,20 ohm,40 ohm,10 ohm,5 ohm,B,"When a wire is stretched to double its length, its resistance becomes 4 times due to R ∝ l² / V, where V is constant.",ECAT,Conceptual,Medium,Physics,Current Electricity
The current in a circuit is 2 A when the resistance is 10 ohm. What is the emf of the cell?,10 V,20 V,5 V,2 V,B,"Using Ohm's law, V = IR = 2 * 10 = 20 V, assuming internal resistance is negligible.",ECAT,Conceptual,Medium,Physics,Current Electricity
The power dissipated in a 10 ohm resistor is 40 W. What is the current?,1 A,2 A,4 A,8 A,B,"P = I²R, so I = √(P / R) = √(40 / 10) = 2 A.",ECAT,Conceptual,Medium,Physics,Current Electricity
A cell of emf 12 V and internal resistance 2 ohm is connected to a 4 ohm resistor. What is the current?,1 A,2 A,3 A,4 A,B,I = E / (R + r) = 12 / (4 + 2) = 2 A.,ECAT,Conceptual,Medium,Physics,Current Electricity
A wire of length 1 m and radius 0.1 mm has a resistance of 100 ohm. What is the resistivity of the material?,3.14 * 10^(-6) ohm-m,3.14 * 10^(-7) ohm-m,3.14 * 10^(-8) ohm-m,3.14 * 10^(-9) ohm-m,C,ρ = R * A / l = 100 * π * (0.1 * 10^(-3))² / 1 = 3.14 * 10^(-8) ohm-m.,ECAT,Conceptual,Medium,Physics,Current Electricity
"The potential difference between two points is 10 V. If 20 C of charge is moved, what is the work done?",100 J,200 J,50 J,400 J,B,W = Q * V = 20 * 10 = 200 J.,ECAT,Conceptual,Medium,Physics,Current Electricity
A 100 W bulb is operated for 2 hours. What is the energy consumed?,0.2 kWh,0.4 kWh,0.1 kWh,0.5 kWh,A,Energy = Power * Time = 100 * 2 / 1000 = 0.2 kWh.,ECAT,Conceptual,Medium,Physics,Current Electricity
"The equivalent resistance of two resistors in series is 10 ohm. If one resistor is 5 ohm, what is the other?",2 ohm,5 ohm,10 ohm,15 ohm,B,"R_eq = R1 + R2, so R2 = R_eq - R1 = 10 - 5 = 5 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
A cell supplies a current of 2 A when connected to a 5 ohm resistor. What is the internal resistance if the emf is 12 V?,0.5 ohm,1 ohm,2 ohm,3 ohm,B,"E = I(R + r), so r = E / I - R = 12 / 2 - 5 = 1 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
The resistance of a wire is inversely proportional to its,length,cross-sectional area,temperature,resistivity,B,"R ∝ 1 / A, so resistance is inversely proportional to cross-sectional area.",ECAT,Conceptual,Medium,Physics,Current Electricity
"The drift velocity of electrons is 0.1 mm/s. If the length of the wire is 1 m, what is the time taken for an electron to travel from one end to the other?",10 s,100 s,1000 s,10000 s,D,Time = Distance / Velocity = 1 / (0.1 * 10^(-3)) = 10000 s.,ECAT,Conceptual,Medium,Physics,Current Electricity
The power dissipated in a resistor is 100 W when the voltage is 10 V. What is the resistance?,1 ohm,5 ohm,10 ohm,20 ohm,A,"P = V² / R, so R = V² / P = 10² / 100 = 1 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
"The emf of a cell is 12 V. If the internal resistance is 2 ohm and the external resistance is 4 ohm, what is the terminal voltage?",6 V,8 V,10 V,12 V,B,V = E - Ir = E * R / (R + r) = 12 * 4 / (4 + 2) = 8 V.,ECAT,Conceptual,Medium,Physics,Current Electricity
The current through a 10 ohm resistor is 2 A. What is the power dissipated?,20 W,40 W,80 W,100 W,B,P = I²R = 2² * 10 = 40 W.,ECAT,Conceptual,Medium,Physics,Current Electricity
"A 12 V battery is connected to a resistor. If the current is 2 A, what is the resistance?",4 ohm,6 ohm,8 ohm,10 ohm,B,R = V / I = 12 / 2 = 6 ohm.,ECAT,Conceptual,Medium,Physics,Current Electricity
"The resistivity of a material is 1.7 * 10^(-8) ohm-m. If the length of the wire is 1 m and the radius is 0.1 mm, what is the resistance?",0.54 ohm,1.08 ohm,2.16 ohm,5.4 ohm,A,R = ρ * l / A = 1.7 * 10^(-8) * 1 / (π * (0.1 * 10^(-3))²) = 0.54 ohm.,ECAT,Conceptual,Medium,Physics,Current Electricity
"A 5 ohm resistor is connected in series with a variable resistor. If the total resistance is 10 ohm, what is the variable resistor's value?",2 ohm,5 ohm,8 ohm,15 ohm,B,"Using R_total = R1 + R2, we get 10 = 5 + R2, so R2 = 10 - 5 = 5 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 4 ohm. If it is stretched to double its length, what is its new resistance?",4 ohm,8 ohm,16 ohm,2 ohm,C,"Resistance is proportional to length (R ∝ L). When length doubles, resistance becomes 4 times (new R = 4 * 4 = 16 ohm).",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A capacitor is charged to 5 V. If its capacitance is 2 μF, what is the charge stored?",5 μC,10 μC,15 μC,20 μC,B,"Using Q = CV, we get Q = 2 * 5 = 10 μC.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A 10 ohm resistor and a 20 ohm resistor are in parallel. What is their equivalent resistance?,5 ohm,6.67 ohm,10 ohm,30 ohm,B,"Using 1/R_eq = 1/R1 + 1/R2, we get 1/R_eq = 1/10 + 1/20 = (2 + 1)/20 = 3/20, so R_eq = 20/3 = 6.67 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A wire carries a current of 2 A. If the charge on an electron is 1.6 * 10^(-19) C, how many electrons pass a point in 1 s?",1.25 * 10^19,2.5 * 10^18,1.6 * 10^19,3.2 * 10^18,A,"Using I = Q/t = ne/t, we get n = I*t/e = 2*1/(1.6*10^(-19)) = 1.25 * 10^19.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A 5 V battery is connected to a 10 ohm resistor. What is the current?,0.2 A,0.5 A,1 A,2 A,B,"Using I = V/R, we get I = 5/10 = 0.5 A.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A circuit has a resistance of 10 ohm and an inductance of 2 H. If the current changes at a rate of 5 A/s, what is the induced emf?",5 V,10 V,15 V,20 V,B,"Using ε = -L*dI/dt, we get ε = 2 * 5 = 10 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A 100 W bulb is operated at 220 V. What is its resistance?,242 ohm,484 ohm,200 ohm,400 ohm,B,"Using P = V²/R, we get R = V²/P = (220)²/100 = 484 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A potentiometer wire is 4 m long and has a resistance of 8 ohm. If it is connected to a 2 V battery, what is the potential gradient?",0.25 V/m,0.5 V/m,1 V/m,2 V/m,B,"Using I = V/R = 2/8 = 0.25 A, and potential gradient = I*R/L = 0.25 * 8 / 4 = 0.5 V/m.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A cell has an emf of 2 V and internal resistance of 1 ohm. What is the terminal voltage when it supplies 1 A current?,1 V,2 V,3 V,4 V,A,"Using V = E - Ir, we get V = 2 - (1 * 1) = 1 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"Two resistors, 2 ohm and 4 ohm, are in series. What is their equivalent resistance?",2 ohm,4 ohm,6 ohm,8 ohm,C,"Using R_eq = R1 + R2, we get R_eq = 2 + 4 = 6 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A 10 ohm resistor is connected to a 5 V battery. What is the power dissipated?,1 W,2.5 W,5 W,10 W,B,"Using P = V²/R, we get P = (5)²/10 = 2.5 W.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 8 ohm. If it is cut into two equal parts and connected in parallel, what is the equivalent resistance?",2 ohm,4 ohm,8 ohm,16 ohm,A,"Each part has resistance 4 ohm. Using 1/R_eq = 1/4 + 1/4 = 2/4 = 1/2, we get R_eq = 2 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A 5 A current flows through a wire. If the number of free electrons per unit volume is 10²8 /m³, what is the drift velocity?",1.25 * 10^(-4) m/s,2.5 * 10^(-4) m/s,5 * 10^(-4) m/s,1 * 10^(-4) m/s,A,"Using I = nAv_e*e, we can find v_d = I/(nAe) = 5 / (10²8 * π*(10^(-3))² * 1.6*10^(-19)) = 1.25 * 10^(-4) m/s (approx).",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A circuit has a voltage source of 10 V and a resistance of 5 ohm. What is the current?,1 A,2 A,3 A,4 A,B,"Using I = V/R, we get I = 10/5 = 2 A.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A 2 ohm resistor and a 3 ohm resistor are in parallel. What is their equivalent resistance?,1 ohm,1.2 ohm,1.5 ohm,2 ohm,B,"Using 1/R_eq = 1/R1 + 1/R2, we get 1/R_eq = 1/2 + 1/3 = (3 + 2)/6 = 5/6, so R_eq = 6/5 = 1.2 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A cell of emf 1.5 V is connected to a 2 ohm resistor. If the current is 0.5 A, what is the internal resistance?",0.5 ohm,1 ohm,1.5 ohm,2 ohm,B,"Using I = E/(R + r), we get 0.5 = 1.5/(2 + r), so 2 + r = 3, hence r = 1 ohm.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A wire of length 1 m has a resistance of 2 ohm. If it is stretched to 2 m, what is its new resistance?",4 ohm,8 ohm,2 ohm,6 ohm,B,"Resistance is proportional to length squared when volume is constant (R ∝ L²). When length doubles, resistance becomes 4 times (new R = 4 * 2 = 8 ohm).",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
A 12 V battery is connected to a circuit with a resistance of 4 ohm. What is the current?,2 A,3 A,4 A,6 A,B,"Using I = V/R, we get I = 12/4 = 3 A.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The potential difference between two points is 10 V. If 20 C charge is moved, what is the work done?",100 J,200 J,50 J,500 J,B,Work done = charge * potential difference = 20 C * 10 V = 200 J.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 5 ohm at 20°C. If the temperature coefficient is 0.004/°C, what is its resistance at 100°C?",7 ohm,6 ohm,8 ohm,9 ohm,A,R = R0 * (1 + α * ΔT) = 5 * (1 + 0.004 * (100 - 20)) = 5 * (1 + 0.32) = 5 * 1.32 = 6.6 ≈ 7 ohm (approx).,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
A 100 W bulb is used for 10 hours. What is the energy consumed in kWh?,1 kWh,0.1 kWh,10 kWh,0.01 kWh,A,Energy = power * time = 100 W * 10 h = 1000 Wh = 1 kWh.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
A capacitor of capacitance 2 μF is connected in series with a 3 μF capacitor. What is the equivalent capacitance?,1.2 μF,5 μF,6 μF,2 μF,A,"For series capacitors, 1/C_eq = 1/C1 + 1/C2. So, 1/C_eq = 1/2 + 1/3 = 5/6, thus C_eq = 6/5 = 1.2 μF.",LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"The resistivity of a material is 1.7 * 10^-8 ohm-m. If the wire has a length of 1 m and area 0.01 m², what is its resistance?",1.7 * 10^-6 ohm,1.7 ohm,1.7 * 10^-8 ohm,0.017 ohm,A,R = ρ * L / A = 1.7 * 10^-8 * 1 / 0.01 = 1.7 * 10^-6 ohm.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
A 2 ohm resistor is connected in series with a 3 ohm resistor. What is the equivalent resistance?,5 ohm,2 ohm,3 ohm,1 ohm,A,"For series resistors, R_eq = R1 + R2 = 2 + 3 = 5 ohm.",LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
A 10 V battery is connected to a 5 ohm resistor. What is the power dissipated?,20 W,10 W,5 W,2 W,A,P = V² / R = 10² / 5 = 100 / 5 = 20 W.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"The current in a wire is 2 A. If the charge of an electron is 1.6 * 10^-19 C, what is the number of electrons flowing per second?",1.25 * 10^19,1.25 * 10^-19,2 * 10^19,2 * 10^-19,A,Number of electrons = current / charge per electron = 2 / (1.6 * 10^-19) = 1.25 * 10^19.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"A wire of length 1 m has a resistance of 5 ohm. If it is cut into 5 equal parts and connected in parallel, what is the equivalent resistance?",1/5 ohm,1 ohm,5 ohm,25 ohm,A,"Each part has R = 1 ohm. For 5 parts in parallel, 1/R_eq = 5/1, so R_eq = 1/5 ohm.",LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
The emf of a battery is 12 V and its internal resistance is 1 ohm. What is the terminal voltage when a 5 ohm resistor is connected?,10 V,12 V,8 V,6 V,A,Current = emf / (internal resistance + external resistance) = 12 / (1 + 5) = 2 A. Terminal voltage = emf - Ir = 12 - 2 * 1 = 10 V.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
A 5 ohm resistor is connected to a 10 V battery. What is the energy dissipated in 2 seconds?,40 J,20 J,10 J,80 J,A,P = V² / R = 10² / 5 = 20 W. Energy = P * t = 20 * 2 = 40 J.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"The resistance of a wire is 10 ohm. If its length is doubled and radius is halved, what is the new resistance?",80 ohm,40 ohm,20 ohm,10 ohm,A,"R ∝ L / r². When L doubles and r halves, R becomes 8 times, so 8 * 10 = 80 ohm.",LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"The potential difference across a resistor is 10 V. If the current is 2 A, what is the resistance?",5 ohm,10 ohm,2 ohm,20 ohm,A,R = V / I = 10 / 2 = 5 ohm.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 4 ohm. If it is bent into a circle and connected across a diameter, what is the equivalent resistance?",1 ohm,2 ohm,4 ohm,8 ohm,A,"Each half has 2 ohm resistance. Two halves in parallel give 1/R_eq = 1/2 + 1/2 = 1, so R_eq = 1 ohm.",LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"The current through a resistor is 3 A. If the resistance is 4 ohm, what is the power dissipated?",12 W,36 W,48 W,24 W,B,P = I² * R = 3² * 4 = 9 * 4 = 36 W.,LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
A 20 ohm resistor is connected in parallel with a 20 ohm resistor. What is the equivalent resistance?,10 ohm,20 ohm,40 ohm,5 ohm,A,"For two equal resistors in parallel, R_eq = R / 2 = 20 / 2 = 10 ohm.",LUMS_SAT,Conceptual,Medium,Physics,Current Electricity
"The resistance of a wire is 10 ohms. If it is stretched to double its length, its new resistance will be",40 ohms,20 ohms,10 ohms,5 ohms,A,"Resistance is directly proportional to length and inversely to area. When length doubles, area halves, so R = ρ(2l)/(A/2) = 4ρl/A = 4R.",NET,Conceptual,Medium,Physics,Current Electricity
"A battery has an emf of 12 V and internal resistance 2 ohms. When connected to an external resistance of 4 ohms, the current will be",1 A,2 A,3 A,4 A,B,"Using I = E/(R + r), we get I = 12/(4 + 2) = 12/6 = 2 A.",NET,Conceptual,Medium,Physics,Current Electricity
The equivalent resistance between points A and B in the given circuit is,2 ohms,4 ohms,6 ohms,8 ohms,B,"The two resistances are in parallel, so 1/R = 1/4 + 1/4 = 2/4, hence R = 2 ohms, but there's an additional 2 ohms in series.",NET,Conceptual,Medium,Physics,Current Electricity
The drift velocity of electrons in a conductor is proportional to,Electric field,1 / Electric field,Square of electric field,1 / Square of electric field,A,"Drift velocity is directly proportional to the electric field, as given by v = μE.",NET,Conceptual,Medium,Physics,Current Electricity
A wire of resistance R is bent into a circle. The resistance between two points on the circumference is,R/2,R/4,R,R/2π,B,"The wire is divided into two equal parts, each with resistance R/2, and these are in parallel, giving R/4.",NET,Conceptual,Medium,Physics,Current Electricity
The power dissipated in a resistor is given by,V²/R,I²R,Both A and B,Neither A nor B,C,Power P = VI = V(V/R) = V²/R and also P = VI = (IR)I = I²R.,NET,Conceptual,Medium,Physics,Current Electricity
The resistivity of a material depends on,Length,Area,Temperature,All of the above,C,"Resistivity is a property of the material and depends on temperature, not on length or area.",NET,Conceptual,Medium,Physics,Current Electricity
A potentiometer wire has a length of 10 m and resistance 5 ohms. The potential gradient is,0.5 V/m,0.1 V/m,1 V/m,2 V/m,A,"Potential gradient = V/l = (I*R)/l = (E/(R + r))*R/l, but for a simple potentiometer, it is given by the voltage drop per unit length.",NET,Conceptual,Medium,Physics,Current Electricity
"The current in a circuit is measured using an ammeter. To minimize the error, the ammeter should have",High resistance,Low resistance,Zero resistance,Infinite resistance,B,"An ideal ammeter has zero resistance, but practically, it should have low resistance to minimize the voltage drop across it.",NET,Conceptual,Medium,Physics,Current Electricity
The emf of a cell is measured using a,Voltmeter,Ammeter,Potentiometer,Galvanometer,C,"A potentiometer measures the emf without drawing current from the cell, hence it's more accurate.",NET,Conceptual,Medium,Physics,Current Electricity
"The resistance of a conductor at 0°C is 10 ohms. If the temperature coefficient is 0.005 /°C, its resistance at 100°C will be",15 ohms,20 ohms,10.5 ohms,15.5 ohms,A,"Using R = R0(1 + αt), we get R = 10(1 + 0.005*100) = 10(1 + 0.5) = 10*1.5 = 15 ohms.",NET,Conceptual,Medium,Physics,Current Electricity
"The current density in a wire is 2 A/m². If the wire has a cross-sectional area of 4 m², the current is",8 A,2 A,0.5 A,0.25 A,A,Current I = J*A = 2*4 = 8 A.,NET,Conceptual,Medium,Physics,Current Electricity
"In a meter bridge, the balance point is 40 cm from one end. The ratio of resistances is",2:3,3:2,1:1,4:1,A,The ratio of resistances is given by l/(100-l) = 40/(100-40) = 40/60 = 2/3.,NET,Conceptual,Medium,Physics,Current Electricity
The power consumed by a resistor is 100 W when connected to a 10 V supply. The resistance is,1 ohm,10 ohms,100 ohms,1000 ohms,A,"Using P = V²/R, we get 100 = 10²/R, so R = 100/100 = 1 ohm.",NET,Conceptual,Medium,Physics,Current Electricity
A wire of resistance 5 ohms is stretched to twice its length. The new resistance is,10 ohms,20 ohms,5 ohms,40 ohms,B,"When the wire is stretched to twice its length, its area becomes half, so R = ρ(2l)/(A/2) = 4ρl/A = 4*5 = 20 ohms.",NET,Conceptual,Medium,Physics,Current Electricity
"In a series circuit, the total resistance is 10 ohms and the current is 2 A. The voltage applied is",5 V,10 V,20 V,40 V,C,"Using V = IR, we get V = 2*10 = 20 V.",NET,Conceptual,Medium,Physics,Current Electricity
"The equivalent resistance of two resistors in parallel is 2 ohms. If one resistor is 3 ohms, the other is",6 ohms,3 ohms,1 ohm,4 ohms,A,"1/R = 1/R1 + 1/R2, so 1/2 = 1/3 + 1/R2. Hence, 1/R2 = 1/2 - 1/3 = (3-2)/6 = 1/6, giving R2 = 6 ohms.",NET,Conceptual,Medium,Physics,Current Electricity
A 10 V battery is connected to a 5 ohm resistor. The current is,1 A,2 A,0.5 A,5 A,B,"Using I = V/R, we get I = 10/5 = 2 A.",NET,Conceptual,Medium,Physics,Current Electricity
The energy consumed by a 100 W bulb in 1 hour is,100 J,100 Wh,3600 J,360 kJ,B,Energy = Power * Time = 100 W * 1 h = 100 Wh.,NET,Conceptual,Medium,Physics,Current Electricity
A 5 ohm resistor is connected to a 10 V battery. What is the current?,0.5 A,1 A,2 A,5 A,C,"Using Ohm's Law, I = V/R = 10/5 = 2 A.",ECAT,Conceptual,Medium,Physics,Current Electricity
"Three resistors of 2 ohm, 3 ohm, and 5 ohm are connected in series. What is the total resistance?",5 ohm,10 ohm,15 ohm,20 ohm,B,"For series resistors, R_total = R1 + R2 + R3 = 2 + 3 + 5 = 10 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 10 ohm. If it is stretched to twice its length, what is the new resistance?",20 ohm,30 ohm,40 ohm,50 ohm,C,"Resistance is proportional to length. When length doubles, resistance quadruples due to halved cross-sectional area, so R_new = 4 * 10 = 40 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
Two resistors of 4 ohm and 6 ohm are connected in parallel. What is the equivalent resistance?,2 ohm,2.4 ohm,3 ohm,4 ohm,B,"For parallel resistors, 1/R_eq = 1/R1 + 1/R2 = 1/4 + 1/6. So, R_eq = (4*6)/(4+6) = 2.4 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
A 12 V battery has an internal resistance of 0.5 ohm. What is the short circuit current?,12 A,24 A,36 A,48 A,B,Short circuit current I = V/r = 12/0.5 = 24 A.,ECAT,Conceptual,Medium,Physics,Current Electricity
A heater coil has a resistance of 20 ohm and is connected to a 200 V supply. What is the power consumed?,1000 W,1500 W,2000 W,2500 W,C,Power P = V²/R = 200²/20 = 2000 W.,ECAT,Conceptual,Medium,Physics,Current Electricity
A wire of resistance 8 ohm is bent to form a circle. What is the resistance between two diametrically opposite points?,1 ohm,2 ohm,4 ohm,8 ohm,B,"Resistance between diametrically opposite points is R/4 + R/4 = R/2 = 8/2 = 4 ohm in parallel, so R_eq = 2 ohm.",ECAT,Conceptual,Medium,Physics,Current Electricity
A potentiometer wire of length 10 m has a resistance of 20 ohm. What is the potential gradient?,0.1 V/m,0.2 V/m,0.5 V/m,1 V/m,B,"Potential gradient = V/L = (I*R)/L = (I*20)/10 = 2*I. For I = 0.1 A, it is 0.2 V/m, assuming a specific current.",ECAT,Conceptual,Medium,Physics,Current Electricity
Two bulbs of 60 W and 100 W are connected in series to a 200 V supply. Which bulb will be brighter?,60 W,100 W,Both equal,None of these,A,"In series, the bulb with higher resistance (lower wattage) will be brighter.",ECAT,Conceptual,Medium,Physics,Current Electricity
A 5 A fuse is used in a circuit. What is the maximum power it can handle if the voltage is 230 V?,1000 W,1150 W,1200 W,1500 W,B,P = V*I = 230*5 = 1150 W.,ECAT,Conceptual,Medium,Physics,Current Electricity
A battery of emf 12 V and internal resistance 1 ohm is connected to a 5 ohm resistor. What is the current?,1 A,2 A,3 A,4 A,B,I = E/(R + r) = 12/(5 + 1) = 2 A.,ECAT,Conceptual,Medium,Physics,Current Electricity
A 100 W bulb is used for 5 hours. What is the energy consumed in kWh?,0.1 kWh,0.5 kWh,1 kWh,2 kWh,B,Energy = P*t = 100*5/1000 = 0.5 kWh.,ECAT,Conceptual,Medium,Physics,Current Electricity
A 10 ohm resistor is connected to a 5 V battery. What is the heat produced in 2 seconds?,2 J,5 J,10 J,20 J,B,H = V²*t/R = 5²*2/10 = 5 J.,ECAT,Conceptual,Medium,Physics,Current Electricity
The potential difference across a 4 ohm resistor is 8 V. What is the current?,1 A,2 A,3 A,4 A,B,I = V/R = 8/4 = 2 A.,ECAT,Conceptual,Medium,Physics,Current Electricity
A 20 ohm resistor and a 30 ohm resistor are connected in parallel. What is the total current if the voltage is 12 V?,0.5 A,1 A,1.5 A,2 A,B,I_total = V/R1 + V/R2 = 12/20 + 12/30 = 0.6 + 0.4 = 1 A.,ECAT,Conceptual,Medium,Physics,Current Electricity
A wire of length 1 m and radius 0.01 m has a resistance of 10 ohm. What is the resistivity?,3.14 * 10^-4 ohm-m,3.14 * 10^-5 ohm-m,3.14 * 10^-6 ohm-m,3.14 * 10^-7 ohm-m,C,"ρ = R*A/L = 10*π*(0.01)²/1 = 3.14*10^-6 ohm-m, using A = πr².",ECAT,Conceptual,Medium,Physics,Current Electricity
"A 10 ohm resistor is connected in series with a 20 ohm resistor. If a 12 V battery is connected across them, what is the current?",0.4 A,0.6 A,0.3 A,0.2 A,A,"Total resistance = 10 + 20 = 30 ohms. I = V/R = 12/30 = 0.4 A, using Ohm's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The resistance of a wire is 5 ohms at 20°C. If the temperature coefficient is 0.004/°C, what is its resistance at 100°C?",7 ohms,6 ohms,8 ohms,9 ohms,A,"R = R0(1 + αΔT) = 5(1 + 0.004*80) = 5(1 + 0.32) = 5*1.32 = 6.6 ≈ 7 ohms, using temperature coefficient formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 10 ohms. If it is stretched to twice its length, what is its new resistance?",20 ohms,40 ohms,10 ohms,5 ohms,B,"R ∝ L/A, when L is doubled, A is halved. So, R' = 4R = 4*10 = 40 ohms, using resistance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The potential difference between two points is 10 V. If 20 C of charge is moved between them, what is the work done?",100 J,200 J,50 J,150 J,B,"W = qV = 20*10 = 200 J, using work done formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The current in a circuit is 2 A. If the resistance is 5 ohms, what is the power dissipated?",10 W,20 W,15 W,25 W,B,"P = I²R = 2²*5 = 4*5 = 20 W, using power dissipation formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A battery has an emf of 12 V and internal resistance 2 ohms. If a 4 ohm resistor is connected across it, what is the current?",2 A,1.5 A,3 A,2.5 A,A,"I = E/(R + r) = 12/(4 + 2) = 12/6 = 2 A, using emf and internal resistance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The resistivity of a material is 1.7 × 10⁻⁸ ohm-m. If the length and area of a wire are 1 m and 0.01 m², what is its resistance?",1.7 × 10⁻⁶ ohms,1.7 × 10⁻⁸ ohms,1.7 × 10⁻¹⁰ ohms,1.7 × 10⁻⁷ ohms,A,"R = ρL/A = (1.7 × 10⁻⁸*1)/0.01 = 1.7 × 10⁻⁶ ohms, using resistivity formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A capacitor is charged to 10 V. If the capacitance is 0.1 F, what is the charge stored?",1 C,0.1 C,10 C,0.01 C,A,"Q = CV = 0.1*10 = 1 C, using capacitance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The drift velocity of electrons in a wire is 0.1 m/s. If the current is 2 A and the area is 0.01 m², what is the electron density?",1.25 × 10²⁸/m³,1.25 × 10²⁷/m³,1.25 × 10²⁶/m³,1.25 × 10²⁵/m³,A,"I = nAev, n = I/(Aev) = 2/(0.01*1.6 × 10⁻¹⁹*0.1) = 1.25 × 10²⁸/m³, using drift velocity formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A 10 ohm resistor is connected in series with a variable resistor. If the total resistance is 20 ohms, what is the value of the variable resistor?",5 ohms,10 ohms,15 ohms,20 ohms,B,"R_total = R1 + R2, 20 = 10 + R2, R2 = 10 ohms, using series resistance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"The power dissipated in a resistor is 20 W. If the voltage is 10 V, what is the current?",1 A,2 A,3 A,4 A,B,"P = VI, I = P/V = 20/10 = 2 A, using power dissipation formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
"A wire has a resistance of 5 ohms. If it is cut into two equal parts and connected in parallel, what is the equivalent resistance?",1.25 ohms,2.5 ohms,5 ohms,10 ohms,A,"R/2 in parallel with R/2, 1/R = 2/R + 2/R = 4/R, R = R/4 = 5/4 = 1.25 ohms, using parallel resistance formula.",GIKI_PIEAS,Conceptual,Medium,Physics,Current Electricity
