Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The potential difference between two points separated by 1 cm in a uniform electric field of 100 N/C is,1 V,0.1 V,10 V,100 V,A,ΔV = E × d = 100 × 1 × 10^(-2) = 1 V,ECAT,Conceptual,Medium,Physics,Electrostatics
A charge of 2 μC is moved from a point of 0 V to a point of 10 V. The work done is,20 μJ,10 μJ,5 μJ,0 μJ,A,Work done = Q × ΔV = 2 × 10^(-6) × 10 = 20 μJ,ECAT,Conceptual,Medium,Physics,Electrostatics
The electric potential at the center of a hollow sphere of radius 1 m is 100 V. The potential at the surface is,100 V,50 V,200 V,0 V,A,"For a hollow sphere, V is constant inside and on the surface, so V = 100 V",ECAT,Conceptual,Medium,Physics,Electrostatics
A parallel plate capacitor is charged to 100 V and then disconnected. The separation between the plates is doubled. The voltage becomes,50 V,100 V,200 V,400 V,C,"C ∝ 1/d, so when d is doubled, C is halved, and V = Q / C is doubled",ECAT,Conceptual,Medium,Physics,Electrostatics
The energy density in a uniform electric field of 100 N/C is,4.425 × 10^(-8) J/m³,4.425 × 10^(-10) J/m³,8.85 × 10^(-8) J/m³,8.85 × 10^(-10) J/m³,B,Energy density = 1/2 ε0 E² = 1/2 × 8.85 × 10^(-12) × 100² = 4.425 × 10^(-8) J/m³,ECAT,Conceptual,Medium,Physics,Electrostatics
"The electric potential at a point due to a point charge +q is 10 V. If the distance is doubled, the new potential is",5 V,20 V,10 V,2.5 V,A,"Electric potential due to a point charge is kq / r, so doubling r halves the potential.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A capacitor is charged to 10 μC and has a potential difference of 5 V. Its capacitance is,2 μF,0.5 μF,50 μF,0.2 μF,A,"Capacitance C = Q / V, so C = 10 μC / 5 V = 2 μF.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric field between two parallel plates separated by 1 cm is 100 N/C. The potential difference is,1 V,10 V,100 V,1000 V,A,"E = V / d, so V = E * d = 100 N/C * 0.01 m = 1 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A charge +q is moved from point A to B in an electric field. If the work done is W, the potential difference is",W / q,q / W,W * q,W + q,A,"Work done in moving a charge q is W = q * ΔV, so ΔV = W / q.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor is 2 μF. If a dielectric of constant 4 is inserted, the new capacitance is",8 μF,0.5 μF,2 μF,1 μF,A,"C = ε₀εᵣA / d, so inserting a dielectric increases C by a factor of εᵣ, making it 2 * 4 = 8 μF.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A spherical shell has a charge +q on its surface. The electric field inside is,kq / r²,0,kq / R²,kq / (r - R)²,B,"By Gauss's law, the electric field inside a spherical shell is zero.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The energy stored in a capacitor of capacitance C charged to V is,1/2 CV²,CV²,1/2 CV,CV,A,"Energy stored in a capacitor is given by 1/2 CV², derived from integrating the work done in charging.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A point charge +q is placed at the origin. The flux through a sphere of radius R centered at the origin is,q / ε₀,q / (4πε₀R²),q / (4πε₀R),0,A,"By Gauss's law, the flux through a closed surface is q / ε₀, regardless of the radius.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
Two charges +q and -q are separated by 2 cm. The dipole moment is,2q cm,q cm,0,-2q cm,A,"Dipole moment p = q * d, where d is the separation between the charges.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric field due to a dipole at a distance r on its axis is,2kp / r³,kp / r³,kp / r²,2kp / r²,A,"The electric field due to a dipole on its axis is 2kp / r³, where p is the dipole moment.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged and then disconnected from the battery. If the plates are moved apart, the potential difference",Increases,Decreases,Remains the same,Becomes zero,A,"Since Q = CV and Q is constant, increasing d (and thus decreasing C) increases V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The force between two charges +q and +q separated by 1 m is F. If the distance is halved, the new force is",4F,2F,F / 2,F / 4,A,"Coulomb's law states F ∝ 1 / r², so halving r quadruples F.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a dipole at a point on its perpendicular bisector is,0,kq / r,kp / r²,2kp / r³,A,The potential due to a dipole at a point on its perpendicular bisector is zero due to symmetry.,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A charge +q is placed at the center of a cube. The flux through one face is,q / (6ε₀),q / ε₀,q / (3ε₀),0,A,"The total flux through the cube is q / ε₀, and since it's symmetric, the flux through one face is 1/6 of this.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a capacitor is 1 μF. If the charge is doubled, the capacitance",Doubles,Remains the same,Halves,Becomes zero,B,"Capacitance C = Q / V is independent of Q, so doubling Q doesn't change C.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric field due to a line charge at a distance r is,λ / (2πε₀r),λ / (4πε₀r),λ / (2πε₀r²),λ / (4πε₀r²),A,"Using Gauss's law for a line charge, E = λ / (2πε₀r).",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The potential difference between two points is 10 V. If a charge of 2 μC is moved between them, the work done is",20 μJ,10 μJ,5 μJ,0,A,Work done W = q * ΔV = 2 μC * 10 V = 20 μJ.,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A capacitor is connected to a battery. If the plates are moved apart, the charge",Remains the same,Increases,Decreases,Becomes zero,C,"Since V is constant (due to the battery), and C decreases as d increases, Q = CV decreases.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
Two point charges +q and -q are separated by distance d. The electric field at the midpoint is,2q / π ε₀ d²,q / π ε₀ d²,0,4q / π ε₀ d²,D,"Electric field due to +q and -q at midpoint is in same direction, so E_net = 2 * q / (4πε₀ (d/2)²) = 4q / π ε₀ d², using E = kq/r².",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric potential at a distance r from a point charge q is,q / 4πε₀ r,q / 4πε₀ r²,q / 2πε₀ r,q / 2πε₀ r²,A,"Electric potential V = kq/r, where k = 1 / 4πε₀, so V = q / 4πε₀ r.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to 10 V, then its stored energy is",1/2 CV,1/2 CV²,CV²,CV,B,"Energy stored in capacitor is given by 1/2 CV², where C is capacitance and V is voltage.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a uniformly charged infinite plane sheet is,σ / 2ε₀,σ / ε₀,σ / 4ε₀,0,A,"For infinite plane sheet, E = σ / 2ε₀, where σ is surface charge density.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor is 10 pF. If the distance between plates is halved, its new capacitance is",5 pF,10 pF,20 pF,40 pF,C,"Capacitance C = ε₀A/d, so if d is halved, C becomes 2C = 20 pF.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A point charge is moved from one point to another in an electric field. The work done is,q(Vf - Vi),q(Vi - Vf),q(Vf + Vi),0,A,"Work done W = qΔV = q(Vf - Vi), where Vi and Vf are initial and final potentials.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The equivalent capacitance of two capacitors C1 and C2 in series is,C1 + C2,C1C2 / (C1 + C2),(C1 + C2) / 2,C1 - C2,B,"For series combination, 1/C_eq = 1/C1 + 1/C2, so C_eq = C1C2 / (C1 + C2).",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"The force between two point charges is F. If the distance between them is doubled, the new force is",F / 2,F / 4,4F,F / 16,B,"Coulomb's law states F ∝ 1/r², so if r is doubled, F becomes F / 4.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric field inside a hollow conducting sphere is,σ / ε₀,0,σ / 2ε₀,σ / 4ε₀,B,"Inside a hollow conductor, E = 0 due to electrostatic shielding.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A capacitor is charged and then its plates are separated. The energy stored,remains same,increases,decreases,becomes zero,B,"When plates are separated, capacitance decreases, and since charge is constant, voltage increases, so energy (1/2 QV) increases.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a point charge at a distance r is,q / 4πε₀ r,q / 4πε₀ r²,q / 2πε₀ r,q / 2πε₀ r²,B,"E = kq/r², where k = 1 / 4πε₀, so E = q / 4πε₀ r².",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The capacitance of a capacitor is directly proportional to,plate area,plate separation,dielectric constant,all of the above,A,"C = ε₀A/d, so C ∝ A, the plate area.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A dielectric is inserted in a capacitor. The capacitance,increases,decreases,remains same,becomes zero,A,"C = εA/d, and ε = ε₀ε_r, so with dielectric (ε_r > 1), C increases.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric potential energy of a system of two charges is,kq1q2 / r,kq1q2 / r²,-kq1q2 / r,-kq1q2 / r²,A,"U = kq1q2 / r, where k = 1 / 4πε₀.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric field lines emerge from,negative charge,positive charge,both,none,B,Electric field lines start from positive charge and end on negative charge.,LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The torque on a dipole in an electric field is maximum when the angle between dipole moment and E is,0°,90°,180°,45°,B,"Torque τ = pEsinθ, so τ is maximum when θ = 90°, giving τ_max = pE.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"The potential difference between two points is 10 V. If 5 C charge is moved, the work done is",2 J,50 J,10 J,5 J,B,Work done = charge * potential difference = 5 C * 10 V = 50 J.,NET,Conceptual,Medium,Physics,Electrostatics
The electric flux through a closed surface is proportional to the,charge enclosed,charge outside,surface area,volume enclosed,A,"Gauss's law: Φ = Q / ε₀, where Φ is flux and Q is charge enclosed.",NET,Conceptual,Medium,Physics,Electrostatics
The potential at a point due to a dipole is proportional to,1 / r,1 / r²,1 / r³,r,B,Potential due to dipole V ∝ 1 / r² for r >> dipole length.,NET,Conceptual,Medium,Physics,Electrostatics
"The force between two charges is F. If the distance is halved, the force becomes",2 F,4 F,F / 2,F / 4,B,"Coulomb's law: F ∝ 1 / r², so F' = 4 F when r' = r / 2.",NET,Conceptual,Medium,Physics,Electrostatics
The electric field due to an infinite line charge is,1 / r,1 / r²,r,constant,A,"E = λ / (2πε₀r), hence E ∝ 1 / r.",NET,Conceptual,Medium,Physics,Electrostatics
The potential due to a point charge is,k * q / r,k * q / r²,k * q r,k * q r²,A,"Potential V = k * q / r, where k = 1 / (4πε₀).",NET,Conceptual,Medium,Physics,Electrostatics
The electric field due to a uniformly charged sphere is maximum at,center,surface,r = 2R,r = R / 2,B,E is maximum at the surface of a uniformly charged sphere.,NET,Conceptual,Medium,Physics,Electrostatics
The dielectric constant of a material is,ratio of capacitance with and without dielectric,ratio of capacitance without and with dielectric,absolute permittivity,relative permittivity,A,Dielectric constant K = C_with_dielectric / C_without_dielectric.,NET,Conceptual,Medium,Physics,Electrostatics
The equipotential surfaces due to a point charge are,spheres,planes,cylinders,ellipsoids,A,Equipotential surfaces around a point charge are concentric spheres.,NET,Conceptual,Medium,Physics,Electrostatics
The electric field due to a charged ring on its axis is,k * q / r²,k * q r / (r² + R²)^(3/2),k * q / R²,k * q R / (r² + R²)^(3/2),B,E = k * q r / (r² + R²)^(3/2) on the axis of a charged ring.,NET,Conceptual,Medium,Physics,Electrostatics
The potential difference between the plates of a capacitor is 10 V and capacitance is 5 F. The energy stored is,25 J,50 J,125 J,250 J,C,"Energy = 1/2 CV² = 1/2 * 5 * 10² = 250 / 2 = 125 J, but simplified as 1 / 2 * 5 * 100.",NET,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to 10 V and then disconnected. If the separation between plates is doubled, the potential difference becomes",5 V,10 V,20 V,40 V,C,"C ∝ 1 / d, so V ∝ d when charge is constant. Hence, V' = 2V = 20 V.",NET,Conceptual,Medium,Physics,Electrostatics
"The electric flux through a surface of area A is Φ. If the area is doubled, the flux becomes",Φ / 2,Φ,2 Φ,4 Φ,C,"Φ = E * A, so Φ' = 2 Φ when A is doubled and E remains constant.",NET,Conceptual,Medium,Physics,Electrostatics
Two charges 3 μC and -3 μC are placed 2 cm apart. The electric field at a point 3 cm from the center on the axis is,3 × 10^7 N/C,4 × 10^7 N/C,5 × 10^7 N/C,6 × 10^7 N/C,C,"Using E = 2pr / (4πε0(r² - l²)²), where p = q × 2l, r = 3 cm, and l = 1 cm, we get E = 5 × 10^7 N/C.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric potential at a distance of 3 m from a charge of 2 μC is,6 × 10³ V,6 × 10⁴ V,6 × 10^5 V,6 × 10^6 V,B,"Using V = Q / (4πε0r), we get V = 2 × 10^(-6) / (4πε0 × 3) = 6 × 10³ × 10 = 6 × 10⁴ V.",ECAT,Conceptual,Medium,Physics,Electrostatics
A capacitor of capacitance 2 μF is charged to 100 V. The energy stored is,0.01 J,0.1 J,1 J,10 J,A,"Using E = 1/2 CV², we get E = 1/2 × 2 × 10^(-6) × (100)² = 0.01 J.",ECAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor with air as the dielectric is 2 μF. If a dielectric of εr = 4 is introduced, the capacitance becomes",2 μF,4 μF,8 μF,16 μF,C,"Using C = εrC0, we get C = 4 × 2 = 8 μF.",ECAT,Conceptual,Medium,Physics,Electrostatics
A charge of 2 μC is moving with a velocity of 2 × 10^6 m/s in a magnetic field of 1 T. The force experienced is,4 N,2 N,0 N,1 N,C,"Since the charge is moving, but the force is due to the electric field or the component of velocity perpendicular to B, and the question doesn't specify the angle, we assume it's not relevant. However, F = qvBsinθ; if θ = 0, F = 0.",ECAT,Conceptual,Medium,Physics,Electrostatics
"The electric field due to a dipole at a point on its axis is given by E = 2p / (4πε0r³). If r = 2 m and p = 4 × 10^(-6) Cm, E is",9 × 10³ N/C,18 × 10³ N/C,27 × 10³ N/C,36 × 10³ N/C,A,"Using E = 2p / (4πε0r³) and substituting the given values, E = 9 × 10³ N/C.",ECAT,Conceptual,Medium,Physics,Electrostatics
The potential difference between two points 2 cm apart in a uniform electric field of 100 N/C is,1 V,2 V,4 V,8 V,B,"Using V = Ed, we get V = 100 × 0.02 = 2 V.",ECAT,Conceptual,Medium,Physics,Electrostatics
A spherical conductor of radius 2 cm is charged to 100 V. The surface charge density is,4.4 × 10^(-8) C/m²,4.4 × 10^(-9) C/m²,4.4 × 10^(-10) C/m²,4.4 × 10^(-11) C/m²,A,"Using V = Q / (4πε0r) and σ = Q / (4πr²), we get σ = ε0V / r = 4.4 × 10^(-8) C/m².",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric flux through a spherical surface of radius 3 m due to a charge of 2 μC at its center is,2.26 × 10^5 Nm²/C,2.26 × 10⁴ Nm²/C,2.26 × 10³ Nm²/C,2.26 × 10² Nm²/C,A,"Using Φ = Q / ε0, we get Φ = 2 × 10^(-6) / ε0 = 2.26 × 10^5 Nm²/C.",ECAT,Conceptual,Medium,Physics,Electrostatics
"A parallel plate capacitor has a capacitance of 1 μF. If the plates are 1 mm apart, the area of each plate is",1.13 m²,1.13 × 10^(-2) m²,1.13 × 10^(-4) m²,1.13 × 10^(-6) m²,C,"Using C = ε0A / d, we get A = Cd / ε0 = 1.13 × 10^(-4) m² (approx.).",ECAT,Conceptual,Medium,Physics,Electrostatics
The energy stored in a capacitor of capacitance 1 μF charged to 100 V is,0.005 J,0.05 J,0.5 J,5 J,A,"Using E = 1/2 CV², we get E = 1/2 × 1 × 10^(-6) × (100)² = 0.005 J.",ECAT,Conceptual,Medium,Physics,Electrostatics
"A charge of 1 μC is placed at the origin. The electric field at a point (2, 2) m is",225 N/C,450 N/C,112.5 √2 N/C,225 √2 N/C,C,"Using E = Q / (4πε0r²), r = √(2² + 2²) = 2√2, E = 112.5 √2 N/C.",ECAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a capacitor is 2 μF. If it is charged to 100 V, the charge stored is",0.2 mC,0.02 mC,0.002 mC,0.0002 mC,A,"Using Q = CV, we get Q = 2 × 10^(-6) × 100 = 0.2 mC.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric potential at a point 2 m from a charge of 1 μC is,4500 V,450 V,45 V,4.5 V,A,"Using V = Q / (4πε0r), we get V = 1 × 10^(-6) / (4πε0 × 2) = 4500 V.",ECAT,Conceptual,Medium,Physics,Electrostatics
Two capacitors of capacitance 1 μF and 2 μF are connected in series. The equivalent capacitance is,3 μF,2 / 3 μF,3 / 2 μF,1 / 3 μF,B,"Using 1/Ceq = 1/C1 + 1/C2, we get 1/Ceq = 1/1 + 1/2 = 3/2, so Ceq = 2/3 μF.",ECAT,Conceptual,Medium,Physics,Electrostatics
A capacitor is charged to 100 V and then discharged through a resistance. The time constant is 2 ms. The voltage after 2 ms is,100e^(-1) V,100e^(-2) V,100 / e V,100 / e² V,A,"Using V = V0e^(-t/τ), we get V = 100e^(-1) V.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a point charge at a distance of 1 m is 100 N/C. The magnitude of the charge is,1.1 × 10^(-8) C,1.1 × 10^(-9) C,1.1 × 10^(-10) C,1.1 × 10^(-11) C,A,"Using E = Q / (4πε0r²), we get Q = 4πε0r²E = 1.1 × 10^(-8) C.",ECAT,Conceptual,Medium,Physics,Electrostatics
The capacitance of a spherical capacitor with inner radius 1 cm and outer radius 2 cm is,1.1 × 10^(-12) F,2.2 × 10^(-12) F,1.1 × 10^(-11) F,2.2 × 10^(-11) F,B,"Using C = 4πε0r1r2 / (r2 - r1), we get C = 2.2 × 10^(-12) F.",ECAT,Conceptual,Medium,Physics,Electrostatics
The energy density in an electric field of 100 N/C is,4.4 × 10^(-8) J/m³,4.4 × 10^(-9) J/m³,4.4 × 10^(-10) J/m³,4.4 × 10^(-11) J/m³,A,"Using u = 1/2 ε0E², we get u = 1/2 × ε0 × (100)² = 4.4 × 10^(-8) J/m³.",ECAT,Conceptual,Medium,Physics,Electrostatics
Two charges +4μC and -2μC are separated by 20 cm. The electric potential at the midpoint is,1.8 x 10⁵ V,-1.8 x 10⁵ V,3.6 x 10⁵ V,0 V,B,"Electric potential at a point is the sum of potentials due to individual charges, V = k(q1 / r1 + q2 / r2), here r1 = r2 = 10 cm.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to 100 V and then disconnected. If the distance between plates is doubled, the new potential difference is",50 V,100 V,200 V,400 V,C,"Capacitance is inversely proportional to plate separation, C ∝ 1 / d. Since Q = CV, V ∝ 1 / C, so V ∝ d.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A parallel plate capacitor with plate area A and separation d is charged to a potential V. The energy stored is,1/2 ε₀AV² / d,1/2 ε₀AV / d,ε₀AV² / d,ε₀AV / d,A,"The energy stored in a capacitor is given by U = 1/2 CV², and C = ε₀A / d, so U = 1/2 ε₀AV² / d.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric field between two parallel plates separated by 2 cm is 1000 N/C. The potential difference between the plates is,20 V,10 V,50 V,100 V,A,"The electric field E = V / d, so V = E * d = 1000 N/C * 0.02 m = 20 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A charge +q is placed at the origin. The electric field at a distance r is E. If the charge is doubled and distance is halved, the new electric field is",8E,4E,2E,E,A,"E ∝ q / r². If q is doubled and r is halved, E' = 2q / (r/2)² = 8q / r² = 8E.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The capacitance of a spherical capacitor with inner radius a and outer radius b is,4πε₀ab / (b - a),4πε₀a,4πε₀b,4πε₀(b - a),A,"The capacitance of a spherical capacitor is given by C = 4πε₀ab / (b - a), derived from the potential difference between the spheres.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A dielectric slab of dielectric constant K is inserted between the plates of a capacitor. The new capacitance is,KC,C / K,C,K / C,A,"The capacitance of a capacitor with a dielectric is KC, where C is the original capacitance and K is the dielectric constant.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a dipole at a distance r on its axis is,k * 2p / r³,k * p / r²,k * p / r³,k * 2p / r²,A,"The potential due to a dipole on its axis is V = k * 2p / r² (for r >> dipole length), but for a point on the axis, it's 2p / r², and considering the formula for potential it's related to 1 / r², the correct expression is related to 2p / r².",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A capacitor of capacitance 2 μF is charged to 100 V. The charge stored is,0.2 mC,0.1 mC,0.02 C,200 μC,A,Q = CV = 2 x 10⁻⁶ F * 100 V = 0.2 x 10⁻³ C = 0.2 mC.,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric field due to an infinite line charge at a distance r is,λ / (2πε₀r),λ / (4πε₀r),λ / (2πε₀r²),λ / (4πε₀r²),A,"The electric field due to an infinite line charge is E = λ / (2πε₀r), derived from Gauss's law.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A charge +Q is distributed uniformly over a spherical shell. The electric field inside the shell is,kQ / r²,0,kQ / R²,kQ / r,B,"By Gauss's law, the electric field inside a spherical shell is zero since the charge enclosed is zero.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The potential difference between two points A and B is 10 V. The work done in moving a charge of 2 C from A to B is,20 J,5 J,10 J,40 J,A,Work done = q * ΔV = 2 C * 10 V = 20 J.,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The equivalent capacitance of two capacitors in series is 2 μF. If one capacitor is 6 μF, the other is",3 μF,2 μF,6 μF,12 μF,A,"For series capacitors, 1/Ceq = 1/C1 + 1/C2. So, 1/2 = 1/6 + 1/C2, giving C2 = 3 μF.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A parallel plate capacitor is charged and then the battery is disconnected. If the plates are moved apart, the energy stored",Increases,Decreases,Remains the same,Becomes zero,A,"Since Q is constant and C decreases with increasing d, the energy U = Q² / (2C) increases.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The electric field due to a point charge at a distance r is E. If the charge is doubled, the new electric field is",2E,E,4E,E / 2,A,"E ∝ q, so doubling q doubles E.",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A charge of 2 μC is placed at the origin. The electric potential at a distance of 1 m is,1.8 x 10⁴ V,1.8 x 10³ V,3.6 x 10⁴ V,3.6 x 10³ V,A,V = kq / r = 9 x 10⁹ * 2 x 10⁻⁶ / 1 = 1.8 x 10⁴ V.,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A charge q is placed at the center of a cube. What is the electric flux through one face?,q / 6ε₀,q / ε₀,6q / ε₀,q / 3ε₀,A,"Using Gauss's law, total flux = q / ε₀. For a cube, flux is divided equally among 6 faces, so flux through one face = q / 6ε₀.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
Two charges +q and -q are placed at a distance d apart. What is the electric field at the midpoint?,2q / π ε₀ d²,q / 4π ε₀ d²,2q / 4π ε₀ d²,q / π ε₀ d²,C,"Electric field due to both charges is in the same direction at the midpoint, so E = 2 * q / 4π ε₀ (d/2)² = 2q / π ε₀ d².",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A parallel plate capacitor is charged to a potential V. What is the energy stored?,1/2 CV²,CV²,1/2 CV,CV,A,"Energy stored in a capacitor is given by the formula 1/2 CV², where C is the capacitance and V is the potential difference.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A point charge q is placed at a distance r from the center of a spherical shell of radius R. If r < R, what is the electric field inside?",q / 4π ε₀ r²,0,q / 4π ε₀ R²,q / 2π ε₀ r²,B,"According to Gauss's law, electric field inside a spherical shell is zero when charge is inside the shell.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"Two identical charges are placed on the x-axis, one at x = -a and the other at x = +a. What is the electric potential at the origin?",2kq / a,kq / a,2kq / √a,kq / √a,A,"Electric potential is a scalar quantity, so it is added algebraically. V = kq / a + kq / a = 2kq / a.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to a potential V and then disconnected. If the distance between the plates is doubled, what happens to the potential?",Remains the same,Doubles,Halves,Becomes zero,B,"Capacitance becomes half when distance is doubled, and charge remains constant, so V = Q/C becomes double.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
What is the electric field due to a dipole at a point on its axis?,2kpr / r³,kpr / r³,2kp / r³,kp / r³,C,"For a point on the axis, electric field due to a dipole is given by E = 2kp / r³, where p is the dipole moment.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A charge is moving in a circular path under the influence of another charge. What is the work done?,Zero,Positive,Negative,Depends on the charges,A,Work done is zero because the force is perpendicular to the displacement at every point on the circular path.,LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
Two capacitors C1 and C2 are connected in series. What is the equivalent capacitance?,C1 + C2,C1C2 / (C1 + C2),1 / (1/C1 + 1/C2),Both B and C,D,"For series combination, 1/Ceq = 1/C1 + 1/C2, so Ceq = C1C2 / (C1 + C2).",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
What is the electric potential energy of a system of two charges q1 and q2 separated by a distance r?,kq1q2 / r,kq1q2 / r²,q1q2 / 4π ε₀ r,Both A and C,D,"Electric potential energy = kq1q2 / r = q1q2 / 4π ε₀ r, where k = 1 / 4π ε₀.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A spherical shell is given a charge q. What is the electric field inside the shell?,q / 4π ε₀ r²,0,q / 2π ε₀ r²,q / ε₀,B,"According to Gauss's law, electric field inside a spherical shell is zero.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A parallel plate capacitor has a capacitance C. If a dielectric slab is inserted, what happens to the capacitance?",Increases,Decreases,Remains the same,Becomes zero,A,"Capacitance increases by a factor of K, the dielectric constant, when a dielectric slab is inserted.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
What is the torque experienced by a dipole in a uniform electric field?,pE sinθ,pE cosθ,pE tanθ,p / E,A,"Torque = p x E, so τ = pE sinθ, where θ is the angle between p and E.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A charge q is moved from point A to point B. If the potential at A is VA and at B is VB, what is the work done?",q(VB - VA),q(VA - VB),(VB - VA) / q,(VA - VB) / q,A,"Work done = qΔV = q(VB - VA), where ΔV is the potential difference between B and A.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
Two charges +q and -q are placed at a distance d apart. What is the electric potential at the midpoint?,0,2kq / d,kq / d,-kq / d,A,"Potential due to +q and -q at the midpoint is kq / (d/2) and -kq / (d/2) respectively, so they cancel out.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to a potential V. If the capacitance is C, what is the charge stored?",CV,C/V,V/C,1/CV,A,"Charge stored = CV, where C is the capacitance and V is the potential difference.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
What is the electric field due to an infinite line charge?,λ / 2π ε₀ r,λ / 4π ε₀ r,λ / 2π ε₀ r²,λ / 4π ε₀ r²,A,"Using Gauss's law, electric field due to an infinite line charge is E = λ / 2π ε₀ r.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A dipole is placed in a uniform electric field. What is the net force on the dipole?,pE,0,2pE,p / E,B,Net force on a dipole in a uniform electric field is zero because the forces on +q and -q are equal and opposite.,LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
