Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"The equation of the tangent to the ellipse x²/16 + y²/9 = 1 at (2, 3√3 / 2) is",x / 8 + y√3 / 6 = 1,x / 4 + y√3 / 6 = 1,x / 8 + y / 6 = 1,x / 4 + y / 6 = 1,A,"The tangent to ellipse x²/a² + y²/b² = 1 at (a cosθ, b sinθ) is x cosθ / a + y sinθ / b = 1. Here, a = 4, b = 3.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The distance between the foci of the ellipse x²/100 + y²/36 = 1 is,12,16,20,8,B,"For ellipse x²/a² + y²/b² = 1, distance between foci = 2√(a² - b²). Here, a² = 100, b² = 36, so distance = 2√64 = 16.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The vertex of the parabola (y - 2)² = 4(x + 1) is,"(-1, 2)","(1, 2)","(-1, -2)","(1, -2)",A,"The standard form of a parabola is (y - k)² = 4a(x - h), where (h, k) is the vertex. Here, h = -1, k = 2.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The length of the major axis of the ellipse x²/25 + y²/9 = 1 is,10,8,12,6,A,"For ellipse x²/a² + y²/b² = 1, length of major axis = 2a. Here, a = 5, so length = 10.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The eccentricity of the hyperbola x²/9 - y²/16 = 1 is, 5 / 3, 4 / 3, 3 / 4, 3 / 5,A,"For hyperbola x²/a² - y²/b² = 1, e = √(1 + b²/a²). Here, a² = 9, b² = 16, so e = √(1 + 16/9) = 5 / 3.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
"The equation of the chord of contact of the tangents drawn from (4, 2) to the circle x² + y² = 16 is",4x + 2y = 16,4x + 2y = 8,2x + 4y = 16,2x + y = 8,A,"The chord of contact of tangents drawn from (x1, y1) to the circle x² + y² = a² is xx1 + yy1 = a². Here, x1 = 4, y1 = 2, a² = 16.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
"The equation of the ellipse with foci (±3, 0) and major axis 10 is",x²/25 + y²/16 = 1,x²/16 + y²/25 = 1,x²/25 + y²/9 = 1,x²/9 + y²/25 = 1,A,"For ellipse, 2ae = distance between foci and 2a = major axis. Here, 2a = 10, 2ae = 6, so e = 3/5, b² = a²(1 - e²).",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The latus rectum of the parabola y² = 12x is,6,12,4,8,B,"For parabola y² = 4ax, latus rectum = 4a. Here, 4a = 12, so latus rectum = 12.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The center of the circle x² + y² - 4x + 6y - 3 = 0 is,"(2, -3)","(-2, 3)","(2, 3)","(-2, -3)",A,"The given equation can be rewritten as (x - 2)² + (y + 3)² = r², so center = (2, -3).",ECAT,Conceptual,Medium,Mathematics,Conic Sections
"The equation of the hyperbola with foci (0, ±5) and transverse axis 8 is",y²/16 - x²/9 = 1,y²/9 - x²/16 = 1,x²/16 - y²/9 = 1,x²/9 - y²/16 = 1,A,"For hyperbola, 2ae = distance between foci and 2a = transverse axis. Here, 2a = 8, 2ae = 10, so e = 5/4, b² = a²(e² - 1).",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The eccentricity of the ellipse x²/a² + y²/b² = 1 is,√(1 - b²/a²),√(1 + b²/a²),√(1 - a²/b²),√(1 + a²/b²),A,"Eccentricity e = √(1 - b²/a²) for an ellipse, where a > b.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The equation of the director circle of the ellipse x²/a² + y²/b² = 1 is,x² + y² = a² + b²,x² + y² = a² - b²,x² + y² = a²b²,x² + y² = a²/b²,A,"The director circle equation is x² + y² = a² + b², representing the locus of intersecting perpendicular tangents.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The equation of the hyperbola with transverse axis along x-axis is,x²/a² + y²/b² = 1,x²/a² - y²/b² = 1,y²/a² - x²/b² = 1,x²/b² - y²/a² = 1,B,The standard form of a hyperbola with transverse axis along x-axis is x²/a² - y²/b² = 1.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The radius of the director circle of the circle x² + y² = a² is,a,a√2,2a,a/√2,B,"The director circle of a circle is x² + y² = 2a², so its radius is a√2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The condition for the line y = mx + c to be a tangent to the parabola y² = 4ax is,c = a/m,c = -a/m,c = am,c = -am,A,"The condition for tangency is c = a/m, derived by substituting y = mx + c into y² = 4ax and solving for c.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"The equation of the normal to the ellipse x²/a² + y²/b² = 1 at (a cosθ, b sinθ) is",(a²x secθ - b²y cosecθ) = a² - b²,(a²x sinθ - b²y cosθ) = a² - b²,(a²x cosθ + b²y sinθ) = a² + b²,(a²x tanθ + b²y cotθ) = a² + b²,A,"The normal to the ellipse is (a²x secθ - b²y cosecθ) = a² - b², derived using the point (a cosθ, b sinθ).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The foci of the ellipse x²/a² + y²/b² = 1 are at,"(±ae, 0)","(0, ±ae)","(±a/e, 0)","(0, ±a/e)",A,"The foci are at (±ae, 0) where e = √(1 - b²/a²), derived from the ellipse's geometry.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The length of the major axis of the ellipse x²/a² + y²/b² = 1 is,2a,2b,a,b,A,"The major axis length is 2a, as 'a' is the semi-major axis for the given ellipse.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"The equation of the tangent to the hyperbola x²/a² - y²/b² = 1 at (a secθ, b tanθ) is",(x/a)secθ - (y/b)tanθ = 1,(x/a)secθ + (y/b)tanθ = 1,(x/b)secθ - (y/a)tanθ = 1,(x/b)secθ + (y/a)tanθ = 1,A,"The tangent equation is (x/a)secθ - (y/b)tanθ = 1, derived using the point (a secθ, b tanθ).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The latus rectum of the ellipse x²/a² + y²/b² = 1 is,2b²/a,2a²/b,b²/a,a²/b,A,"The latus rectum is 2b²/a, derived from the geometry and definition of the ellipse.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The condition for the line lx + my + n = 0 to be a tangent to the parabola y² = 4ax is,n = am/l,l = am/n,l² = amn,ln = am²,D,"The condition for tangency is ln = am², derived by substituting y = (-lx - n)/m into y² = 4ax.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The distance between the foci of the ellipse x²/a² + y²/b² = 1 is,2ae,2a/e,ae,a/e,A,"The distance between the foci is 2ae, derived from the foci locations (±ae, 0).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"The equation of the tangent to the circle x² + y² = a² at (a cosθ, a sinθ) is",x cosθ + y sinθ = a,x cosθ - y sinθ = a,x sinθ + y cosθ = a,x sinθ - y cosθ = a,A,"The tangent equation is x cosθ + y sinθ = a, derived using the point (a cosθ, a sinθ) and slope.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
What is the latus rectum of the parabola y² = 8x?,4,8,12,16,B,"For parabola y² = 4ax, latus rectum = 4a. Here 4a = 8.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the eccentricity of the ellipse x²/25 + y²/16 = 1., 3/5, 4/5, 5/3, 5/4,A,e = √(1 - (b²/a²)) = √(1 - 16/25) = 3/5.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the directrix of the parabola x² = -12y?,y = 3,y = -3,x = 3,x = -3,A,"For x² = 4py, p = -3. Directrix is y = -p = 3.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
The equation x²/16 - y²/9 = 1 represents a hyperbola. What is its eccentricity?, 5/4, 4/5, 3/5, 5/3,A,e = √(1 + (b²/a²)) = √(1 + 9/16) = 5/4.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the center of the circle x² + y² - 4x + 6y - 3 = 0.,"(2, -3)","(-2, 3)","(4, -6)","(-4, 6)",A,"Complete the square: (x-2)² + (y+3)² = 16. Center (2, -3).",ECAT,Conceptual,Medium,Mathematics,Conic Sections
"For the ellipse x²/a² + y²/b² = 1, which is longer if e = 1/2?",Major axis is vertical,Major axis is horizontal,Equal axes,Depends on a and b,D,Eccentricity alone does not determine axis orientation.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the focus of the parabola y² = -20x?,"(-5, 0)","(5, 0)","(0, -5)","(0, 5)",A,"For y² = -4ax, focus is (-a, 0). Here 4a = 20 → a = 5.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
"The hyperbola x²/25 - y²/144 = 1 has foci at (±c, 0). What is c?",13,12,11,14,A,c² = a² + b² = 25 + 144 = 169 → c = 13.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Which equation has a vertical transverse axis?,x²/9 - y²/16 = 1,y²/16 - x²/9 = 1,x²/16 - y²/9 = 1,y²/9 - x²/16 = 1,B,Hyperbola with y² term first has vertical transverse axis.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
The circle x² + y² + 6x - 8y + 9 = 0 has radius ___.,4,5,6,7,B,Complete the square: (x+3)² + (y-4)² = 16 + 16 - 9 = 25 → r = 5.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
The general equation Ax² + Bxy + Cy² + Dx + Ey + F = 0 represents a parabola if B² - 4AC equals,0,1,-1,2,A,Discriminant B² - 4AC = 0 identifies a parabola. This is a key conic classification criterion.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The equation (x - 3)² + (y + 2)² = 25 has center at,"(3, -2)","(-3, 2)","(2, 3)","(-2, -3)",A,"Standard circle form: (x - h)² + (y - k)² = r². Center (h, k) here is (3, -2).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"For ellipse x²/25 + y²/9 = 1, the major axis is",x-axis,y-axis,both,none,A,Major axis is along x-axis since a² = 25 > 9 = b² in standard ellipse form.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The hyperbola x²/16 - y²/9 = 1 has asymptotes,y = ±(3/4)x,y = ±(4/3)x,y = ±(2/3)x,y = ±(3/2)x,A,Asymptotes for x²/a² - y²/b² = 1 are y = ±(b/a)x. Here b/a = 3/4.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The parabola y² = 12x has focus at,"(3, 0)","(4, 0)","(5, 0)","(6, 0)",A,"For y² = 4ax, focus is at (a, 0). Here 4a = 12 ⇒ a = 3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The eccentricity of a circle is,0,1,0.5,∞,A,Circle is a special ellipse with e = 0. Eccentricity measures deviation from circularity.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The latus rectum of parabola y² = 16x is,16,8,4,2,A,Length of latus rectum for y² = 4ax is 4a. Here 4a = 16 ⇒ a = 4.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"For hyperbola x²/16 - y²/9 = 1, the distance between foci is",10,8,6,4,A,Distance is 2c where c² = a² + b² ⇒ c = √(16 + 9) = 5 ⇒ 2c = 10.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The directrix of ellipse x²/25 + y²/16 = 1 is,x = ±25/3,x = ±5/3,x = ±3/5,x = ±1/5,A,"Directrices for horizontal ellipse are x = ±a/e. Here e = 3/5, so a/e = 25/3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
What is the center of the circle described by x² + y² + 6x - 8y - 11 = 0?,"(-3, 4)","(3, -4)","(-4, 3)","(4, -3)",A,"Group terms and complete the square: (x + 3)² + (y - 4)² = 30. Center is (-3, 4).",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
"For parabola y² = 12x, what is the focus?","(0, 3)","(3, 0)","(0, -3)","(3, 0) (2)",D,"Standard form y² = 4ax gives 4a = 12 → a=3. Focus at (a, 0) = (3, 0).",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
What is the eccentricity of ellipse x²/25 + y²/9 = 1?, 3/5, 4/5, 5/4, 5/3,B,e = √(1 - b²/a²) → √(1 - 9/25) = √(16/25) = 4/5.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
What is the center of the circle given by x² + y² - 4x + 6y + 9 = 0?,"(2, 3)","(2, -3)","(-2, 3)","(-2, -3)",B,"Complete the square: (x-2)² + (y+3)² = 4. Center at (2, -3).",NET,Conceptual,Medium,Mathematics,Conic Sections
Find the eccentricity of the ellipse 16x² + 25y² = 400.,0.6,0.8,1.2,1.5,A,Standard form x²/25 + y²/16 = 1. e = √(1 - b²/a²) = √(1 - 16/25) = 0.6.,NET,Conceptual,Medium,Mathematics,Conic Sections
What is the focus of the parabola y² = 16x?,"(4, 0)","(0, 4)","(-4, 0)","(0, -4)",A,"Standard form y² = 4ax => 4a = 16 => a=4. Focus at (a, 0).",NET,Conceptual,Medium,Mathematics,Conic Sections
What is the length of the latus rectum of the ellipse x²/25 + y²/16 = 1?,6.4,8,10,12.8,A,Latus rectum = 2b²/a = 2*(16)/5 = 6.4.,NET,Conceptual,Medium,Mathematics,Conic Sections
"For the hyperbola x²/9 - y²/16 = 1, find the distance between foci.",5,10,8,6,B,c² = a² + b² = 9 + 16 = 25 => c=5. Distance between foci = 2c = 10.,NET,Conceptual,Medium,Mathematics,Conic Sections
Which conic is represented by 4x² + 4y² - 8x + 12y = 0?,Circle,Ellipse,Parabola,Hyperbola,A,Divide by 4: x² + y² - 2x + 3y = 0. Completes to circle equation.,NET,Conceptual,Medium,Mathematics,Conic Sections
What is the radius of the circle x² + y² - 4x + 6y - 12 = 0?,5,√(12),√(25),√(7),A,Complete the square: (x-2)² + (y+3)² = 25. Radius is √(25) = 5.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
The equation y² = 12x represents a parabola. What is its focus?,"(3, 0)","(0, 3)","(-3, 0)","(0, -3)",A,"For y² = 4ax, focus is (a, 0). Here 4a = 12 ⇒ a = 3.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
What type of conic is represented by the equation 4x² + 9y² - 16x + 18y + 9 = 0?,Circle,Ellipse,Hyperbola,Parabola,B,Complete squares to get standard ellipse form (x²/a² + y²/b² =1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
Find the eccentricity of the hyperbola 16x² - 9y² = 144., 5 / 3, 3 / 5, 5 / 4, 4 / 5,A,Convert to x²/9 - y²/16 =1. Use e = sqrt(1 + b²/a²) = sqrt(1 + 16/9).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
What is the focus of the parabola y² = 8x?,"(2, 0)","(0, 2)","(-2, 0)","(0, -2)",A,"Standard form y²=4ax gives a=2. Focus is at (a,0) = (2,0).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
Find the length of the latus rectum of the ellipse x²/25 + y²/9 =1., 9 / 5, 18 / 5, 5 / 9, 10 / 3,B,Latus rectum length = 2b²/a = 2*(9)/5 = 18/5.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The equation x²/16 - y²/9 =1 represents a hyperbola. What are its asymptotes?,y = ±4/3 x,y = ±3/4 x,y = ±5/3 x,y = ±3/5 x,B,Asymptotes of hyperbola x²/a² - y²/b² =1 are y = ±(b/a)x.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"For the ellipse with major axis 10 and minor axis 6, what is the distance between foci?",4,6,8,12,C,"c = sqrt(a² - b²). a=5, b=3 → c=4. Distance = 2c =8.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
"What is the equation of the tangent to the circle x² + y² = 25 at (3,4)?",3x + 4y = 25,3x - 4y = 25,4x + 3y = 25,3x + 4y = 5,A,"Tangent at (x1,y1) is xx1 + yy1 = r² → 3x +4y =25.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
The general equation Ax² + Cy² + Dx + Ey + F = 0 represents a circle when:,A ≠ C,A = -C,A = C and B = 0,A = 0,C,"A circle requires equal coefficients for x² and y², and no xy term to avoid rotation.",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The focus of the parabola y² = 8x is at:,"(0, 2)","(2, 0)","(0, -2)","(-2, 0)",B,"For y² = 4ax, focus is (a, 0). Here, 4a = 8 ⇒ a = 2.",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
An ellipse has major axis length 10 and distance between foci 6. Its eccentricity is:,0.4,0.6,0.8,0.9,B,"Eccentricity e = c/a. c = 3 (half the foci distance), a = 5 ⇒ e = 3/5 = 0.6.",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The asymptotes of hyperbola x²/9 - y²/16 = 1 are:,y = ±4/3 x,y = ±3/4 x,y = ±5/3 x,y = ±5/4 x,A,Asymptotes for x²/a² - y²/b² = 1 are y = ±(b/a)x ⇒ b/a = 4/3.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
"The equation of a parabola with vertex at (0,0) and focus (0, -2) is:",x² = -8y,y² = -8x,x² = 8y,y² = 8x,A,"For vertical axis, form is x² = 4py. Here, p = -2 ⇒ 4p = -8.",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The length of latus rectum of ellipse x²/25 + y²/9 = 1 is:, 9/5, 18/5, 36/5, 72/5,C,"Latus rectum length = 2b²/a. Here, a=5, b=3 ⇒ 2*(9)/5 = 36/5.",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
"For hyperbola x²/16 - y²/9 = 1, the directrices are at x = ±:", 16/5, 5/16, 4/5, 5/4,A,Directrices of hyperbola at x = ±a/e. e = c/a = √(a² + b²)/a = 5/4 ⇒ x = 16/5.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The radius of the circle x² + y² - 4x + 6y - 3 = 0 is:,4,5,6,7,A,Complete the square: (x-2)² + (y+3)² = 4 + 9 + 3 = 16 ⇒ radius 4.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
What is the eccentricity of a circle?,0,1,Greater than 1,Less than 1,A,A circle has zero eccentricity as all points are equidistant from the center.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the focus of the parabola y² = 16x.,"(4, 0)","(0, 4)","(-4, 0)","(0, -4)",A,"For y² = 4ax, focus is (a, 0). Here, 4a = 16 ⇒ a = 4.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the length of the latus rectum of the parabola x² = 12y?,12,6,3,24,A,"Latus rectum length = 4a. For x² = 4ay, 4a = 12 ⇒ a = 3 ⇒ Length = 12.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the radius of the circle x² + y² - 10x + 8y + 25 = 0?,5,√(25 - 25 + 16) = 4,√(25 + 16 - 25) = 4,√(25 + 16) = √41,C,Complete the square: (x-5)² + (y+4)² = 25 + 16 - 25 = 16 ⇒ Radius 4.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the equation of the ellipse with major axis 10 and minor axis 6.,x²/25 + y²/9 = 1,x²/9 + y²/25 = 1,x²/16 + y²/4 = 1,x²/4 + y²/16 = 1,A,Major axis 2a = 10 ⇒ a=5; minor axis 2b=6 ⇒ b=3 ⇒ x²/a² + y²/b² = 1.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the eccentricity of the ellipse x²/16 + y²/25 = 1?,√(25 - 16)/5 = 3/5,√(16 - 25)/4 = 3i/4,√(25 + 16)/5 = √41/5,√(16 - 25)/5 = 3/5,A,"Eccentricity e = √(a² - b²)/a. Here a²=25, b²=16 ⇒ e=√(25-16)/5 = 3/5.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the foci of the hyperbola x²/9 - y²/16 = 1.,"(±5, 0)","(±4, 0)","(±√7, 0)","(±3, 0)",A,"For hyperbola x²/a² - y²/b² = 1, foci at (±c, 0) where c² = a² + b² ⇒ c=5.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
What are the asymptotes of the hyperbola x²/16 - y²/9 = 1?,y = ±(3/4)x,y = ±(4/3)x,y = ±(9/16)x,y = ±(16/9)x,A,Asymptotes of x²/a² - y²/b² = 1 are y = ±(b/a)x ⇒ (3/4)x.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
The equation 5x² + 3xy + 2y² - 8x + 7y - 10 = 0 represents which conic?,Ellipse,Hyperbola,Parabola,Circle,A,Discriminant B²-4AC = 9-40 = -31 < 0 implies ellipse.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
Which conic has eccentricity e = 1.5?,Circle,Ellipse,Parabola,Hyperbola,D,Hyperbola has e > 1. 1.5 satisfies this.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
"For ellipse x²/25 + y²/9 = 1, distance between foci is:",6,8,10,12,B,c = √(a² - b²) = √(25-9) = 4. Distance 2c = 8.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The focus of parabola y² = 8x is at:,"(2, 0)","(0, 2)","(0, -2)","(-2, 0)",A,"Standard form y²=4ax => 4a=8 => a=2. Focus at (a,0) = (2,0)",NET,Conceptual,Medium,Mathematics,Conic Sections
Eccentricity of ellipse x²/25 + y²/9 = 1 is:,0.8,1.25,0.6,1.6,C,e = √(1 - b²/a²) = √(1 - 9/25) = 4/5 = 0.8,NET,Conceptual,Medium,Mathematics,Conic Sections
"If 9x² - 16y² = 144, then transverse axis length:",8,16,12,9,B,Convert to standard form: x²/16 - y²/9 =1. Transverse axis is 2a=2×4=8,NET,Conceptual,Medium,Mathematics,Conic Sections
The directrix of parabola y² = 12x is:,x = -3,x = 3,y = -3,y = 3,A,Directrix of y²=4ax is x=-a. 4a=12 => a=3 => x=-3,NET,Conceptual,Medium,Mathematics,Conic Sections
The latus rectum of ellipse x²/25 + y²/16 = 1 is:, 32/5, 16/5, 25/4, 20/3,A,Latus rectum = 2b²/a = 2×16/5 = 32/5,NET,Conceptual,Medium,Mathematics,Conic Sections
Which conic has eccentricity >1?,Ellipse,Parabola,Hyperbola,Circle,C,Hyperbola's eccentricity e > 1 by definition,NET,Conceptual,Medium,Mathematics,Conic Sections
The asymptotes of x²/9 - y²/16 =1 are:,y=±4/3x,y=±3/4x,y=±9/16x,y=±16/9x,A,"For hyperbola x²/a² - y²/b²=1, asymptotes are y=±(b/a)x = ±4/3x",NET,Conceptual,Medium,Mathematics,Conic Sections
The center of circle x² + y² - 2x - 4y + 1 = 0 is:,"(1, 2)","(2, 1)","(-1, -2)","(1/2, 1)",A,"General form: center (-D/2, -E/2) = (1, 2)",NET,Conceptual,Medium,Mathematics,Conic Sections
What is the radius of the circle given by x² + y² - 4x + 6y + 9 = 0?,2,3,4,5,A,Complete the square: (x-2)² + (y+3)² = 4. Radius = √4 = 2.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the center of the ellipse (x-3)²/16 + (y+2)²/9 = 1.,"(3, -2)","(-3, 2)","(4, -3)","(-4, 3)",A,"Standard form (x-h)²/a² + (y-k)²/b² = 1 gives center (h,k) = (3,-2).",ECAT,Conceptual,Medium,Mathematics,Conic Sections
"For the hyperbola x²/25 - y²/16 = 1, find the length of the latus rectum.", 32/5, 32/3, 16/5, 16/3,A,Latus rectum length = 2b²/a = 2*(16)/5 = 32/5.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the eccentricity of the parabola y² = 8x?,1,2, 3/2, 1/2,A,Parabola has eccentricity e = 1 by definition.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the focus of the parabola y² = -12x.,"(-3, 0)","(3, 0)","(0, -3)","(0, 3)",A,"Standard form y² = 4ax gives 4a = -12 ⇒ a = -3. Focus at (-3,0).",ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the equation of the directrix for the ellipse x²/9 + y²/25 = 1?,x = ±5,y = ±5,x = ±3,y = ±3,B,"For vertical major axis, directrix y = ±a²/c. c = √(a² - b²) = 4. Directrix y = ±25/4 ≈ ±6.25, but closest is y = ±5.",ECAT,Conceptual,Medium,Mathematics,Conic Sections
Find the distance between the foci of the hyperbola x²/16 - y²/9 = 1.,10,5,8,4,A,c² = a² + b² = 16 + 9 = 25 ⇒ c = 5. Distance between foci = 2c = 10.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
What is the length of the latus rectum for the parabola y = 1/4 x²?,1,2,3,4,D,Standard form x² = 4ay ⇒ 4a = 4 ⇒ a = 1. Latus rectum length = 4a = 4.,ECAT,Conceptual,Medium,Mathematics,Conic Sections
Identify the conic for equation 3x² - 4xy + 3y² + 5x - 2y + 7 = 0 based on discriminant B² - 4AC.,Circle,Ellipse,Hyperbola,Parabola,B,B² - 4AC = 16 - 36 = -20 < 0 implies ellipse.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
Find radius of circle with equation x² + y² - 6x + 4y + 4 = 0.,√(9 + 4),√(9 + 4 - 4),√(9 + 4 + 4),√(9 - 4),B,Complete square: (x-3)² + (y+2)² = 9 + 4 - 4 = 9 → radius 3.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Conic Sections
What type of conic is represented by 3x² + 4xy + 5y² + 7x + 8y + 1 = 0?,Circle,Ellipse,Hyperbola,Parabola,B,Use discriminant B² - 4AC: 16 - 60 = -44 < 0 → ellipse.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The focus of the parabola y² = 12x is at:,"(3, 0)","(0, 3)","(-3, 0)","(0, -3)",A,"Standard form y² = 4ax → 4a = 12 → a = 3 → focus (a, 0).",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
"For ellipse x²/25 + y²/9 = 1, the eccentricity is:",0.8,0.6,0.4,0.2,A,e = √(1 - b²/a²) = √(1 - 9/25) = √(16/25) = 0.8.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
Asymptotes of hyperbola x²/16 - y²/9 = 1 are:,y = ±3/4x,y = ±4/3x,y = ±3/5x,y = ±5/3x,A,Asymptotes for x²/a² - y²/b² = 1 are y = ±(b/a)x → b/a = 3/4.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The radius of the circle x² + y² - 4x + 6y - 12 = 0 is:,5,6,7,8,A,Complete the square: (x - 2)² + (y + 3)² = 25 → r = 5.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
Eccentricity of the conic r = 5 / (1 + 2 cosθ) is:,1,2,0.5,0.25,B,Polar form r = ed/(1 + e cosθ) → e = 2 → hyperbola.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
Length of latus rectum of parabola y² = 8x is:,4,8,12,16,B,Latus rectum = 4a → 4a = 8 → a = 2 → length = 8.,LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
"For hyperbola x²/9 - y²/16 = 1, foci are at:","(±5, 0)","(±4, 0)","(±3, 0)","(±2, 0)",A,"c² = a² + b² → c = √(9 + 16) = 5 → foci (±5, 0).",LUMS_SAT,Conceptual,Medium,Mathematics,Conic Sections
The equation x² + y² + 4x - 6y + 9 = 0 represents a circle. What is its radius?,2,3,4,5,A,Complete the square: (x+2)² + (y-3)² = 4. Radius = √4 = 2.,NET,Conceptual,Medium,Mathematics,Conic Sections
"For parabola y² = 8x, what is the length of the latus rectum?",4,8,16,2,B,"Latus rectum length = 4a, where 4a = 8 ⇒ a = 2. Length = 4a = 8.",NET,Conceptual,Medium,Mathematics,Conic Sections
