Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"The self-inductance of a coil is 0.8 H. If current changes from 0 to 4 A in 0.4 s, find induced emf.",8 V,-8 V,4 V,-4 V,A,ε = -L(dI/dt) = -0.8 * (4 / 0.4) = 8 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 300 turns and flux linkage 0.02 Wb. If current is 3 A, find self-inductance.",2 H,0.02 H,20 H,0.2 H,A,L = Nϕ/I = 300 * 0.02 / 3 = 2 H.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is ϕ = 3t³ + 2t² + 1. Find induced emf at t = 1 s.,13 V,12 V,11 V,10 V,A,ε = -dϕ/dt = -(9t² + 4t) = 13 V at t = 1 s.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 2 m is moving at 5 m/s in a magnetic field of 0.5 T. What is the emf induced if it moves at 30° to the field?,2.5 V,5 V,2 V,1.25 V,A,"Emf = Blv sin(θ) = 0.5 * 2 * 5 * sin(30°) = 2.5 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil changes from 0.1 Wb to 0.05 Wb in 1 / 20 s. What is the average emf induced?,1 V,2 V,0.5 V,4 V,B,"Average emf = -ΔΦ / Δt = -(0.05 - 0.1) / (1 / 20) = 2 V, using Faraday's law of induction.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has an inductance of 0.1 H. If the current changes from 0 to 1 A in 0.01 s, what is the emf induced?",10 V,1 V,5 V,20 V,A,"Emf = -L * ΔI / Δt = -0.1 * (1 - 0) / 0.01 = 10 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.05 H. If the current in one coil changes from 0 to 2 A in 0.1 s, what is the emf induced in the other?",1 V,0.5 V,2 V,0.1 V,A,"Emf = -M * ΔI / Δt = -0.05 * (2 - 0) / 0.1 = 1 V, using the formula for mutually induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m is placed in a magnetic field of 0.2 T. If it is rotated at 2π rad/s, what is the maximum emf induced?",0.25 V,0.125 V,0.079 V,0.157 V,C,"Maximum emf = NABω = 1 * 0.2 * π(0.1)² * 2π = 0.079 V, using the formula for motional emf in a rotating coil.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of dimensions 0.2 m x 0.1 m is placed in a magnetic field of 0.5 T. If it is pulled out at 0.5 m/s, what is the emf induced?",0.05 V,0.025 V,0.01 V,0 V,B,"Emf = Blv = 0.5 * 0.1 * 0.5 = 0.025 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.2 H. If the current changes at 5 A/s, what is the emf induced?",1 V,0.5 V,2 V,-1 V,A,"Emf = -L * dI/dt = -0.2 * 5 = 1 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and an area of 0.05 m². If it is rotated at 500 rpm in a magnetic field of 0.02 T, what is the maximum emf induced?",26.18 V,13.09 V,52.36 V,10.47 V,B,"Maximum emf = NABω = 500 * 0.02 * 0.05 * (2π * 500 / 60) = 13.09 V, using ω = 2πf and f = rpm / 60.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = 2t² + 3t + 1. What is the emf induced at t = 2 s?,11 V,10 V,14 V,8 V,A,"Emf = -dΦ/dt = -(4t + 3) = -(4*2 + 3) = 11 V, using Faraday's law of induction.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A conductor is moving at 10 m/s in a magnetic field of 0.2 T. If the emf induced is 4 V, what is its length?",2 m,1 m,3 m,4 m,A,"Length = emf / (Bv) = 4 / (0.2 * 10) = 2 m, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has an inductance of 0.05 H. If the current changes from 0 to 0.5 A in 0.005 s, what is the emf induced?",5 V,2.5 V,1 V,0.5 V,A,"Emf = -L * ΔI / Δt = -0.05 * (0.5 - 0) / 0.005 = 5 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil changes from 0.2 Wb to 0.1 Wb in 0.1 s. What is the average emf induced?,1 V,0.5 V,2 V,1.5 V,A,"Average emf = -ΔΦ / Δt = -(0.1 - 0.2) / 0.1 = 1 V, using Faraday's law of induction.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.05 m is placed in a magnetic field of 0.1 T. If it is rotated at π rad/s, what is the maximum emf induced?",0.039 V,0.079 V,0.157 V,0.02 V,A,"Maximum emf = NABω = 1 * 0.1 * π(0.05)² * π = 0.039 V, using the formula for motional emf in a rotating coil.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of dimensions 0.1 m x 0.05 m is placed in a magnetic field of 0.2 T. If it is pulled out at 0.2 m/s, what is the emf induced?",0.002 V,0.001 V,0.01 V,0 V,A,"Emf = Blv = 0.2 * 0.05 * 0.2 = 0.002 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.1 H. If the current changes at 2 A/s, what is the emf induced?",0.2 V,0.1 V,0.5 V,-0.2 V,A,"Emf = -L * dI/dt = -0.1 * 2 = 0.2 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 200 turns and an area of 0.02 m². If it is rotated at 1000 rpm in a magnetic field of 0.01 T, what is the maximum emf induced?",4.19 V,2.09 V,8.38 V,1.05 V,B,"Maximum emf = NABω = 200 * 0.01 * 0.02 * (2π * 1000 / 60) = 2.09 V, using ω = 2πf and f = rpm / 60.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = t² + 2t + 1. What is the emf induced at t = 1 s?,4 V,3 V,2 V,5 V,A,"Emf = -dΦ/dt = -(2t + 2) = -(2*1 + 2) = 4 V, using Faraday's law of induction.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 1.5 m is moving at 8 m/s in a magnetic field of 0.3 T. What is the emf induced?,3.6 V,2.4 V,1.8 V,1.2 V,A,"Emf = Blv = 0.3 * 1.5 * 8 = 3.6 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns and area 0.1 m² is placed in a magnetic field of 0.5 T. If the coil is rotated by 90° in 0.2 s, what is the average induced emf?",2.5 V,5 V,0.25 V,25 V,C,"ε = -N(dΦ/dt) = -N(AΔB/Δt) = 100 * 0.1 * 0.5 / 0.2 = 25 V, but since it's rotated by 90°, initial flux is maximum and final is zero, so ε_avg = 25 V, but the question asks for average, so the actual change is from maximum to zero, hence 25/2 = 0.25 * 10 = 2.5 V is incorrect. The correct value is 25 V. However, the closest answer is obtained by directly using the formula: 100 * 0.1 * 0.5 / 0.2 = 25 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m and 50 turns is placed in a magnetic field of 0.2 T. If the coil is removed from the field in 0.1 s, what is the induced emf?",0.628 V,6.28 V,0.0628 V,62.8 V,B,"ε = -N(dΦ/dt) = N(πr²B)/t = 50 * π * (0.1)² * 0.2 / 0.1 = 3.14 V, approximately 6.28/2 = 3.14 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by Φ = 5t² + 2t + 3. What is the emf induced at t = 1 s?,10 V,12 V,8 V,14 V,B,"ε = -dΦ/dt = -(10t + 2) at t = 1, ε = -(10 + 2) = -12 V, magnitude is 12 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A rectangular coil of 100 turns and area 0.02 m² is moving with a velocity of 5 m/s in a magnetic field of 0.1 T. What is the induced emf if the coil is moving perpendicular to the field?,0 V,1 V,10 V,0.1 V,A,"ε = Blv, but since the coil is moving perpendicular to the field and the field is uniform, the flux change is zero, hence ε = 0.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of inductance 0.1 H is connected to a 10 V battery. What is the rate of change of current when the current is 2 A?,100 A/s,50 A/s,200 A/s,10 A/s,A,"V = L(dI/dt), dI/dt = V/L = 10/0.1 = 100 A/s.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A solenoid of 1000 turns and length 0.2 m has a radius of 0.01 m. If the current changes at a rate of 10 A/s, what is the induced emf?",0.197 V,1.97 V,19.7 V,197 V,B,"ε = -L(dI/dt), L = μ₀N²A/l = 4π * 10⁻⁷ * (1000)² * π * (0.01)² / 0.2, L = 0.197 H, ε = 0.197 * 10 = 1.97 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of self-inductance 0.05 H is connected to a variable frequency AC source. At what frequency will the inductive reactance be 100 Ω?,318.3 Hz,3.183 Hz,31.83 Hz,0.3183 Hz,A,"Xₗ = 2πfL, f = Xₗ / (2πL) = 100 / (2 * 3.14 * 0.05) = 318.3 Hz.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"Two coils have a mutual inductance of 0.01 H. If the current in one coil changes at a rate of 100 A/s, what is the induced emf in the other coil?",1 V,0.1 V,10 V,0.01 V,A,ε = -M(dI/dt) = 0.01 * 100 = 1 V.,GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is placed in a time-varying magnetic field. The magnetic flux linked with the coil is Φ = 2t². What is the induced emf at t = 2 s?,8 V,4 V,2 V,16 V,A,"ε = -dΦ/dt = -4t, at t = 2, ε = -8 V, magnitude is 8 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has 1000 turns in the primary and 2000 turns in the secondary. If the input voltage is 220 V, what is the output voltage?",440 V,110 V,220 V,880 V,A,"V₂/V₁ = N₂/N₁, V₂ = V₁ * (N₂/N₁) = 220 * (2000/1000) = 440 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of inductance 0.2 H and resistance 10 Ω is connected to a 20 V battery. What is the current after 0.1 s?,1.43 A,1.73 A,1.93 A,1.63 A,A,"I = I₀(1 - e^(-t/(L/R))), I₀ = V/R = 20/10 = 2 A, I = 2(1 - e^(-0.1/(0.2/10))) = 2(1 - e^(-5)) = 1.986, approximately 2 A, but closest is 1.93 or 1.986 ≈ 2, I = 2(1 - e^(-5)) = 1.986 ≈ 2, the closest value is 1.93.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = 3t² + 4t + 1. What is the induced emf at t = 1 s?,6 V,10 V,8 V,12 V,B,"ε = -dΦ/dt = -(6t + 4) at t = 1, ε = -(6 + 4) = -10 V, magnitude is 10 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A circular coil of 50 turns and radius 0.1 m is rotating at 300 rpm in a uniform magnetic field of 0.5 T. What is the maximum induced emf?,78.5 V,7.85 V,785 V,0.785 V,A,"ε = NABω, ω = 2πf = 2π * (300/60) = 10π rad/s, ε = 50 * π * (0.1)² * 0.5 * 10π = 78.5 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A solenoid of length 0.5 m and 1000 turns has a radius of 0.02 m. If the current changes at a rate of 5 A/s, what is the induced emf?",0.079 V,0.79 V,7.9 V,79 V,B,"ε = -L(dI/dt), L = μ₀N²A/l = 4π * 10⁻⁷ * (1000)² * π * (0.02)² / 0.5, L = 0.158 H, ε = 0.158 * 5 = 0.79 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of self-inductance 0.1 H is connected to a 5 V battery. What is the energy stored in the coil when the current is 2 A?,0.2 J,0.4 J,0.1 J,0.3 J,A,E = 1/2 * LI² = 1/2 * 0.1 * (2)² = 0.2 J.,GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"Two coils are placed close to each other. The current in one coil is changed at a rate of 5 A/s, inducing an emf of 2 V in the other coil. What is the mutual inductance?",0.4 H,0.2 H,0.6 H,0.8 H,A,"ε = -M(dI/dt), M = ε / (dI/dt) = 2 / 5 = 0.4 H.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A rectangular coil of 200 turns and area 0.05 m² is rotating at 200 rpm in a uniform magnetic field of 0.2 T. What is the maximum induced emf?,41.9 V,4.19 V,419 V,0.419 V,A,"ε = NABω, ω = 2πf = 2π * (200/60) = 20.94 rad/s, ε = 200 * 0.05 * 0.2 * 20.94 = 41.9 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field, and the magnetic flux linked with the coil is Φ = 4t. What is the induced emf?",4 V,2 V,-4 V,-2 V,A,"ε = -dΦ/dt = -4 V, magnitude is 4 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of inductance 0.05 H is connected to a variable frequency AC source. At what frequency will the inductive reactance be 50 Ω?,159.15 Hz,1.5915 Hz,15.915 Hz,0.15915 Hz,A,"Xₗ = 2πfL, f = Xₗ / (2πL) = 50 / (2 * 3.14 * 0.05) = 159.15 Hz.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has 500 turns in the primary and 1000 turns in the secondary. If the input voltage is 100 V, what is the output voltage?",200 V,50 V,100 V,400 V,A,"V₂/V₁ = N₂/N₁, V₂ = V₁ * (N₂/N₁) = 100 * (1000/500) = 200 V.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil with 100 turns is rotated in a magnetic field, inducing an emf. If the rotation rate doubles, the induced emf will",remain the same,double,quadruple,halve,B,"Faraday's law states that induced emf is proportional to the rate of change of flux, so doubling rotation rate doubles induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil changes from 0 to 2 Wb in 1 / 2 s. The induced emf is,2 V,4 V,8 V,1 V,B,"Induced emf = -N(dΦ/dt) = -(1)(2-0)/(1/2) = 4 V, using Faraday's law of induction.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A bar magnet is dropped through a coil. As it falls, the induced current",always flows clockwise,always flows counterclockwise,changes direction,is zero,C,"Lenz's law states that induced current opposes the change in flux, so current direction changes as the magnet falls through the coil.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed near a current-carrying wire. If the current is switched off, the coil experiences",no induced emf,an induced emf due to changing flux,a constant induced emf,an induced emf due to changing current,B,"When current is switched off, the flux through the coil changes, inducing an emf according to Faraday's law.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 2 H. If the current changes from 0 to 2 A in 1 s, the induced emf is",4 V,2 V,-4 V,-2 V,C,"Induced emf = -L(dI/dt) = -(2)(2-0)/1 = -4 V, using the formula for self-induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A rectangular coil is rotated in a uniform magnetic field. The induced emf is maximum when the coil's,plane is perpendicular to the field,plane is parallel to the field,normal is perpendicular to the field,normal is parallel to the field,C,"Induced emf is maximum when the rate of change of flux is maximum, which occurs when the coil's normal is perpendicular to the field.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil with area 0.1 m² is placed in a magnetic field of 2 T. If the field decreases to 0 in 2 s, the induced emf is",0.1 V,0.2 V,0.4 V,0.05 V,B,"Induced emf = -N(dΦ/dt) = -(1)(2*0.1-0)/2 = 0.1 V, but since it's a simple change, it directly relates to the rate of change.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"Two coils, A and B, are placed near each other. When current in A changes, coil B experiences",no induced emf,an induced emf due to mutual inductance,a constant induced emf,an induced emf due to self-inductance,B,"Mutual inductance causes a change in flux in coil B when current in coil A changes, inducing an emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil is placed in a uniform magnetic field. If the field increases, the induced current",flows clockwise,flows counterclockwise,is zero,changes direction,B,"Lenz's law states that induced current opposes the change in flux, so it flows counterclockwise for an increasing field.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The induced emf in a coil is proportional to the,rate of change of current,rate of change of flux,flux,current,B,Faraday's law states that induced emf is proportional to the rate of change of flux.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is placed in a time-varying magnetic field. The induced emf is,proportional to the frequency of the field,inversely proportional to the frequency of the field,independent of the frequency of the field,proportional to the square of the frequency of the field,A,"Induced emf is proportional to the rate of change of flux, which is related to the frequency of the field.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"Two coils have mutual inductance 0.5 H. If the current in one coil changes at 2 A/s, the induced emf in the other coil is",1 V,-1 V,2 V,-2 V,B,"Induced emf = -M(dI/dt) = -(0.5)(2) = -1 V, using the formula for mutually induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil with self-inductance 1 H is connected to a battery. When the switch is closed, the induced emf",opposes the battery emf,adds to the battery emf,is zero,is constant,A,"Lenz's law states that induced emf opposes the change in current, so it opposes the battery emf when the switch is closed.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The energy stored in an inductor is proportional to the,current,square of the current,inductance,square of the inductance,B,"Energy stored in an inductor is given by (1/2)LI², so it is proportional to the square of the current.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is rotated in a uniform magnetic field. The induced emf is,sinusoidal,constant,zero,exponential,A,"The flux through the coil changes sinusoidally as it rotates, inducing a sinusoidal emf according to Faraday's law.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The coefficient of mutual inductance between two coils depends on their,orientation,separation,number of turns,all of the above,D,"Mutual inductance depends on the orientation, separation, and number of turns of the coils, affecting the flux linkage.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A bar magnet is moved towards a coil. The induced current,flows clockwise,flows counterclockwise,is zero,changes direction,B,"Lenz's law states that induced current opposes the change in flux, so it flows counterclockwise as the magnet approaches.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The self-inductance of a coil is proportional to the,number of turns,square of the number of turns,current,flux,B,"Self-inductance is proportional to the square of the number of turns, as it affects the flux linkage.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field. If the field is doubled, the flux through the coil",doubles,remains the same,is halved,quadruples,A,"Flux is directly proportional to the magnetic field, so doubling the field doubles the flux.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of 100 turns is rotated at 1000 rpm in a magnetic field of 0.01 T. What is the maximum induced emf?,10.47 V,1.047 V,104.7 V,0.1047 V,C,"ε = NABωsin(ωt), maximum ε = NABω = 100 * π * (0.01) * (1000/60) * 2 = 104.7 V, using ω = 2πf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by ϕ = 5t² + 3t + 2. What is the induced emf at t = 2 s?,23 V,20 V,10 V,26 V,A,"ε = -dϕ/dt = -(10t + 3), at t = 2, ε = -(10*2 + 3) = -23 V, magnitude is 23 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 100 turns, area 0.01 m² is rotated at 50 Hz in a field of 0.1 T. What is the peak emf?",31.4 V,3.14 V,314 V,0.314 V,A,ε = NABω = 100 * 0.01 * 0.1 * 2 * π * 50 = 31.4 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m, 100 turns is rotated at 100 rpm in a uniform magnetic field of 0.1 T. The maximum induced emf is",1.047 V,10.47 V,0.1047 V,104.7 V,B,ε = NABω = 100 * π * (0.1)² * 0.1 * (100/60) * 2π = 10.47 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The flux linked with a coil is given by ϕ = 2t² + 4t + 6. The induced emf at t = 1 / 2 s is,6 V,4 V,8 V,2 V,A,"ε = -dϕ/dt = -(4t + 4), at t = 1/2, ε = -(4 * 1/2 + 4) = -6 V, magnitude is 6 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A solenoid of 1000 turns, area 0.01 m² has an inductance of 0.1 H. If the current changes at 100 A/s, the induced emf is",10 V,-10 V,100 V,-100 V,A,"ε = -L(dI/dt) = -0.1 * 100 = -10 V, magnitude is 10 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of inductance 0.1 H has a current of 1 A. The energy stored is,0.05 J,0.1 J,0.5 J,1 J,A,E = 1/2 * LI² = 1/2 * 0.1 * 1² = 0.05 J.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.1 H. If the current changes from 1 A to 2 A in 0.1 s, the induced emf is",1 V,-1 V,10 V,-10 V,A,"ε = -L(dI/dt) = -0.1 * (2-1)/0.1 = -1 V, magnitude is 1 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 1 m moves at 10 m/s in a field of 0.1 T. The induced emf is,1 V,0.1 V,10 V,0.01 V,A,ε = Blv = 0.1 * 1 * 10 = 1 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is ϕ = 3t² + 2t + 1. The induced emf at t = 1 s is,8 V,-8 V,6 V,-6 V,A,"ε = -dϕ/dt = -(6t + 2), at t = 1, ε = -(6 + 2) = -8 V, magnitude is 8 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of 100 turns, radius 0.1 m is rotated at 1000 rpm in a field of 0.01 T. The maximum induced emf is",10.47 V,1.047 V,104.7 V,0.1047 V,A,"ε = NABω = 100 * π * (0.1)² * 0.01 * (1000/60) * 2π = 10.47 V, simplified.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The current in a coil changes from 1 A to 2 A in 0.1 s. If the induced emf is 10 V, the self-inductance is",1 H,0.1 H,10 H,0.01 H,A,"ε = -L(dI/dt), 10 = L * (2-1)/0.1, L = 1 H.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil has an inductance of 0.1 H. The energy stored when the current is 2 A is,0.2 J,0.1 J,0.4 J,0.02 J,A,E = 1/2 * LI² = 1/2 * 0.1 * 2² = 0.2 J.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
A rod of length 0.5 m moves at 20 m/s in a field of 0.2 T. The induced emf is,2 V,1 V,0.2 V,0.1 V,A,ε = Blv = 0.2 * 0.5 * 20 = 2 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The flux linked with a coil is ϕ = t² + 2t + 1. The induced emf at t = 2 s is,6 V,-6 V,4 V,-4 V,A,"ε = -dϕ/dt = -(2t + 2), at t = 2, ε = -(2*2 + 2) = -6 V, magnitude is 6 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 500 turns, area 0.1 m² is rotated at 500 rpm in a field of 0.2 T. The maximum induced emf is",104.7 V,10.47 V,52.35 V,5.235 V,C,ε = NABω = 500 * 0.1 * 0.2 * (500/60) * 2π = 52.35 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.01 H. If the current changes from 0 to 1 A in 0.01 s, the induced emf is",1 V,-1 V,10 V,-10 V,A,"ε = -L(dI/dt) = -0.01 * (1-0)/0.01 = -1 V, magnitude is 1 V.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 0.2 m moves at 5 m/s in a field of 0.5 T. The induced emf is,0.5 V,0.1 V,1 V,0.05 V,A,ε = Blv = 0.5 * 0.2 * 5 = 0.5 V.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns has an area of 0.1 m². If it is rotated at 60 rev / min in a magnetic field of 0.2 T, what is the maximum induced emf?",0.4 π V,0.2 π V,4 π V,2 π V,C,"Maximum induced emf = NABω = 100 * 0.1 * 0.2 * (2π * 60 / 60) = 4π V, using ω = 2πf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by ϕ = (4t² - 2t + 1) Wb. What is the induced emf at t = 1 s?,6 V,4 V,2 V,8 V,A,"Induced emf = -dϕ/dt = -(8t - 2) = 6 V at t = 1 s, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.5 m long wire is moving at 2 m/s in a magnetic field of 0.1 T. What is the induced emf if the wire is perpendicular to the field?,0.1 V,0.2 V,0.05 V,0.15 V,A,"Induced emf = Blv = 0.1 * 0.5 * 2 = 0.1 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and a self-inductance of 0.2 H. If the current changes from 0 to 2 A in 0.1 s, what is the induced emf?",2000 V,1000 V,4000 V,5000 V,C,"Induced emf = -L(dI/dt) = -0.2 * (2 / 0.1) = 4000 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = 5t² + 2t + 3. What is the emf induced in the coil at t = 1 s?,12 V,10 V,8 V,6 V,A,"Induced emf = -dϕ/dt = -(10t + 2) = 12 V at t = 1 s, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m has 100 turns. If it is rotated at 300 rev / min in a uniform magnetic field of 0.05 T, what is the maximum induced emf?",π V,2π V,5π V,10π V,C,"Maximum induced emf = NABω = 100 * π(0.1)² * 0.05 * (2π * 300 / 60) = 5π V, using ω = 2πf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of area 0.1 m² has 500 turns. If it is rotated at 100 rev / min in a magnetic field of 0.2 T, what is the maximum induced emf?",20π / 3 V,10π / 3 V,20π V,10π V,A,"Maximum induced emf = NABω = 500 * 0.1 * 0.2 * (2π * 100 / 60) = 20π / 3 V, using ω = 2πf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = 2t³ - t² + 1. What is the induced emf at t = 2 s?,20 V,22 V,24 V,26 V,B,"Induced emf = -dϕ/dt = -(6t² - 2t) = 22 V at t = 2 s, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 200 turns and an area of 0.05 m². If it is rotated at 400 rev / min in a magnetic field of 0.1 T, what is the maximum induced emf?",8π / 3 V,4π / 3 V,8π V,4π V,A,"Maximum induced emf = NABω = 200 * 0.05 * 0.1 * (2π * 400 / 60) = 8π / 3 V, using ω = 2πf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The current in a coil changes from 0 to 5 A in 0.1 s. If the induced emf is 50 V, what is the self-inductance?",1 H,0.1 H,1.5 H,2 H,A,"Self-inductance = |emf / (dI/dt)| = 50 / (5 / 0.1) = 1 H, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.2 m long wire is moving at 5 m/s in a magnetic field of 0.3 T. What is the induced emf if the wire is perpendicular to the field?,0.3 V,0.2 V,0.1 V,0.4 V,A,"Induced emf = Blv = 0.3 * 0.2 * 5 = 0.3 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = t² + 2t + 1. What is the induced emf at t = 2 s?,6 V,4 V,8 V,10 V,A,"Induced emf = -dϕ/dt = -(2t + 2) = 6 V at t = 2 s, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
