Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
362,Which prophet had to commit a murder at the age of 30?,Hazrat Isa (AS),Hazrat Musa (AS),Hazrat Yahya (AS),Hazrat Ibrahim (AS),B
363,Riba in Islamic finance is broadly defined as:,Charity,Profit,Interest or usury,Trade,C
364,Jadd al-Anbiya (Grandfather of the Prophets) is a title given to which Prophet?,Prophet Ibrahim (AS),Prophet Adam (AS),Prophet Muhammad (PBUH),Prophet Isma'il (AS),A
365,Which is the shortest Surah in the Qur'an?,Surah Al-Kawthar,Surah Al-Falaq,Surah Al-Alaq,Surah Al-Fatiha,A
366,Interest was prohibited in which Hijrah?,5th,4th,8th,9th,C
367,Queen Khayzuran was the wife of:,Kausar,Al-Mahdi,Al-Ateeb,None of these,B
368,Which bird informed Hazrat Sulayman (A.S.) about the glorious kingdom of Yemen?,Sparrow,Pigeon,Parrot,Hoopoe,D
369,'The Holy Quran contains Makki and Madani Surahs. The Madani Surahs have a general emphasis on:,Ghazwat (Battles participated in by the Prophet (PBUH)),Laws of nature,The historical facts,None of these,D
370,"Who is known as ""Abul Bashar al-Thani"" (The Second Father of Mankind)?",Ibrahim (AS),Shees (AS),Adam (AS),Nuh (AS),D
371,Name the battle in which Hazrat Khalid bin Walid (RA) participated for the first time.,Badr,Khyber,Mu'tah,Khandaq,C
372,What was the important event in the 13th year of Nabvi?,Hijrah Habashah,Hijrah Madina,Miraj,Visit to Ta'if,B
373,Which is the Surah that starts without Bismillah?,Surah al-Tawbah,Surah Baqarah,Surah al-A'raf,Surah al-Nisa,A
374,What was the age of Prophet Muhammad (PBUH) when he married Hazrat Sawdah (R.A.)?,49 Years,50 Years,53 Years,57 Years,B
375,Hazrat Ali (R.A.) died in,659 A.D.,660 A.D.,661 A.D.,None of these,C
376,What is a well-known nickname of Ali (RA)?,Abd al-Hakam,Abu Turab,Both of them,None of them,B
377,How many Sunnah acts are there in Hajj?,Six,Three,"Numerous, with no fixed number",One,C
378,Hazrat Ali (RA) was martyred in:,35 Hijrah,40 Hijrah,45 Hijrah,50 Hijrah,B
379,Abu Jahl was killed in the Battle of:,Bdr,Hunayn,Uhud,Khandaq,A
380,The Batha Valley is situated in:,Makkah,Madinah,Egypt,Jordan,A
381,Mina lies between ______.,Arafat and Makkah,Arafat and Madinah,Jeddah and Ta'if,Makkah and Jeddah,A
382,Name the great wrestler of the Quraish who was defeated three times by the Holy Prophet (PBUH).,Uba,Hakkam,Rukanah,Rushd,C
383,Who was the commander of the Infidels in the Battle of Uhud?,Abu Lahab,Abu Sufyan,Abu Jahl,Utbah,B
384,The following prophet suffered from blindness in his old age:,Hazrat Yunus (AS),Hazrat Ishaq (AS),Hazrat Ismail (AS),Hazrat Yaqub (AS),D
385,Who was the first ruler to give a royal gift to the Holy Prophet (PBUH)?,Ruler of Iran,Abul Hakam,The Negus (Najashi) of Abyssinia,Abu Sufyan,C
386,The Islamic calendar is based on which type of year?,Solar,Lunar,Luni-Solar,Gregorian,B
387,"For how many times is the name ""Ahmed"" mentioned in the Holy Quran?",11,17,1,13,C
388,Which among the four Pious Caliphs of Islam had the longest reign?,Hazrat Abu Bakr (R.A.),Hazrat Umer (R.A.),Hazrat Usman (R.A.),Hazrat Ali (R.A.),C
389,What is the meaning of Quran?,He read,He collected together,He recited,All of them,D
390,When did Zakat become Farz?,in the 4th Hijri,in the 2nd Hijri,in the 5th Hijri,in the 1st Hijri,B
391,What was the real name of Imam Abu Hanifa?,Nu'man ibn Nawfal,Nu'man ibn Thabit,Nu'man ibn Warqa,Nu'man ibn Talha,B
392,Who was the companion that the Prophet (PBUH) left in charge of Madinah during the Tabuk expedition?,Uthman (RA),Abu Bakr (RA),Ali ibn Abi Talib (RA),Abd al-Rahman ibn Awf (RA),C
393,Which religion's followers do not observe Sehri (pre-dawn meal) as part of their traditional fasting rituals?,Muslims,Christian,Jews,Both B & C,D
394,"Hazrat Umar (R.A) embraced Islam, influenced by which Surah of the Holy Quran?",Surah Yaseen,Surah Taha,Surah Nisa,Surah Nahl,B
395,Prophet Yahya (John the Baptist) was the son of which Prophet?,Prophet Zakariyya (AS),Prophet Ilyas (AS),Prophet Isa (AS),Prophet Ishaq (AS),A
396,"The ""Alhambra Decree"" of 1492 in Spain ordered the:",Establishment of the Inquisition,Forced conversion of all non-Christians,Expulsion of Jews and Muslims,Destruction of all mosques,C
397,The famous Battle of Tours (or Poitiers) in 732 AD halted the Umayyad expansion into which European country?,Germany,Italy,France,England,C
398,He knew the interpretation of dreams:,Hazrat Isa (AS),Hazrat Yusuf (AS),Hazrat Musa (AS),Hazrat Yunus (AS),B
399,"In the Battle of the Ditch, how many Muslims were martyred and how many confederates were killed?","6 Muslims martyred, 3 confederates killed","8 Muslims martyred, 6 confederates killed","6 Muslims martyred, 8 confederates killed","5 Muslims martyred, 5 confederates killed",C
400,In which year were the vowels inserted in the Qur'an?,49 A.H.,13 A.H.,43 A.H.,20 A.H.,C
401,In which country is Adam's Peak located?,Sri Lanka,India,Syria,Israel,A
402,When was Hajj made compulsory?,in the 9th Hijri,in the 10th Hijri,in the 11th Hijri,in the 8th Hijri,A
403,Which Sahabi suggested digging a trench in battle?,Salman Farsi,Abu Dharr al-Ghifari,Zayd ibn Harithah,Ibn Abi'l-Arqam,A
404,Hazrat Dawood (A.S.) was a soldier in the army of:,Talut,Jalut,Namrood,Shaddad,A
405,Whom did Hazrat Abu Bakr (R.A.) commission for the compilation of the Holy Qur'an?,Hazrat Umar (R.A.),Hazrat Usman (R.A.),Hazrat Bilal (R.A.),Hazrat Zayd ibn Thabit (R.A.),D
406,Name the fundamental pillar of Islam which was made Fard in 9 AH.,Salat,Sawm,Zakat,Hajj,D
407,Syria was conquered in 633 A.D. What was the year in Hijrah?,in 12 Hijrah,in 13 Hijrah,in 14 Hijrah,in 15 Hijrah,A
408,Name the first authority for the compilation of Ahadith.,Imam Malik,Imam Bukhari,Imam Ahmad,Imam Abu Hanifa,A
409,"For Tahallul, while a male pilgrim shaves his head, what is the requirement for a female pilgrim?",She clips one-fourth of her hair,She clips a lock of her hair,She clips one-third of her hair,She clips half of her hair,B
410,The Holy Prophet (PBUH) died at the time of Chasht on:,10 Rabi-ul-Awwal,11 Rabi-ul-Awwal,12 Rabi-ul-Awwal,18 Rabi-ul-Awwal,C
411,What was the approximate age of Uthman (RA) at the time of his martyrdom?,63 years,12 years,80-82 years,3 years,C
412,Sa'd ibn Mu'adh (R.A.) was the first person who was:,Appointed as head of the Bait al-Mal,Appointed as governor,Appointed as Hakam,None of these,C
413,When did Imam Ghazali die?,500 Hijri,503 Hijri,505 Hijri,None of these,C
414,Khateeb al-Anbiya is a title of:,Hazrat Idrees (A.S.),Hazrat Ibrahim (A.S.),Hazrat Ya'qub (A.S.),Hazrat Shu'ayb (A.S.),D
415,"Which beings perform Tawaf around the ""Bayt-ul-Ma'mur"" in the heavens?",Human beings,Animals,Angels,Jinns,C
416,Who was bestowed with the title of Al-Rashid by Al-Mahdi?,Harun,Mansur,Ameen,Mamun,A
417,"What is the meaning of the name of Muhammad (PBUH), ""Murtaza""?",The Intercessor,The Chosen One,The Selected,The Hafiz,B
418,Asbab al-Nuzul refers to the science of knowing the:,Grammar of the Quran,The reasons for the revelations,The abrogated verses,The order of the Surahs,B
419,In which month of the Islamic calendar did the first revelation of the Qur'an come to the Holy Prophet (SAW)?,Safar,Ramazan,Shawwal,Zil-Hajj,B
420,How many times is the word 'Allah' repeated in the Qur'an?,1298,1698,3098,2698,D
421,"The concept that the Quran was revealed in seven distinct modes or dialects, making it easier for different tribes to recite, is known as the seven:",Qira'at,Maqamat,Manazil,Ahruf,D
422,"The term ""Da'if"" in Hadith studies means the narration is:",Sound,Fabricated,Weak,Authentic,C
423,"Which companion of the Prophet (PBUH) was awarded the title of ""The Sword of Allah""?",Hazrat Abu Bakar RA,Hazrat Ali RA,Hazrat Khalid Bin Waleed RA,Hazrat Abuzar Ghaffari RA,C
424,The smallest number of verses in a Surah is ______.,Two,Six,One,Three,D
425,Zakat should be given to an appropriate and trustworthy person who will distribute it according to the law. What is this called?,Tamleek,Tamattu,Ta'deel,Tiyamen,A
426,"What is the meaning of the name of Allah ""Al-Baqi""?",The Patient,The Light,The Guide,The Everlasting,D
427,"In the Quran, the Ten Commandments are named as:",Awamir-i-Ashara,Ashra al-Mubashara,Ashra al Muajaz,None of these,A
428,"The ""Sufi"" concept of ""Silsila"" refers to the:",Recitation of litanies,Practice of meditation,Spiritual chain of transmission from a master to his disciples,Code of conduct,C
429,Which Jewish tribe was expelled to Khyber after leaving Madinah?,Banu Mustaliq,Banu Aws,Banu Nadir,Banu Khazraj,C
430,Surah Al-Hajj consists of 10 Rukus and how many Ayats?,70,75,78,82,C
431,"The famous Sufi order ""Qadiriyya"" is named after its founder:",Ahmad al-Rifa'i,Baha-ud-Din Naqshband,Abd al-Qadir al-Jilani,Jalal ad-Din Rumi,C
432,The Angel who will blow the trumpet on the Day of Resurrection is ________.,Hazrat Israfil (AS),Hazrat Jibra'il (AS),Hazrat Izra'il (AS),None of them,A
433,The first translation of the Quran into Latin was commissioned in the 12th century primarily to:,Facilitate trade,Spread Islam in Europe,Understand and refute Islam,Promote interfaith dialogue,C
434,How many prayers did the Prophet Muhammad (PBUH) have to offer collectively (qada) because of the Battle of the Ditch?,3 prayers,6 prayers,"4 prayers (Zuhr, Asr, Maghrib, Isha)",7 prayers,C
435,What is Hazrat Adam's title?,Abu al-Bashar,Abu al-Nabi,Abu al-Adam,Abu al-Anbiya,A
436,The first Jumma was offered by Muslims in which region?,Makkah,Taif,Madinah,None of these,C
437,"How many ahadith are there in the Musnad of Ahmad ibn Hanbal, of which 10,000 have occurred more than once?",40000,50000,60000,70000,A
438,What was the name of the foster sister of the Holy Prophet (PBUH)?,Salmah (RA),Ruqayyah (RA),Mariah (RA),Shayma (RA),D
439,The largest number of 'Ahadith' were reported by:,Sayyidah Ayesha (RA),Hazrat Abu Hurairah (RA),Hazrat Ali (RA),Hazrat Anas ibn Malik,B
440,Which book was revealed to Hazrat Isa (AS):,Taurat,Zaboor,Injeel,None of the above,C
441,Into how many parts is the Holy Qur'an divided?,Ten,Thirty,Twenty-five,Twenty,B
442,Prophet Zakariyya's (AS) supplication for a child is mentioned in detail in which Surah?,Maryam,Al-Baqarah,Aal-Imran,Al-Anbiya,A
443,In which month of 2 AH was the Ghazwa of Widdan (Al-Abwa) fought?,Dhul-Hijjah,Safar,Rajab,Ramadan,B
444,What is the old name of Makkah?,Waadi,Yathrib,Bakkah,None of these,C
445,The first Mu'adhin of Islam?,Hazrat Bilal (R.A.),Hazrat Umar (R.A.),Hazrat Usman (R.A.),Hazrat Abu Bakr (R.A.),A
446,How many prophets are mentioned in the Qur'an?,14,18,25,30,C
447,"Which Surah mentions the orders for Wudu, Ghusl, and Tayammum?",Al-Noor,Al-Maidah,Al-Muminun,None of these,B
448,Which Caliph of the Muslims ordered the collection of Ahadith at the official level?,Hazrat Usman (RA),Hazrat Umar (RA),Hazrat Umar Bin Abdul Aziz (RA),Hazrat Ali (RA),C
449,The name of the grandfather of Muhammad (PBUH) was:,Abdul Uzza,Wahb ibn Abd Manaf,Amr ibn Umro,Abdul Muttalib,D
450,"The concept of ""Hisbah"" in classical Islamic society refers to the duty of:",Leading the prayer,Collecting Zakat,Commanding right and forbidding wrong,Market supervision and regulation,D
451,Sahifa Hammam ibn Munabbih was found by:,Mufti Muhammad Abduh,Rashid Rida,Dr. Hamidullah,None of these,C
452,"What is the rate of Zakat on silver, gold, and currency?",2 percent,1 and 1 by 2 percent,2 and 1 by 2 percent,2.25 percent,C
453,Identify the last Ghazwa in which the Holy Prophet (PBUH) participated?,Ghazwa Hunain,Ghazwa Ahzab,Ghazwa Tabuk,Ghazwa Mutah,C
454,What is the number of the month of Ramadan in the Islamic Calendar?,8th,9th,10th,11th,B
455,Which Sahabi's (RA) name is given in the Qur'an?,Hazrat Zayd ibn Thabit (RA),Hazrat Zayd ibn Harithah (RA),Hazrat Abu ibn Abi Talib (RA),Hazrat Abdullah ibn Mas'ud (RA),B
456,Muhammad (PBUH) was born on Monday. Name the street of Makkah where Muhammad (PBUH) was born.,Sooq al-Feel,Sooq Al-Quraish,Sooq Al-Layl,Sooq Al-Tibri,C
457,Sihah Sitta are:,As-Sirah (Prophetic Biography),A Biography of the Prophet,The Six Authentic Books of Hadith,None of these,C
458,The kunya (patronymic surname) of Muhammad (PBUH) was:,Abu al-Ibrahim,Abu al-Qasim,Abu al-Tahir,None of these,B
459,"During the reign of Hazrat Abu Bakr Siddique, which tribe refused to pay Zakat?",Banu Nadir,Khazraj,Banu Tamim,Apostates,C
460,Which of the following Surah in the Holy Quran is named after an insect?,Surah Al-Naml,Surah Al-Qadar,Surah Al-Falaq,Surah Al-Nas,A
461,Ramazan is the ________ month of the Islamic calendar.,9th,11th,10th,12th,A
462,What was the age of Umar (RA) at the time of his martyrdom?,61 years,63 years,62 years,65 years,B
463,Name the Angels who are appointed to put questions to the dead in their graves.,Munkar and Nakeer (AS),Hazrat Jibra'il (AS),Hazrat Izra'il (AS),Hazrat Mikail (AS),A
464,Bait-ul-Maqdis was conquered during Hazrat Umar's period in:,12 A.H.,16 A.H.,18 A.H.,20 A.H.,B
465,"The ""Jizya"" tax was typically levied on:",Muslim farmers,All non-Muslims including women and children,Able-bodied adult non-Muslim men,Traders and merchants,C
466,The name of the cover of the Kaaba is ____:,Burdah,Kiswah,Al-Katif,Sajjadah,B
467,What is the real name of Imam ibn Taymiyyah?,Tahfiz-ud-Din,Tamim-ud-Din,Taqi-ud-Din,None of these,C
468,When did the truce of Hudaibiyah take place?,in the 6th Hijri,in the 7th Hijri,in the 5th Hijri,in the 4th Hijri,A
469,Which Prophet was given the miracle of beautiful voice (melodious recitation)?,Prophet Musa (AS),Prophet Dawud (AS),Prophet Isa (AS),None of these,B
470,"The ""Zanj Rebellion"" was a major slave revolt against which caliphate?",Fatimid,Umayyad,Abbasid,Rashidun,C
471,Which among the following is written by Hazrat Ali Hujwiri?,Kashf al-Mahjoob,Kashf al-Mahboob,Kashf al-Maujood,None of the above,A
472,Who was the first Muhajir of Madinah?,Hazrat Abu Salamah (RA),Hazrat Zayd ibn Harithah (RA),Hazrat Usamah ibn Zayd (RA),Hazrat Abu Hurairah (RA),A
473,The voluntary prayer performed shortly after sunrise is called:,Zuhr,Ishraq,Chasht,None of these,B
474,Which son of Suhayl ibn Amr came to the Muslim camp during the writing of the Treaty of Hudaybiyyah but was returned to the Quraysh?,Abu Jandal ibn Suhayl (RA),Uthman ibn Suhayl (RA),Usamah ibn Suhayl (RA),Karash ibn Suhayl (RA),A
475,"The last decade of Ramzan also known as Ashra-e-Nijaat min an-Naar, means:",Freedom from hell,Kindness,Forgiveness,None of these,A
476,Which companion led the first expedition (sariyya) sent out from Madinah?,Sa'd ibn Abi Waqqas (RA),Ubaydah ibn al-Harith (RA),Hamza ibn Abd al-Muttalib (RA),Abdullah ibn Jahsh (RA),C
477,Two Angels are appointed to each person. One of them maintains the good deeds and the other one records evil deeds. These two angels are known as ________.,Kiraman Katibeen (AS),Farishtain (AS),Munkar and Nakeer (AS),None of them,A
478,Give the name of the Umayyad Caliph whose four sons also became Caliphs after him.,Marwan Bin Hakam,Ibrahim Bin Walid,Abdul Malik,Walid-II,C
479,Which words of the Holy Qur'an are not explained by a common person?,Muqatta'at,Qamari,Shamsi,All of them,A
480,For how many years did the Grandfather of the Holy Prophet assume responsibility for him?,6 years,8 years,2 years,None of these,C
481,The compiler of Al-Kafi is Abu Ja'far Ya'qub al-Kulayni. When did he die?,339 A.H.,340 A.H.,341 A.H.,329 A.H.,D
482,"Among the following prophets, whose nation was awarded with Mano-Salwa?",Hazrat Isa AS,Hazrat Musa AS,Hazrat Yaqoob AS,Hazrat Haroon AS,B
483,The Jamia Mosque of Damascus was built by ______.,Hazrat Amir Mu'awiyah (RA),Walid ibn Abd al-Malik,Marwan,None of these,B
484,"At the Conquest of Makkah, who reported back to the Quraysh, ""Nobody can face the huge army of Muhammad""?",Abu Sufyan (RA),Hamza (RA),Talha (RA),Umar (RA),A
485,The meaning of Jihad fi Sabilillah is ______.,Fighting for the country,Fighting in the way of Allah,Fighting for honour,Fighting with the enemy,B
486,On which occasion did Salat become an obligation (Farz)?,Miraj,Migration,Boycott,Visit to Ta'if,A
487,Who compiled Hazrat Abu Hurairah's (RA) fatawa?,Taqi al-Din al-Subki,Hazrat Salman Farsi (RA),Hazrat Mus'ab Bin Umair (RA),Hammam ibn Munabbih,D
488,"The ""Zaydi"" school of Shia Islam differs from Twelvers and Isma'ilis in that they do not believe the Imam must be a descendant of:",Ali ibn Abi Talib,Hasan ibn Ali,Fatimah (RA),Husayn ibn Ali,D
489,Who knew the language of the birds?,Hazrat Sulayman (AS),Hazrat Musa (AS),Hazrat Isa (AS),Hazrat Yusuf (AS),A
490,What was the capital of the Abbasid Khilafah?,Qurtuba,Riyadh,Madinah,Baghdad,D
491,The Harb al-Fijar (Sacrilegious War) was primarily sparked by:,A dispute over water resources,An attack on a trade caravan,A horse racing incident,Rivalry over control of trade routes,B
492,Who is the relative of the Prophet Muhammad (PBUH) whose name is mentioned in the Qur'an?,Abd al-Muttalib,Abu Lahab,Hazrat Hamza,None of these,B
493,In which Surah are the commandments for the obligation of Hajj found?,Surah Al-Mu'minun,Surah Aal-e-Imran,Surah Al-Baqarah,Surah Al-Jumu'ah,B
494,How many years after the birth of Muhammad (PBUH) did Hazrat Aminah (R.A.) die?,Six years,Seven years,Nine years,Ten years,A
495,Which Surah ends with a supplication (du'a)?,An-Nasr,Al-Ma'idah,Al-Baqarah,None of these,C
496,Which Ghazwa is mentioned in Surah Al-Imran?,Khaybar,Khandaq,Uhud,None of these,C
497,Upon which tribe and its descendants is Zakat prohibited?,Banu Hashim,Banu Quraysh,Banu Nadir,None of these,A
498,Which companion was named Abdul-Ka'bah during the Age of Ignorance (Jahiliyyah)?,Hazrat Abu Bakr Siddiq (RA),Hazrat Umar bin Khattab (RA),Hazrat Uthman bin Affan (RA),Hazrat Ali bin Abi Talib (RA),B
499,Zakat was completely enforced in:,2 AH,4 AH,8 AH,9 AH,D
500,"'Hazrat Amina (R.A.), mother of Hazrat Muhammad (SAW), belonged to which tribe?",Banu Umayyah,Banu Khuzaymah,Banu Asad,Bani Zuhrah,D
501,For which companion was the pledge of Bay'at al-Ridwan taken?,Ali (RA),Uthman (RA),Umar (RA),Abu Bakr (RA),B
502,"Who is titled ""Khateeb al-Anbiya"" (The Orator of the Prophets)?",Prophet Muhammad PBUH,Prophet Ibrahim (A.S),Prophet Musa (A.S),Prophet Shuaib (A.S),D
503,The Battle of Kosovo in 1389 was a pivotal event in the Ottoman conquest of:,Anatolia,Egypt,Syria,The Balkans,D
504,What was the total number of idols fixed around the Kaaba?,300,360,400,460,B
505,Which of the following is known as Yawm-ul-Furqan?,Battle of Badr,Battle of the Trench,Both A & B,None of these,A
506,How many times has the Quran stressed about Salaat (prayers)?,160,614,700,None of these,D
507,"Who is the author of the famous book on Islamic philosophy, ""The Incoherence of the Philosophers"" (Tahafut al-Falasifa)?",Al-Ghazali,Ibn Sina,Ibn Rushd,Al-Farabi,A
508,The order for offering Durood on the Holy Prophet (PBUH) is given in which surah?,Muhammad,Ibrahim,Al-Anbiya,Al-Ahzab,D
509,"The holy city of Najaf, containing the tomb of Ali (RA), is located in which country?",Iraq,Iran,Egypt,Syria,A
510,Christians believe in:,Oneness,Duality,Trinity,None of these,C
511,What was the real name of Hazrat Abu Bakr Siddique (RA)?,Sulaiman,Jaffer,Abdullah,Hamza,C
512,"What is ""Sariyya""?",A famous Arabian Saint,A famous Arabian Poetess,A Treaty,A battle not attended by the Prophet (Peace Be Upon Him),D
513,The Charter of Madinah was concluded in,1 Hijrah,2 Hijrah,6 Hijrah,7 Hijrah,A
514,A battle in which the Holy Prophet (PBUH) participated is known as:,Sa'i,Sariyya,Ghazwa,None of these,C
515,How many days were spent digging the trench for the Battle of Khandaq?,15,20,6,5,C
516,Which aunt of the Holy Prophet (PBUH) and his father Hazrat Abdullah (R.A.) were twins?,Umm Hakim,Umm Sulaim,Umm Salama,Umm Khola,A
517,"The ""Kutubiyya Mosque,"" with its famous minaret, is a landmark in which Moroccan city?",Casablanca,Fez,Marrakesh,Rabat,C
518,Which book is written by Hazrat Ali (RA)?,Nahjul Balagha,Kashf al-Mahjub,Hujjatullah-il-Baligha,None of these,A
519,Who killed the she-camel against the will of God during the era of Hazrat Salih (A.S.)?,Bani Israel,Bani Aad,Bani Thamud,No one,C
520,Who cured the victims of leprosy as a miracle?,Hazrat Idris (AS),Hazrat Isa (AS),Hazrat Yahya (AS),Hazrat Musa (AS),B
521,Which Jewish tribe was the first to break their treaty with the Prophet (PBUH) in Madinah?,Banu Qaynuqa,Banu Nadir,Banu Qurayza,Banu Mustaliq,A
522,Who among the following was the first Asian to translate the Holy Quran into English?,Abdul Majid,Abdullah Yusuf Ali,Mirza Abu'l-Fadl,None of these,C
523,"The ""Jabariyyah"" were an early theological school that believed in:",The postponement of judgment,Complete human free will,Absolute predestination and lack of free will,A middle path,C
524,Which Surah of the Holy Quran confirms Islam as the complete religion?,Al-Maidah,An-Nas,Al-Tauheed,Al-Baqarah,A
525,Who was the first person to declare his conversion to Islam openly and emphatically at the Kaaba?,Umar (RA),Ali (RA),Uthman (RA),Abu Bakr (RA),A
526,Umar (RA) divided the Islamic Empire into how many major provinces for administrative purposes?,5,12,8,4,C
527,In which Ghazwa were the Muslims numerically superior to their enemy?,Hunayn,Tabuk,Makkah,Ta'if,A
528,The mountains would break by the miracle of:,Hazrat Yusuf (AS),Hazrat Yaqub (AS),Hazrat Ishaq (AS),Hazrat Yahya (AS),B
529,Surah Waqiah is also called:,Surah Al-Ghani,Saloos-ul-Qur'an,Qalb-e-Qur'an,Surah Afzal,A
530,Which Surah is called 'Aroos-ul-Qur'an (the Bride of the Qur'an)?,Surah Yaseen,Surah Rahman,Surah Fatiha,Surah Jinn,B
531,What is the literal meaning of Nabi?,A person who behaves nicely,A person who acts according to Shariah,A person who conveys the message of Allah,A person who believes in the unity of Allah,C
532,Who had written Ihya al-Ulum?,Imam Ghazali,Ibn Khaldun,Shah Wali Ullah,Sheikh Ismael,A
533,Which child of Hazrat Muhammad (S.A.W.) passed away first?,Hazrat Ibrahim R.A.,Hazrat Qasim R.A.,Hazrat Ruqqaya R.A.,Hazrat Fatima R.A.,B
534,"The ""Talbina"" is a porridge made from barley that is recommended in the Sunnah for:",The pre-dawn meal in Ramadan,Celebrations,Grief and illness,Breaking the fast,C
535,Name the first person who declared his conversion to Islam emphatically.,Hazrat Ali (R.A.),Hazrat Abu Bakr (R.A.),Hazrat Usman (R.A.),Hazrat Umar (R.A.),D
536,"The ""Fatwa-i-Alamgiri,"" a comprehensive compilation of Hanafi law, was commissioned by which Mughal emperor?",Shah Jahan,Akbar,Aurangzeb Alamgir,Jahangir,C
537,Name the first slave who was freed at the time of prophethood and accepted Islam.,Hazrat Bilal (R.A.),Hazrat Khubayb (R.A.),Hazrat Zayd ibn Harithah (R.A.),None of these,C
538,Muslims are described as the best of communities due to:,Justice,Moderation,Truthfulness,None of these,B
539,"How many years after the birth of the Holy Prophet (SAW), did Hazrat Amina die?",Six,Eight,Ten,Two,A
540,Which Surah was the first to be revealed?,Al-Alaq,Al-Fatihah,Al-Baqarah,None of them,A
541,The meaning of Jihad fi Sabilillah is ________.,Fighting for the country,Fighting in the way of Allah,Fighting for honor,Fighting with the enemy,B
542,"The legal term ""Khul'"" refers to a divorce initiated by the:","Judge, due to a fault","Husband, revocably","Wife, in return for compensation to the husband","State, for apostasy",C
543,A verse of the Holy Qur'an indicates the name of:,Hazrat Usman,Hazrat Mu'adh,Hazrat Sa'd,Hazrat Zayd,D
544,"The ""Battle of Zallaqa"" (Sagrajas) in 1086 was a major victory for the Almoravids against the:",Byzantine Empire,Norman kingdom of Sicily,Christian kingdom of Castile,Crusader army,C
545,What was the title of Hazrat Moosa (A.S.)?,Khalil-ullah,Zabih-ullah,Habib-ullah,Kalim-ullah,D
546,"The concept of ""Istihsan"" (juristic preference) is a secondary source of law primarily used by which school of Fiqh?",Maliki,Hanafi,Shafi'i,Hanbali,B
547,How many times has the name Ahmad (PBUH) been mentioned in the Qur'an?,1 time,6 times,2 times,10 times,A
548,"The tragic incident of Karbala took place on Muharram 10, ____.",55 AH,61 AH,70 AH,72 AH,B
549,On which date did the Prophet (PBUH) enter Makkah victoriously during the conquest?,"19th of Ramadan, 8 AH","20th of Ramadan, 8 AH","10th of Muharram, 8 AH","27th of Rajab, 8 AH",B
550,What was the duration of the caliphate of Uthman (RA)?,10 years,12 years,15 years,18 years,B
551,How many Muslims were martyred in the Battle of Uhud?,60,50,80,70,D
552,"The Samanid dynasty, known for its patronage of Persian language and culture, ruled from which city?",Bukhara,Isfahan,Shiraz,Samarqand,A
553,Al-Bidaya wa-n-Nihaya is a book by:,Ibn Tabari,Ibn Kathir,Ibn Sina,None of these,B
554,"Which companion was known as the ""Poet of the Messenger""?",Hassan ibn Thabit (RA),Ka'b ibn Malik (RA),Abdullah ibn Rawaha (RA),Al-Khansa,A
555,The title of Hazrat Eesa (A.S.) was:,Khaleel-ullah,Zabih-ullah,Rooh-ullah,None of these,C
556,What is the meaning of Qur'an?,He read,He collected together,He recited,All of them,D
557,Who was the first key holder of the Ka'bah among the Quraish?,Qusayy,Banu Hashim,Abdullah,Abdul Muttalib,A
558,"From where is the word ""Zakat"" derived?",Zakariya,Tazkiya,Zaka,None of them,B
559,"The Prophet's (PBUH) official seal had the words ""Muhammad Rasul Allah"" arranged in which order from top to bottom?","Allah, Rasul, Muhammad","Muhammad, Rasul, Allah","Rasul, Muhammad, Allah","Rasul, Allah, Muhammad",A
560,In the second Hijrah to Habsha there were:,83 men and 18 women,80 men and 20 women,70 men and 25 women,60 men and 30 women,A
561,Name the first written constitution of the world.,The Treaty of Hudaibiyah,Meesaq-e-Madina,The Khutbah Hajjat-ul-Wida,None of them,B
562,Which Muslim scientist invented the telescope during the reign of Mamun?,Abul-Hussain,Abul-Hasan,Abdullah,None of these,B
563,The companion who suggested the excavation of a trench (`khandaq`) for the defense of Madinah was:,Abu Bakr al-Siddiq,Umar ibn al-Khattab,Ali ibn Abi Talib,Salman al-Farsi,D
564,Ghaseel al-Malaika is the title of:,Hazrat Abu Talha (R.A.),Hazrat Abu Dujanah (R.A.),Hazrat Hanzalah (R.A.),None of these,C
565,Whom did Umar (RA) often appoint as his deputy in Madinah when he travelled?,Ali (RA),Uthman (RA),Talha (RA),Sa'id ibn Zayd (RA),A
566,What is the total number of all prophets?,124000,224000,324000,None of these,A
567,How many sons did Hazrat Abdul Muttalib have?,8,9,10,11,C
568,"What is the meaning of the name of Muhammad (PBUH), ""Rasool""?",The Messenger,The Leader,The Illuminating,None of these,D
569,"Adi bin Hatim al-Ta'i, the chief of the Tayy tribe, embraced Islam in which Hijri year?",3 AH,6 AH,9 AH,11 AH,C
570,How many fundamental pillars (Arkan-e-Islam) of Islam are there?,Three,Five,Two,Four,B
571,How many times has the Qur'an stressed about Salat or Namaz (prayers)?,600,720,750,700,D
572,Which Prophet was put in the fire?,Prophet Ibrahim AS,Prophet Noah AS,Prophet Loot AS,None of these,A
573,What is the meaning of Aqeeda?,Belief,Pillar,Nikah,Relief,A
574,"The ""Great Mosque of Djenné"" is a famous example of Sudano-Sahelian architecture located in which modern-day country?",Nigeria,Senegal,Niger,Mali,D
575,"What is meant by ""al-Manfush""?",Was pounded,Multicolored,Screamed out,Flew off,A
576,Fustat al-Quran (The Summit of the Quran) is another name for which Surah?,Surah al-Baqarah,Surah Yaseen,Surah al-Naml,Surah al-Waqi'ah,A
