Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
927,What is the common name for the drug acetylsalicylic acid?,Penicillin,Aspirin,Analgin,Paracetamol,B
928,The Food and Agriculture Organization (FAO) was established in ______.,in 1944,in 1945,in 1946,None of these,B
929,Walnuts can be broken in the hand by squeezing two together but not one. This is an application of:,Force concentration (Pressure),Power,Energy,Volume,A
930,Which of the following is not a radioactive element?,Uranium,Thorium,Plutonium,Cadmium,D
931,Convex lenses are used for the correction of:,Long-sightedness,Short-sightedness,Cataract,None of these,A
932,Which of these is not a metamorphic rock?,Diorite,Schist,Gneiss,Slate,A
933,"The cytoplasm contains several types of structures, which are called:",Protoplasm,Nucleus,Cytochromes,Organelles,D
934,The first test-tube baby in Pakistan was born on:,"On July 6, 1989","On July 6, 1987","On July 6, 1986","On July 6, 1985",A
935,The golden age of dinosaurs was the:,Paleozoic Era,Cenozoic Era,Mesozoic Era,Proterozoic Era,C
936,Seawater contains chlorine and ______.,Carbon,Phosphorus,Sodium,None of these,C
937,Ozone is ______.,paramagnetic,diamagnetic,ferromagnetic,non-magnetic,B
938,The catalyst used to convert vegetable oil into ghee (hydrogenation) is:,Nickel,Aluminum isopropoxide,Phosphonium borate,None of these,A
939,Which of the following is used in pencils?,Phosphorous,Graphite,Charcoal,Silicon,B
940,What is the temperature at the center of the Sun?,15 million °C,10 million °C,6 million °C,20 million °C,A
941,Myopia (nearsightedness) is a problem with seeing:,Distant objects clearly,Close objects clearly,Distant and close objects looking unclear,None of the above,A
942,The volume of an atom is calculated by using:,Atomic mass and density,Atomic number and electron count,Atomic radius and formula for volume of a sphere,Atomic charge and energy level,C
943,Which of the following vitamins is essential for proper bone and teeth formation?,Vitamin A,Vitamin D,Vitamin C,Vitamin E,B
944,"Among the following mediums, the velocity of sound is the maximum in:",Air,Water,Steel,Vacuum,C
945,The genome size of the COVID-19 virus (SARS-CoV-2) is approximately ______.,28-30 KB,30-35 KB,25-30 KB,None of these,A
946,An atom is made up of ______ different kinds of subatomic particles.,Three,Two,Four,None of these,A
947,Which of the following diseases is genetically linked?,Epilepsy,AIDS,Color blindness,None of these,C
948,An air bubble in water shines because of the phenomenon of:,Dispersion,Refraction,Total internal reflection,None of the above,C
949,Which one of the following colors has the longest wavelength?,Green,Yellow,Blue,Red,D
950,A battery charger converts electrical energy into:,Chemical energy,Mechanical energy,Radiant energy,Kinetic energy,A
951,The most splendid and magnificent constellation in the sky is:,Orion,Columba,Canis Major,Taurus,A
952,____ is anything that takes up space and has mass.,Gravity,Matter,Plasma,Energy,B
953,Which of the following is responsible for producing the color of human skin?,Vitamin K,Melanin,DNA,Insulin,B
954,The largest organ of the human body is the:,Skin,Muscle,Liver,Kidney,A
955,The Sun rises in the east and sets in the west due to the ______.,rotation of the Earth around the Moon,rotation of the Sun around the Earth,rotation of the Sun on its axis,rotation of the Earth on its axis,D
956,"The average weight of a man's brain is 1,336 g. What is the average weight of a woman's brain?","1,430 g","1,198 g","1,580 g",None of the above,B
957,Which of the following is not a fat-soluble vitamin?,Vitamin A,Vitamin D,Vitamin E,Vitamin C,D
958,The water potential of pure water is:,Zero,Less than zero,One,More than one,A
959,The increasing vapor pressure caused by heating a liquid is due to:,Increasing potential energy of molecules,Increasing kinetic energy of molecules,Decreasing surface tension,Increased intermolecular interactions,B
960,Alternative energy is defined as a source of energy that is an alternative to:,Fossil fuels,Waste,Water,Heat,A
961,Which of the following cannot travel through a vacuum?,Light,Radiation,Heat,Sound,D
962,"When a cat leaps for its prey, the chemical energy present in its muscles is converted to:",Potential energy then to light energy,Chemical energy to mechanical energy,Electrical energy then to heat energy,Heat energy then to nuclear energy,B
963,The chemical formula for ozone is:,O3,O2,O,O4,A
964,A hygrometer is used for measuring the:,Speed of sound,Density of milk,Humidity of air,Specific gravity of a liquid,C
965,The approximate age of the Sun is:,4.4 billion years,4.5 billion years,4.6 billion years,4.7 billion years,C
966,The diet should be rich in which of the following to overcome a deficiency in vitamin D?,Eggs and dairy products,Fresh vegetables,Whole grain cereals,Citrus fruits,A
967,How many bones are there in an adult human being?,206 bones,250 bones,306 bones,356 bones,A
968,The most abundant element in the Earth's crust is:,Oxygen,Nitrogen,Silicon,Aluminum,A
969,"Carbon, diamond, and graphite are together called:",Allotropes,Isotopes,Isomers,Isomorphs,A
970,The dominant phase of the life cycle in these organisms is haploid:,Protozoa,Mosses,Bacteria,None of these,B
971,What is the common name for the drug acetylsalicylic acid?,Penicillin,Aspirin,Analgin,Paracetamol,B
972,The freezing point of water is:,0°C,2°C,4°C,None of the above,A
973,Why does water boil below 100°C at higher altitudes?,Due to low atmospheric pressure,Due to high atmospheric pressure,Due to no pressure,None of these,A
974,Which of the following countries produces the highest percentage of its electricity from nuclear reactors?,France,USA,UK,None of the above,A
975,The melting point of ice is:,0°C,100°C,40°C,None of these,A
976,Non-vascular plants do not contain ______.,parenchyma,xylem and phloem,epidermis,Both A and B,B
977,Healing of wounds is hastened by vitamin,A,C,E,K,B
978,Dyne is a unit of what quantity?,Heat,Length,Force,Resistance,C
979,When is World Thalassemia Day observed:,on May 06,on May 07,on May 08,on May 09,C
980,The hole that developed in the ozone layer is over:,The Arctic,Alaska,Antarctica,The Amazon,C
981,The phases of the moon are caused by ______.,the rotation of the Earth,the rotation of the Moon,the revolution of the Earth,the revolution of the Moon,D
982,What is the largest part of the human brain?,Cerebellum,Medulla oblongata,Cerebrum,Thalamus,C
983,RAM is the abbreviation for:,Random Access Memory,Read and Memorize,Reading Access Memory,None of these,A
984,J.H. Van't Hoff was the first Nobel laureate in Chemistry. Which one of the following is NOT his contribution?,Laws of Chemical Kinetics,Laws of Osmotic Pressure,Theory of Electrolytic Dissociation,Chemical Stereochemistry,C
985,A woman's voice is shriller than a man's due to:,Higher frequency,Higher amplitude,Lower frequency,Weak vocal chords,A
986,"Fruits without seeds, like bananas, are called:",Seedless fruits,Parthenogenesis fruits,Parthenocarpic fruits,Placental fruits,C
987,Which of the following types of radiation is absorbed by the upper layer of the atmosphere?,Radio waves,Infrared,Visible,Ultraviolet,D
988,The function of iron in our body is:,To provide strength,Oxygen transport,To help in hydrolysis,To break down fats,B
989,A Stevenson screen contains all of these EXCEPT a(n):,Ordinary thermometer,Anemometer,Maximum thermometer,Wet-bulb thermometer,B
990,Inhaled air passes through which of the following last before reaching the alveoli?,Trachea,Bronchiole,Pharynx,None of the above,B
991,"In a DNA molecule, the rule for base pairing is:","Adenine always binds with thymine, and cytosine with guanine","Adenine always binds with cytosine, and thymine with guanine","Adenine always binds with guanine, and cytosine with thymine","Adenine always binds with uracil, and cytosine with guanine",A
992,A wind which reverses seasonally is known as a:,Cyclonic wind,Monsoon,Polar wind,Trade wind,B
993,The number of spark plugs needed in a diesel engine is:,2,3,Zero,4,C
994,Which of the following is not a part of Darwinism?,Inheritance of acquired characters,Overproduction,Competition for survival,Natural selection,A
995,An important ingredient used in Vicks VapoRub is obtained from the plant:,Cinnamomum camphora,Cinnamomum zeylanicum,Curcuma longa,All of these,A
996,Ultra-microscopic viruses are the main cause of:,Mumps,Cholera,Measles,Malaria,A
997,Rectified spirit contains alcohol of about:,80 percent,95 percent,70 percent,85 percent,B
998,The stalk of an individual flower is called the ______.,peduncle,pedicel,receptacle,thalamus,B
999,The role of biotechnology in the production of food is often based on ____.,Fermentation,Digestion,Respiration,None of these,A
1000,The Greenhouse Effect is caused by an excess of:,Carbon tetrachloride,Carbon monoxide,Carbon dioxide,None of these,C
1001,A tightrope walker carries a long pole. The purpose of this pole is to ______.,add extra weight to keep the rope tightly stretched,help keep the center of gravity vertically above the rope,spread out his weight and reduce the pressure on the rope,None of the above,B
1002,The cooling of molten urea by air in a tower is called:,Prilling,Evaporation,Condensation,Crystallization,A
1003,Why does water boil below 100°C at higher altitudes?,There is lesser dissipation of heat at higher altitudes,Water available at higher altitudes is purer than that in the plains,Pollution-free air at higher altitudes increases the calorific value of the fuel used,The atmospheric pressure at higher altitudes is low as compared to that at sea,D
1004,The second layer of Earth's atmosphere is the:,Thermosphere,Stratosphere,Troposphere,Mesosphere,B
1005,The disease elephantiasis is caused by a:,Housefly,Culex mosquito,Anopheles mosquito,Lack of vitamin B,B
1006,Which of the following has the highest energy per photon?,Ultraviolet radiation,Radio waves,X-rays,Gamma rays,D
1007,A slow-running pendulum clock can be sped up by ______.,reducing the weight of the bob,reducing the length of the pendulum,increasing the weight of the bob,increasing the length of the rod,B
1008,A clear sky is blue because:,Red light is scattered more than blue light,Ultraviolet light has been absorbed,Blue light is scattered more than red light,Blue light has been absorbed,C
1009,Water loss from leaves through stomata is called:,Evaporation,Transpiration,Evapotranspiration,Respiration,B
1010,The gravitational acceleration on Earth's surface is approximately ______.,1.62 m/s²,9.8 m/s²,7.21 m/s²,None of these,B
1011,Which pollutant from motor car exhaust causes mental disease?,Sulphur Dioxide,Mercury,Lead,Carbon dioxide,B
1012,The 'fizz' in soft drinks is produced by adding which acid?,Hydrochloric acid,Citric acid,Carbonic acid,Nitric acid,C
1013,Which metallic element is liquid at room temperature?,Zinc,Lead,Mercury,None of these,C
1014,The normal range for the number of white blood cells in a microliter of blood is between:,"4,500 and 11,000","4,900 and 12,000","2,500 and 9,300",None of these,A
1015,Electromagnetic waves travel with the:,Speed of light,Speed of sound,Speed of Earth's rotation,Speed of the Sun's rotation,A
1016,Fresh fruits and vegetables contain more:,Proteins,Fats,Vitamins and water,Carbohydrates,C
1017,Alfred Nobel is associated with the invention of,Cosmic rays,Dynamite,Dynamo,Penicillin,B
1018,The first mammal to be cloned from an adult cell was a ______.,rat,sheep,cow,goat,B
1019,The Muslim scientist Ibn al-Haytham is famous for his work on planets.,Right,Wrong,Ambiguous,No idea,B
1020,The word 'ceramic' is derived from a word meaning:,Hard material,Soft material,Dry material,Burnt material,D
1021,"In human beings, infection by Plasmodium causes:",Tetanus,Malaria,Influenza,Typhoid,B
1022,What is the effect of an increase in height/altitude on temperature?,Temperature decreases,Temperature increases,Remains constant,None of these,A
1023,Water and salt are produced by the reaction of an acid with _____.,Aqueous solutions,Base,Hydroxide,None of these,B
1024,What are the lines connecting places experiencing an equal impact from an earthquake called?,Isoseismal lines,Seismic belts,Snow lines,Isobars,A
1025,The primary nitrogenous excretory product in most fish is ______.,carbon dioxide,ammonia,nitrogen,urea,B
1026,RADAR systems work by using:,Radio waves,Ultraviolet rays,Infrared rays,All of the above,A
1027,How is ammonia synthesized commercially?,Refrigeration process,Haber process,Contact process,All of these,B
1028,"Which human hormone is called the ""love hormone""?",Adrenaline,Oxytocin,Renin,Melatonin,B
1029,Hydrophobia is a symptom of which of the following diseases?,Malaria,Cholera,Smallpox,Rabies,D
1030,Which of the following elements comes first in the Periodic Table?,Hydrogen,Oxygen,Helium,Zinc,A
1031,Which of the following are examples of cold-blooded animals?,"Crow, Cobra, Frog","Frog, Snake, Wall lizard, Earthworm","Pigeon, Salamander, Monkey",None of these,B
1032,The richest source of omega-3 fatty acids is:,Fish oil,Sunflower,Soybean,None of these,A
1033,The most abundant color on Earth's surface is:,Blue,Green,Brown,Black,A
1034,The process of splitting water molecules in the presence of light energy is called:,Thermolysis,Photolysis,Radiolysis,Electrolysis,B
1035,What is the term for a measure of a system's thermal energy that is unavailable for conversion into mechanical work?,Entropy,Thermodynamics,Negentropy,None of these,A
1036,The element common to all acids is ______.,oxygen,hydrogen,sulfur,carbon,B
1037,Ohm's law describes a relationship between:,"Voltage, current, and time","Power, current, and resistance","Resistance, time, and current","Voltage, current, and resistance",D
1038,"When iron rusts, its weight:",Increases,Decreases,Remains the same,First increases then decreases,A
1039,What is the cause of dengue fever?,Aedes aegypti,Anopheles,Borrelia,None of these,A
1040,"Muscles, tissues, and blood are all primarily made up of ______.",carbohydrates,proteins,vitamins,fats,B
1041,"In medical imaging, what do the letters CT stand for?",Computer tomes,Computerized tomography,Cranial test,Cruciform time,B
1042,Global warming is increased due to an excess of:,Ammonia,Carbon dioxide,Carbon monoxide,Chloroform in air,B
1043,The resistance of a bulb rated 60 watts/220 volts is approximately:,4 Ω,40 Ω,400 Ω,807 Ω,D
1044,What is the primary component of whitewash?,Limestone (Calcium Carbonate),Soda lime,Rock stone,None of these,A
1045,The total volume of blood in a normal adult human being is:,10-12 liters,5-6 liters,4-5 liters,8-9 liters,B
1046,A monsoon is caused by:,Seasonal reversal of winds,Revolution of the Earth,Movement of clouds,A rise in temperature,A
1047,The life of an RBC in human blood is:,130 days,160 days,120 days,115 days,C
1048,______ is the most malleable metal.,Silver,Aluminum,Gold,Lithium,C
1049,What is a pre-release test version of software often called?,Beta,Alpha,Gamma,None of these,A
1050,Which instrument is suitable to measure the internal diameter of a test tube?,Vernier Callipers,Screw Gauge,Feeler Gauge,Bore Gauge,A
1051,How many liters are there in one dekaliter?,10 liters,12 liters,15 liters,18 liters,A
1052,The ______ system is the closest star system to our Sun.,Red Proxima Centauri,Proxima Centauri,Alpha Centauri,None of these,C
1053,The pancreas secretes:,Bile juice,Insulin,Vitamin A,None of these,B
1054,The first and largest asteroid to be discovered was ______.,Trojan,Ceres,Juno,Pallas,B
1055,Gelatin is often used as an ingredient in the manufacture of ice cream. The purpose of adding gelatin is:,To prevent the formation of a colloidal solution,To stabilize the colloids and prevent crystal growth,To improve the flavor,To increase the bulk,B
1056,"In the human eye, the light-sensitive layer made of specialized nerve cells (rods and cones) is called the:",Pupil,Cornea,Sclera,Retina,D
1057,What is the shape of the Earth's orbit around the Sun?,Elliptical,Circular,Hyperbolic,Parabolic,A
1058,The ________ are actual dried flower buds used as a spice.,Cinnamon,Cloves,Saffron,None of these,B
1059,An example of an igneous rock that cooled slowly beneath the Earth's surface is:,Granite,Marble,Sandstone,None of these,A
1060,Secondary growth of stems and roots:,Is brought about by the apical meristems,Is common in both monocots and eudicots,Is brought about by vascular and cork cambia,Produces only xylem and phloem,C
1061,Sedimentary rocks are often:,Porous,Hard,Rough,Brittle,A
1062,Weather describes the condition of the ____ at any one time.,Atmosphere,Land surface,Ionosphere,Earth,A
1063,"For water purification, we use ______.",bromine,chlorine,fluorine,None of the above,B
1064,The pyramid of energy in any ecosystem is ______.,may be upright or inverted,always upright,always inverted,always circular,B
1065,Who first discovered bacteria in 1676?,Ivanosky,Leeuwenhoek,Louis Pasteur,Robert Fulton,B
1066,What element is required for solar energy conversion in photovoltaic cells?,Silicon,Beryllium,Tantalum,Ultra-pure carbon,A
1067,Anti-cancer vitamin is:,Vitamin A,Vitamin B,Vitamin C,Vitamin D,C
1068,Karnal bunt is a disease of the:,Barley crop,Wheat crop,Bajra crop,Jowar crop,B
1069,"When wind blows at high velocity, rooftops are blown off because the pressure:",Outside is more than inside the roof,Inside is more than outside the roof,Increases due to wind velocity,Is exerted by air from outside,B
1070,The material used for bleaching paper pulp is:,Caustic soda,Sodium hypochlorite,Lime,Alum,B
1071,An example of a rhizome is:,Garlic,Ginger,Tomato,Carrot,B
1072,Animals use nitrogen in the form of:,Nitrates,Nitrites,Nitrogen gas,None of these,A
1073,An accessory gland of the digestive system located close to the duodenum is the:,Liver,Pancreas,Stomach,Kidney,B
1074,Sea divers use a gas mixture for breathing during deep dives. The mixture can be:,80 percent He and 20 percent O2,80 percent N2 and 20 percent O2,"20 percent O2, 40 percent N2, and 40 percent CO2",50 percent He and 50 percent O2,A
1075,Water has been discovered on which potentially habitable super-Earth?,K2-13a,K2-18b,K2-15c,K2-14d,B
1076,The photoreceptors in the eye are present in the:,Retina,Sclera,Iris,Cornea,A
1077,Some celestial bodies which do not have their own heat and light are known as:,Stars,Planets,Sun,None of these,B
1078,______ is a strong-smelling agent added to LPG cylinders to detect leakage.,Carbon Monoxide,Sulphur Dioxide,Ethyl Mercaptan,Nitrogen Peroxide,C
1079,Water is heated in a kettle. The water inside is heated by convection. A person sitting near the fire receives heat by:,Conduction,Convection,Radiation,Reflection,C
1080,Tides in the ocean are primarily caused by the:,Attraction of the Moon,Spherical surface of the Earth,Gravitation of the Earth,Gravitational attraction of the Sun and Moon,D
1081,Which of the following is the correct sequence of evolution?,Frogs - Birds - Reptiles - Fishes - Mammals,Birds - Frogs - Reptiles - Mammals - Fishes,Fishes - Reptiles - Frogs - Mammals - Birds,Fishes - Frogs - Reptiles - Birds - Mammals,D
1082,The theory of inheritance of acquired characters was propounded by,Charles Darwin,Gregor Mendel,J. B. Lamarck,Weismann,C
1083,Why are noble gases less reactive:,less electronic configuration,due to their complete octet,due to low valency,None of these,B
1084,Which of the following is the highest element on the periodic table?,Nitrogen,Carbon dioxide,Hydrogen,Oxygen,B
1085,All of the following are different uses of hydrogen peroxide except:,Used as a bleaching agent,Used to deodorize sewers,Used as fuel in space,Used to prepare organic peroxides,C
1086,The compound used in anti-malarial drugs is:,Chloroquine,Aspirin,Neoprene,Isoprene,A
1087,What is the chemical name for dry ice?,Calcium carbonate,Solid carbon dioxide,Sodium oxide,None of the above,B
1088,The three primary nutrients needed for the healthy growth of plants are:,"N, P, K","N, C, P","N, K, C","N, S, P",A
1089,"In the electricity meter, the digit to the extreme right is:",'1/5th of the unit,'1/10th of the unit,'1/100th of the unit,'1/1000th of the unit,B
1090,Computers can:,Add and subtract information only,"Add, subtract, and sort information only","Add, subtract, sort, and classify information","Add, subtract, but cannot sort information",C
1091,One of the fundamental characteristics of living organisms is:,Photosynthesis,Digestion,Excretion,Metabolism,D
1092,A biome is a community of:,Animals,Plants,Both A & B,None of these,C
1093,What is the atmospheric pressure at sea level?,690 mm,720 mm,760 mm,820 mm,C
1094,"An inactive phase during the life cycle, during which an animal stores a lot of food inside the body and develops a covering around its body, is called:",Pupa,Larva,Nymph,Adult,A
1095,Diamond is harder than graphite because of the:,Difference in layers of atoms,Difference in crystalline structure,Tetrahedral structure of diamond,None of these,C
1096,Remote sensing is used to gather information by:,Radar,Aircraft,Satellites,All of these,D
1097,The way genes transmit traits from parents to offspring is:,Heredity,Genetics,Genome,Inheritance,A
1098,Name the famous book by Ibn Sina in which he discussed human physiology and medicine:,Al-Qanun',Al-Masudi',New Renaissance',Tadhkira',A
1099,The process by which a substance absorbs moisture upon exposure to the atmosphere is called:,Deliquescence,Efflorescence,Dehydrogenation,Desalination,A
1100,Which of the following plant groups are also called arthrophytes?,Psilopsids,Sphenopsids,Pteropsids,Lycopsids,B
1101,Albert Einstein was a:,Physician,Physicist,Biologist,Chemist,B
1102,Some vitamins get destroyed during the processing and cooking of food. The vitamin which is most susceptible to heat destruction is,Vitamin A,Vitamin D,Vitamin C,Vitamin K,C
1103,Wisdom teeth normally grow between what age range?,34-40,17-30,45-55,45947,B
1104,Which formula correctly converts a temperature from Fahrenheit (F) to Celsius (C)?,C = 9/5 x (F - 32),C = 5/9 x F - 32,C = (F + 32) x 5/9,C = 5/9 x (F - 32),D
1105,The unit of home electricity energy consumption is the ______.,watt-hour,kilowatt-hour,joule-hour,kilojoule-hour,B
1106,Which planet is known for its Great Red Spot?,Mercury,Jupiter,Mars,Neptune,A
1107,A deficiency of the following vitamin decreases hemoglobin production:,Biotin,Thiamine,Niacin,Pyridoxine,D
1108,Gottlieb Daimler invented a gas engine. He hailed from which country?,England,Scotland,France,Germany,D
1109,The best conductor of heat among these liquids is:,Mercury,Alcohol,Ether,Water,A
1110,A Fahrenheit thermometer indicates a temperature of 14 degrees Fahrenheit. Its corresponding reading on the Celsius scale will be:,'-20 degrees Celsius,'-10 degrees Celsius,'+10 degrees Celsius,'+20 degrees Celsius,B
1111,Polio is caused by ______?,Virus,Bacteria,Fungus,None of these,A
1112,Which are the largest type of white blood cells?,Monocytes,Eosinophils,Basophils,Lymphocytes,A
1113,The time taken by the Sun to revolve around the center of our galaxy is:,300 million years,350 million years,250 million years,150 million years,C
1114,Which of these is a micronutrient for plants?,Nitrogen,Boron,Carbon,Oxygen,B
1115,The M.K.S. system was first proposed by:,Archimedes,Giovanni Giorgi,Newton,Einstein,B
1116,"The liver produces bile, which is involved in the breakdown of fats.",Right,Wrong,Ambiguous,No idea,A
1117,The sensation of touch on the skin is primarily perceived by nerve endings in the:,Epidermis,Dermis,Endodermis,None of these,B
1118,A monsoon is caused by:,Seasonal reversal of winds,Revolution of the Earth,Movement of clouds,A rise in temperature,A
1119,Vitamin D is:,Fat-soluble,Water-soluble,Both A and B,None of these,A
1120,Balloons are filled with:,Helium,Argon,Oxygen,Nitrogen,A
1121,Which one of the following vitamins is associated with the coagulation of blood?,Vitamin A,Vitamin B,Vitamin E,Vitamin K,D
1122,Laughing gas is a chemical compound of which two elements?,Nitrogen and Hydrogen,Nitrogen and Carbon,Nitrogen and Oxygen,Oxygen and Carbon,C
1123,By which process is copper refined?,Zone refining,Electrolysis,Oxidation,Roasting,B
1124,"During the daytime, the sky looks blue because of:",Rayleigh scattering,Converging,Diverging,None of these,A
1125,"In electric fittings, the wires are earthed because:","In case of a short circuit, the current passes to the earth",It avoids leakage of electricity,It completes the electric circuit,It reduces fluctuation,A
1126,The borderline that separates outer space from Earth's atmosphere is known as the ____.,Kármán line,Space line,Durand line,Venus line,A
1127,Osmosis:,Requires ATP,Results in the bursting of plant cells placed in pure water,Can cause a cell to become turgid,Is independent of solute concentrations,C
1128,The gas used for the artificial ripening of green fruit is:,Ethylene,Ethane,Carbon dioxide,Acetylene,A
1129,One barrel of petroleum is equal to ______.,35 UK gallons,42 US gallons,0.159 cubic meters,All of these,D
1130,Which one of the following non-metals is not a poor conductor of electricity?,Phosphorus,Bromine,Selenium,Sulphur,C
1131,Oil of vitriol is an old name for ______.,phosphoric acid,sulfuric acid,nitric acid,None of the above,B
1132,"Astigmatism, an imperfection in the curvature of the eye that causes blurred distance and near vision, is typically corrected with which type of lens?",Bifocal lens,Convex lens,Cylindrical lens,Concave lens,C
1133,Who discovered Uranus?,William Herschel,William Green,Albertus Magnus,Walter Brattain,A
1134,The science which deals with the study of the manners and customs of people is:,Morphology,Ethnology,Genetics,None of these,B
1135,One gram of carbohydrate provides about ______ of energy.,6.3 kcal,4.1 kcal,8.0 kcal,2.0 kcal,B
1136,Which of the following human bones is the knee bone?,Patella,Clavicle,Stapes,Phalanx,A
1137,A line on a map connecting points having the same atmospheric pressure is known as:,Isobar,Pisobar,Detobar,Silobar,A
1138,Myopia is a disease connected with ____.,Eyesight,Brain,Ears,None of these,A
1139,The velocity of light was first measured by,Einstein,Newton,Roemer,Galileo,C
1140,What is amoxicillin?,A herbal remedy,An antibiotic,A type of birth control,None of the above,B
1141,Night blindness is caused by a lack of which vitamin?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,A
1142,A barometer is used to measure:,Atmospheric pressure,Frequency,Velocity,Acceleration,A
1143,Natural fats and oils are composed of ____.,"Carbon, hydrogen, and oxygen","Carbon, oxygen, and nitrogen",All of these,"Hydrogen, oxygen, and nitrogen",A
1144,A thermostat is:,An instrument by which the accuracy of thermometers is determined,A modern type of thermoflask which works on the principle of equipartition of heat energy,A device used to maintain a constant temperature of a water bath or an oven,A device which varies the temperature of a bath,C
1145,"A car and a loaded truck are moving with the same speed along a road. As compared to the truck, the car shall possess:",More kinetic energy,More potential energy,Less kinetic energy,More mechanical energy,C
1146,The pH of milk is approximately:,6.5,7.5,6,7,A
1147,"The psychological test of personality, using inkblots, is known as the ______ test.",Nervous,Rorschach,All of the above,None of the above,B
1148,A vegetable containing sulfur is:,Potato,Cabbage,Brinjal,None of these,B
1149,Sericulture is the practice of ______.,honey production,silk production,forest timber production,milk production,B
1150,What is the term for a measure of a system's thermal energy that is unavailable for conversion into mechanical work?,Entropy,Thermodynamics,Negentropy,None of these,A
1151,The half-life of a radioactive element is 8 days. How long does it take to reduce it from 10 mg to 5 mg?,16 days,8 days,4 days,2 days,B
1152,Botany is also called:,Plantophyta,Phytology,Pedology,Phycology,B
1153,Ozone is ______.,paramagnetic,diamagnetic,ferromagnetic,non-magnetic,B
1154,"Rickets, a condition that affects bone development in children, is caused by a lack of:",Vitamin C,Vitamin D,Iron,Vitamin B1,B
1155,Coke is made by heating coal in the absence of air at:,700 degrees Celsius,900 degrees Celsius,1300 degrees Celsius,1700 degrees Celsius,C
1156,A monsoon is caused by:,Seasonal reversal of winds,Revolution of the Earth,Movement of clouds,A rise in temperature,A
1157,Which of the following is not a planet?,Earth,Venus,Moon,None of these,C
1158,Which type of exercise measures upper body strength and endurance?,Trunk lift,Curl ups,Push up,None of these,C
1159,Which of the following gases is used to extinguish fire?,Oxygen,Water vapour,Hydrogen,Carbon dioxide,D
1160,Who discovered bacteria in 1892?,Alexander Fleming,Watson,Leeuwenhoek,Crick,C
1161,The procedure of crushing gallstones and kidney stones by laser is called:,MRI,Kidney surgery,Angiography,Lithotripsy,D
1162,Human blood is divided into how many groups?,Two groups,Three groups,Four groups,Five groups,C
1163,Optical fibers are fine strands of:,Glass,Iron,Calcium,Mercury,A
1164,"In a railway track, two rails are joined end-to-end with a gap in between them because:",Steel can be saved,Accidents due to contraction in winter can be avoided,Air gaps are necessary for bearing the weight of a running train,Accidents due to expansion in summer can be avoided,D
1165,"An organization that has developed the capacity to continuously learn, adapt, and change is called a ______.",virtual organization,learning organization,traditional organization,bureaucratic organization,B
1166,The branch of physics that deals with the study of sound is called ______.,acrobatics,acoustics,astrology,biochemistry,B
1167,Which of the following pairs of discovery and discoverer is not correct?,Television - Baird,Transistor - Shockley,Typewriter - Sholes,Telephone - Morse,D
1168,Fat is digested in the:,Mouth,Large intestine,Spleen,Small intestine,D
1169,A deficiency of the following vitamin decreases hemoglobin production:,Biotin,Thiamine,Niacin,Pyridoxine,D
1170,Vaccination is synonymous with ____ immunity.,Natural active,Artificial passive,Artificial active,None of the above,C
1171,The science which deals with the study of the manners and customs of people is:,Ethnology,Morphology,Ethics,Genetics,A
1172,The device which converts an analogue signal to a digital signal is called:,Transformer,CPU,Modem,Photodiode,C
1173,Which part of the brain regulates the temperature of the body?,Cerebellum,Cerebrum,Hypothalamus,Medulla,C
1174,Which thing does the brain demand the most?,Glucose,Proteins,Lipids,None of these,A
1175,"In general, a wind speed of 10-13 kph causes ____.",Considerable damage,Minor or no damage,Severe damage,None of these,B
1176,"To date, how many generations of computers have been developed?",3,4,5,6,C
1177,Different seasons are formed because of the ______.,Sun moving around the Earth,revolution of the Earth around the Sun on its tilted axis,rotation of the Earth around its axis,All of these,B
1178,High-energy UV light falls into the category of:,Ionizing radiation,Non-ionizing radiation,Visible light,None of the above,A
1179,Match the following: Organelle Discoverer A. Nucleus 1. Robert Hooke B. Idiosome 2. Robert Brown C. Chromosome 3. Golgi D. Cell 4. Waldeyer,1 2 3 4,2 3 4 1,3 2 1 4,4 3 2 1,B
1180,Who first hypothesized that the Earth orbited the Sun?,Aristarchus of Samos,Copernicus,Socrates,Tycho Brahe,A
1181,The duodenum and jejunum are parts of the:,Large Intestine,Small Intestine,Stomach,Kidney,B
1182,The primary macronutrients for plants are:,Nitrogen,Potassium,Phosphorus,All of these,D
1183,It is impossible for a type O baby to have a type ____ mother.,AB,O-,O+,None of them,A
1184,Ferns belong to:,Bryophyta,Pteridophyta,Anthophyta,None of these,B
1185,What subclass of neutron star is known for its extremely high magnetic field?,Magnetta,Magnetar,Magneto,Quasar,B
1186,Which type of lens is found in the human eye?,Bi-Convex,Concave,Cylindrical,None of these,A
1187,Which one of the following statements is not correct?,All stainless steels are non-magnetic,All steels are magnetic,All metals are good electrical conductors,All plastics are good insulators of heat,A
1188,A ______ connects muscle to bone.,Cartilage,Ligament,Tendon,Disc,C
1189,Glass is made from a mixture of:,Sand and silicates,Sand and salt,Quartz and mica,None of these,A
1190,What is the first element in the periodic table?,Carbon,Hydrogen,Helium,Nitrogen,B
1191,Sound waves are ____ waves.,Longitudinal,Electromagnetic,Transverse,None of these,A
1192,Which is the largest internal organ in the human body?,Heart,Skin,Kidney,Liver,D
