Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
264,____________ is a science of actual.,Psychology,Ethics,Logic,Aesthetics,A
265,"In an academy culture, the organization provides a stable environment in which employees can develop and exercise their skills.",fortress,club,baseball,academy,D
266,"When the wish is actually carried out, it becomes:",will,desire,choice,deliberation,C
267,"The term ethics refers to principles, values, and beliefs that define right and wrong behavior.",customer satisfaction,empowerment,innovation,ethics,B
268,Research participants must give what before they can participate in a study?,Informed consent from the parent or guardian,Assent from the child if he or she is capable,Informed consent from the child,Both a and b,D
269,Pick up the wrong answer. The Good will is:,the only good,Unconditional good,Good in itself,actuated by inclination,D
270,The force of will leads to:,Action,inaction,result,wish,A
271,Sidgwick argued that ____________ keeps us impartial in the choice of pleasure.,ego,reason,passion,society,D
272,"According to ethical egoism, what should be the primary concern of an individual?",The principle of beneficence,The principle of non-maleficence,Self-interest,The principle of justice,C
273,Now Euthanasia is generally defined as the act of killing an incurably ill person out of concern and compassion for that person's suffering.,liberalists,opponents,feminists,none of these,B
274,Which of the following best describes the concept of informed consent?,Beneficence,Justice,Autonomy,Non-maleficence,C
275,"According to Kantian ethics, which of the following is intrinsically valuable?",Good will,Beneficence,Autonomy,Justice,A
276,____________ tells us how we actually will.,Philosophy,Ethics,Psychology,Logic,C
277,Conscientious moral commitment means:,be accountable for the results of the project,comprehensive perspective on relevant information,being sensitive to the full range of moral values and responsibilities relevant to the prevailing situation,none of these,A
278,A director of a limited company may not be liable for wrongful trading if he or she:,increased the valuation of its inventories to cover any potential shortfall,brought in some expected sales from next year into the current year,took every step to minimise the potential loss to creditors,introduced into the balance sheet an asset based on a valuation of its brands,C
279,"In autocratic style of leadership, a manager centralizes decision-making power in himself.",autocratic,participative,free rein,none of these,A
280,Owners of stock in a corporation are only liable for:,the amount they have invested in the company's stock,their personal assets,the amount they have invested in the company's stock and their personal assets,none of these,C
281,"According to Immanuel Kant, what is the basis for moral obligation?",Consequences,Emotions,Reason,Self-interest,C
282,____________ is the outer expression of character.,Will,Wish,Desire,Conduct,D
283,"Due to pressure, through time limits, availability of money or budgetary constraints, and technology decay or obsolescence:",opportunity,attitude,resource crunch,none of these,C
284,Whether man has reached the highest point of development of his moral consciousness?,Natural,Moral,Rational,Divine,D
285,Operational guides to action is known as:,policies,procedures,plan,none of these,C
286,"When we say that conduct is right, we mean primarily that:",it is according to truth,it is according to rule,it is according to law,none of these,B
287,"Which among the following terms refers to the principles, values, and beliefs which define right and wrong behavior?",Customer satisfaction,Empowerment,Innovation,Ethics,D
288,Social skills build character.,love,social skills,friendship,none of these,C
289,Ethics is not the art of right conduct but the art of:,Moral life,Judgement,Observation,Intuition,C
290,What does Marketing do?,Makes customers aware of you,Solicits the sales and completes the orders,Not Delivers your company's message,None of these,A
291,Which of the following is a characteristic of Care ethics?,Actions are moral if they promote the greatest good for the greatest number,Actions are moral if they follow universal ethical principles,"Actions are moral if they reflect virtues such as honesty, courage, and compassion",Actions are moral if they are based on one's duties and obligations,C
292,Kama literally means:,desire,freedom,sex,none of these,C
293,Which of the following needs to be obtained when doing research with children?,Assent and consent,Startup stage,Any growth stage,None of these,A
294,The term Right is derived from the Latin:,ritus,ritchus,rectus,rightss,C
295,What constitutes conduct?,Purpose,Choice,Both a and b,Neither a and b,C
296,"There must remain a realm of private morality and immorality that is, in brief and crude terms, not the law's business.' This view is widely accepted among which group?",liberalists,conservatives,feminists,none of these,A
297,"Rensis Likert treats the organization as a complex system based on the principles of supporting relationships in which decision-making, leadership, motivation, communication, and control move together.",a.h.maslow,douglas mc. gregor,herzberg,rensis likert,A
298,Which country legalized voluntary euthanasia?,Practical euthanasia,Voluntary euthanasia,Passive euthanasia,Active euthanasia,D
299,Normative science deals with:,Facts,Values,Nature,what is,B
300,The aim of punishment as per the Deterrent theory is:,Kant,Mill,Aristotle,Socrates,A
301,Planning is considered as the primary function of management.,organizing,planning,staffing,none of these,D
302,"The book ""Practice of Management"" was written by Peter F. Drucker.",henry fayol,f.w.taylor,c.k. prahlad,peter f. drucker,B
303,"According to the principle of non-maleficence, healthcare providers should:",Autonomy,Non-maleficence,Beneficence,Veracity,B
304,"According to Kant, the will is ____________ when it acts solely from a sense of duty.",Autonomous,Heteronomous,Actuated by inclination,Teleological,A
305,Global organizations must clarify their ethical guidelines so that employees know what is expected of them while working in a foreign location.,Clarify,Provide,Establish,none of these,D
306,An engineer has a responsibility to make regular inspections in a factory shops.,safety,production,maintenance,none of these,D
307,Two Factor Theory was developed by Herzberg.,mc gregor,abraham maslow,herzberg,none of these,B
308,Selection is considered a negative function of management.,selection,training,recruitment,none of these,C
309,Negative motivation is vested with the democratic style of leadership.,negative motivation,centralization of authority,decentralization of authority,none of these,C
310,Which of the following is the best way to sum up the focus of Rawls' principles of justice?,Equal basic rights and fair opportunities,Shareholders,Members,None of these,A
311,Triple Bottom Line reporting refers to:,"using low, medium, and high estimates for profitability forecasts","measuring the impact of the firm on stockholders, customers, and employees","measuring the social, environmental, and financial performance of the firm",none of these,C
312,"Section 13 (2) (b) of the Press Council Act, 1978, enjoins the Council to build up a Code of Ethics.",Code of Conduct,Code of Ethics,Code of Practice,none of these,A
313,"According to the principle of autonomy, individuals have the right to:",The principle of beneficence,The principle of non-maleficence,Make own decisions,The principle of justice,C
314,Rights and Duties define the ethical duties of the:,individual,citizen,ministers,president,D
315,Which of the following is an unethical business practice?,Collusion,False Communication,Insider Trading,All of these,D
316,Which of the following is not a core principle of the Society for Human Resource Management's Code of Ethics?,Private Company,Public Company,Both (A) & (B),None of these,C
317,The techniques and tools for organizing and coordinating a group of individuals working towards a common goal is:,performance management,team management,performance appraisal,none of these,B
318,Demonstrate your own self-knowledge and spirituality in all your actions.,education,property,self-knowledge,wealth,A
319,McGregor's motivation theory is known as:,theory x and y,two factor theory,achievement theory,none of these,A
320,External audit of the accounts of a limited company is required:,Because it is demanded by the company's bankers,By the Companies Act 2006,At the discretion of the shareholders,To detect fraud,B
321,____________ hedonism refers to the pleasure of each individual.,Egoistic,Psychological,Universalistic,none of these,A
322,"Where an organization takes into account the effect its strategic decisions have on society, this is known as:",Corporate governance,Business policy,Business ethics,Corporate social responsibility,B
323,"Integrity is defined as the unity of thought, word and deed (honesty) and open- mindedness.",morals,ethics,values,integrity,C
324,"____________ deals with logical and semantic questions like 'What do we mean by ""freedom"" and ""determinism""?'",applied ethics,normative ethics,practical ethics,meta ethics,D
325,The principles of scientific management were more concerned with the problems at the operating levels.,higher levels,middle,operating,none of these,B
326,"According to Hindu ethics, wealth satisfies our:",material needs,economical needs,biological needs,none of these,B
327,IPC is a document that lists all the cases and punishments that a person committing any crimes is liable to be charged with.,rti,ipc,pci,none of the these,C
328,What do you mean by the Greek term hedone?,Pleasure,Difference,Ethics,Perfection,A
329,Which of the following is an example of a moral dilemma?,Maximizing happiness,Conflicting moral obligations,Virtue and character,Acting out of duty,B
330,The process of making a choice when there are different desires is:,wish,will,deliberation,none of these,C
331,"Moral responsibility of engineers is not merely following the rules and their emphasis should go beyond that, especially during the technological development activities.",measure of quality,reduce variety,balance competition,none of these,A
332,It is important to have a good attitude to be successful in your career.,appearance,attendance,attitude,respect,A
333,"Business ethics are the principles, which govern and guide business people to perform business functions.",business ethics,code of conduct,all of these,none of these,B
334,Conflict of interest occurs when an employee has more than one interest.,moonlighting,actual conflict of interest,apparent conflict of interest,none of the these,B
335,The principle of Unity of command is contrary to Taylor's:,rule of thumb,unity of direction,functional foremanship,none of these,A
336,Which ethical theory emphasizes the importance of developing good character traits?,The principle of beneficence,The principle of non-maleficence,Virtue ethics,The principle of justice,C
337,Who is the advocate of Utilitarianism?,Jermey Bentham,J.S. Mill,Immanual Kant,both a and b,D
338,____________ is the moral end.,Good character,Communion with God,Good knowledge,Morally high life,D
339,"According to Kantian ethics, which of the following is the most important factor in determining the morality of an action?",Its consequences,The intent behind the action,The cultural context of the action,The emotional response it elicits,A
340,"Kant says: ""There is nothing in the world, or even out of it, that can be called good without qualification, except a ____________.""",GoodWill,Categorical Imperative,Hypothetical Imperative,Law,A
341,Virtues are fundamental and necessary in exercising moral responsibility:,self-direction,team-work,proficiency virtues,cardinal virtues,D
342,Which of the following ethical theories emphasizes the importance of duty and obligation?,Virtue ethics,Utilitarianism,Deontology,Consequentialism,C
343,What is the ethical theory that emphasizes the importance of respecting the rights and dignity of individuals?,Utilitarianism,Deontological ethics,Virtue ethics,Care ethics,B
344,Which ethical principle emphasizes treating people fairly and equally?,Beneficence,Non-maleficence,Autonomy,Justice,D
345,Ethics is said to:,give us clear answers as to what is right,give us clear answers as to what is wrong,encourage us to explore different perspectives,None of the above,C
346,Entry into the profession requires an extensive period of training of intellectual and moral character:,knowledge and skills,extensive training,monopoly,autonomy,A
347,Ethics should guide technology towards:,Political justice,Cultural justice,Social justice,None of these,C
348,It is aimed to obtain facts needed for understanding and resolving value issues.,normative inquiry,conceptual inquiry,descriptive inquiry,none of these,A
349,MBO gives emphasis on:,top management,middle management,objectives,none of these,A
350,The minimum subscription must be received in how many days?,130,12,120,None of these,C
351,Which ethical principle requires respecting the rights and dignity of others to make their own decisions?,Autonomy,Non-maleficence,Justice,Capitalism,A
352,Ethics is a normative science.,social science,science of conduct,normative science,all of these,D
353,Informal organization arises voluntarily or due to social interaction of people.,formal,informal,natural,none of these,A
354,English common law is the customary law of England.,England,France,India,none of these,D
355,Ethics is a conception of ____________ conduct.,Internal ethics,External ethics,Both (A) and (B),Right and wrong,D
356,What is the percentage of small businesses that fail within their first five years?,10,25,50,75,C
357,Everything which goes to increase the importance of subordinates' role is:,decentralization,centralization,either a or b,none of these,D
358,The standards are framed by companies for their in-house use that is:,inspiration,guidance,support to responsible conduct,none of these,D
359,"If the orders, instructions, or directions are delegated to a particular person, then it is known as:",general delegation,specific delegation,written delegation,none of these,D
360,Which ethical principle requires healthcare providers to do no harm?,Autonomy,Non-maleficence,Justice,Capitalism,B
361,Human values are:,right conduct,peace,truth,all the these,A
362,____________ is the author of Methods of Ethics.,Deterrent theory,Retributive theory,Reformative theory,Deontological theory,C
363,"In any society, everybody is subject to the Rule of Law.",Rule of Law,constitution,moral values,none of these,A
364,Which of the following is NOT one of the three main approaches to ethical decision- making?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,D
365,Agency loyalty is an obligation to fulfill his/her contractual duties to the employer.,collegiality,agency loyalty,attitude loyalty,none of the these,B
366,Which ethical principle emphasizes the importance of treating people fairly and impartially?,The study of what is legal or illegal,The study of what is morally right or wrong,The study of what is socially acceptable or unacceptable,The study of what is profitable or unprofitable,B
367,Axiology is the science of:,values,beauty,science,none of these,D
368,A personality measure of the strength of a person's convictions is known as:,Locus of control,Ego,Ego Strength,None of these,D
369,A set of characteristics that sets one group of people apart from another is called as:,values,principles,culture,none of these,D
370,A commitment to moral actions (primary obligation to protect the safety of human beings and respect their rights) is:,conscientious,blameworthy,obligations,none of these,D
371,Which ethical theory emphasizes the importance of acting in accordance with a set of moral rules or duties?,Utilitarianism,Deontological ethics,Virtue ethics,Contractualism,A
372,Ethical hedonism is the view that human beings ____________ seek pleasure.,always do,ought to,shall not,ought not,B
373,"""Virtue is the habit of choosing the relative mean."" Who holds this view?",Happiness,Virtue,Good will,All of these,C
374,Holism means:,oneness,divinity,materiality,none of these,D
375,"Expert authority is the possession of special knowledge, skills and competence to perform a job thoroughly.",authority,loyalty,collective bargaining,none of the these,C
376,Which of the following ethical theories emphasizes the importance of cultivating virtuous character traits?,Utilitarianism,Deontological ethics,Virtue ethics,Care ethics,B
377,A code of ethics is a set of principles that people hold themselves to or that are held by organizations or groups.,code of ethics,code of honor,ethical perspective,none of these,D
378,Which ethical theory emphasizes following universal moral rules and principles?,Virtue ethics,Deontological ethics,Utilitarianism,Care ethics,B
379,Achievement Theory is concerned with:,affiliation,power,achievement,all of these,B
380,The author of The Data of Ethics is:,Kant,Spencer,Bentham,J. S. Mill,A
381,Participative leadership is also referred to as democratic leadership.,democratic,consultative,ideographic,all of these,B
382,Which ethical theory emphasizes the importance of promoting the greatest good for the greatest number of people?,Maximizing happiness,Following established rules,Virtue and character,Acting out of duty,B
383,"Cooperation is essential at work because you must be able to work with others, especially if you don't always agree with them.",communication,cooperation,honesty,none of these,B
384,The project is usually executed in standard experiment method.,partial ignorance,standard experiment,engineering experiment,none of these,B
385,Which of the following is an example of a moral relativist view?,"Killing is always wrong, no matter what the circumstances",There are some things always right,Right or wrong depends on culture,Moral rules are absolute,C
386,The Purushartha of ____________ is directly related to material life.,moksha,artha,kama,brahmacharya,B
387,Which one is considered a postulate of ethics?,Proof for evil,Proof for God,Existence of God,Mortality,D
388,"The book ""Functions of Executive"" was written by Chester I. Barnard.",henry fayol,f.w. taylor,mary parker follet,chester i barnard,B
389,____________ are beliefs about what is right and wrong or good or bad.,morals,motivators,cultures,ethics,D
390,The relationship between the leader and his group is the same as that of a father and his family in paternalistic leadership.,autocratic,participative,free rein,paternalistic,B
391,Which of the following approaches says that ethical issues should be judged on the basis of some universal code?,Utilitarian approach,Deontological approach,Approach based on justice,None of the above,B
392,"The Sarbanes-Oxley Act, 2002 made it important for businesses to have an ethics code, something in writing about what one ought to do, and what to strive for.","The Ethics & Code Conduct Act, 2000","The Sarbanes-Ethics of Code Conduct Act, 2001","The Sarbanes-Oxley Act, 2002",none of these,C
393,Autocratic style of leadership is also known as:,authoritarian,participative,free rein,none of these,B
394,An expert who is confidentially available to solve ethical dilemmas is known as an:,Ethic coach,Ethics trainer,Ethics guide,none of these,A
395,Being sensitive to the full range of moral values and responsibilities is:,accountability,obligations,obligations,corporate responsibility,D
396,"The organizations may practice laws of the home country, without adjustments to the host culture is called ethical relativism.",environmental ethics,omputer ethics,business ethics,none of the these,A
397,"It is important to dress appropriately for work and have good personal hygiene including brushing teeth, wearing deodorant (but not strong perfume or cologne) and having neat hair.",appearance,attendance,attitude,none of these,A
398,Summum Bonum refers to the ____________ good.,Greek,English,French,Latin,D
399,External audit of the accounts of a limited company is required:,because it is demanded by the company's bankers,by the Companies Act 2013,at the discretion of the shareholders,to detect fraud,C
400,What is business ethics?,"the study of business situations, activities, and decisions where issues of right and wrong are addressed",defined as decisions organisations make on issues that could be considered right or wrong,ethics that can be applied to an organisation's practises,ethical processes businesses use in order to achieve a good ethical standard,A
401,"""All conduct either promotes or hinders the organism's adaptation to the environment."" This implies the ____________ theory of morality.",ethical,psychological,utilitarianism,altruism,C
402,The rules approach to formal corporate ethics initiatives focuses on meeting required behaviour norms or obeying the letter of the law.,Rules,Compliance,Principles,none of these,A
403,Virtues are positive and preferred values.,service learning,ethics,non-violence,virtues,A
404,Who is the author of the book On Liberty?,Dr. Nancy Morrison,Dr. Jack Kevorkian,Dr. Arthur Jensen,Dr. Maccoby,C
405,Which of the following factors shapes the ethical behavior of the members of an organization?,An individual,A body corporate,A firm,All of the above,D
406,____________ comprehends all cardinal virtues.,Rational,Emotional,Obedience,Hereditary,A
407,Who among the following is an advocate of Utilitarianism?,hegel,kant,spinoza,bentham,A
408,Which of the following is associated with the classical view of social responsibility?,economist Robert Reich,concern for social welfare,stockholder financial return,none of these,B
409,An example of a whistle-blower whose actions were a form of internal government whistle-blowing is:,Sherron Watkins,Coleen Rowley,Cynthia Cooper,none of these,B
410,Which ethical theory is based on the idea of treating others as you would like to be treated?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,D
411,"In a decentralized organization, decision-making is delegated as far down the chain of command as possible.",Decentralized,Creative,Flexible,Centralized,A
412,Which ethical principle requires individuals to do no harm?,Autonomy,Beneficence,Justice,Non-maleficence,D
413,Article 19 (1)(a) of the Constitution does guarantee freedom of expression for every citizen.,article 19 (1)(a),accountability,article 21,none of these,C
414,The cardinal virtue of Plato is:,Justice,Wisdom,Courage,Temperance,A
415,The profession also gains control over professional schools by establishing accreditation standards:,monopoly,knowledge and skills,extensive training,autonomy in workplace,C
416,What is the main principle of Consequentialist ethics?,The professional has to have autonomy,He cannot be supervised by the client,He should not subject to political control,All of the above,D
417,The outstanding form of moral action is:,Ideo-motor action,Desire,Unconscious mental tendencies,Sense of duty,D
418,Culture is:,learned,programmed,inherited,none of these,C
419,Which ethical theory focuses on the consequences or outcomes of an action?,Virtue Ethics,Deontology,Utilitarianism,Care Ethics,C
420,What guides all employees?,Build team support,Influence marketing efforts,Guide managers' decisions and actions,None of these,C
421,"""Virtue is a permanent state of mind."" Who holds this view?",Nicomachean Ethics,Deontological Ethics,Hedonism,Utilitarianism,D
422,Whose work is Critique of Practical Reason?,Immanuel Kant,Jeremy Bentham,J.S. Mill,F. H. Bradley,A
423,"According to consequentialist ethical theories, what is the most important factor in determining the morality of an action?",Autonomy,Non-maleficence,Consequences,Capitalism,C
424,Administrative corruption includes 'gifts' to the factory inspector.,Restricted laws of abortion,Restricted laws of child labour,Restricted laws of child labour,none of these,A
425,What is the branch of ethics concerned with the study of moral principles that guide human behavior?,Deontological,Utilitarian,Virtue ethics,Normative ethics,D
426,The word 'Ethics' is derived from the Greek word ethikos.,ethios,ethikos,ethoes,none of these,C
427,The Greek term Euthanasia means:,painless death,slow death,calm death,good death,D
428,Kant's second maxim shows:,Treat personality as of absolute worth,"A person is an end in himself, and not a means",The rational nature which constitutes humanity should be respected.,All of these,D
429,Fault tree analysis is the most common method of analysis.,simulation testing,prototype testing,destructive testing,none of the these,A
430,"Euthanasia as ____________ is when the person killed is capable of consenting to her own death, but does not do so, either because she is not asked, or because she is asked and chooses to go on living.",Denmark,America,Non-voluntary euthanasia,Poland,C
431,Switch off life-support machines is related with:,Deliberately,Passive euthanasia,Without intentionally,None of these,D
432,Father of Modern Management theory is Henry Fayol.,henry fayol,f.w.taylor,henry gantt,none of these,D
433,'Silent scream' is related with:,Abortion,Life support machine,Pain relief machine,None of these,D
434,"To access public risk, voluntary risk are estimated.",voluntary risk,involuntary risk,faulty risk,none of the these,C
435,Which ethical principle emphasizes the importance of not causing harm to others?,Autonomy,Beneficence,Justice,Non-maleficence,B
436,Standards are needed to provide a minimum level of compliance.,globalization,standardization,both a & b,good laws,C
437,"Trademark is a wide identity of specific good and services, permitting differences to be made among different trades.",globalization,standardization,technology transfer,none of the these,A
438,Whistle-blowing is defined as conveying information by an employee on an important moral problem to somebody in a position to take actions on the problem.,recipient,agent,internal,none of the these,A
439,"Which ethical principle states that one should always treat others as ends in themselves, rather than merely as means to an end?",The principle of autonomy,The principle of beneficence,The principle of non-maleficence,The principle of respect for persons,D
440,What is an entrepreneur who is doing business worldwide called?,International entrepreneur,Jacques and Patchen,Milton Friedman,None of these,A
441,"Breaking the norms is called crime, and invites specific punishment.",action,crime,laws,none of these,D
442,Theory x is vested with negative motivation.,achievement theory,theory x,theory y,none of these,D
443,Which of the following is a deontological ethical theory?,Deontology,Non-maleficence,Justice,Capitalism,A
444,Character' refers to the complete system constituted by the acts of ____________ of,particular kind. wish,desire,intention,will,D
445,The Indian model of management is:,value-driven holistic,rational holistic,hybrid,none of these,D
446,Accuracy means freedom from mistake or error.,perseverance,accuracy,discernment,none of these,D
447,"According to Kant, an action is good/bad:",with reference to some external standard,according to the pleasure/pain it produces,in itself,extrinsically,A
448,____________ believe in the law of Karma.,Hinduism,Hinduism,Jainism,All of these,D
449,"The codes of ethics exhibit the rights, duties, and obligations of the members of a profession and a professional society.",accountability,codes of ethics,responsibility,commitment,A
450,Occupational crime may be committed by the wrong actions of a person through one's lawful employment.,bribery,occupational crime,computer crime,none of the these,A
451,Commitment means alignment to goals and adherence to ethical principles during the activities.,welfare,empathy,commitment,none of these,A
452,____________ is the power of resisting the fear of pain and the temptation of pleasure.,Pleasure,Happiness,Prosperity,None of these,B
453,"Legislatures pass laws, but judges work out what they mean in practice.",judges,judges,court,none of these,D
454,"In the United States, small or medium-sized businesses provide over 25 percent of total employment.",25,50,75,100,B
455,What are the steps in the Decision-making process?,Orient,Act,Both a and b,None,C
456,____________ argued that consciousness is the morally crucial dividing line between the newborn baby and the fetus.,Peter Singer,John Stuart Mill,Immanuel Kant,None of these,D
457,Which of these is a purpose of shared organizational values?,build team support,influence marketing efforts,guide managers' decisions and actions,none of these,D
458,Who holds that each person has a place and function in human society in accordance with his talents?,It should conform to the moral law revealed by reason,The agent should perform it out of pure respect for the moral law.,The moral law has reference to any external ends.,Both a and b,D
459,Aparigraha means:,non killing,non possession,non stealing,none of these,A
460,Which among the following is NOT a Hypothetical Imperative?,Laws of Hygiene,Economic Laws,Moral Laws,Legal Laws,C
461,Which ethical principle requires individuals to respect individuals' rights to make decisions?,Autonomy,Beneficence,Justice,Non-maleficence,A
462,Which of the following generally cannot be done in qualitative studies conducted in the field?,Get informed consent,Code of ethics,Ethical dilemma,Work standards,A
463,"Virtues are the welfare principles enunciated by the wise people, based on their experience and wisdom.",morals,principles,virtues,none of these,C
464,Need Hierarchy theory was developed by:,mc gregor,abraham maslow,herzberg,none of these,A
465,What is the name of the principle that states that one should always act in a way that maximizes the overall amount of happiness in the world?,Maximizing happiness,Following established rules,Virtue and character,Acting out of duty,A
466,What makes a corporation distinct from a partnership?,"If the members of a corporation die, the corporation remains in existence, providing it has capital","If the members of a corporation die, the corporation ceases to exist",A corporation cannot own property,none of these,B
467,Truthfulness in marketing communications is an example of:,ethics,business ethics,marketing ethics,none of these,A
468,Pleasure/pain is the norm of moral evaluation in:,Intuitionism,Virtue ethics,Hedonism,All these,C
469,"""One should ensure one's employment right to privacy"" is a type of:",management,worker union,value,profit,B
470,Service learning may be defined as the non-paid activity.,service learning,ethics,non-violence,none of these,C
471,In which book did Kant establish the dignity of the moral law and make ethical life fundamental in Philosophy?,Critique of Pure Reason,Critique of Practical Reason,Critique of Judgment,Both a and c,B
472,Morals are beliefs and attitudes we have that can actually conflict with our ethical decisions.,morals,principles,virtues,none of these,A
473,Primarily responsibility implies duty with care and efforts.,general moral capacity,obligations,accountability,characteristic quality,D
474,The person disclosing the information may be a current or former employee or a person having a close link to the organization is called as the agent.,trademark,copyright,patents,none of the these,A
475,Ethics means:,character,manner,custom,all of these,C
476,"If duties and authority are shown in the organizational structure of the enterprise, then it is called:",informal delegation,formal delegation,written delegation,none of these,C
477,Work ethos refers to certain norms governing the conduct of workers involved in a work situation.,team work,work ethos,work group,none of these,A
478,____________ hedonism refers to the pleasure of all human beings.,psychological,egoistic,ethical,universalistic,D
479,Who is the advocate of qualitative utilitarianism?,J.S.Mill,Jermey Bentham,Immanual Kant,F. H. Bradley,A
480,"""Men always do seek pleasure."" This position is called ____________ hedonism.",Psychological,ethical,egoistic,universalistic,A
481,"A code of ethics specifies methods for reporting violations, disciplinary action for violations and the structure of the due process to be followed.",code of ethics,business ethics,all of these,none of these,A
482,You are a person with a high level of integrity if you stand by your values even if others put pressure on you to do something that is wrong or if they make fun of you.,communication,cooperation,honesty,integrity,C
483,"""Don't give life-extending drugs"" is related with:",practical euthanasia,voluntary euthanasia,passive euthanasia,active euthanasia,D
484,Job specifications is a statement showing the minimum acceptable qualities of the persons to be placed on a job.,job analysis,job description,job specifications,staffing,C
485,The applied dimension of Ethics is known as:,applied ethics,normative ethics,meta ethics,none of these,A
486,Which of this is a second stage of moral development?,principled,conventional,pre conventional,none of these,C
487,Which of the following best describes the concept of moral relativism?,Deontological ethics,Virtue ethics,Utilitarianism,Social contract theory,C
488,Which of the following is an example of an ethical violation?,Deceiving participants,Acting with beneficence,Acting autonomously,Ensuring justice,A
489,Codes of conduct and codes of ethics:,are formal statements that describe what an organization expects of its employees,become necessary only after a company has been in legal trouble,"are designed for top executives and managers, not regular employees",rarely become an effective component of the ethics and compliance program,A
490,"In functional type of organization, workers receive instructions from various specialists.",line,functional,informal,none of these,B
491,What is the name of the ethical theory that emphasizes the importance of developing virtuous character traits in oneself and others?,The principle of beneficence,The principle of non-maleficence,Virtue ethics,The principle of justice,C
