Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
544,"Caspian Sea, Dead Sea and Aral Sea are actually ________.",Lakes,Rivers,Part of Oceans,Artificial Seas,A
545,The Seven-Year War (1756 AD - 1763 AD) was fought between ___________.,France and Germany,England and France,Multiple European Powers,France and Austria,C
546,PkMAP stands for ___________.,Pakhtunkhwa Muslim Awami Party,Pakhtunkhwa Mutahida Awami Party,Pakhtunkhwa Milli Awami Party,Pakhtunkhwa Mohajir Awami Party,C
547,The Sultan Ahmed Mosque of Istanbul is called:,Sultan Mosque,Istanbul Mosque,Delhi Mosque,Blue Mosque,D
548,Which is considered the oldest civilization in the world?,Phrygian civilization,Sumerian civilization,Elamite civilization,Urartu civilization,B
549,"Who is considered the ""Father of American Education""?",Maxwell,Horace Mann,Aristotle,All of these,B
550,The English Civil War was fought from:,1642-51,1931-33,1937-45,1945-48,A
551,"In 1787, the original constitution of U.S.A. was drafted at a Constitutional Convention held at:",Philadelphia,Washington,Chicago,New York,A
552,The World's largest and deepest rail tunnel Gotthard Base Tunnel is located in which country.,Denmark,Sweden,Switzerland,United States,C
553,Which country does not have any mosquitoes?,Belgium,Ireland,Iceland,Switzerland,C
554,In which mountain range Kanchenjunga mountain is situated?,Himalayas,Karakoram,Pamirs,Kunlun,A
555,In which country is Rio de Janeiro part is situated?,Brazil,Egypt,Nigeria,Australia,A
556,Sugar used in a sugarcane company is:,Variable cost,Semi Variable Cost,Fixed cost,Step fixed cost,A
557,Mention the nickname of the atomic bomb that was dropped on Hiroshima in 1945:,Little Boy,Daisy cutter,Big Giant,Sharp boy,A
558,Mark the headquarters of OECD:,London,Paris,Vienna,None of these,B
559,Name the new book by Hillary Clinton released in 2014:,Living History,It Takes a Village,Hard Choices,A Terrible Beauty,C
560,Bass Strait separates Australia from ________.,New Zealand,Papua New Guinea,Tasmania,None of these,C
561,"In 1946, who called for the complete elimination of nuclear weapons?",UN General Assembly,UN Secretariat,World Bank,European Court of Human Rights,A
562,What is 'Litigation?,Start of legal process,End of legal process,Legal proceedings,Legal hindrances,C
563,"The news agency ""AP"" belongs to which country?",Pakistan,USA,Iran,Russia,B
564,SIA is the airline of which country?,USA,Singapore,UK,China,B
565,COP27 will be held in which country?,Egypt,Scotland,Italy,Spain,A
566,Oireachtas is the Parliament of ___________.,Spain,Italy,Hungary,Ireland,D
567,"As of 2017, how many countries were recognized as nuclear states?",7,8,9,None of these,C
568,Who was defeated in Spartan War 2 fought in 431 BC?,Persians,Spartans,Athenians,Egyptian,C
569,Who is the founder of google?,Larry page,Martin Cooper,Both A & B,Sergey Brin,C
570,The Don is a river in,Turkey,Russia,UK,USA,B
571,Palk Strait is located in the ________.,Pacific Ocean,Arctic Ocean,Indian Ocean,Atlantic Ocean,C
572,"In 1492 when Muslims were driven out of Spain, what was the name of the King and Queen?",Ferdinand and Victoria,Charles and Isabella,Roderic and Cindra,Ferdinand and Isabella,D
573,How many states are in India?,27,28,29,30,B
574,EIGE of EU relates to:,Gender Study,Gender Equality,Gender Inequality,Homosexuality,B
575,"In 1920, which treaty was signed between Turkey and the Allies dismembered?",Treaty of Versailles,Treaty of Sevres,Treaty of Lausanne,None of these,B
576,Which is the highest mountain in the world?,Everest,Siachen,K_2,Nanga Parbat,A
577,"A vent in the Earth's surface that emits steam and gases, essentially associated with volcanic regions is known as ________.",Fumarole,Nunatak,Moraines,Mesa,A
578,The currency of Comoros is the,Dollar,Franc,Yuan,Kuna,B
579,What is the approximate size of Syrian desert?,100000 mi² (259000 km²),20000 mi² (51800 km²),70000 mi² (181300 km²),150000 mi² (338500 km²),A
580,Who defeated Ibrahim Lodi in the First Battle of Panipat?,Akbar,Babur,Humayoun,None of these,B
581,"First human heart transplant operation conducted by Dr. Christian Bernard on Louis Washkansky, was conducted in.",In 1967,In 1958,None of these,In 1968,A
582,When was the game Frisbee invented?,In 1830s,In 1850s,In 1870s,In 1860s,C
583,When did China join the World Trade Organization:,2000,2001,2002,2003,B
584,What are the sacred texts of Islam?,The Tripitaka,The Analects,Holy Bible,Quran and Hadith,D
585,The Gandhara School of Art developed during the reign of the:,Guptas,Kushanas,Mughals,Mauryas,B
586,In which country is Gothenburg Port situated?,Portugal,France,Australia,Sweden,D
587,What is the old name of Chennai?,Patna,Jaipur,Madras,Daulatabad,C
588,The term depletion applies to a decrease in the value of:,Current asset,Wasting asset,Tangible asset,Intangible asset,B
589,Interfax is the news agency of_________.,London,South Africa,Russia,France,C
590,Soviet leader Mikhail Gorbachev's policies of Glasnost and Perestroika resulted in:,The sudden introduction of capitalism and democracy to the Soviet Union.,A new willingness to tolerate significant changes in Soviet society.,The strengthening of the Soviet Union's domination of Eastern Europe.,The Soviet Union's withdrawal from the nuclear arms race.,B
591,Which of the following countries abolished monarchy in 2008?,Laos,Nepal,Afghanistan,Burundi,B
592,Democracy and Authoritarianism in South Asia is written by ______.,Ayesha Jalal,K. Ali,K.M. Arif,Dr. Safdar Mehmood,A
593,The principle that development first starts from the head towards other parts of the body is:,Principle of hierarchical integration,Cephalocaudal principle,Principle of independence of systems,Proximodistal principle,B
594,Najam Hussain Syed is famous as a:,Doctor,Critic,Psychologist,None of these,B
595,Siddhartha is an allegorical novel written by:,Hermann Hesse,Greg Mortenson,David Olivier,None of these,A
596,"Which monarch called himself the ""Second Alexander""?",Samudragupta,Alauddin Khilji,Akbar,Ashoka,B
597,iGem Stands for____________.,International Genetically Engineered Machines,International Genetically Engineered Motor,International Genetically Engineered Mobiles,International Genetically Engineered Motorbikes,A
598,Which of the following countries is NOT a member of the Indian Ocean Rim Association (IORA)?,India,Pakistan,Sri Lanka,Mozambique,B
599,Which Country is not involved in BRICS?,India,Russia,Germany,China,C
600,"The bluest Eye, Beloved, Song of Solomon is written by _________.",Toni Morrison,Charles Dickens,Winston Churchill,Thomas Pann,A
601,The capital of Indonesia is:,Jakarta,Bangkok,Kuala Lumpur,None of these,A
602,Arfa Software technology park is located in_________.,Lahore,Rawalpindi,Karachi,Multan,A
603,Qantas is the airline of which country?,China,Australia,Japan,UAE,B
604,Which is the biggest library in the world?,British Library (UK),Lenin Library (Russia),King Abdul Aziz Library (Riyadh),Library of Congress (USA),D
605,Administrative capital of South Africa is Pretoria and legislative capital is Cape Town. Which one of the following is judicial capital of South Africa?,Bloemfontein,Cape Town,Durban,Pretoria,A
606,What is the national currency of Hong Kong?,Taiwan dollar,Yuan,Yen,Hong Kong dollar,D
607,The first social medical center was built in:,Italy,USA,France,None of these,C
608,"According to the Von Thünen model, the center place is:",Grains,City,Forest,None of these,B
609,The Battle of Hunain was fought just after the conquest of Makkah. Which of the following was the year?,626 A.D.,628 A.D.,625 A.D.,630 A.D.,D
610,"An inter-governmental military alliance between 30 member states, 28 European and two North American, was formed under:",NATO,Washington Treaty,Both A & B,None of these,C
611,In which year Trump International Hotel is built?,in 2009,in 1990,in 1996,in 2003,A
612,The International Court of Justice is headed by:,President,Chairman,Vice President,Registrar,A
613,"The book ""Risala Asbab-e-Baghawat-e-Hind"" was written by?",Syed Amir Ali,Altaf Hussain Hali,Sir Syed Ahmed Khan,None of these,C
614,"Hoover Dam, one of the most beautiful dams in the world, is located in:",Canada,England,USA,France,C
615,To which country did Benjamin Franklin (1706-1790) belong?,US,UK,Canada,China,A
616,First man in cricket history to hit six sixes in an over in One Day Internationals?,Herschelle Gibbs,Shahid Afridi,Garfield Sobers,None of these,A
617,The currency of San Marino is:,Peso,Dollar,Euro,Pound,C
618,"In which country is ""Valparaiso Port"" situated?",Egypt,France,Chile,Kenya,C
619,Tiger Woods is a famous player of:,Football,Golf,Hockey,Tennis,B
620,The Crimean Peninsula was annexed by the Russian Federation in:,2013,2014,2015,None of these,B
621,What is the total length of Paraguay river?,1610 mi (2592 km),1400 mi (2254 km),1600 mi (2576 km),1300 mi (2093 km),A
622,"""Taipei"" is the capital of__________.",Tanzania,Togo,Taiwan,Vietnam,C
623,The International Day of Persons with Disabilities is observed every year on,on 1st December,on 3rd December,on 5th December,on 13th October,B
624,"The firm that operates, produces, and markets all over the world is called:",International firm,Global firm,Limited liability company,None of these,B
625,Which river flows behind the Taj Mahal?,Beas River,Yamuna River,Indus River,Narmada River,B
626,"Roger Penrose, Reinhard Genzel and Andrea Ghez were awarded the Nobel Prize in which field in 2020?",Physics,Medicine,Chemistry,None of these,A
627,Haramosh Peak is present in,India,Kashmir,Nepal,Pakistan,B
628,"In which city is the ""US Senate"" situated?",Haifa,Havana,"Washington, D.C.",Kandy,C
629,Which one of the following is true about the proletariat?,It is the rule of the capitalist class,It is government by the people,It means rule of the educated classes,It means rule of the working classes,D
630,Name the currency of South Africa?,Rand,Lira,Lek,None of them,A
631,PTA stands for,Pakistan Tribal Areas,Pakistan Telecommunication Authority,Pakistan Technology Association,Pakistan Television Authority,B
632,Mahmud Ghaznavi's attack in the early period of his reign was on which dynasty?,Seljuks,Shahi,Abbasid,None of these,B
633,How are human rights enforced?,Against Public authorities,By interpreting legislation and common law rules so as to be consistent with convention rights,Only against individuals,By striking down inconsistent legislation,B
634,Kyat is the currency of:,Myanmar,Bhutan,Laos,Cambodia,A
635,Human Rights Day is observed on:,10th September,10th October,10th November,10th December,D
636,The net present value:,Is calculated by discounting all cash flows to present value and subtracting outflows from inflows,Calculates the rate of return which leaves you indifferent between undertaking the project and not undertaking the project,Leads to the same decisions as the use of the payback period,None of these,D
637,The Iran Nuclear Deal is also known as:,JOCPA,JCPOA,P5+1,None of these,B
638,Change of temperature and drought are due to:,Global Change Impact,Pollution,Acid Rain,None of these,A
639,"According to the Pakistan Bureau of Statistics (PBS), the average growth rate of the population of Pakistan in 2023 is?",1.55 percent,2.55 percent,3.55 percent,4.55 percent,B
640,Who was the Malaysian prominent person who got independence from the UK?,Mahathir Mohamad,Tunku Abdul Rahman,Sultan Azlan Shah,None of these,B
641,Which city of Pakistan is famous for sports goods?,Lahore,Islamabad,Peshawar,Sialkot,D
642,Mauritius is island state in the ________ .,Indian Ocean,Pacific Ocean,Atlantic Ocean,None of these,A
643,The Eiffel Tower is located in which city of France?,Lyon,Paris,Grenoble,Marseille,B
644,What is the second-largest hot desert in the world?,Libyan Desert,Arabian Desert,Kalahari Desert,Gobi Desert,B
645,Al-Qanun fi al-Tibb was written by,Imam Malik,Ibn Sina,Ibn Rushd,None of these,B
646,The Hanging Gardens are located in ____?,Iran,Iraq,Egypt,None of these,B
647,"The study of age, the aged, and aging is called:",Histology,Gerontology,Cosmology,none of these,B
648,News agency Lusa belongs to ___________.,Portugal,Norway,Romania,Denmark,A
649,In which year was the last eruption of Ojos del Salado mountain notified?,in 1985,in 1920,in 1976,in 1981,D
650,JiJi is the news agency of ___________.,China,Pakistan,Libya,Japan,D
651,The 2022 Olympics were held in which country?,France,China,Seoul,None of these,B
652,Where is the 'Great Buddha of Kamakura' situated?,China,Thailand,Japan,South Korea,A
653,"The capital of America, Washington D.C., was founded in __________?",In 1891,In 1091,In 1691,In 1790,D
654,Which tennis tournament is played on a hard court?,The U.S. Open,The Australian Open,The French Open,A & B,D
655,"In which year was ""Willis Tower"" built?",in 1999,in 1992,in 1974,in 1975,C
656,In which city was the first WHO Global Conference on Air Pollution and Health held?,Geneva,New York,Paris,London,A
657,The Wakhan Corridor separates Pakistan from:,Afghanistan,Tajikistan,Uzbekistan,None of these,B
658,Christopher Columbus landed on mainland of South America in,1496,1497,1498,1499,C
659,The treaty of Versailles signed in 1919 A.D. became a major cause of outbreak of which of the following wars?,World War 2,World War 1,War of Austrian,Seven Year War,A
660,In which country Hamburg part is situated?,Germany,Kenya,Norway,Iran,A
661,Plato was Aristotle's:,Teacher,Friend,Student,Son,A
662,An advertisement which conceals an organization's identity is:,Display advertising,Blind advertising,Native advertising,None of these,B
663,Erie Canal is 363 mi long and situated in ____________.,France,Australia,USA,Canada,C
664,White river is located in___________.,China,South Africa,U.S,Austria,C
665,The Last Days of United Pakistan is written by ___________.,G.W. Chaudhry,Ahmad Mushtaq,Dr. Waheed Qureshi,Chaudhry Muhammad Ahsan,A
666,The largest earth-filled dam of the world is:,Tarbela,Warsak,Mangla,Swan,A
667,Where is the Opera House located in Australia?,Perth,Sydney,Melbourne,Brisbane,B
668,Princeton University is a famous university of:,UK,USA,France,'Türkiye,B
669,The currency of Papua New Guinea is the,Balboa,Peso,Rupee,Kina,D
670,Siam' is the old name of:,Cambodia,Indonesia,Singapore,Thailand,D
671,The old name of Chennai is:,Taranga,Hyderabad,Madras,Jaipur,C
672,A tropical cyclone becomes a hurricane at a speed of more than:,24 mph,44 mph,74 mph,None of these,C
673,The International Monetary Fund (IMF) was founded on __________ .,"on December 27, 1947","on December 27, 1944","on December 27, 1945","on December 27, 1946",C
674,Luzon Island is part of ___________.,United Kingdom,Japan,Russia,Philippines,D
675,Name the singer who sang for PSL 2019:,Fawad Khan,Ali Zafar,Shafqat Amanat,None,A
676,What is the contribution of Baba Farid that is included in the Holy Book of Sikh Granth Sahib?,Ashlok,Bani,Poems,Advices,B
677,"Which former Prime Minister of India is a recipient of Pakistan's highest civilian award, the Nishan-e-Pakistan?",Morarji Desai,Jawaharlal Nehru,Indira Gandhi,Atal Bihari Vajpayee,A
678,The currency of Cape Verde is the,Dollar,Escudo,Dinar,Franc,B
679,Who appoints the Chief Election Commissioner of India?,Chief Justice,President,Prime Minister,Parliament,B
680,The 2024 Olympics were held in which country?,US,France,Japan,Australia,B
681,In which river are the Mara Valley Lower Falls located?,Tugela River,Mutarazi,Mongebeck,Yellowstone River,D
682,Stratford-on-Avon city is located in __________.,England,Canada,Russia,Pakistan,A
683,A religious and political war that started in 1618 in Germany between Lutherans and Catholics and developed into an international conflict is known as the:,War of the Roses,Thirty Years' War,Seven Years' War,Boer War,B
684,What is the official news agency of Egypt?,EGP,MENA,APP,KPI,B
685,"Kirkuk, famous for its oil fields, is a city of __________.",Syria,Saudi Arabia,Iran,Iraq,D
686,Which of the following is not related to disarmament?,SALT,NPT,CTBT,NATO,D
687,"Which ocean is the ""New Guinea archipelago"" located in?",Indian Ocean,Pacific Ocean,Atlantic Ocean,Arctic Ocean,B
688,"'The phenomenon of ''Arab Spring'' was sparked by the self-immolation of Mohamed Bouazizi, a fruit-seller in:",Egypt,Tunisia,Morocco,Syria,B
689,When did the Kargil War take place?,in 1588,in 1999,in 2001,in 1916,B
690,Which city has the world's biggest oil refinery?,Baku,Basra,Boddam,Jamnagar,D
691,Geneva is a city of which country?,New Zealand,Switzerland,Italy,None of these,B
692,Which part is the Mediterranean seaport and export cotton?,Alexandria,Lagos,Zanzibar,Brisbane,A
693,Which of the following presidents of America abolished Slavery:,Abraham Lincoln,Thomas Jefferson,George Washington,Stanley Jackson,A
694,"Germany and the combined forces of Austria, Prussia, and Russia defeated Napoleon in 1813. Name the battle.",War of the Roses,Battle of Leipzig,Boer War,Balkan War,B
695,"The term ""double fault"" is associated with:",Baseball,Golf,Tennis,Bridge,C
696,Which countries are involved in the battle of Mycale?,Greek and Persian fleets,Spartans and Greek,Athenians and Persians,None of these,A
697,Name the country that occupies most of Arabian Peninsula in Middle East?,Saudi Arabia,Kuwait,Sudan,UAE,A
698,What is the national predator of Pakistan?,All of these,Snow Leopard,Snow bear,Lion,A
699,"What is the height of ""Monge Falls""?",762 m,885 m,773 m,800 m,C
700,Which of the following books are written by Barack Obama?,The Audacity of Hope,Dreams from My Father,Of Thee I Sing,All of these,D
701,Who laid first step on the Moon?,LMP Edgar,CMP Stuart,Neil Armstrong,None of them,C
702,The owner of Amazon company is:,Bill Gates,Jeff Bezos,James Willey,Steve Jobs,B
703,The Suez Canal is located in,Canada,Egypt,England,Russia,B
704,The Eiffel Tower is located in which country?,Germany,France,Italy,US,B
705,We are Displaced Book written by?,Malala Yousafzai,Tahira Khan,Father Of Malala,None of above,A
706,"Recently, the U.S. appointed Michael Kurilla as:",Secretary of State,Head of the Pentagon,Commander of CENTCOM,None of these,C
707,"The science dealing with the design, construction, and use of machinery is known as",Paleontology,Mechanics,None of these,Optics,B
708,The Bolshevik Revolution is associated with ____________.,France,Germany,Russia,England,C
709,In which of the following fields is the Pulitzer Prize awarded?,Journalism,Sports,Chemistry,Art,A
710,Who colonized Argentina in the 16th century?,Spain,Germany,Russia,France,A
711,February will have 30 days after ___________.,100 years,200 years,300 years,400 years,D
712,Which is the deepest ocean in the world?,Arctic Ocean,Atlantic Ocean,Pacific Ocean,Indian Ocean,C
713,The highest administrative capital in the world is,Belize (Belmopan),La Paz (Bolivia),Quito (Ecuador),Bern (Switzerland),B
714,Which of the following book is written by Shahid Javed Burki?,Pakistan Under the Military Eleven Years of Zia-ul-Haq,Zia a Reformer or a Dictator,Working with Zia,None of them,A
715,The latest book by Ishtiaq Ahmed is:,The Concept of an Islamic State: An Analysis of Ideological Controversy in Pakistan,"Jinnah: His Successes, Failures and Role in History",The Politics of Religion in South and Southeast Asia,None of these,B
716,Who coined the name of United Nations?,Stalin,Austin Mills,F.D Roosevelt,None of these,C
717,"United States is located in North America and Washington D.C, is its capital. Currency of US is _______.",Pound,Rupee,US Dollar,None of them,C
718,What is the other name of Null Hypothesis?,Directional hypothesis,Scientific hypothesis,Research hypothesis,Statistical hypothesis,D
719,"Who is the author of ""The Rape of the Lock""?",Rudyard Kipling,Alexander Pope,Emily Brontë,James Joyce,B
720,How many points are there in a badminton game?,11,21,31,41,B
721,One nautical mile is equal to how many kilometers?,1.766 km,1.613 km,1.932 km,1.853 km,D
722,Which Country has built the world's Longest Cantilever.,Singapore,United Kingdom,UAE,Canada,C
723,When did the Soviet Union invade Afghanistan?,on 24-Dec-74,on 24-Dec-77,on 24-Dec-79,on 24-Dec-81,C
724,The current state of Louisiana was purchased by the USA from:,France,Canada,UK,Mexico,A
725,"Kofi Annan, former Secretary-General of the UNO, belonged to which country?",Nigeria,Ghana,Sudan,Ethiopia,B
726,"The Nobel Peace Prize 2012 in the field of ""Peace"" was awarded to.",European Union (EU),Organisation for the Prohibition of Chemical Weapons (OPCW),North Atlantic Treaty Organisation (NATO),United Nations Security Council,A
727,An unjust enrichment of _______ is called more than 1.,More than 1,Less than 1,Equal to 1,None of these,B
728,Which of the strait is a 180 km wide (111.85-mile-wide) strait between Taiwan and China?,Strait of Taiwan,Strait of Malacca,Strait of Gibraltar,Strait of Bering,A
729,"""Montreal"" is a famous city of:",Australia,Canada,France,Mexico,B
730,Iceland Island is part of ________.,Japan,Cuba,Iceland,Denmark,C
731,Nelson Mandela released from the prison in__________.,In 1988,In 1989,In 1990,In 1991,C
732,Which country joined the UN in 2006?,Bosnia,Taiwan,Montenegro,None of these,C
733,The first book on Public Administration was written by:,L.D. White,Pfiffner and Presthus,"Simon, Smithburg and Thompson",E.N. Gladden,A
734,What is the length of the Columbia River?,1560 mi (2512 km),1243 mi (2001 km),4145 mi (6673 km),4000 mi (6440 km),B
735,"In the Delhi Proposal of 1927, Quaid-e-Azam Muhammad Ali Jinnah withdrew which demand of the Muslims?",Separate electorates,1/3 representation in central and provincial legislature,Sindh separated from Bombay,Partition of India,A
736,"Though Mitsubishi built the VCR market from 1969 onwards with its VHS standard, it was actually some other company which made the first video-recorder. Name it?",Ampex,Sony,General Electric,Sanyo,A
737,In which country Tumaco part is situated?,Colombia,Ireland,France,Egypt,A
738,The Oldest University in the world is:,Cambridge University,Oxford University,University of Bologna,University of Warwick,C
739,The Gobi Desert is a,Cold Coastal,Cold Winter,Subtropical,Polar,B
740,Research is conducted using which type of method:,Observational,Experimental,Analytical,None of these,B
741,For Whom the Bell Tolls was written by,Marry Walpole,Ernest Hemingway,H.G. Wells,Mark Twain,B
742,Which of the following strait separates Italy from Sicily:,Sunda,Messina,Bonifacio,Johore,B
743,The headquarters of EFTA is in,London,Geneva,Rome,Paris,B
744,"Who used the slogan ""Make America Great Again"" during his 2016 election campaign?",Hillary Clinton,Donald Trump,Ronald Reagan,George Washington,B
745,The runway for long jump is about ____ in width.,1.22 m,1.44 m,1.66 m,None of these,A
746,What type of lake is Lake Balkhash?,Freshwater,Saline,Both freshwater and saline,None of these,C
747,The EIGE of the EU relates to:,Gender Study,Gender Equality,Gender Inequality,Homosexuality,B
748,How many Sovereign States have English as an official language?,57,50,60,67,D
749,The currency of Portugal is:,Zloty,Peso,Euro,Leu,C
750,"In which country are the ""Gavarnie Falls"" located?",Canada,USA,France,India,C
751,The first war b/w Arabs and Israel was fought in.,In 1942,In 1946,In 1948,In 1940,C
752,Which countries were involved in the Hundred Years' War?,Germany and Russia,England and France,Palestine and Israel,Turkey and Austria,B
753,How many floors does Tuntex Sky Tower have?,90,73,84,85,D
754,The period of the feudal system in Europe from the 700s to the 1400s is called the,Elizabethan Age,Middle Ages,Dark Ages,Iron Age,B
755,Which is the longest strait in the world?,Palk Strait,Strait of Malacca,Strait of Messina,Bosphorus Strait,B
756,"The idea of the 'Asia-Europe Meeting' (ASEM) organization was initiated in 1994 by Mr. Goh Chok Tong, the Prime Minister of:",South Korea,North Korea,Japan,Singapore,D
757,The Wars of the Crusade started in ___________.,In 1090,In 1105,In 1195,In 1095,D
758,USA consist of___________states.,50,54,51,52,A
759,The 'Treaty on Treaties' is the informal name for:,Vienna Convention,Hague Conventions,Geneva Conventions,None of these,A
760,"The ""No taxation without representation"" slogan was initiated in:",US (in the American colonies),China,Spain,None of these,A
761,The currency of Bahrain is:,Dinar,Taka,Dollar,France,A
762,Jaffna is situated in which country?,Nepal,Sri Lanka,Bangladesh,Japan,B
763,"The epicenter of the earthquake which struck Pakistan on October 8, 2005, was 100 km in the North of Islamabad at __________.",Balakot,Muzaffarabad,Garhi Habib Ullah,None of these,B
764,The currency of Zimbabwe is:,Dinar,Dirham,Dollar,Lira,C
765,Dwight D. Eisenhower was an American army general and statesman who served as the?,34th President,37th President,40th President,43rd President,A
766,"In 2001, US-led coalition forces attacked Afghanistan to bring down the Taliban regime in Afghanistan in retaliation to the September 11 terrorist attack in the USA. Name the battle.",Balkan War 2,First China War,World War 1,US-Afghanistan War,D
767,Total number of OIC countries:,51,56,57,58,C
768,Panama's capital is:,San Miguelito,Santiago,Panama City,Quito,C
769,An area dominated by trees and shrubs is commonly known as a,Woodland,Forest,Shrubland,Greenland,B
770,In which country are the Fautaua Falls (Ahuii Falls) located?,Canada,French Polynesia,USA,France,B
771,In which country Chicago part is situated?,North America,Keniya,New Zealand,Egypt,A
772,"Who said, ""Democracy is government of the people, by the people, for the people""?",George Washington,Abraham Lincoln,Andrew Johnson,Henry Hudson,B
773,"What is the height of the world's second-highest mountain, K2?","26,760 ft (8156 m)","28,251 ft (8611 m)","27,824 ft (8481 m)","26,400 ft (8047 m)",B
774,The Orange River flows in,Indonesia,South Africa,Mexico,Egypt,B
775,What is the area of the Alaska Peninsula?,"75,767 km²","58,000 km²","80,000 km²","125,400 km²",B
776,El Al is the airline of,France,Israel,Hong Kong,Kuwait,B
777,Nevada waterfall is located in _______.,USA,UK,Italy,India,A
778,Thomas Jefferson was the __________ president of the United States:,1st,2nd,3rd,4th,C
779,Which of the following continents has the lowest natural population growth rate?,Europe,North America,Africa,Asia,A
780,In which country New Orleans part is situated?,North America,Brazil,Ghana,Australia,A
781,What is the height of Ahuii Falls?,373 m,423 m,440 m,550 m,D
782,Statue of Liberty was given to USA by:,Britain,Germany,Italy,France,D
783,What type of lake is the Victoria Lake?,Freshwater,Saline,None,Both a & b,A
784,First Women to win the Nobel Prize was ____________.,Mother Teresa,Mrs. Aung San Suu Kyi,Madame Marie Curie,None of the these,C
785,The last ruler of the Ottoman Empire was:,Abdul Majeed II,Sultan Ahmad,Sultan Mehmood,None of these,A
786,FANA is the agency of __________.,UK,India,Arab League,China,C
787,The Fred Hollows Foundation is an international development organization working for:,Eliminating Dumbness,Eliminating avoidable blindness,Eliminating Autism issues,None of these,B
788,"The Declaration of Independence which renounced allegiance to the British throne, drafted by Thomas Jefferson was issued by Congress on ________.","on July 25th, 1796","on August 14th, 1766","on July 4th, 1776","on August 4th, 1786",C
789,Airblue belongs to which country?,Pakistan,India,USA,Jordan,A
790,The stone age people had the first domestic _________.,Dogs,Horses,Sheep,Asses,C
791,How many members are there in the Economic Cooperation Organization?,5,10,15,20,B
792,Boxer Revolution occurred in _______:,Russia,Korea,China,India,A
793,How many floors does The Index building have?,82,81,83,80,D
794,Which poet is called Romi of Kashmir ?,Hashim Shah,Syed Waris Shah,Mian Mohammad Bakhsh,Syed Bulleh Shah,C
795,Which player has the highest individual Test score for Pakistan?,Inzamam-ul-Haq,Younis Khan,Azhar Ali,Hanif Mohammad,B
796,"What is the capital of Queensland, Australia?",Brisbane,Brussels,Doha,Beijing,A
797,"The ""Russian Information Telegraph Agency"" (TASS) is the news agency of",Korea,Russia,China,Iran,B
798,SUPARCO stands for __________.,The Space and Upper Atmosphere Research Cooperation,The Space and Upper Atmosphere Research Contents,The Space and Upper Atmosphere Research Company,The Space and Upper Atmosphere Research Commission,D
799,Demographic transition model was given by:,Warren Thompson,J.Clarke,J.J.Spengler,Trewartha,A
800,The largest peninsula in the world is.,Arabia,Europe,Africa,Asia,A
801,Which of the following books was written by James Joyce?,Tom Fielding,"Winesburg, Ohio",Ulysses,A Suitable Boy,C
802,Name the Parliament of Mozambique.,National Congress,National Assembly,People's Assembly,Storting,C
803,After how many years FIFA world cup held:,2,4,5,6,B
804,In which country is the Cascade de Fachoda waterfall located?,Southern Island,California,Eikesdal,French Polynesia,D
805,Norway's capital is Oslo. What was the old name of Oslo?,Mesopotamia,Svalbard,Layalpur,Christiania,D
806,What is the height of Takakkaw Falls?,357 m,453 m,600 m,373 m,D
807,What is the capital of Australia?,Ottawa,Berlin,Brazil,Canberra,D
808,What is the length of Atchafalaya-Red river?,1400 mi (2254 km),1610 mi (2592 km),1300 mi (2093 km),1243 mi (2001 km),A
809,"Name the first person who journeyed through China, India and other parts of Asia from 1271-94.",Christopher Columbus,Vasco Da Gama,Marco Polo,Nicole Maffeo,C
810,"Name the author of ""Jane Eyre"".",Robert Stevenson,Victor Hugo,James Cooper,Charlotte Bronte,D
811,D-8 countries contain:,13 percent population and 5 percent land,10 percent Population and 6 percent land,08 percent population and 6 percent land,None of these,A
812,Helsinki is the capital of which country ________.,Finland,Austria,North korea,Poland,A
813,The currency of Ireland is the,Dollar,Euro,Lira,Yen,B
814,How many floors of JPMorgan Chase Tower?,75,67,57,76,A
815,Goods returned by a customer should be debited to which of the following accounts?,Sales income account,Sales account,Return inward account,Expenses account,C
816,Which of the following terms is used in the game of Cricket?,Bar down,LBW,Tee,Scoop,B
817,The 2024 Olympics were held in:,London,Beijing,Moscow,Paris,D
818,A book titled A Promised Land authored by__________.,Barack Obama,Donald Trump,Joe Biden,None of these,A
819,The Solar calendar is which type of calendar?,Persian,Gregorian,Chinese,None of these,B
820,The full marathon has an official distance of ________ kilometers.,42.2 km,41.2 km,39 km,44.1 km,A
821,What type of lake is the Huron Lake?,Freshwater,Saline,None,Both a & b,A
822,KLM Airline belongs to ___________.,Holland,Sweden,Belgium,Canada,A
823,Umar-i-Farooq Azam was written by ___________.,Shibli Nomani,Muhammad Hussain Azad,M. Husain Haikal,Altaf Hussain Hali,C
824,"The world's highest dam, Nurek Dam, is located in",Kazakhstan,Tajikistan,Azerbaijan,Uzbekistan,B
825,What was the historical name of the Parliament of Bolivia?,Grand National Assembly,National Congress,Shergo,Althing,B
826,Malala Yousafzai won the Nobel Peace Prize at the age of:,14,15,17,21,C
827,Which is the largest port of France on the Mediterranean coast?,Perth,Marseilles,Brisbane,Cape Town,B
828,Which city is the birthplace of Jesus Christ?,Basra,Chicago,Bethlehem,Baku,C
829,"Who wrote the book ""The Indian Musalmans""?",Sir Syed Ahmad Khan,William Wilson Hunter,Justice Ameer Ali,Maulana Muhammad Ali Johar,B
