Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
870,When was the Simla Conference concluded without reaching an agreement?,"On June 14, 1945","On July 14, 1945","On August 14, 1945",None of these,B
871,The first census in Pakistan was held in:,1948,1950,1951,None of these,C
872,Operation _______ was started by the Pakistan Army in East Pakistan:,Searchlight,Al Mizan,Sher Dil,Enduring Freedom,A
873,Dr. Arif Alvi was the ____ president of Pakistan.,13th,12th,11th,None of these,A
874,______ has decided to register Himalayan pink salt as Geographical Indications (GI) to prevent its unauthorized use by other countries.,India,Pakistan,China,Iran,B
875,Which of the following is a higher rank in the Pakistan Air Force?,Squadron Leader,Air Commodore,Wing Commander,Group Captain,B
876,Z. A. Bhutto stepped in as the President and civilian Chief Martial Law Administrator of Pakistan on ___________.,"On December 20, 1970","On December 20, 1971","On December 20, 1972","On December 20, 1973",B
877,Tipu Sultan wrote a letter to which government to seek help against the British?,Germany,France,Turkey,Iran,B
878,The Urdu-Hindi Controversy started in:,1887,1867,1877,None of these,B
879,The Jinnah Barrage has been built on the _________ river.,Indus,Jhelum,Chenab,None of these,A
880,Pakistan officially joined the United Nations (UN) on ____?,1949,1947,1946,None of these,B
881,Who was the captain of the Pakistan cricket team in the 1992 World Cup?,Zaheer Abbas,Azhar Mahmood,Imran Khan,Abdul Hafeez Kardar,C
882,When did Lord Mountbatten arrive in Delhi as the new Viceroy of India?,"on February 20, 1947","on March 22, 1947","on April 5, 1947","on June 3, 1947",B
883,National reptile of Pakistan is __________.,Rohu Fish,Indus Dolphin,Mugger Crocodile,All of these,C
884,Nawaz Sharif became Prime Minister of Pakistan for the second time in:,in February 1996,in February 1997,in January 1997,in None of these,B
885,The first Barani University was established at:,Hyderabad,Karachi,Rawalpindi,Lahore,C
886,In ____ the 8th Constitutional Amendment was adopted by the Parliament.,in Nov-85,in Dec-85,in Nov-84,in Sep-84,A
887,When did Allama Shibli Nomani die:,"on Aug 18, 11","on Sep 18, 12","on Oct 18, 13","on Nov 18, 14",D
888,Where was Operation Zarb-e-Azb launched?,Waziristan,Gwadar,Gilgit,Hyderabad,A
889,"The city founded by Alexander in his horse's name, Bucephala, is now known as?",Uch Sharif,Pella,Phalia,Arore,C
890,"Under the Indus Waters Treaty, the use of which rivers was allocated to Pakistan?","Indus, Jhelum, Sutlej","Jhelum, Chenab, Beas","Indus, Jhelum, Ravi","Indus, Jhelum, Chenab",D
891,Maulvi Tamizuddin Khan challenged the dissolution of the Constituent Assembly in which court?,Sindh Chief Court,Dhaka High Court,Punjab High Court,Peshawar High Court,A
892,Who was awarded the Nobel Prize in Physics in 1979?,Dr. Abdul Salam,Dr. Abdul Qadeer Khan,Faiz Ahmed Faiz,Ayub Ommaya,A
893,"In 1933, the British government published a document containing proposals that laid the groundwork for the framing of the Government of India Act, 1935. What was this document called?",White Paper,Green Paper,Red Paper,Blue Paper,A
894,In what year was Alexander the Great born?,In 326 BC,In 323 BC,In 330 BC,In 356 BC,D
895,When did Ayub Khan visit China as President of Pakistan for a significant state visit?,1961,1965,1968,1969,B
896,Naval War College is situated in:,Lahore,Gujranwala,Sahiwal,Multan,A
897,Who was the Governor of Bengal from 1760 to 1763?,Henry Vansittart,John Spencer,John Cartier,Warren Hastings,A
898,The Parliament of Pakistan passed the Protection of Pakistan Act in:,2013,2012,2014,2015,C
899,Hiran Minar was built by __________.,Akbar,Noor Jehan,Humayun,Jahangir,D
900,Pakistan won the ICC T-20 World Cup in 2009. Who was the captain?,Shoaib Malik,Younis Khan,Misbah-ul-Haq,None of these,B
901,"During the Khilafat Movement, Maulana Muhammad Ali Jauhar advised Muslims to migrate to?",Egypt,Afghanistan,Syria,None of these,B
902,The Establishment of Delhi Sultanate began with the invasion of:,Muhammad Ghori,Alauddin Khilji,Muhammad Tughlaq,None of these,A
903,Who is Sohail Warraich:,Politician,Bureaucrat,Journalist,None of these,C
904,"The picture on the back of the 1,000 Rupee Pakistani note is of _________.",UET Lahore,"Islamia College, Peshawar",GIKI,NUST,B
905,The first census in India was made in the period of?,Lord Curzon,Lord Canning,Lord Mayo,Lord Irwin,C
906,The elevation of Islamabad from sea level is _________.,"1,600 ft","1,770 ft","1,500 ft","1,400 ft",B
907,"In the British era, which princely state was largest according to population size?",Kashmir,Hyderabad,Rajasthan,None of these,B
908,For how many years did the Khalji dynasty rule the Delhi Sultanate?,25 years,30 years,35 years,None of these,B
909,Which province of Pakistan is called Bab-ul-Islam?,Punjab,Sindh,KPK,Balochistan,B
910,For how many years did Sultan Iltutmish rule?,20,25,30,None of these,B
911,Landlordism was abolished in East Bengal in:,in 1949,in 1951,in 1950,in 1948,C
912,The period from 1206 AD to 1526 AD in Indian history is known as the era of the ____?,Mughal Empire,Khalji Dynasty,Delhi Sultanate,Lodhi Dynasty,C
913,Sindh was annexed by the British on __________.,"On February 12, 1846","On February 17, 1843","On February 7, 1844","On February 19, 1845",B
914,The shortest boundary of Pakistan is with which country?,Iran,India,Afghanistan,China,D
915,The number of persons engaged in the marine fisheries sector is approximately __________.,125000,130000,400000,None of these,C
916,The national insignia of Pakistan is the __________.,Deodar,Indus Dolphin,Crescent and Star,None of the above,C
917,The height of Nanga Parbat is ____________.,"8,126 m","7,521 m","6,125 m","9,500 m",A
918,'The Quaid-e-Azam''s Mausoleum is an impressive landmark of:,Lahore,Multan,Kasur,Karachi,D
919,Sir Syed Ahmad Khan set himself to the task of protecting which language?,Arabic,Urdu,Farsi,Hindi,B
920,When did the Kargil crisis occur between Pakistan and India?,in 1991,in 1995,in 1999,in 1996,C
921,What is the length of the Multan-Sukkur (M-5) Motorway?,275 km,392 km,95 km,65 km,B
922,In which year did Sir Syed Ahmad Khan set up a school at Muradabad?,In 1829,In 1839,In 1859,In 1849,C
923,On which river is Guddu Barrage built?,Indus,Chenab,Jhelum,None of these,A
924,"Muhammad Khan Junejo, PM of Pakistan, left his office on what date?",on 20 May 1988,on 29 May 1988,on 10 June 1988,None of these,B
925,In which district is the proposed site for the Kalabagh Dam located?,Mianwali,Sahiwal,Bahawalpur,Attock,A
926,The Wakhan Corridor is located to the ____ of Pakistan?,West,East,North,'South-West,C
927,Name the first Pakistani who won a Pulitzer Prize.,Dr. Abul Qadeer Khan,Dr. Raza Bakir,Malala Yousafzai,Adrees Latif,D
928,The world's largest tribal society is ________.,Pashtun,Baloch,Brohi,Afridi,A
929,Which of the following is a famous book written by the scholar Shah Waliullah?,Fatawa-i-Alamgiri,Hujjatullah-Al-Baligha,Majma-ul-Bahrain,Tuzuk-i-Jahangiri,B
930,Gold and Copper deposits of Pakistan are found mostly in:,Kala Bagh,Chagai,Khewra,Thar,B
931,The Siachen Glacier is situated in the ________.,Hindu Kush,Sulaiman,Pamir,Karakoram,D
932,The beginning of the Mughal Empire started after the defeat of __________.,Ibrahim Lodhi,Sikandar Lodhi,Daulat Khan Lodhi,None of these,A
933,When was the State of Swat formally included in Pakistan?,1968,1969,1970,1971,B
934,"Guru Nanak eventually settled down at Kartarpur, a town located on the bank of which river?",Chenab,Ravi,Jhelum,Indus,B
935,Chaudhry Muhammad Ali was succeeded by:,Muhammad Ali Bogra,Feroz Khan Noon,Hussain Shaheed Suharwardi,Sardar Abdul Rab Nishtar,C
936,Wazir Khan Mosque is located at:,Lahore,Peshawar,Karachi,Faisalabad,A
937,First head of state to visit Pakistan was from:,Iran,China,Kuwait,None of these,A
938,The Poona Pact was signed between Gandhi and which leader?,Jawaharlal Nehru,Dr. B. R. Ambedkar,Quaid-i-Azam,Maulana Azad,B
939,Who was the last ruler of the Tughluq Dynasty?,Ghiyasuddin Tughluq II,Abu Bakar Shah Tughluq,Nasiruddin Mahmud Shah Tughluq,Muhammad Shah Tughluq,C
940,Where the annual sessions of National Congress and Muslim League were held simultaneously?,Delhi,Bombay,Lucknow,None of these,C
941,The 'Seven Queens of Sindh' are mentioned in the poetry of __________.,Mashriq Ki Betiyan,Shah Jo Risalo,Sindh Ja Surma',Pirs of Sindh',B
942,Gomal Zam Dam is located in:,North Waziristan,Khyber Agency,South Waziristan,None of the above,C
943,Quaid-e-Azam Solar Park is located near the city of:,Multan,Bahawalpur,Lahore,Rawalpindi,B
944,Mirpur Khas is famous for the cultivation of ___________.,Onions,Spinach,Mangoes,Potatoes,C
945,Prime Minister Liaquat Ali Khan was assassinated in which city:,Lahore,Rawalpindi,Karachi,None of these,B
946,In which year did the Afghan Taliban office open in Qatar?,In 2011,In 2012,In 2013,In 2014,C
947,The Lahore Resolution was supported by Qazi Muhammad Isa from the province of?,Punjab,Sindh,KPK,Balochistan,D
948,Who started the Jihad Movement?,Shah Waliullah,Syed Ahmad Shaheed,Haji Shariat Ullah,None of these,B
949,Pakistan's ideology is based on the ideals of?,Theocracy,Democracy,Monarchy,None of these,D
950,Whom did General Pervez Musharraf replace?,Mirza Aslam Beg,General Jahangir Karamat,General Khalid Maqbool,General Raheel Sharif,B
951,How much was paid for the State of Jammu and Kashmir in the Treaty of Amritsar?,50 lac rupees,60 lac rupees,75 lac rupees Nanakshahi,100 lac rupees,C
952,"What movement did Gandhi launch on August 8, 1942?",Khilafat Movement,Quit India Movement,Civil Disobedience Movement,Non-Cooperation Movement,B
953,When did Quaid-i-Azam join the AIML?,1906,1913,1916,1917,B
954,Who was the first female member of the AIML that attended all three Round Table Conferences?,Fatima Jinnah,Begum Jahanara Shah Nawaz,Sarojini Naidu,Annie Besant,B
955,The Indus Waters Treaty of 1960 allocated the rights to the waters of the six rivers of the Indus system. Which rivers were allocated to Pakistan for its unrestricted use?,"Ravi, Beas, and Sutlej","Indus, Jhelum, and Chenab","Indus, Ravi, and Chenab","Jhelum, Ravi, and Beas",B
956,Pakistan Military Academy is located in the city of:,Abbottabad,Lahore,Quetta,None of these,A
957,Who presented 14 points apart from Quaid-e-Azam?,Abul Kalam Azad,Inayatullah Khan Mashriqi,Nehru,Muhammad Ali Bogra,B
958,Who has been appointed as Pakistan's first female Hindu Civil Judge?,Iran Bedi,Krishna Kumari,Suman Bodani,None of these,C
959,Which of the following is not a potential flashpoint between the US and China?,Taiwan,Senkaku Islands,Hawaii,North Korea,C
960,Khudi was a topic of:,Allama Iqbal,Faiz Ahmad Faiz,Ameer Khusro,None of these,A
961,"During the anti-government movement of 1977, who was the president of PNA (Pakistan National Alliance)?",Maulana Mufti Mehmud,Nawabzada Nasarullah Khan,Air Marshal (Retd) Asghar Khan,Khan Abdul Wali Khan,C
962,Who was the first Chief Justice of the Federal Shariat Court of Pakistan?,Justice Salahuddin Ahmed,Justice Shaikh Aftab Hussain,Justice Sardar Fakhre Alam,Justice Tanzil-ur-Rehman,A
963,The music for the National Anthem of Pakistan was composed by ________.,Hafeez Jalandhri,Ahmad G. Chagla,Mehdi Hassan,None of these,B
964,"After facing defeats, Humayun fled to which country in 1541 to take asylum?",Afghanistan,Turkey,Arabia,Persia,D
965,Which is the oldest district of Balochistan?,Jhal Magsi,Quetta,Lehri,Lasbela,B
966,"The Pakistan Planning Commission was established in 1953. A precursor, the Development Board, was established in:",1948,1955,1956,1960,A
967,Who was the first Minister for Religious Affairs (est. 1973)?,Sardar Abdur Rab Nishtar,Maulana Kausar Niazi,Maulana Kausar Niazi,Raja Ghazanfar Ali Khan,B
968,"Nusrat Fateh Ali Khan, a vocalist, singer and musician, died in:",1997,1998,2000,None of above,A
969,The ruler of Junagarh at the time of independence was:,Muslim,Sikh,Hindu,None of these,A
970,The 18th Amendment was enforced on which date?,"On September 5, 2010","On April 19, 2010","On October 7, 2010","On July 6, 2010",B
971,"Among Jinnah's 14 points, which point stated that Sindh should be separated from Bombay?",Point 5,Point 7,Point 9,Point 12,C
972,The first Chief Minister of Punjab after independence was:,Mian Iftikhar-ud-Din,Sardar Abdur Rab Nishtar,Iftikhar Hussain Mamdot,Mumtaz Muhammad Khan Daultana,C
973,The Day of Deliverance was observed on the advice of:,Allama Iqbal,Liaquat Ali Khan,Quaid-e-Azam,Sir Agha Khan,C
974,"As of 2025, who is the Ambassador of Pakistan to China?",Riaz Khokhar,Salman Bashir,Khalil Hashmi,Masood Khan,C
975,Which city of Pakistan is called the Gateway of Pakistan?,Karachi,Lahore,Quetta,Islamabad,A
976,Where was Ghazi Ilm-ud-Din buried after his execution?,"Miani Sahib Graveyard, Lahore",Baitul Muqaddas,"Jama Masjid, Delhi","Jinnah Mausoleum, Karachi",A
977,"Islamia College, Peshawar was founded in:",1947,1916,1913,None of these,C
978,"The Masjid Wazir Khan in Lahore was built under the supervision of its governor, named ____?",Asif Khan,Ustad Isa,Mirza Sultan Baig,Sheikh Ilm-ud-Din Ansari,D
979,"In 1899, Allama Iqbal completed his M.A. examination in which subject?",Persian,Islamiyat,Philosophy,Urdu,C
980,Which Hindu leader started a movement against the Partition of Bengal?,Surendranath Banerjee,Raja Ram Mohan Roy,Dayananda Saraswati,None of these,A
981,How many articles are there in the 1973 constitution?,220 Articles,240 Articles,260 Articles,280 Articles,D
982,What was the ancient name of India?,Bharatvarsha,Arya Warat,Hindustan,Magadha,B
983,"In the first session of the Constituent Assembly of Pakistan, the first bill in the assembly was related to:",To establish State Bank,To build Army,To officially call Mohammad Ali Jinnah 'Quaid-e-Azam',None of these,C
984,The Majlis-e-Ahrar-ul-Islam was formed in ___________.,In 1929,In 1931,In 1933,In 1935,A
985,Ghulam Muhammad Barrage is also called ___________.,Indus Barrage,Kandyaro Barrage,Kotri Barrage,None of them,C
986,Muhammad bin Qasim attacked India in:,706 AD,712 AD,719 AD,723 AD,B
987,What was the idea of Sir Syed Ahmed Khan?,To create an atmosphere of mutual understanding between the British government and the Muslims,To motivate the Muslims to learn Western education,To persuade Muslims to abstain from agitational politics,All of these,D
988,Who abolished the Khilafat in Turkey?,The British Government,The Sultan of Turkey,Mustafa Kemal Atatürk,The League of Nations,C
989,A total of __________ amendments to the 1973 Constitution have been passed by the Parliament.,21,23,25,26,D
990,The Summer Olympics 2020 were to be held in:,Phnom Penh,Pyongyang,Tokyo,Yuncheng,C
991,When did Crown Prince Muhammad Bin Salman visit Pakistan?,in June 2018,in October 2018,in February 2018,in February 2019,D
992,The Mughal king Babur originally came to India from ________.,Fergana,Khiva,Kabul,Seistan,A
993,"Sultana Raziya married Malik Altunia, who was the governor of which province?",Multan,Lahore,Delhi,Bhatinda,D
994,"In the constitution of 1973, what is the specified age for a person to contest for election to the National Assembly?",21 years,25 years,30 years,35 years,B
995,"The Mahabat Khan Mosque, built in 1643, is in which district of KPK?",Swat,Peshawar,Abbottabad,Mardan,B
996,"Where was the annual session of the All-India Muslim League held in 1915, before the Lucknow Pact?",Mumbai (Bombay),Lahore,Kanpur,Dhaka,A
997,The Nehru Report recommended principles for:,The new Constitution of India,The partition of Bengal,An economic alliance with Britain,The abolition of the princely states,A
998,The Jallianwala Bagh Massacre is also known as the:,Delhi Massacre,Gujranwala Massacre,Amritsar Massacre,None of these,C
999,Pakistan defeated ____ to win the Cricket World Cup in 1992.,India,England,Australia,Sri Lanka,B
1000,Who was the first Pakistani to summit Mount Everest?,Samir Meherban,Muhammad Ali Sadpara,Mirza Ali,Fazal Ali,B
1001,The real name of Nawab Mohsin ul Mulk was:,Syed Mehdi Ali,Nawab Khizar Hayat,Muhammad Eahi,Nawab Mushtaq Hussain,A
1002,In FATA the tribal laws and judiciary function is looked by the _________.,Jirgha,Federal Govt,Tribes Council,All of them,D
1003,Muhammad Tughluq shifted his capital from Delhi to ___________.,Lahore,Calcutta,Bombay,Daulatabad,D
1004,Tilla Jogian is situated in:,Koh-i-Safed,Salt Range,Kirthar Range,Hindukush Range,B
1005,Who served as Foreign Minister in Ayub Khan's government?,Ayub Khan,Noor-ul-Amin,Z.A. Bhutto,Dr. Khan Sahib,C
1006,The first session of the first Constituent Assembly of Pakistan was held on:,on 10th August 1947,on 11th August 1947,on 14th August 1947,on 15th August 1947,A
1007,Jahangir Khan is famous in which sport:,Hockey,Cricket,Squash,Badminton,C
1008,"The Provincial Assembly of Punjab has 371 seats, of which _________ are reserved for non-Muslims.",10,7,8,1,C
1009,Which saint is also known as the 'Great Traveler' (Jahanian Jahangasht)?,Rukn-e-Alam,Jalaluddin Bukhari,Makhdoom Jahanian,Data Ganj Bakhsh,C
1010,Which Mughal Emperor died in 1556 after falling from a staircase?,Shah Jahan,Humayun,Jalal-ud-Din Akbar,None of these,B
1011,Which SAARC Member Country has the highest literacy rate?,Maldives,Sri Lanka,Bhutan,India,A
1012,This first flight of the Shaheen in 1999 was fired from the _________ base.,Ormara,Chaghi,Sonmiani Naval,Mehran,C
1013,The Hindu Kush range starts at the _________.,China Border,Pamir Plateau,Afghan Border,Karakoram Range,B
1014,When did Pervez Musharraf impose martial law?,on 12-May-99,on 12-Jun-99,on 12-Sep-99,on 12-Oct-99,D
1015,Which country is located to the west of Pakistan?,Afghanistan,Iran,China,Both A and B,D
1016,Lord Linlithgow put forward the proposal of the August Offer in?,1939,1940,1941,1942,B
1017,Pakistan National Movement was formed by __________.,Sir Agha Khan,Sikandar Hayat Khan,Ch. Rahmat Ali,None of these,C
1018,Which area has the biggest deposits of iron ore in Pakistan?,Koh-e-Sulaiman,Chitral,Kalabagh,Swat,C
1019,Identify the Viceroy who made the August Offer in 1940:,Lord Wavell,Lord Linlithgow,Lord Ripon,Lord Mountbatten,B
1020,The Dasht River is located in ________.,Khyber Pakhtunkhwa,Punjab,Sindh,Balochistan,D
1021,The All India Muhammadan Educational Conference was established by:,Sir Syed Ahmad Khan,Allama Iqbal,Maulana Shaukat Ali,Syed Ahmad Shaheed,A
1022,"In the Bogra Formula, _________ seats of the Lower House were to be allocated to the provinces based on proportionate representation.",200,300,400,500,B
1023,Pakistan got relief from the Karkey Rental Power case with the aid of which country:,Russia,Turkiye,Saudi Arabia,None of these,B
1024,Who was the first woman head of the Muslim Women Students' Federation?,Begum Jehan Ara,Begum Shaista Ikramullah,Begum Nusrat,None of these,B
1025,MLA stands for _______.,Member of Law Advisory,Main Legislative Advisory,Member of Legislative Assembly,Member of Law Association,C
1026,The Durand Line is the border between Pakistan and ____.,Iran,China,Afghanistan,None of these,C
1027,"Which movement, started by Swami Shraddhanand in 1923, focused on ""purifying""?",Khilafat,Shuddhi,Non-Cooperation,Sangathan,B
1028,"First President of Pakistan, Iskandar Mirza, was buried in?",Tehran,Mashhad,Bait-ul-Maqdis,Bukhara,A
1029,Who was Pakistan's first High Commissioner to India from August 1947 to April 1948?,Abdur Rab Nishtar,Khuwaja Nizamddin,Zahid Hussain,None,C
1030,The first female Governor of Pakistan was:,Shaista Suhrawardy Ikramullah,Begum Ra'ana Liaquat Ali Khan,Begum Shams-un-Nihar,None of the above,B
1031,The first private airline in Pakistan was:,Hajvery,Orient,Shaheen,Bhoja,A
1032,The tomb of Sheikh Sadan Shaheed is in _________.,Bahawalpur,Multan,Muzaffargarh,Lahore,C
1033,One Unit was established in which year?,1953,1954,1955,1956,C
1034,The Indus Valley Civilization belongs to:,Neolithic age,Paleolithic age,Chalcolithic age,Mesolithic age,C
1035,The third Round Table Conference was held in London from:,from September 1931 to December 1931,from 17 November 1932 to 24 December 1932,from January 1933 to February 1933,from 5 March 1931 to 10 April 1931,B
1036,Buland Darwaza (Gate of Victory) was built by Akbar the Great to commemorate his conquest of Gujarat at ____________.,Gujrat,Delhi,Fatehpur Sikri,Agra,C
1037,"Shahid Afridi, famous cricketer of Pakistan, was a bowler.",Off Spinner,Fast Bowler,Leg Spinner,None of the above,C
1038,Which city of Sindh is famous for mangoes?,Karachi,Larkana,Mirpur Khas,Nawabshah,C
1039,"On the arrival of the Simon Commission, the Muslim League split into two groups. One was led by Quaid-e-Azam, and the other was led by:",Sir Muhammad Shafi,Maulana Muhammad Ali Jauhar,Liaquat Ali Khan,Allama Iqbal,A
1040,Lal Shahbaz Qalandar wrote several books in Persian and _________.,Persian,Arabic,Sindhi,Punjabi,B
1041,Tale of monsoon comes in our country from which region?,Central Asia,China,Afghanistan,India,D
1042,"In January 1966, the Tashkent Agreement was concluded between Ayub Khan and the Indian PM:",Nehru,Lal Bahadur Shastri,Indira Gandhi,Morarji Desai,B
1043,The 'Tiger of Mysore' was the title of __________.,Titu Mir,Nadir Shah,Tipu Sultan,None of these,C
1044,"""Towards Pakistan"" is written by:",Waheed-uz-Zaman,I.H. Qureshi,K.K. Aziz,Ayesha Jalal,A
1045,"According to the 1956 Constitution, the President of Pakistan should be:",Muslim,Non-Muslim,Both A & B,None of these,A
1046,The national predator of Pakistan is the __________.,Lion,Snow Bear,Snow Leopard,All of these,C
1047,Who dismissed Benazir Bhutto's government for the second time?,Rafiq Tarar,President Farooq Leghari,Shaukat Aziz,Yahya Khan,B
1048,Multan Metro Bus project funded by:,World Bank,IMF,Punjab Govt.,ADB,C
1049,When was the first census held in the Indian subcontinent?,1881,1882,1883,1892,A
1050,When was the Liaquat-Nehru Pact between India and Pakistan signed?,In 1950,In 1955,In 1964,In 1951,A
1051,The 'Great Granary' of the Indus Valley Civilization has been discovered at ____________.,Harappa,Mohenjo-Daro,Kalibangan,Lothal,B
1052,In which province is Kund Malir Beach located?,Sindh,Balochistan,Punjab,KPK,B
1053,"______ is an international, American-led military campaign launched following the September 11, 2001 terrorist attacks.",Global war on terror,Countering terrorism,Terrorism program,None of these,A
1054,What was the judgment of the Sindh Chief Court in the case regarding the dissolution of the first Constituent Assembly?,The dissolution is valid,The dissolution is void (illegal),The petition is dismissed,The case is referred to federal courts,B
1055,Matiari became a district in _______.,In 2002,In 2005,In 2007,In 2014,B
1056,The Allahabad address was delivered by Iqbal during which annual session of the All- India Muslim League?,20th,21st,22nd,23rd,B
1057,Abd-ul-Malik was a student of ________.,"Islamia College, Lahore","Muslim University, Aligarh","Islamia College, Peshawar",None of these,C
1058,The total area of Khyber Pakhtunkhwa after the merger of FATA is __________.,"74,521 km²","27,220 km²","101,741 km²",None of these,C
1059,Who was the last Viceroy of India?,Lord Mountbatten,Lord Hardinge,Lord William,None of these,A
1060,The 1965 war started on:,on 06th September 1965,on 07th September 1965,on 08th September 1965,on 09th September 1965,A
1061,What were the names of Muhammad Ali Jinnah's parents?,Jinnah Poonja and Mithi Bai,Jinnah Poonja and Abadi Begum,Sheikh Noor Muhammad and Imam Bibi,Maulana Azad and Amjadi Bano,A
1062,The Shabistan-e-Iqbal is the largest and best-preserved of the residences of the imperial:,Harem,Sarem,Qasem,None of these,A
1063,The first Foreign Minister of Pakistan was __________.,Sir Zafarullah Khan,Khawaja Nazimuddin,Ghulam Mohammad,None of these,A
1064,When did Quaid-i-Azam join the Home Rule League?,6301,6379,6423,6545,B
1065,Risala Asbab-e-Baghawat-e-Hind was written by?,Sir Syed Ahmad Khan,Sir Agha Khan,Altaf Hussain Hali,None of these,A
1066,The land lying between the River Ravi and the River Chenab is called the ________.,Bari Doab,Chaj Doab,Rachna Doab,Sindh Sagar Doab,C
1067,Who was the first Commander-in-Chief of the Pakistan Army?,Gen. Sadiq Chaudhry,Gen. Frank Messervy,Gen. Muhammad Ayub Khan,Gen. George Murphy,B
1068,The Zhob and Kalachi rivers are in:,KPK,Sindh,Balochistan,None of these,C
1069,Which Pakistani calligrapher is famous all around the world?,Sadequain,Ahmad Khan,Asghar Ali,None of these,A
1070,Article _______________ of the 1973 Constitution was amended through the 24th Constitutional Amendment.,Article 50,Article 51,Article 52,Article 53,B
1071,"The first Inter-Dominion Agreement on Canal Water was signed on May 4, 1948, between _____________.",Pakistan and Afghanistan,Pakistan and India,Pakistan and China,Pakistan and Iran,B
1072,When Haji Shariat Ullah left Fridpur for Makkah?,In 1801,In 1802,In 1799,In 1800,C
1073,Who among the following took part in all Round Table Conferences?,Gandhi,B.R. Ambedkar,Tej Bahadur Sapru,Both B & C,D
1074,When was Muhammad Ali Jinnah born?,"December 25, 1876","November 9, 1877","January 8, 1877","February 15, 1869",A
1075,"Pakistan, being an Alma Ata signatory in 1978, launched the National Program for Family Planning and Primary Health in:",1994,1968,1973,1985,A
1076,The main purpose of the China Pakistan Economic Corridor (CPEC) is:,Development of infrastructure,Regional connectivity for trade,Roads and Railways,All of these,D
1077,"At present, Pakistan has vast natural resources and as many as ____________ mineral items.",34,46,52,64,C
1078,The London branch of the Muslim League was started by:,Sir Agha Khan,Muhammad Ali Jinnah,Syed Amir Ali,Maulana Muhammad Ali Jauhar,C
1079,The first chapter of the 1973 Constitution is:,Principles of Policy,Special provisions,Fundamental Rights,None of these,C
1080,Who among the following was the second Governor-General of Pakistan?,Iskandar Mirza,K. Nazimuddin,Malik G. Muhammad,Liaquat Ali Khan,B
1081,"What is the name of the solar power park set up in Bahawalpur at the cost of 15 billion rupees with Chinese assistance? The park is built on 500 acres and aims to add 1,000 MW to the national grid.",Roshni Solar Power Park,Pak-China Solar Power Park,Bhutto Solar Power Park,Quaid-i-Azam Solar Power Park,D
1082,Who was the ruler of the ancient kingdom located between the Jhelum and Chenab rivers?,King Porus,Darius III,Darius II,Alexander the Great,A
1083,A constituency of the Punjab Assembly is denoted by ________.,PS,PP,PB,PK,B
1084,Who was the first saint to come to Lahore?,Ali Makhdum Hujwari,Shaikh Ismail,Data Ganj Baksh,None of these,B
1085,The Eighteenth Amendment Bill to the Constitution of Pakistan was 'passed' by the Senate of Pakistan on:,"on Apr 15, 10","on Apr 14, 10","on Apr 13, 10",None of these,A
1086,"Guru Nanak, the founder of the Sikh sect, was born in 1469 in which town?",Kartarpur,Talwandi,Agra,Lahore,B
1087,The Dark green field in the flag of Pakistan represents:,Muslim majority,Minority,Both majority and minority,None of these,A
1088,The largest Cotton Exchange Building in Pakistan is situated in _________.,Karachi,Lahore,Faisalabad,Multan,A
1089,JF-17 Thunder was inducted in which year?,2008,2010,2012,2016,B
1090,The old name of Taxila was:,Nandana,Takshashila,Gandhara,None of these,B
1091,Which city of Pakistan is known as the 'Paris of Asia'?,Lahore,Karachi,Islamabad,Faisalabad,B
1092,Where was Sir Syed Ahmed Khan born on 17 October 1817?,Lucknow,Bijnor,Delhi,Rampur,C
1093,Which Mughal emperor granted land for the construction of the Golden Temple at Amritsar?,Akbar,Jahangir,Shah Jahan,Aurangzeb,A
1094,Where was Nadwatul Ulema founded?,Kanpur,Lucknow,Delhi,Aligarh,A
1095,Which of the following functions as the central bank of Pakistan?,NBP,BOP,CBP,SBP,D
1096,When did Pakistan recognize the People's Republic of China?,1948,1950,1949,1951,B
1097,The ancient port city of Banbhore is famous for the folk tale of _________.,Heer Ranjha,Sassui & Punnhun,Sohni Mahiwal,Noori Jam Tamachi,B
1098,When was the Communal Award introduced in India?,1930,1931,1932,None of these,C
1099,Dr. Abdul Qadeer Khan did his Ph.D. from Leuven University of:,Holland,Austria,Hungary,Belgium,D
1100,"Dina Wadia, the daughter of Quaid-e-Azam, was born in London on _______.","On August 15, 1919","On July 15, 1919","On June 16, 1919","On June 17, 1919",A
1101,The military campaign in the Bajaur region of Pakistan in 2008 was named:,Operation Rah-i-Haq-I,Operation Sherdil,Operation Raah-e-Mustaqeem,Operation Brekhna,B
1102,In which province(s) did the movement to replace Urdu with Hindi as the court language begin in 1867?,Bengal Province,North-Western Provinces,Central Provinces,None of these,B
1103,"The book ""The Emergence of Pakistan"" is written by:",Muhammad Ali Bogra,Ch. Muhammad Ali,Ayesha Jalal,K. K. Aziz,B
1104,Who was Abul Kalam Azad?,An Indian journalist and scholar,A Pakistani politician,A great economist,None of these,A
1105,When will CPEC be fully operational?,2025,2030,2035,2040,B
1106,"In 1339, _____________ became the first Muslim ruler of Kashmir.",Shah Mir,Sadr-ud-Din,Gulab Singh,Hari Singh,A
1107,Allama Iqbal died on:,on 21 April 1938,on 21 March 1938,on 21 May 1938,None of these,A
