Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The general solution of cos(x) = -1 is,(2n + 1)π,2nπ,(2n + 1)π/2,2nπ + π,A,"cos(x) = -1 implies x = (2n + 1)π, where n is an integer, using the general solution for cosine.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 2sin(x)cos(x) = 1,nπ + (-1)^n π/4,nπ/2 + (-1)^n π/8,nπ + (-1)^n π/2,nπ + π/4,A,"2sin(x)cos(x) = sin(2x) = 1 implies 2x = nπ + (-1)^n π/2, so x = nπ/2 + (-1)^n π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(2x) = 0 is,nπ/2,nπ,2nπ,nπ/4,A,"tan(2x) = 0 implies 2x = nπ, so x = nπ/2, using the general solution for tangent.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(2x) = 1/2, then x =",nπ ± π/6,nπ/2 ± π/6,nπ ± π/3,nπ/2 ± π/3,B,"cos(2x) = 1/2 gives 2x = 2nπ ± π/3, so x = nπ ± π/6, simplifying further gives the correct form.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(3x) = 0,nπ/3,nπ,3nπ,2nπ/3,A,"sin(3x) = 0 implies 3x = nπ, so x = nπ/3, using the general solution for sine.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2cos(2x) + 1 = 0 is,nπ ± π/3,nπ ± 2π/3,nπ + π/3,nπ - π/3,A,"2cos(2x) + 1 = 0 gives cos(2x) = -1/2, so 2x = 2nπ ± 2π/3, simplifying to x = nπ ± π/3.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(x/2) = 1, then x =",2nπ + π/2,nπ + π/4,2nπ + π,nπ + π/2,C,"tan(x/2) = 1 implies x/2 = nπ + π/4, so x = 2nπ + π/2, simplifying further.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(x) + sin(x) = 0,nπ - π/4,nπ + π/4,2nπ + π/4,2nπ - π/4,A,"cos(x) + sin(x) = 0 implies tan(x) = -1, so x = nπ - π/4, using the general solution for tangent.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(2x) = cos(x) is,nπ + (-1)^n π/2,nπ/2 + (-1)^n π/6,nπ + (-1)^n π/6,2nπ ± π/6,B,"sin(2x) = cos(x) implies 2sin(x)cos(x) = cos(x), simplifying and solving gives the general solution.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2sin(x) - √3 = 0, then x =",nπ + (-1)^n π/3,nπ + (-1)^n 2π/3,nπ + (-1)^n π/6,nπ - (-1)^n π/3,A,"2sin(x) - √3 = 0 gives sin(x) = √3/2, so x = nπ + (-1)^n π/3, using the general solution for sine.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(3x) = cos(2x) is,"2nπ/5, 2nπ","2nπ, nπ/5","nπ, 2nπ/5","nπ/5, 2nπ",A,"cos(3x) = cos(2x) implies 3x = 2nπ ± 2x, simplifying gives the general solutions.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(x) = sin(π/3),nπ + (-1)^n π/3,nπ - (-1)^n π/3,2nπ + π/3,2nπ - π/3,A,"sin(x) = sin(π/3) gives x = nπ + (-1)^n π/3, using the general solution for sine.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of tan(3x) = tan(2x) is,nπ,nπ/5,nπ/3,nπ/2,A,"tan(3x) = tan(2x) implies 3x = nπ + 2x, so x = nπ, using the general solution for tangent.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) = cos(π/4), then x =",2nπ ± π/4,2nπ - π/4,nπ + π/4,nπ - π/4,A,"cos(x) = cos(π/4) gives x = 2nπ ± π/4, using the general solution for cosine.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(2x) + sin(x) = 0 is,"nπ, 2nπ ± 2π/3","nπ, 2nπ/3","2nπ, nπ/3","nπ/3, 2nπ",A,"sin(2x) + sin(x) = 0 simplifies to 2sin(x)cos(x) + sin(x) = 0, factoring and solving gives the general solutions.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(2x) = 1/2, then x = ?",π/6,π/3,π/12,Both A and B,D,"cos(2x) = 1/2 gives 2x = π/3, 5π/3, so x = π/6, 5π/6, thus both A and its supplementary angle are solutions.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = √3 is?,x = nπ + π/3,x = nπ - π/3,x = 2nπ + π/3,x = 2nπ - π/3,A,"tan(x) = √3 gives x = π/3, and its general solution is x = nπ + π/3, using the periodicity of tan(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(3x) = sin(x),x = nπ/2,x = nπ,x = nπ + (-1)^n * π/2,Both B and x = nπ + (-1)^n * π/4,D,"Using the identity sin(a) = sin(b), we get 3x = nπ + (-1)^n * x, thus 2x or 4x = nπ, giving x = nπ/2 or nπ/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2cos²(x) - cos(x) - 1 = 0 is?,x = 2nπ ± π/3,x = 2nπ ± 2π/3,x = nπ ± π/3,x = 2nπ + π,A,"Factoring the quadratic equation gives (2cos(x) + 1)(cos(x) - 1) = 0, thus cos(x) = -1/2 or 1, giving x = 2nπ ± 2π/3 or 2nπ.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(x) + cos(x) = √2,x = π/4 + 2nπ,x = π/4,x = 2nπ + π/4,x = nπ + (-1)^n * π/4,C,"Dividing by √2, we get sin(x + π/4) = 1, thus x + π/4 = π/2 + 2nπ, giving x = 2nπ + π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(x) = 0 is?,x = nπ,x = 2nπ,x = nπ/2,x = (2n + 1)π/2,A,"sin(x) = 0 gives x = nπ, using the periodicity and roots of sin(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(2x) = 1, then x = ?",π/8 + nπ/2,π/8 + nπ,π/4 + nπ,π/4 + nπ/2,A,"tan(2x) = 1 gives 2x = π/4 + nπ, thus x = π/8 + nπ/2, using the periodicity of tan(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of cos(x) = -1/2 is?,x = 2nπ ± 2π/3,x = 2nπ ± π/3,x = nπ ± 2π/3,x = nπ ± π/3,A,"cos(x) = -1/2 gives x = 2π/3, 4π/3, thus x = 2nπ ± 2π/3, using the periodicity and symmetry of cos(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 3tan²(x) - 1 = 0,x = nπ ± π/6,x = nπ ± π/3,x = 2nπ ± π/6,x = 2nπ ± π/3,A,"tan²(x) = 1/3 gives tan(x) = ±1/√3, thus x = nπ ± π/6, using the periodicity and roots of tan(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(3x) = cos(x) is?,x = nπ/2,x = nπ,x = 2nπ or x = nπ/2,x = nπ or x = 2nπ,C,"Using the identity cos(a) = cos(b), we get 3x = 2nπ ± x, thus 2x or 4x = 2nπ, giving x = nπ or nπ/2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(2x) = cos(x),x = π/2 + 2nπ or x = π/6 + 2nπ/3,x = π/2 + nπ,x = nπ + (-1)^n * π/6,x = nπ/2 + (-1)^n * π/6,A,"Using sin(2x) = 2sin(x)cos(x) and cos(x), we simplify to 2sin(x)cos(x) = cos(x), thus cos(x)(2sin(x) - 1) = 0.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2sin²(x) + sin(x) - 1 = 0 is?,x = nπ + (-1)^n * π/2,x = nπ + (-1)^n * π/6,x = 2nπ ± π/2,x = 2nπ + π/6,B,"Factoring the quadratic gives (2sin(x) - 1)(sin(x) + 1) = 0, thus sin(x) = 1/2 or -1, giving x = nπ + (-1)^n * π/6 or x = 2nπ + 3π/2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2cos(2x) + 1 = 0, then x = ?",x = nπ ± π/3,x = nπ ± 2π/3,x = 2nπ ± π/3,x = 2nπ ± 2π/3,A,"cos(2x) = -1/2 gives 2x = 2nπ ± 2π/3, thus x = nπ ± π/3, using the periodicity of cos(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: tan(x) + cot(x) = 2,x = nπ + π/4,x = nπ - π/4,x = 2nπ + π/4,x = 2nπ - π/4,A,"Using tan(x) + 1/tan(x) = 2, we simplify to tan²(x) - 2tan(x) + 1 = 0, thus tan(x) = 1, giving x = nπ + π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(2x) = sin(x) is?,x = 2nπ or x = 2nπ/3 + (-1)^n * π/3,x = nπ or x = 2nπ/3,x = 2nπ or x = nπ/3,x = nπ,B,"Using the identity sin(a) = sin(b), we get 2x = nπ + (-1)^n * x, thus x = nπ or x = 2nπ/3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) + cos(2x) = 0, then x = ?",x = (2n + 1)π/3,x = 2nπ ± 2π/3,x = (2n + 1)π,Both A and C,D,"Using the sum-to-product identity, we simplify to 2cos(3x/2)cos(x/2) = 0, giving cos(3x/2) = 0 or cos(x/2) = 0.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(x) + sin(3x) = 0 is?,x = nπ/2,x = nπ,x = nπ or x = nπ ± π/2,x = nπ/2 or x = nπ,D,"Using the sum-to-product identity, we simplify to 2sin(2x)cos(x) = 0, thus sin(2x) = 0 or cos(x) = 0, giving x = nπ/2 or x = (2n + 1)π/2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 2cos(3x) + 1 = 0,x = 2nπ/3 ± 2π/9,x = 2nπ/3 ± π/9,x = 2nπ ± 2π/9,x = nπ ± 2π/9,A,"cos(3x) = -1/2 gives 3x = 2nπ ± 2π/3, thus x = 2nπ/3 ± 2π/9, using the periodicity of cos(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(3x) = tan(x) is?,x = nπ/2,x = nπ,x = nπ/3,x = nπ/4,B,"Using the identity tan(a) = tan(b), we get 3x = nπ + x, thus 2x = nπ, giving x = nπ/2.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2 sin(x) = 1, then x = ? (0 ≤ x ≤ 2π)",π/6,π/3,π/2,5π/6,A,"Using sin(x) = 1/2, we find x = π/6 or 5π/6; 2 sin(x) = 1 gives sin(x) = 1/2.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(x) = -1/2 (0 ≤ x ≤ 2π),2π/3,π/3,4π/3,Both A and C,D,cos(x) = -1/2 gives x = 2π/3 or 4π/3 in the given interval.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For sin(2x) = 0, the general solution is?",nπ/2,nπ,2nπ,nπ/4,A,"sin(2x) = 0 implies 2x = nπ, so x = nπ/2.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(3x) = 1, then x = ?",2nπ/3,nπ/3,2nπ,nπ,A,"cos(3x) = 1 gives 3x = 2nπ, hence x = 2nπ/3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2 cos²(x) - 1 = 0 is?,nπ ± π/4,2nπ ± π/4,nπ + π/4,nπ - π/4,A,"2 cos²(x) - 1 = cos(2x) = 0, so 2x = nπ ± π/2, giving x = nπ/2 ± π/4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation sin(x) + cos(x) = √2, the value of x is?",π/4,3π/4,π/2,0,A,"Squaring both sides gives sin(2x) = 1, so 2x = π/2, hence x = π/4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For cos(x) = 0, the general solution is?",nπ,2nπ + π/2,(2n + 1)π/2,nπ/2,C,cos(x) = 0 gives x = (2n + 1)π/2.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) = -1/2, then x = ? (0 ≤ x ≤ 2π)",7π/6,11π/6,Both A and B,π/6,C,sin(x) = -1/2 gives x = 7π/6 or 11π/6 in the given interval.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 1 + tan²(x) = sec²(x) is?,All real x,x = nπ,x = 0,No solution,A,"1 + tan²(x) = sec²(x) is an identity, true for all real x where sec(x) is defined.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation 2 sin(x) cos(x) = 1, the solution is?",nπ + (-1)^n π/4,nπ/2 + (-1)^n π/4,nπ + π/4,nπ - π/4,B,"2 sin(x) cos(x) = sin(2x) = 1, so 2x = nπ + (-1)^n π/2, hence x = nπ/2 + (-1)^n π/4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(2x) = 0 is?,nπ/2 + π/4,nπ + π/4,nπ/4 + π/8,nπ - π/4,A,"cos(2x) = 0 gives 2x = nπ + π/2, so x = nπ/2 + π/4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 3 tan(x) = √3, then x = ?",π/18,π/6,π/3,π/9,B,"3 tan(x) = √3 gives tan(x) = √3 / 3 = tan(π/6), so x = π/6.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(3x) = sin(x) is?,nπ or nπ + (-1)^n π/2,nπ/2,nπ,2nπ,A,"Using sin(A) = sin(B), we get 3x = nπ + (-1)^n x, leading to x = nπ or nπ + (-1)^n π/2 for 2x or 4x.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation cos(x) = cos(α), the general solution is?",2nπ ± α,nπ ± α,2nπ + α,nπ + α,A,cos(x) = cos(α) gives x = 2nπ ± α.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = tan(α) is?,nπ + α,2nπ + α,nπ - α,2nπ - α,A,tan(x) = tan(α) implies x = nπ + α.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2 cos(x) + √3 = 0, then x = ? (0 ≤ x ≤ 2π)",5π/6,7π/6,Both A and B,π/6,C,"2 cos(x) = -√3 gives cos(x) = -√3 / 2, so x = 5π/6 or 7π/6.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation sin(2x) = sin(π/3), the solution is?",nπ + (-1)^n π/6,nπ/2 + (-1)^n π/6,nπ + π/6,nπ - π/6,B,"sin(2x) = sin(π/3) gives 2x = nπ + (-1)^n π/3, so x = nπ/2 + (-1)^n π/6.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(x) = √3, then x =",nπ + π/3,2nπ + π/3,nπ - π/3,2nπ - π/3,A,"The tangent function has a period of π, and tan(π/3) = √3, hence the general solution is nπ + π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(2x) = 1 is,nπ + π/4,nπ/2 + (-1)^n * π/4,nπ + (-1)^n * π/4,nπ + π/2,B,"For sin(2x) = 1, 2x = nπ + (-1)^n * π/2, hence x = nπ/2 + (-1)^n * π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2cos²(x) - 1 = 0 is,nπ ± π/4,2nπ ± π/4,nπ ± π/3,2nπ ± π/3,A,"2cos²(x) - 1 = cos(2x) = 0, hence 2x = (2n+1)π/2, giving x = nπ ± π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(3x) = 1 is,nπ/3 + π/12,nπ + π/12,nπ/3 - π/12,nπ - π/12,A,"For tan(3x) = 1, 3x = nπ + π/4, hence x = nπ/3 + π/12.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + cos(x) = √2, then x =",2nπ + π/4,2nπ - π/4,nπ + (-1)^n * π/4,nπ + π/4,A,"Dividing by √2 gives sin(x+π/4) = 1, hence x+π/4 = 2nπ + π/2, so x = 2nπ + π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(x) = sin(π/3) is,nπ + (-1)^n * π/3,2nπ + π/3,nπ + π/3,2nπ - π/3,A,"The general solution for sin(x) = sin(a) is x = nπ + (-1)^n * a, hence x = nπ + (-1)^n * π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(2x) = cos(π/4) is,nπ ± π/8,2nπ ± π/8,nπ + π/8,2nπ + π/8,A,"For cos(2x) = cos(π/4), 2x = 2nπ ± π/4, hence x = nπ ± π/8.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2sin(x)cos(x) = 1, then x =",nπ + (-1)^n * π/4,nπ/2 + (-1)^n * π/4,nπ + π/4,nπ/2 - (-1)^n * π/4,B,"2sin(x)cos(x) = sin(2x) = 1, hence 2x = nπ + (-1)^n * π/2, so x = nπ/2 + (-1)^n * π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(3x) + sin(x) = 0 is,nπ/2,nπ,2nπ,nπ/4,B,"Using sum-to-product, 2sin(2x)cos(x) = 0, hence sin(2x) = 0 or cos(x) = 0, giving x = nπ/2 or (2n+1)π/2, simplifying to nπ.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(x) + cos(3x) = 0 is,nπ/2 + π/4,nπ + π/4,nπ ± π/4,nπ/2 ± π/4,D,"Using sum-to-product, 2cos(2x)cos(x) = 0, hence cos(2x) = 0 or cos(x) = 0, giving x = nπ/2 ± π/4 or (2n+1)π/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 3tan²(x) - 1 = 0 is,nπ ± π/6,nπ ± π/3,2nπ ± π/6,2nπ ± π/3,A,"tan²(x) = 1/3, hence tan(x) = ±1/√3, so x = nπ ± π/6.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(2x) + sin(4x) = 0, then x =",nπ/3,nπ/2,nπ,nπ/6,A,"Using sum-to-product, 2sin(3x)cos(x) = 0, hence sin(3x) = 0, giving 3x = nπ, so x = nπ/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin(x) - √3 = 0 is,nπ + (-1)^n * π/3,2nπ + π/3,nπ + π/3,2nπ - π/3,A,"sin(x) = √3/2, hence x = nπ + (-1)^n * π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of tan(x) + tan(2x) + tan(3x) = 0 is,nπ/3,nπ/2,nπ,nπ/6,A,"Using the tangent sum identity, the equation simplifies to tan(6x) = 0, hence 6x = nπ, so x = nπ/6, but upon detailed simplification, it results in nπ/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin(3x) + 1 = 0 is,nπ/3 + (-1)^(n+1) * π/18,nπ + (-1)^(n+1) * π/6,nπ/3 + (-1)^n * π/18,nπ + (-1)^n * π/6,A,"sin(3x) = -1/2, hence 3x = nπ + (-1)^(n+1) * π/6, so x = nπ/3 + (-1)^(n+1) * π/18.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of cos(3x) = cos(2x) is,2nπ/5,2nπ,nπ,2nπ or 2nπ/5,D,"For cos(3x) = cos(2x), 3x = 2nπ ± 2x, giving x = 2nπ or 2nπ/5.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve cos(x) = 1/2,2nπ ± π/3,nπ ± π/3,2nπ ± π/6,nπ ± π/6,A,"cos(x) = 1/2 at x = 2nπ ± π/3, using the general solution formula for cos(x) = cos(α).",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = √3 is,nπ + π/3,nπ - π/3,2nπ + π/3,2nπ - π/3,A,"tan(x) = √3 when x = nπ + π/3, using the general solution for tan(x) = tan(α).",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2cos²(x) - cos(x) = 0 is,"nπ + π/2, 2nπ ± π/3","nπ + π/2, 2nπ ± π/6","2nπ + π/2, 2nπ ± π/3","2nπ + π/2, nπ ± π/3",A,"Factoring gives cos(x)(2cos(x) - 1) = 0, so cos(x) = 0 or cos(x) = 1/2, leading to the given solutions.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve sin(2x) = sin(x),"2nπ, nπ/3 + (-1)^n (π/3)","2nπ, 2nπ/3 + (-1)^n (π/3)","nπ, 2nπ/3 + (-1)^n (π/3)","nπ, nπ/3 + (-1)^n (π/3)",D,"Using the identity sin(2x) = 2sin(x)cos(x), we simplify to 2sin(x)cos(x) = sin(x), then solve for sin(x) = 0 and cos(x) = 1/2.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve tan(2x) = cot(x),nπ/2 + π/6,nπ/2 - π/6,nπ/3 + π/6,nπ/3 - π/6,A,"Using tan(2x) = cot(x) = 1/tan(x), we simplify to tan(2x)tan(x) = 1, then apply the tangent double angle identity.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + sin(2x) + sin(3x) = 0, then x =","nπ/2, 2nπ ± 2π/3","nπ, 2nπ ± 2π/3","nπ, nπ ± 2π/3","2nπ, 2nπ ± 2π/3",B,"Using sum-to-product identities, we simplify the equation to 2sin(2x)cos(x) + sin(2x) = 0, then solve for sin(2x) = 0 and cos(x) = -1/2.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve cos(3x) + cos(x) = 0,"nπ/2 + π/4, nπ ± π/3","nπ + π/4, nπ ± π/3","nπ/2, nπ ± π/3","nπ, nπ ± π/3",C,"Using sum-to-product identity, we simplify to 2cos(2x)cos(x) = 0, then solve for cos(2x) = 0 and cos(x) = 0.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(3x) = 0 is,nπ/3,nπ,3nπ,2nπ/3,A,"sin(3x) = 0 when 3x = nπ, so x = nπ/3, using the general solution for sin(x) = 0.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(x) + tan(2x) + tan(3x) = 0, then x =",nπ/3,nπ/2,nπ,2nπ/3,A,"Using the tangent sum identity, we simplify the equation, then solve for tan(3x) = 0, giving x = nπ/3.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(x) = cos(x) is,2nπ + π/4,nπ + π/4,2nπ - π/4,nπ - π/4,B,"Dividing by cos(x), we get tan(x) = 1, so x = nπ + π/4, using the general solution for tan(x) = tan(α).",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve 2sin²(x) + sin(x) - 1 = 0,"nπ + (-1)^n (π/6), nπ + (-1)^n (5π/6)",nπ + (-1)^n (π/2),2nπ + (-1)^n (π/2),2nπ ± π/2,A,"Factoring gives (2sin(x) - 1)(sin(x) + 1) = 0, so sin(x) = 1/2 or sin(x) = -1, leading to the given solutions.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(2x) = 0 is,nπ/2 + π/4,nπ + π/4,nπ/4 + π/8,nπ/2,A,"cos(2x) = 0 when 2x = nπ + π/2, so x = nπ/2 + π/4, using the general solution for cos(x) = 0.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of tan(x) = 1 is,nπ + π/4,2nπ + π/4,nπ - π/4,2nπ - π/4,A,"tan(x) = 1 when x = nπ + π/4, using the general solution for tan(x) = tan(α).",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve sin(x) + sin(3x) + sin(5x) = 0,"nπ/3, nπ ± π/3",nπ/3,nπ ± π/3,nπ,A,"Using sum-to-product identities, we simplify the equation, then solve for sin(3x) = 0 and cos(x) = 0 or cos(2x) = 0.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(3x) = 0 is,(2n + 1)π/6,(2n + 1)π/3,nπ/3,2nπ/3,A,"cos(3x) = 0 implies 3x = (2n + 1)π/2, hence x = (2n + 1)π/6.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: tan(2x) = 1,nπ/2 + π/8,nπ + π/8,nπ/2 - π/8,nπ - π/8,A,"tan(2x) = 1 implies 2x = nπ + π/4, hence x = nπ/2 + π/8.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(x) = cos(α),2nπ ± α,nπ ± α,2nπ + α,nπ - α,A,"The general solution for cos(x) = cos(α) is x = 2nπ ± α, due to the periodicity of cosine.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(2x) + sin(x) = 0,"nπ, 2nπ ± 2π/3","nπ, nπ ± π/3","2nπ, nπ ± 2π/3","nπ, 2nπ ± π/3",A,"Using sum-to-product identities, we simplify and solve for x, getting nπ and 2nπ ± 2π/3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2cos(2x) + 1 = 0 is,nπ ± π/3,nπ ± 2π/3,2nπ ± π/3,2nπ ± 2π/3,B,"2cos(2x) = -1 implies cos(2x) = -1/2, so 2x = 2nπ ± 2π/3, hence x = nπ ± π/3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(x) + sin(3x) = 0,"nπ, nπ ± π/2","nπ/2, nπ ± π/4","nπ, nπ ± π/4","nπ/2, nπ ± π/2",B,"Using sum-to-product identity, we simplify and solve for x, getting nπ/2 and nπ ± π/4 (on simplification and checking).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 3tan(x) - cot(x) = 0,nπ ± π/6,nπ ± π/3,2nπ ± π/6,2nπ ± π/3,A,"Converting cot(x) to 1/tan(x), we simplify to tan²(x) = 1/3, so tan(x) = ±1/√3, giving x = nπ ± π/6.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(3x) = cos(2x) is,"nπ + π/2, 2nπ ± π/10","2nπ + π/2, nπ/5 + (-1)^n π/10",nπ + (-1)^n π/10,"2nπ + π/2, 2nπ/5 ± π/10",D,"Using the identity cos(2x) = sin(π/2 - 2x), we simplify and solve, getting 2nπ + π/2 and 2nπ/5 ± π/10.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
