Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
591,"A man has Rs. 10,000 to invest. He invests Rs. 4,000 at 5% and Rs. 3,500 at 4%. To have a total yearly income of Rs. 500, at what rate must he invest the remaining Rs. 2,500?",6%,6.20%,6.30%,6.40%,D
592,21 binders can bind 1400 books in 15 days. How many binders will be required to bind 800 books in 20 days?,7,9,12,14,B
593,Find the one which does not belong to that group?,Lungs,Eyes,Fingers,Ears,C
594,"A, B and C started a business with capitals of Rs. 8000, Rs. 10000 and Rs. 12000 respectively. At the end of the year, the profit share of B is Rs. 1500. The difference between the profit shares of A and C is?",Rs. 300,Rs. 400,Rs. 500,Rs. 600,D
595,An article costing Rs.84 was sold at a profit of 50%. The second purchaser sold it once again at a loss of 25%. At what price did he sell?,Rs0.95 ,Rs.94.50,Rs.81.60,None of these,B
596,"If the amount of a 15 percent sales tax paid on an article comes to Rs. 1500, what is the actual price of the article?",Rs. 1000,Rs. 1500,"Rs. 10,000","Rs. 15,500",C
597,"The difference between two numbers is 18. If 4 times the second number is 18 less than three times the first number, what is the sum of these two numbers?",324,54,90,36,C
598,(84 ÷ 14 ÷ 2 ÷ 9) * ? = 33^1/3 Basic Arithmetic,100,300,90000,10000,A
599,What is the value of (3.5 × 1.4) / 0.7?,7,0.7,0.07,None of these,A
600,"The average of 9 observations was 9, that of the 1st of 5 being 10 and that of the last 5 being 8. What was the 5th observation?",9,8,7,6,A
601,"X can do a job in 16 days, and Y can do the same job in 20 days. X Y and Z can do the job in 7.5 days. Alone Z can do the same job in:",100 days,120days,80 days,48 days,D
602,"A train 800 meters long is running at the speed of 78 km/h . If it crosses a tunnel in 1 minute, then the length of the tunnel (in meters) is:",77200 m,500 m,1300 m,13 m,B
603,"In one year, the population, of a village increased by 10% and in the next year, it decreased by 10%. If at the end of 2nd year, the population was 7920, what was it in the beginning?",8500,8000,8100,8400,B
604,"If the length, breadth and the height of a cuboid are in the ratio 6: 5: 4 and if the total surface area is 33300 cm², then length breadth and height in cms, are respectively?","90, 85, 60","85, 75, 60","90, 75, 70","90, 75,60",D
605,"There are 16 teams in a soccer tournament . If everyone plays against everyone exactly once, how many games are there going to be?",119,120,1278,135,B
606,The value of 1/3 of 24 is:,8,5,12,None of these,A
607,"A is twice as good a workman as B, and together they finish a piece of work in 18 days. In how many days will A finish the work alone?",27 days,26 days,25 days,24 days,A
608,What fraction is equivalent to six-tenths?,10-Jun,06-Oct,02-May,20-Sep,B
609,A circular wire of radius 42 cm is cut and bent in the form of a rectangle whose sides are in the ratio of 6:5 The smaller side of the rectangle is:_________?,30 cm,60 cm,72 cm,132 cm,B
610,A is twice as good a workman as B and takes 6 less days to complete a piece of work as,12 days,"does. To finish the work alone, B will take: Time-Work 10 days",13 days,16 days,A
611,Find the one which does not belong to that group?,8,27,64,125,C
612,"If a right circular cone-shaped building has a radius of 8m and a slant height of 17m, what is its volume?",256 πm³,320 πm³,384 πm³,350 πm³,B
613,"In a river, a man takes 3 hours in rowing 3 km upstream or 15 km downstream. What is the speed of the current?",2km/hr,4km/hr,6km/hr,9km/hr,A
614,The radius of a wire is decreased to one -third if volume remains the same length will increase:,1 Time,3 times,6 times,9 times,D
615,A reduction of 20 % in the price of rice enables a person to buy 3.5 kg more rice for Rs. 385. The original price of rice is:________?,Rs. 20 per kg,Rs. 22.50 per kg,Rs. 25 per kg,Rs. 27.50 per kg,D
616,What is the ratio of the circumference of a circle to its radius?,1,2π,π/2,√π,B
617,A boat is rowed downstream at 15.5km/hr and upstream at 8.5 km/hr. The speed of the stream is________?,3.5km/hr,5.75km/hr,6.5km/hr,7km/hr,A
618,"A building contractor employs 20 male, 15 female and 5 child workers. To a male worker he pays Rs.25 per day, to a female worker Rs.20 per day and a child worker Rs.8 per day. The average wage per day paid by the contractor is__________?",Rs0.20 ,Rs0.21 ,Rs0.22 ,Rs0.23 ,A
619,"Five bells first begin to toll together and then at intervals of 5, 10, 15, 20 and 25 seconds respectively. After what interval of time will they toll again together?",5 min,5.5 min,5.2 min,None,A
620,"If x : y = 3 : 4, what is the value of (7x + 3y) : (7x - 3y)?",11:03,6:03,7:03,1:03,A
621,What is the value of 0.005 × 0.2?,0.1,0.01,0.001,None of these,C
622,By selling 12 pencils for a rupee a man loses 20%. How many for a rupee should he sell in order to gain 20%?,8,9,12,16,A
623,If the numerator of a fraction is increased by 20% and its denominator is diminished by 25% value of the fraction is 2/15. Find the original fraction. Fractions,1/12.,1/8.,1/6.,1/4.,A
624,"A trader marked the price of the T.V. 30% above the cost price of the T.V. and gave the purchaser 10% discount on the marked price, thereby gaining Rs.340. Find the cost price of the T.V?",Rs0.23 ,Rs0.20 ,Rs0.22 ,Rs0.22 ,B
625,"A shopkeeper buys two articles for Rs.1000 each and then sells them, making 20% profit on the first article and 20% loss on second article. Find the net profit or loss percent?",Neither profit nor loss,1%,2%,3%,A
626,What are the chances that no two boys are sitting together for a photograph if there are 5 girls and 2 boys?,Jan-21,04-Jul,02-Jul,05-Jul,D
627,A cistern is normally filled in 8 hours but takes two hours longer to fill because of a leak in its bottom. If the cistern is full the leak will empty it in. Pipes and Cisterns,16 hrs,20 hrs,25 hrs,40 hrs,D
628,An umbrella marked at Rs. 80 is sold for Rs. 68. The rate of discount is:,15%,12%,17%,20%,A
629,Solve the equation: -8/20 + 9/2 - 1/2 = ?,20-Mar,21-Aug,18-May,23-Sep,C
630,A trader marks his goods at 50% above the cost price but allows a discount of 20% on the market price. The profit percent is:,20%,25%,15%,10%,A
631,0.232323... can also be written in the form,Dec-23,23/99,23/100,None of these,B
632,"The ratio of investments of two partners P and Q is 7:5 and the ratio of their profits is 7:10. If P invested the money for 5 months, find for how much time did Q invest the money?",7 months,10 months,9 months,11 months,B
633,What is probability of drawing two clubs from a well shuffled pack of 52 cards?,13/51,Jan-17,Jan-26,13/17,B
634,(4 x 3 + 5 x 6) / (18 x 2 - 22) = '?,12-Jul,07-Apr,3,Jul-60,C
635,"If Ali invests Rs. 4,000 and after seven months Salman invests Rs. 8,000 in the same business, and the total profit after one year is Rs. 2,200, what is Salman's share of the profit?",Rs. 1100,Rs. 1000,Rs. 800,None of these,B
636,"A and B's salaries together amount to Rs. 2,000. A spends 95% of his salary and B spends 85% of his. If now their savings are the same, what is A's salary?",Rs0.50 ,Rs0.75 ,Rs0.13 ,Rs0.15 ,D
637,A mixture of 150 liters of wine and water contains 20% water. How much more water should be added so that water becomes 25% of the new mixture?,7 liters,15 liters,10 liters,9 liters,C
638,"A train 100 meters long takes 6 seconds to cross a man walking at 5 km/h in a direction opposite to that of the train. Find the speed of the train. Time, Speed, and Distance",55 km/h,50 km/h,45 km/h,53 km/h,A
639,A large tanker can be filled by two pipes A and B in 60 minutes and 40 minutes respectively. How many minutes will it take to fill the tanker from empty state if B is used for half the time and A and B fill it together for the other half?,15 min,20 min,27.5 min,30 min,D
640,"A sum was put at simple interest at a certain rate for 3 years. Had it been put at 2% higher rate, it would have fetched Rs 360 more. Find the sum. Interest",Rs0.40 ,Rs0.90 ,Rs0.50 ,Rs0.60 ,D
641,"The mean of five numbers is 18. If one number is excluded, their mean becomes 16. What is the excluded number?",24,26,28,None of these,B
642,Find the one which does not belong to that group?,Deal,Seal,Zeal,Real,D
643,The C.P of 15 books is equal to the S.P of 18 books. Find his gain% or loss%?,16 2/3% loss,100/3% loss,50/3% profit,100/3% loss,A
644,How many square meters are in one square kilometer?,1000,10000,100000,1000000,D
645,"A drink vendor has 80 liters of Maaza, 144 liters of Pepsi and 368 liters of Sprite. He wants to pack them in cans, so that each can contains the same number of liters of a drink, and doesn't want to mix any two drinks in a can. What is the least number of cans",35,37,42,30,B
646,"If 25% of x is 15 less than 15% of 1500, then x is?",720,750,820,840,D
647,"Two pipes X and Y fill a tank in 15 hrs. and 20 hrs. respectively, while a third pipe 'Z' can empty the full tank in 25 hrs. All the three pipes are opened in the beginning. After 10 hrs. Z is closed. In how much time, will the tank be full?",12 hrs,14 hrs,16 hrs,18 hrs,A
648,The number of arrangements that can be made with the letters of the word MEADOWS so that the vowels occupy the even places?,720,144,120,36,B
649,183.21 + 2.9928 * 66.84 = _______?,383,372,380,374,A
650,"The marked price is 10% higher than the cost price. A discount of 10% is given on the marked price, in this kind of sale the seller:",Bears no loss no gain,Gains,Loses 1%,None of these,C
651,"In a drawer there are 4 white socks, 3 blue socks and 5 grey socks. Two socks are picked randomly. What is the possibility that both the socks are of same color?",04-Nov,1,Feb-33,19/66,D
652,"In an examination, 38% of students fail in English and 61% pass in Urdu and 23% fail in both. Find the actual failure percentage?",46%,61%,54%,70%,C
653,"A and B can do a piece of work in 12 days, B and C in 15 days, and C and A in 20 days. How many days would it take for A, B, and C to finish the work together?",10 days,12 days,14 days,None of these,A
654,"If 6n - 2 = 2n + 10, what is the value of n?",1,2,3,None of these,C
655,"Efficiency of Rashid and Danish are in the ratio 5:8. If Danish takes 51 days less than Rashid to complete the work, find the time taken by Rashid to complete the work. Time-Work",85 days,126 days,118 days,136 days,D
656,"If 3 men or 4 women can construct a wall in 43 days, then the number of days that 7 men and 5 women take to construct it is:",12 days,14 days,16 days,18 days,A
657,"A single discount equivalent to the discount series of 20%, 10% and 5% is_______?",25%,30%,31.60%,33.50%,C
658,At what approximate speed does the Earth spin at the equator?,10°/hr,12°/hr,15°/hr,None of these,C
659,"If (1/a) × (1/b) = 1, what is the value of b - ac, where c is an unknown constant?",0,1,-3,Cannot be determined,D
660,Solve: (√2 - 1/√2)². Number System,1,0.5,0.25,0.125,B
661,"If 6 men take 9 days to complete a work, how many men can complete the work in 3 days?",2 men,12 men,9 men,18 men,D
662,"The angle of elevation of the sun, when the length of the shadow of a tree is √3 times the height of the tree, is :________?",30°,45°,60°,90°,A
663,A dealer professing to sell at cost price uses a 900 gms weight for a kilogram. His gain percent is:________?,9%,19%,11%,11.11%,D
664,A man purchases an electric heater whose printed price is 160 if he received two successive discounts of 20% and 10% he paid:,Rs. 112,Rs. 129.60,Rs. 119.60,Rs. 115.20,D
665,A train travels 16 km in 20 minutes. What is the speed of the train in km/h?,48 km/h,50 km/h,52 km/h,54 km/h,A
666,If the radius of circle is increased by 20% its area is increased by:,44%,40%,20%,No change,A
667,A can do a piece of work in 10 days and B in 15 days. If they work for a day alternatively. A beginning the work will be completed in:,6 days,12 days,8 days,15 days,B
668,The angle of elevation of a ladder leaning against a wall is 60° and the foot of the ladder is 4.6 m away from the wall. The length of the ladder is:,8.2 m,9.2 m,10.2 m,None of these,B
669,"If two times A is equal to three times B and also equal to four times C, then A:B:C is:",2:03:04,4:03:06,3:04:06,6:04:03,D
670,1 kilometer is equal to how many centimeters?,100 cm,"10,000 cm","10,000 cm","100,000 cm",D
671,Subtracting 10% from X is the same as multiplying X by what number?,0.8,0.9,0.1,0.5,B
672,A 9% stock yields 8%. The market value of the stock is__________?,Rs. 72,Rs. 116.50,Rs. 90,Rs. 112.50,D
673,The sum of money at compound interest amounts to thrice itself in 3 years. In how many years will it be 9 times itself?,18,12,9,6,D
674,"Two pipes A and B can fill a tank in 14 and 21 hrs respectively. If both pipes are opened together, then after how many hours A should be closed so that tank is full in 7 hours?",28/5 hrs,6.5 hrs,5 hrs,4 hrs,A
675,15 men can build a 500m long wall in 30 days. In how many days can 30 men build a 1.2 km long wall?,48 days,24 days,40 days,36 days,D
676,Simplify: (√50 - √18) / √2. Number System,1,2,3,4,B
677,A car's wheel makes 1000 complete revolutions to cover a distance of 2 kilometers. What is the diameter of the wheel in centimeters?,63.66 cm,69.76 cm,80 cm,40m,A
678,"If the cost of tiles is Rs. 5 for 50 sq. m, what will be the cost for 400 sq. m?",Rs. 30,Rs. 40,Rs. 50,Rs. 80,B
679,1/10 =,0.01,0.1,1,10,B
680,"A seller loses 13% by selling a book at a certain price. Had he sold it for Rs.9.75 more, He would have gained 26% C.P to him was:",25,30,39,42,A
681,"Complete the series: 3, 4, 6, 9, 13, .... Number Series",16,17,18,None of these,C
682,Profit after selling a commodity for Rs. 524 is the same as loss after selling if for Rs. 452. The cost price of the commodity is:,Rs0.49 ,Rs0.49 ,Rs0.48 ,Rs0.50 ,A
683,"15 cattle can graze a field in 20 days, and 20 cattle can graze 3 such fields in how many days?",30 days,45 days,60 days,50 days,B
684,"Find the area of trapezium whose parallel sides are 20 cm and 18 cm long, and the distance between them is 15 cm. Geometric Measurement",225 cm2,275 cm2,285 cm2,315 cm2,C
685,"In a town 45% population read magazine A, 55% magazine B, 40% read Magazine C, 30% read magazines A and B, 15% read magazines B and C, 25% read magazines A and C and 10% read all the three magazines. What percentage do not read any magazine?",10%,15%,20%,25%,C
686,The average of 5 quantities is 6. The average of 3 of them is 4. What is the average of the remaining 2 numbers?,9,10,8,9.5,A
687,"A fort had provisions of food for 150 men for 45 days. After 10 days, 25 men left the fort. For how many days will the remaining food last?",29 1/5,37 1/4,42,None of these,C
688,If a man rows at the rate of 5 kmph in still water and his rate against the current is 3.5 kmph. then the man's rate along the current is__________?,4.25 kmph,6 kmph,6.5 kmph,8.5 kmph,C
689,"If 1 < x < 2, what is the value of √(x - 1)² + √(3 - x)²?",2,1,5,None of these,A
690,2/3 * 5 1/2 * 2 * 7 5/6 * 9/11 = ______________?,4.81,37,47,74,C
691,35 kg of spinach costs Rs. 28. How many kg of spinach can be bought for Rs. 16?,20,28,35,15,A
692,"Complete the series: 3, 4, 7, 8, 11, 12, ____.",7,10,14,15,D
693,The cost price of an article is 64% of the marked price. Calculate the gain percent after allowing a discount of 12%. Profit-Loss,37.50%,38.50%,42%,27.50%,A
694,3/7 of 4/9 of 2/5 of 7560 = (?)2 Basic Arithmetic,18,22,24,26,C
695,"Which one number will complete the series: 8, 13, 10, 15, 12, 17, 14, ____",19,22,16,20,A
696,"In an examination, 1100 boys and 900 girls appeared. 50% of the boys and 40% of the girls passed. What is the failure percentage for all students?",54.50%,45.50%,45%,60.50%,A
697,"If the price of petrol is increased by 20%, by what percentage should the consumption be decreased by the consumer if the expenditure on petrol remains unchanged?",16.67%,20%,25%,15.55%,A
698,Find the annual income derived by investing Rs. 6800 in 10% stock at 136. Stocks,Rs. 200,Rs. 300,Rs. 400,Rs. 500,D
699,"Complete the series: 2, 4, 3, 9, 4, 16, 5, 25, 6, ____.",30,33,36,40,C
700,3/20 is what percent of 12/25?,42.75%,31.25%,35.50%,40.50%,B
701,A man takes 6 hours and 15 minutes to walk a certain distance and ride back to the starting place. He could walk both ways in 7 hours and 45 minutes. How long would it take him to ride both ways?,4 hours,4 hours and 45 mins,4 hours and 30 mins,None of these,B
702,"The areas of two similar triangles are 12 cm^2 and 48SQ. cm. If the height of the smaller one is 2.1cm, then the corresponding height of the bigger one is _________? (Note: the symbol ^ indicates power)",0.525cm,4.2cm,0.8,0.6,B
703,The circumference of a circle whose diameter is 7 inches is approximately:,22 inches,28 inches,38 inches,154 inches,A
704,The H.C.F of two numbers is 8. Which of the following can never be their L.C.M?,24,48,56,60,D
705,"If an article is sold at 19% profit instead of 12% profit, then the profit would be Rs. 105 more. What is the cost price?",Rs. 1505,Rs. 1510,Rs. 1500,Rs. 1490,C
706,Solve for x. 2x:25 = 6:(x/3) Proportion,18,15,12,5,B
707,"Out of 10 persons working on a project, 4 are graduates. If 3 are selected, what is the probability that there is at least one graduate among them?",01-Jun,05-Aug,03-Aug,05-Jun,D
708,"The ratio of the ages of two students is 3:2. If one is 5 years older than the other, what is the age of the younger student?",5 years,15 years,10 years,None of these,C
709,"A man sells a horse for Rs.800 and loses something, if he had sold it for Rs.980, his gain would have been double the former loss. Find the cost price of the horse?",Rs0.90 ,Rs0.88 ,Rs0.85 ,Rs0.86 ,D
710,Find the one which does not belong to that group?,Regiment,Lieutenant,Colonel,Major,A
711,"If I purchased 11 books for Rs. 10 and sold all at the rate of 10 books for Rs. 11, the profit percent:",10%,11%,21%,10%,C
712,"The average weight of a group of persons increased from 48 kg to 51 kg, when two persons weighing 78 kg and 93 kg join the group. Find the initial number of members in the group?",21,22,23,24,C
713,"The edges of a cuboid are 4 cm, 5 cm and 6 cm. Find the volume of the cuboid?",120 cm³,120 cm²,148 cm²,15 cm³,A
714,Bilal's room has a floor of 8m by 4m. He decides to tile the floor with tiles of 25cm x 20 cm. How many tiles will he need?,320 tiles,640 tiles,160 tiles,6.4 tiles,B
715,"If 2x + 7 = 19, what is the value of x?",7,6,8,10,B
716,"Find the C.I. on a sum of Rs.1600 for 9 months at 20% per annum, interest being compounded quarterly?",Rs. 1768.4,Rs. 168.4,Rs. 252.2,Rs. 340.8,C
717,"Two trains are running in opposite directions at speeds of 62 km/h and 40 km/h respectively. If the length of one train is 260 m, and they cross each other in 18 seconds, what is the length of the other train?",240 meters,250 meters,260 meters,None of these,B
718,"The salaries of A, B and C are in the ratio 1:3:4. If the salaries are increased by 5%, 10% and 15% respectively, then the increased salaries will be in the ratio?",21:66:92,0.7878125,32:67:93,None of these,A
719,The average of non-zero number and its square is 5 times the number. The number is__________?,9,17,29,295,A
720,A train travelling at 36km/h took 10 seconds to pass a stationary man. What was the length of the train?,45m,80m,100m,110m,C
721,4 * 0.4 * 0.04 * 0.004 = _________?,0.0256,0.00256,0.000256,2.56E-05,C
722,Water flows a tank 200 x 150m through a rectangular pipe 1.5 x 1.25m at the rate at 20kmph. In what time will be water rises by 2 meters?,76 min,80 min,90 min,96 min,D
723,"Akram thought of a number, added 7, multiplied by 3, took away 5, and divided by 4 to get an answer of 7. What was the starting number?",2,3,4,5,C
724,"The probability of a lottery ticket being a prized ticket is 0.2. When 4 tickets are purchased, the probability of winning a prize on at least one ticket is__________?",0.4869,0.5904,0.6234,0.5834,B
725,A trader sells 85 meters of cloth for Rs. 8925 at the profit of Rs. 15 per metre of cloth. What is the cost price of one metre of cloth?,Rs. 80,Rs. 85,Rs. 90,Rs. 95,C
726,The average height of 35 boys in a class was calculated as 180cm. It has later found that the height of one of the boys in the class was wrongly written as 166 cm whereas his actual height was 106 cm. Find the actual average height of the boys in the class (Round,179.29 cm,178.29 cm,179.38 cm,178.39 cm,B
727,"A positive number, when decreased by 4, becomes 21 times its reciprocal. What is the number?",5,6,7,8,C
728,"If 125 men complete a task in 120 days, how many men are needed to complete the same task in 100 days, assuming they work at the same rate?",100,150,200,250,B
729,In what ratio must water be mixed with milk to gain 16 2/3 % by selling the mixture at cost price?,1:06,2:03,4:03,6:01,A
730,Of the 1000 inhabitants of a town 60 % are males of whom 20 % are literate. If of all the inhabitants 25 % are literate. Then what percent of the females of the town are literate?,22. 5 %,27.50%,32. 5 %,37.50%,C
731,What is the product of 0.003 and 0.02?,0.6,0.006,0.0006,6.00E-05,D
732,A dishonest dealer claims to sell his goods at the cost price but uses a false weight of 900 gm for 1 kg what is his gain percent?,13%,11.11%,11.25%,12.11%,B
733,"A group consists of 4 men, 6 women and 5 children. In how many ways can 2 men , 3 women and 1 child selected from the given group?",300,600,750,900,B
734,"A tank can be filled by a pipe in 20 min. and by another pipe in 60 min. Both the pipes are kept open for 10 min. and then the first pipe is shut off. After this, the tank will be completely filled in__________?",10 min,20 min,30 min,40 min,B
735,A and B entered into a partnership investing Rs.25000 and Rs.30000 respectively. After 4 months C also joined the business with an investment of Rs.35000. What is the share of,Rs0.18 ,Rs0.15 ,in an annual profit of Rs.47000? Ratio (Partnership),Rs0.14 ,D
736,"Seats for Mathematics, Physics and Biology in a school are in the ratio 5 : 7 : 8. There is a proposal to increase these seats by 40%, 50% and 75% respectively. What will be the ratio of increased seats?",4:03:02,2:03:04,3:04:02,None of these,B
737,"A student scored an average of 80 marks in 3 subjects: Physics, Chemistry and Mathematics. If the average marks in Physics and Mathematics is 90 and that in Physics and Chemistry is 70, what are the marks in Physics?",60,64,72,80,D
738,"Assume that 20 cows and 40 goats can be kept for 10 days for Rs.460. If the cost of keeping 5 goats is the same as the cost of keeping 1 cow, what will be the cost for keeping 50 cows and 30 goats for 12 days?",Rs0.11 ,Rs0.10 ,Rs0.93 ,Rs0.12 ,A
739,"A tradesman by means of his false balance, defrauds to the extent of 20% in buying goods as well as by selling the goods. What percent does he gain on his outlay?",20%,45%,44%,50%,C
740,The value of (2.75)3 - (2.00)3 - (0.75)3 is__________?,3 * 2.75 * 2.75 * 2.75,3 * 2.00 * 2.00 * 2.00,3 * 2.75 * 0.75 * 2.75,4.5 * 2.75,D
741,A batsman makes a score of 87 runs in the 17th inning and thus increases his average by 3. Find his average after the 17th inning.,33,35,37,39,D
742,"In a camp, sufficient food was provided to 500 men to last for 10 days. But after 5 days, 2000 more men joined. How long the food will last for after joining the 2000 new men?",3 days,8 days,5 days,1 day,D
743,Find the 37.5% of 976 =_______?,324,388,366,372,C
744,"The third proportional to 3.5, 5.6 is:___________?",8.96,8,4.5,6.2,A
745,"A man covered a certain distance at some speed. If he had moved 3 kmph faster, he would have taken 40 minutes less. If he had moved 2 kmph slower, he would have taken 40 minutes more. What is the the distance in km?",36,52,41,40,D
746,"A car travels 240 km in 6 hours. If the speed of the car remains constant, how far will it travel in 9 hours?",360 km,400 km,540 km,600 km,A
747,"A pump can fill a tank with water in 2 hours. Because of a leak, it took 2 1/3 hours to fill the tank. The leak can drain all the water of the tank in?",4 1/3 hrs,7 hrs,8 hrs,14 hrs,D
748,"A, B and C are partners in a business. Their capitals are respectively, Rs.5000, Rs.6000 and Rs.4000. A gets 30% of the total profit for managing the business. The remaining profit is divided among three in the ratio of their capitals. In the end of the year, the profit",Rs0.45 ,Rs0.52 ,Rs0.18 ,Rs0.30 ,D
749,"Out of 100 students, 50 failed in English and 30 in Mathematics. If 12 students fail in both English and Mathematics. Then the number of students who passed in both the subjects is__________?",26,28,30,32,D
750,A cylinder and a cone have a same height and same radius of the base. The ratio between the volumes of the cylinder and cone is__________?,5:01,3:01,2:01,1:05,B
751,"A boat goes 100 km downstream in 10 hours, and 75 Km upstream in 15 hours. The speed of the stream is________?",7 km/h,5 km/h,3 km/h,2 (1/2) km/h,D
752,Find out the average of A and B if the given value of 16A + 16B = 48.,1.5,2,5.3,7.4,A
753,"If x² - y² = 28 and x - y = 8, what is the average of x and y?",3.5,1.75,7,8,B
754,What is 56/100 in decimal form?,7.056,7.56,0.56,75.6,C
755,Find the one which does not belong to that group?,Part,Trap,Cart,Dart,B
756,"The difference between compound interest and simple interest on an amount of Rs. 15,000 for 2 years is Rs. 96. What is the rate of interest per annum?",8%,10%,12%,Cannot be determined,A
757,"What comes next in the series: 64, 48, 40, 36, 34, ____?",33,32,31,30,A
758,The average weight of 10 people increased by 1.5 kg when one person of 45 kg is replaced by a new man. Then the weight of the new man is:,50 kg,60 kg,70 kg,75 kg,B
759,"Two tailors X and Y are paid a total of Rs. 550 per week by their employer. If X is paid 120 percent of the sum paid to Y, how much is Y paid per week?",Rs. 200,Rs. 250,Rs. 300,None of these,B
760,The ratio of 3.5 kg to 280 gm is:,12:04,20:03,25:02:00,None of these,C
761,"What will be the least number which when doubled will be exactly divisible by 12, 18, 21 and 30?",196,630,1260,2520,B
762,"If 2:7::x:49, then what is the value of ""x""?",9,52,14,28,C
763,Find the one which does not belong to that group?,42624,37573,84284,93339,C
764,³√?/9261 = 11/21 Basic Arithmetic,121,1331,14641,2662,B
765,P can do a work in 24 days. Q can do the same work in 9 days and R can do the same in 12 days. Q and R start the work and leave after 3 days. P finishes the remaining work in_________days. Time-Work,10,9,11,12,A
766,What is the average of the first five multiples of 9?,20,27,28,None of these,B
767,The area of a parallelogram is 128sq m and its altitude is twice the corresponding base. Then the length of the base is_________?,8 m,10 m,6 m,12 m,A
768,"A, B and C invest Rs.2000, Rs.3000 and Rs.4000 in a business. After one year A removed his money; B and C continued the business for one more year. If the net profit after 2 years be Rs.3200, then A's share in the profit is?",Rs0.10 ,Rs0.60 ,Rs0.80 ,Rs0.40 ,D
769,The value of 25.25 - 23.23 + 24.24 is_________?,26,26.26,2.2,-22.22,B
770,A can do piece of work in 30 days while B can do it in 40 days. In how many days can A and B working together do it?,70 days,120/7 days,50 days,45 days,B
771,Find the one which does not belong to that group?,Baseball,Boxing,Chess,Wrestling,A
772,"Average weight of 30 students of a class is 40 kg. If the weight of a teacher be included, the average increases by 1 kg. What is the weight of the teacher?",71kg,81kg,61kg,51kg,A
773,"If 54 is subtracted from three times a certain number, the result is 36. What is the number?",20,25,30,None of these,C
774,"If a = (√5 - 1)/(√5 + 1) and b = (√5 + 1)/(√5 - 1), find a+b.",2,3,8,(Empty),B
775,"If 10 people can do a job in 20 days, how many days will it take 20 people with twice the efficiency to do the same job?",10 days,5 days,3 days,None of these,B
776,"The cross-section of a cannel is a trapezium in shape. If the cannel is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 sq m, the depth of cannel is_________?",20 m,60 m,40 m,80 m,D
777,"A cricketer has a certain average for 10 innings. In the eleventh inning, he scored 108 runs, there by increasing his average by 6 runs. His new average is_____________?",48 runs,52 runs,55 runs,60 runs,A
778,"If the selling price of 50 articles is equal to the cost price of 40 articles, then the loss or gain percent is:",20% loss,20% gain,25% loss,25% gain,A
779,If a 12-member family spend Rs. 850 in 10 days. Then a family of 8 people will spend Rs. 340 in how many days. Time-Work,8 days,7 days,6 days,5 days,C
780,"A chemical solution contains 8% acid. If the amount of acid is 15 mL, what is the total volume of the solution?",180.5 mL,187.5 mL,179.5 mL,None of the above,B
781,Simplify the expression: (x²-4x+4) / (x-2) - (x²-6x+9) / (x-3). Algebra,2x+5/x-3,1,x-3,2x+5,B
782,"20 men can do a certain work in 60 days but after every five days, five additional men join them. In how many days will work be done now?",30.5 days,31 days,33.5 days,34.5 days,D
783,The average of first ten prime numbers which are odd is____________?,12.9,13.8,15.8,17,C
784,"Least perfect square number, exactly divisible by 21, 36 and 56 is_________?",3600,504,441,7056,D
785,"A started a business with an investment of Rs. 70000 and after 6 months B joined him investing Rs. 120000. If the profit at the end of a year is Rs. 52000, then the share of B is?",Rs. 28000,Rs. 24000,Rs. 30000,Rs. 26000,B
786,What is the square of 35?,175,1125,1225,1215,C
787,"At 3:00 AM, the temperature was 13°C below zero. By noon, it had risen to 32°C. What was the average hourly increase in temperature?",5°C,7.5°C,45°C,(19/6)°C,A
788,2222.2 + 222.22 + 22.222 = ________?,2466.462,2664.642,2464.462,2466.642,D
789,"A man buys Rs. 50 shares in a company which pays 10% dividend. If the man gets 12.5% on his investment, at what price did he buy the shares?",Rs. 37.50,Rs. 40,Rs. 48,Rs. 52,B
790,"What does the Roman numeral ""C"" stand for?",10,100,1000,10000,B
791,"If the volume of a cylinder is 360 cm³, what is the volume of a cone with the same height and base?",90 cm³,120 cm³,180 cm³,270 cm³,B
792,A number is as much greater than 36 as it is less than 86. Find the number. Number System,61,59,67,57,A
793,6 - [5/6 + {3 7/8 - 2 1/3 + 1 7/9}] = _____________?,3.692307692,1.818181818,2.152777778,None of these,D
794,"The average of the marks of 12 students in a class is 36. If the marks of each student are doubled, find the new average?",72,45,37,79,A
795,A room is 6 meters 24 centimeters in length and 4 meters 32 centimeters in width. Find the least number of square tiles of equal size required to cover the entire floor of the room?,110,124,96,117,D
796,Find the area of a parallelogram with base 24 cm and height 16 cm. Geometric Measurement,262 cm2,384 cm2,192 cm2,131 cm2,B
797,The largest perfect square between 4 and 50 is:,25,36,49,45,C
798,"I. x² + 5x + 6 = 0, II. y² + 9y +14 = 0 to solve both the equations to find the values of x and y?",If x < y,If x > y,If x ≤ y,If x = y or the relationship between x and y cannot be established.,D
799,"A garrison has sufficient food for 500 people to survive for 6 days. At the end of 2 days, 100 men desert. How long the provisions are sufficient for now?",5 days,6 days,4 days,10 days,A
800,"In 7 years, Asim will be twice as old as he was 8 years ago. How old is he now?",12 years,21 years,32 years,23 years,D
801,3648.24 + 364.824 / ? - 36.4824 = 3794.1696 Basic Arithmetic,2,3,4,5,A
