Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1147,Zia-ul-Haq was appointed as COAS by Bhutto on:,on 1st March 1976,on 1st March 1976,on 5th July 1977,on 1st September 1978,A
1148,Which is known as the 'City of Hot Weather' due to its record-breaking temperatures?,Thar,Larkana,Jacobabad,Dadu,C
1149,What is the total length of coastline of Pakistan?,1020 km,1046 km,1095 km,1126 km,B
1150,The Khaksar Movement was founded in 1931 by:,Maulana Hasrat Mohani,Allama Inayatullah Mashriqi,Maulana Mahmood-ul-Hasan,Maulana Muhammad Ali Jauhar,B
1151,Pakistan made its first boundary agreement with Iran in:,in May 1960,in April 1961,in July 1960,in August 1960,A
1152,Who was appointed first secretary of the Board of Trustees of Aligarh College?,Hakeem Ajmal Khan,'Sir Syed Ahmad Khan,'Nawab Viqar-ul-Mulk,Raja Ghazanfar Ali Khan,B
1153,"In 1616, which Englishman visited Jahangir's court to seek permission for trade?",Captain Hawkins,John Mildenhall,William Finch,Sir Thomas Roe,D
1154,"The Pakistan Air Force (PAF) Day, honoring its martyrs and heroes, is celebrated every year on ___________.",on September 7,on September 8,on September 9,on September 11,A
1155,The demand for separate electorates for Indian Muslims was first accepted in the Act of __________.,in 1909,in 1919,in 1935,None of these,A
1156,The land lying between the River Indus and River Jhelum is called the ________.,Bari Doab,Chaj Doab,Rachna Doab,Sindh Sagar Doab,D
1157,Who was the first Leader of the Opposition in the first National Assembly constituted under the 1962 Constitution of Pakistan?,Mumtaz Daultana,'Sardar Bahadur Khan,Sardar Sabir Khan,'Zulfikar Ali Bhutto,B
1158,In which province the Uch Gas Field is located?,Sindh,Punjab,Balochistan,Khyber Pakhtunkhwa,C
1159,Who was Sheikh Noor Muhammad?,Brother of Allama Iqbal,Son of Allama Iqbal,Uncle of Allama Iqbal,Father of Allama Iqbal,D
1160,The national predator of Pakistan is the __________.,Lion,Snow Bear,Snow Leopard,All of these,C
1161,The Third Round Table Conference (1932) was fully covered by which one of the following Muslim-owned newspapers?,The Ehsan,The Manshoor,"Al-Hilal, Comrade, and Hamdard",Zamindar,D
1162,When did the Cripps Mission arrive in India?,1942,1943,1944,None of these,A
1163,"Which country became the first associate CERN member from Asia on December 19, 2014?",Pakistan,China,Japan,India,A
1164,The 1st Constituent Assembly of Pakistan was dissolved on:,"on September 21, 1954","on October 24, 1954","on November 11, 1954","on December 25, 1954",B
1165,When was the state of Swat formally merged into Pakistan?,In 1969,In 1970,In 1971,In 1972,A
1166,Abdur Rehman Chughtai belongs to which type of art?,Architecture,Music,Calligraphy,Painting,D
1167,What response did Sir Syed prepare against William Muir's allegations?,Spirit of Islam,History of Saracens,Khutubat-i-Ahmadiya,Asbab-i-Baghawat-i-Hind,C
1168,The title 'Ulugh Khan' was held by which powerful sultan?,Ghiyasuddin Balban,Alauddin Khalji,Jalaluddin Khalji,Iltutmish,A
1169,"According to the 1962 Constitution, judges of the high courts were appointed by the __________.",President,Prime Minister,Legislature,Judges of the Supreme Court,A
1170,When was Sir Syed Ahmad Khan born?,1786,1797,1817,1831,C
1171,Ahmed Shah Patras Bokhari was a famous writer of the ______ language.,English,Hindi,Urdu,Punjabi,C
1172,Who was the founder of Lodhi dynasty of India (1451-1526):,Ibrahim Lodhi,Bahlol Lodhi,Sikandar Khan Lodhi,None of these,B
1173,When did the Congress ministries resign from their offices?,In November 1927,In February 1928,In February 1929,In October 1939,D
1174,Al-Biruni came to India along with __________.,Muhammad Ghauri,Mahmud of Ghazni,Babur,Alauddin Khilji,B
1175,"At the time of the 18th Amendment in the 1973 constitution of Pakistan, who was the President of Pakistan:",Nawaz Sharif,Asif Ali Zardari,Muhammad Khan Junejo,Mamnoon Hussain,B
1176,__________ was the first ruler of the Soomra dynasty (1011-1026).,Hameer,Dodo,Chanesar,Al-Khafif,D
1177,"If there were one hundred Gandhis and two hundred Abdul Kalam Azads with the Muslim League but only one Muhammad Ali Jinnah with the Congress, India would have never been divided Who said this?",Bolitho,Sarojini Naidu,Vijayalakshmi Pandit,Hudson,C
1178,"The title ""Ambassador of Hindu-Muslim-Unity"" was given to Muhammad Ali Jinnah by:",Sarojini Naidu,Allama Iqbal,Nehru,None of these,A
1179,The first currency note of the State Bank of Pakistan was issued on __________.,"On January 1, 1949","On March 1, 1949","On June 10, 1949","On July 1, 1949",B
1180,Identify the Viceroy who made the August Offer in 1940:,Lord Wavell,Lord Linlithgow,Lord Ripon,Lord Mountbatten,B
1181,Partition of Bengal was annulled in?,1909,1910,1911,None of these,C
1182,When was the first Indian civil servant inducted into the government?,1862,1864,1861,None of these,B
1183,Which king is associated with the patronage of the Kumbh Mela?,Arunashva,Yashovarman,Harshavardhana,None of these,C
1184,"""Mardan"" is known for the industry of:",Textile,Sugar,Fiber,Almond,B
1185,"Who is called ""Poet of the East""?",Allama Iqbal,Hafeez Jalandhari,Faiz Ahmad Faiz,Ahmad Faraz,A
1186,The Boundary Commission to demarcate the borders of India and Pakistan was headed by:,Lord Mountbatten,Sir Cyril Radcliffe,Clement Attlee,Sir Stafford Cripps,B
1187,The famous temple at Somnath was dedicated to which Hindu deity?,Lord Shiva,Lord Vishnu,Lord Brahma,Lord Ganesha,A
1188,When was the national anthem of Pakistan first played?,in August 1954,in August 1953,in August 1952,in August 1955,A
1189,Who declared in 1917 that only Hindi was capable of becoming the national language of India?,Motilal Nehru,M. K. Gandhi,Sardar Patel,Indira Gandhi,B
1190,"Which valley is known as the ""Roof of Pakistan""?",Chitral,Chilas,Skardu,Hunza,D
1191,The Shrine of Makhdoom Sarwar Nooh is in _________.,Hyderabad,Mirpur Khas,Matiari,Umarkot,C
1192,"Ibn Battuta, the famous traveler, visited Sindh in ________.",In 1333,In 1338,In 1430,In 1433,A
1193,Where did Zulfikar Ali Bhutto study law?,Cambridge University,University of Oxford (Christ Church),"Lincoln's Inn, London",Harvard Law School,B
1194,The Bogra Formula provided that there would be ________ members from East Pakistan and 135 from West Pakistan in the Lower House.,175,165,180,100,B
1195,Pakistan's ambassador to Iran,Ahmad N. Afghan,Raja Ghazanfar,Qazi Issa,I.I. Chundrigar,C
1196,Who was the leader of the Mahasabha?,Madan Mohan Malaviya,Tilak,Nehru,None of the above,A
1197,The most populous city of Pakistan is:,Lahore,Karachi,Quetta,None of these,B
1198,The historic Badshahi Masjid in Lahore was constructed by Aurangzeb in which year?,In 1658,In 1666,In 1673,In 1703,C
1199,When was the Constitution of 1973 enforced?,"on 10th April, 1973","on 14th August, 1973","on 10th March, 1973","on 10th August, 1973",B
1200,The Somnath temple was destroyed in:,1192,1024,1026,1028,C
1201,Sir Frank Messervy was the first Commander-in-Chief of the ________.,Pakistan Army,Pakistan Air Force,Pakistan Navy,None of them,A
1202,Khushal Khan Khattak was a poet of which language?,Urdu,Punjabi,Pushto,Balochi,C
1203,The Indus River's plains cover an area of approximately ___________.,"100,000 square miles","200,000 square miles","300,000 square miles","400,000 square miles",B
1204,The US Ambassador who died with President Zia ul Haq in the plane crash was:,Arnold Lewis Raphel,Deane Roesch Hinton,Robert B. Oakley,None of these,A
1205,"Due to its proximity to the Indian border, which city was the first to welcome a large influx of refugees after Partition?",Karachi,Mirpur Khas,Lahore,Tharparkar,C
1206,"Out of 565 princely states in India, how many states acceded to Pakistan:",11,13,15,17,B
1207,The garden 'Bagh-e-Safa' and the 'Takhat-i-Baburi' are situated in which area?,Kallar Kahar,Peshawar,Kabul,Lahore,A
1208,What was Gandhi's opinion about the Lahore Resolution?,Moral Right,Moral Wrong,Politically Correct,Unimportant,B
1209,What is the total length of the coastline of Pakistan?,"1,020 km","1,046 km","1,095 km","1,126 km",B
1210,Sardar Abdul Rab Nishtar was the Governor of:,Balochistan,Punjab,NWFP,Sindh,B
1211,Which company plans to invest $94.04 million in a virtual pipeline to deliver imported liquefied natural gas (LNG) at the doorsteps of the industrial sector?,Oil and Gas Development Company Limited,Pakistan Petroleum Limited,Gwadar Gas Port Limited,None of these,C
1212,The initial period of Pakistan's foreign policy from 1947 to 1953 is often known as the era of _________.,Neutrality,Alliances,Bilateralism,Non-alignment,A
1213,The Indus Valley Civilization belongs to:,Neolithic age,Paleolithic age,Chalcolithic age,Mesolithic age,C
1214,What was the percentage of the Muslim population in Kashmir at the time of partition?,70 percent,73 percent,75 percent,77 percent,D
1215,The British Government announced the annulment of the partition of Bengal after ____ years:,5,6,9,11,B
1216,How many tehsils are there in Tribal District North Waziristan?,10,12,9,8,C
1217,Who was the captain of the team which won the Cricket World Cup in 1992?,Miandad,Wasim Akram,Imran Khan,Inzamam-ul-Haq,C
1218,Who was the first Speaker of the Sindh Assembly in 1937?,G.M. Syed,Dewan Bahadur Hiranand Khemchand,Sir Shahnawaz Bhutto,Muhammad Ayub Khuhro,B
1219,India suspended Article 370 of its constitution related to Kashmir on:,on 5th August 2018,on 5th August 2019,on 5th August 2020,on 5th August 2021,B
1220,Who opened the AIML branch in London in 1908?,Maulana Muhammad Ali Johar,Syed Amir Ali,Liaquat Ali Khan,Allama Iqbal,B
1221,On which date is Pakistan Navy Day observed?,on 8th September,on 7th September,on 6th September,on 10th September,A
1222,Shangla District is also known as the land of:,Hujr Mujahid,Simkoh,Saints,None of these,A
1223,"The Capital during the rule of Tippu Sultan (Fateh Ali), where he died while fighting fourth Anglo-Mysour war was?",Bidar,Bangalore,Srirangapatnam,Madurai,C
1224,"In March 1920, Gandhi started:",Non-Cooperation Movement,General Processions,Strikes,Revolt,A
1225,The Indian National Congress was formed on _________ by the British civil servant Allan Octavian Hume.,"On December 25, 1885","On December 28, 1885","On December 30, 1885","On December 31, 1885",B
1226,Which leader is famous with reference to his six points?,Ayub Khan,Zulfiqar Ali Bhutto,Sheikh Mujibur Rahman,Muhammad Khan Junejo,C
1227,What is the length of the common border between India and Pakistan?,1400 km,1610 km,1800 km,2100 km,B
1228,When did Asif Ali Zardari take oath as the President of Pakistan?,"on Sep 9, 08","on Aug 9, 08","on Jun 9, 08",None of these,A
1229,When did Quaid e Azam join All India Muslim league:,1911,1912,1913,1914,C
1230,Who abrogated the 1956 Constitution?,Ayub Khan,Tikka Khan,President Iskander Mirza,Yahya Khan,C
1231,"Guru Nanak eventually settled down at Kartarpur, a town located on the bank of which river?",Chenab,Ravi,Jhelum,Indus,B
1232,Who was the first Chairman of the Joint Chiefs of Staff Committee?,General Muhammad Shariff,General Rahimuddin Khan,Admiral Mohammad Sharif,General Iqbal Khan,A
1233,"The ""Munda Dam"" (now ""Mohmand Dam"") is an under-construction dam located on the _____ River.",Bara River,Karam River,Swat River,Gomal River,C
1234,Over ______ million people exercised their right to vote in the 2013 general elections.,45.2,46.2,47.2,48.2,B
1235,How many articles are there in the 1973 Constitution of Pakistan?,290,245,280,272,C
1236,The Lucknow Pact was signed between:,Gandhi and Jinnah,Nehru and Jinnah,Bal Gangadhar Tilak and Muhammad Ali Jinnah,Lord Chelmsford and Sir Agha Khan,C
1237,The British sold Kashmir to Gulab Singh for a sum of:,45 Lakhs,55 Lakhs,65 Lakhs,75 Lakhs,D
1238,Which major global event occurred between 1939 and 1945?,World War I,Indian Independence,Second World War,Russian Revolution,C
1239,The Lari language is spoken in __________.,Upper Sindh,Lower Sindh,Central Sindh,Sindh & Punjab,B
1240,Who is traditionally credited with founding the modern city of Lahore?,Shah Jahan,Akbar,Humayun,Jahangir,B
1241,Which of the following countries took the Kashmir dispute to the UNO?,India,Pakistan,Russia,Afghanistan,A
1242,The Central Muhammadan Association was founded in 1877 by:,Syed Amir Ali,Ch. Rehmat Ali,Sir Syed Ahmad Khan,None of these,C
1243,"On the arrival of the Simon Commission, the Muslim League split into two groups. One was led by Quaid-e-Azam, and the other was led by:",Sir Muhammad Shafi,Maulana Muhammad Ali Jauhar,Liaquat Ali Khan,Allama Iqbal,A
1244,Manghopir was named after ________.,Sufi Pir Haji Syed Mohammad Sultan,Sufi Pir Haji Syed Ahmed Sultan,Sufi Pir Haji Syed Qutub Sultan,Sufi Pir Haji Syed Sakhi Sultan,D
1245,When was the decimal system for currency introduced in Pakistan?,"On January 1, 1960","On January 1, 1961","On January 1, 1962","On January 1, 1963",B
1246,"The Pakistani film ""Zarqa"" became very popular in Pakistan and the Middle East. Who played the character of ""Zarqa"" in the movie?",Neelo,Musarat Nazeer,Zeba,None of these,A
1247,The Act of 1935 contained how many parts and Schedules?,12 Parts and 8 Schedules,14 Parts and 10 Schedules,15 Parts and 12 Schedules,10 Parts and 5 Schedules,B
1248,Rafiq Tarar became President of Pakistan in:,1995,1997,1998,1999,C
1249,In which year was the MAO school upgraded to the status of a college?,In 1875,In 1877,In 1878,In 1879,B
1250,"From where was the Urdu weekly newspaper ""Al-Hilal"" issued by Maulana Abul Kalam Azad?",Delhi,Calcutta,Lucknow,Karachi,B
1251,When did Pakistan declare a Corona emergency?,on 13-Mar-20,on 23-Mar-20,on 19-Mar-20,None of these,A
1252,Right to Education is described in which article of the Constitution of Pakistan 1973?,10-A,19-A,25-A,26,C
1253,"The last major extension of British Indian territory, through the 'Doctrine of Lapse', took place under ________.",Lord Dalhousie,Lord Lytton,Lord Dufferin,Lord Curzon,A
1254,Which movement did Haji Shariatullah start in Bengal?,Khilafat Movement,Faraizi Movement,Tablighi Movement,Ahrar Movement,B
1255,Who is the first and only Chief of Army Staff (COAS) to give a formal briefing to the Senate of Pakistan?,Gen Qamar Javed Bajwa,Pervez Musharraf,Ayub Khan,Gen Raheel Sharif,A
1256,Which bridge on the Indus River is in the Sindh province:,Jinnah Bridge,Ayub Bridge,Lansdowne Bridge,All of these,D
1257,What is the current total area of KPK Province?,170145 sq. km.,101741 sq. km.,111741 sq. km.,121741 sq. km.,B
1258,Which river joins the Indus River at Attock?,Kabul River,Kunar River,Hakra River,None of These,A
1259,What was the total installed capacity of the 13 hydro-electric facilities in Pakistan according to the Economic Survey of 2011-12?,"5,635 MW","6,481 MW","4,532 MW","5,163 MW",B
1260,When were the first agriculture reforms introduced in Pakistan?,in 1956,in 1959,in 1962,in 1972,B
1261,"The author of the book ""The Making of Modern Sindh"" is ___________.",Rasool Bux Palijo,Ibrahim Joyo,Hamida Khuhro,Amar Jalil,C
1262,Jurist Manzur Qadir was Pakistan's foreign minister during:,1950 to 1952,1955 to 1960,1958 to 1962,1956 to 1960,C
1263,Humayun-Nama was written by ________.,Abul Fazl,Humayun,Badauni,Gulbadan Begum,D
1264,The Mukhi Mahal is a famous landmark in ________.,Hyderabad,Khairpur,Dadu,None of these,A
1265,"When was Gandhi bestowed the title ""Mahatma"" by Rabindranath Tagore?",1913,5544,1916,1917,B
1266,Who imposed the first martial law in Pakistan?,Iskander Mirza,Ayub Khan,Yahya Khan,None of these,A
1267,Who negotiated with cabinet mission (1946) on behalf of All India National Congress?,Ghandi,Nehru,A.K.Azad,None of these,C
1268,The Gwadar Port is situated on the Arabian Sea at Gwadar known as:,Fishing point,Trading point,Both A & B,None of these,C
1269,"__________ was a prominent Punjabi folk music singer of Pakistan, credited with popularizing the musical term Jugni.",Inayat Hussain Bhatti,Tufail Niazi,Alam Lohar,None of these,C
1270,An agreement for cooperation was signed during Turkish President Kenan Evren's visit to Pakistan in February 1980 in the field of ______.,Defence production,Tourism,Research and Development,Shipping,C
1271,Who was the first Ambassador of Pakistan to Afghanistan?,I. I. Chundrigar,Tariq Azizuddin,Aslam Khattak,Aziz Ahmad,A
1272,The first census in Pakistan was held in:,1948,1950,1951,None of these,C
1273,"Dr. Ruth Pfau, also known as the ""Mother Teresa of Pakistan,"" died on _________.","On August 8, 2017","On August 9, 2017","On August 10, 2017","On August 11, 2017",C
1274,Where is the Hasni tribe located in Pakistan?,KPK,Punjab,Sindh,Balochistan,D
1275,Pakistan's ambassador to USA,A.H. Isphahani,Liaquat Ali Khan,Muhammad Zafarullah Khan,Ghulam Muhammad,A
1276,The draft of the 1956 Constitution was passed by the Constituent Assembly on:,"on March 29, 1956","on Feb. 29, 1956","on Jan. 29, 1956",None of these,B
1277,PP stands for ________.,Pakistan's Party,Pay Policy,Primary Position,Province of Punjab,D
1278,What is the National Sweet of Pakistan?,Barfi,Gulab Jamun,Jalebi,None of these,B
1279,When did Quaid-e-Azam join the All India Muslim League?,1911,1912,1913,1914,C
1280,The range of the Shaheen-III missile is:,2250 km,2550 km,2750 km,2950 km,C
1281,Shah Waliullah was the first person in the subcontinent to translate the Holy Quran into which language?,Urdu,Sindhi,Pashto,Persian,D
1282,Sindh was separated from the Bombay Presidency in 1936 based on the recommendations of the __________.,Khilafat Movement,Simon Commission Report,Non-Cooperation Movement,Round Table Conferences,B
1283,Pakistan purchased Gwadar from which country?,China,Oman,India,Iran,B
1284,"During the Khilafat Movement, Maulana Muhammad Ali Jauhar advised Muslims to migrate to?",Egypt,Afghanistan,Syria,None of these,B
1285,The Second Battle of Panipat was fought in November 1556 between the forces of Akbar and whom?,Rana Sanga,Hemu,Sher Shah Suri,Ibrahim Lodhi,B
1286,Who was the Prime Minister of Great Britain when the partition plan was announced?,Winston Churchill,Clement Attlee,Neville Chamberlain,Ramsay MacDonald,B
1287,What publication did the Scientific Society launch in 1866?,Aligarh Institute Gazette,Dawn,Tarjaman-ul-Quran,Jam-i-Jahan Numa,A
1288,Defence Day is observed on ___________.,on September 6,on September 11,on September 7,None of them,A
1289,Which amendments were proposed by Quaid-e-Azam in the Nehru Report of 1928 to make it acceptable to the Indian Muslims?,"For ten years, Muslims should be represented in Punjab and Bengal according to their population",Muslims should be given 1/3 representation in the central legislature,Residuary power should be given to the provinces,All of the above,D
1290,"Who accepted Akbar's ""Din-i-Ilahi""?",Maan Singh,Birbal,Todar Maal,Tansen,B
1291,Approximately what proportion of Pakistan's total population resides in Balochistan?,8.50 percent,9.60 percent,5.90 percent,7.80 percent,C
1292,The Warsak Dam is situated on river ____.,Kabul,Indus,Swat,None of these,A
1293,"On 7th August, Muhammad Ali Jinnah left India for the last time and flew to:",Quetta,Lahore,Karachi,None of these,C
1294,Which of the following is the second largest province of Pakistan in terms of population size?,Punjab,Sindh,KPK,Balochistan,B
1295,Malakhra is a traditional wrestling sport of _________.,Sindh,Punjab,KPK,None of them,A
1296,Pakistan's National Flag was prepared by ________.,Abdur Rehman Chughtai,Liaquat Ali,Chaudhary Rehmat Ali,Ameer-ud-din Qadwai,D
1297,The Kirana Hills are located in ________.,India,Pakistan,Nepal,China,B
1298,Who was the founder of the Gupta Dynasty?,Chandra Gupta,Samudra Gupta,Vikramaditya,None of these,A
1299,Tarbela Dam is located in:,Mirpur,Swabi,Haripur,None of these,C
1300,Quaid-e-Azam attended a Muslim League session for the first time in:,in 1906,in 1910,in 1912,in 1916,C
1301,The Headquarter of MoD (Ministery of Defence) is located in_________.,Islamabad,Karachi,Rawalpindi,Peshawar,C
1302,Who was the successor of Qutb-ud-din Aibak:,Aram Shah,Iltutmish,Razia Sultana,None of these,A
1303,Asaar-e-Sanadeed was a book upon what?,Architecture,Books,Personalities,None of these,A
1304,Which two parties signed the Lucknow Pact?,Muslim League and Arya Samaj,Indian National Congress and Muslim League,British Government and Congress,Muslim League and British Government,B
1305,"The Moplah uprising/revolt in 1921 against the British colonial power in India, was:",For getting release of their detained companions,To protest against the Rowlatt Act,To lend support to the Khilafat Movement,On account of a fishing dispute in Malabar,C
1306,The Qatar-Pakistan gas (LNG) deal was signed on which date?,"On September 4, 2015","On February 10, 2016","On November 5, 2017","On March 13, 2011",B
1307,The old name of Khyber-Pakhtunkhwa was _________.,NWFP,Pakhtunabad,Pakhtunistan,Khyber,A
1308,Which of the following countries got observer status in SAARC?,Russia and USA,Japan and China,UK and France,Turkey and Iran,B
1309,____ necropolis in Pakistan inscribed as a UNESCO World Heritage.,Miani Sahib,Makli,Mewa Shah,None of these,B
1310,What was the strategic significance of the Gwadar Port for the China-Pakistan Economic Corridor (CPEC)?,It provides a base for Pakistan's fishing industry.,It serves as the headquarters for the Pakistan Navy.,It offers a new tourist destination in Balochistan.,"It gives China a shorter, alternative route to the Arabian Sea and the Indian Ocean.",D
1311,The Maharaja of Kashmir signed the Instrument of Accession to India on _________.,"On October 15, 1947","On October 26, 1947","On October 27, 1947","On October 28, 1947",B
1312,Faiz Ahmed Faiz was awarded the Lenin Peace Prize in:,1962,1972,1982,1992,A
1313,"Who betrayed Tipu Sultan, leading to his defeat?",Haider Ali,Mir Sadiq,Lord Wellesley,John Borthwick Gilchrist,B
1314,When did Pakistan join SEATO?,1947,1954,1973,None of these,B
1315,Which personality of Pakistan got the first Nobel Prize:,Malala Yousafzai,Anwar Sadat,Dr. Abdus Salam,None of these,C
1316,Name the first governor of Khyber Pakhtunkhwa from August 1947 to April 1948.,Sir Francis Moody,Sir L. Perry-Keene,Sir Frank Messervy,Sir George Cunningham,D
1317,When was New Delhi established as the new capital of India?,in 1905,in 1911,in 1912,in 1931,C
1318,The Faraizi Movement was started in 1818 by:,Haji Raheem,Dadu Mian,Haji Shariatullah,None of these,C
1319,"Which party started the Quit India Movement""?",Muslim League,Majlis-e-Ahrar,Congress,Khaksar Tehreek,C
1320,When was Muhammad Ali Johar born?,In 1875,In 1876,In 1877,In 1878,D
1321,Who was the first Governor of East Bengal after independence?,Sir Feroz Khan Noon,Sir Frederick Bourne,Chaudhry Khaliquzzaman,Sir John Shore,B
1322,The term of office of the Election Commissioner of Pakistan is:,3 years,4 years,5 years,6 years,C
1323,What was the ratio of the division of military assets between Pakistan and India at independence?,2.118055556,40:60,36:64,30:70,C
1324,The constitution of the All-India Muslim League was drafted by a committee headed by _________.,Maulana Muhammad Ali Jauhar,Nawab Mohsin-ul-Mulk,Nawab Viqar-ul-Mulk,Justice Shah Din,A
1325,A U-Turn came in the foreign policy of Pakistan after the world launched a war against terrorism in:,2001,2002,2007,2009,A
1326,The Act of 1909:,Enlarged the size of the Central as well as Provincial Legislative Councils,Enlarged the size of Central Legislative Councils only,Enlarged the size of Provincial Legislative Councils only,None of these,A
1327,"To meet the educational needs of the people, the ""Madrasa-i-Nasiri"" was built during the reign of _________.",Qutb-ud-din Aibak,Iltutmish,Ruknuddin Firoz Shah,Jalal-ud-din Khalji,B
1328,When did Pakistan withdraw from SEATO?,1955,1973,1980,1985,B
1329,The President is elected by:,National Assembly,Senate,Provincial Assemblies,All of these,D
1330,How many Round Table Conferences were held in the 1930s?,One,Two,Three,Four,C
1331,"In the 1927 Delhi Proposal of Jinnah, he withdrew from:",1/3 representation in the central legislature,Equal representation,Separate electorate,None of these,C
1332,The famous Moti (Pearl) Masjid in Lahore was built by Shah Jahan in which year?,In 1631,In 1641,In 1655,In 1645,D
1333,Who among the following Mughal rulers was a contemporary of Queen Elizabeth I of England?,Jahangir,Aurangzeb Alamgir,Zaheer-ud-din Babar,Akbar the Great,D
1334,Who was the main architect of the joint meeting of the Congress and the Muslim League in Lucknow in 1916?,Zafar Ali Khan,Muhammad Ali Jinnah,Allama Muhammad Iqbal,None of these,B
1335,Ghulam Muhammad Barrage is also called ___________.,Indus Barrage,Kandyaro Barrage,Kotri Barrage,None of them,C
1336,The permanent secretariat of SAARC is located in:,Islamabad,Colombo,Kathmandu,Delhi,C
1337,Ch. Khaliquzzaman became president of which party after Quaid?,Awami League,Jinnah Awami League,Muslim League,Republican Party,C
1338,Which movement in East Pakistan supported India in the 1971 war?,Bangla Movement,Bengali Language Movement,The Mukti Bahini,Azadi Movement,C
1339,Who was the Prime Minister of Pakistan when the country''s first Constitution of 1956 was adopted?,Malik Feroz Khan Noon,Chaudhry Muhammad Ali,Muhammad Ali,Ayub Khan,B
1340,Justice Muhammad Arif and Justice Ali Nawaz Chohan served as Chief Justice in which African country?,Uganda,Gambia,Tanzania,None of these,B
1341,Which Chief of Army Staff died in uniform?,General Mohammad Zia-ul-Haq,General Asif Nawaz,Both a and b,None of them,C
1342,The founder of Zamindar (Newspaper) was:,Chaudhary Rehmat Ali,'Maulana Muhammad Ali Jauhar,'Maulana Abul Kalam Azad,'Maulana Zafar Ali Khan,D
1343,First foreign minister of Pakistan was:,Zafarullah Khan,Liaquat Ali,Raja Ghazanfar Ali,None of these,A
1344,Who succeeded President of USA John F. Kennedy?,Jimmy Carter,L.B. Johnson,George Bush,None of above,B
1345,Who was the first viceroy of India?,Lord Canning,Lord Ripon,Lord Curzon,Lord Hastings,A
1346,The first Television station was set up at Lahore on:,"on October 26, 1964","on November 26, 1964","on December 26, 1964","on January 26, 1965",B
1347,Who was the founder of daily Nawa-i-Waqt:,Hameed Nizami,Majeed Nizami,Khalil Ur Rehman,Zia Shahid,A
1348,Who is the only Indian leader awarded the highest civilian award of Pakistan?,Jawaharlal Nehru,Moraji Desai,Indira Gandhi,Lal Bahadur Shastri,B
1349,The Pir Ilahi Bux Tower (Literacy Tower) is located in which city of Sindh?,Hyderabad,Sukkur,Karachi,Shikarpur,B
1350,When was the first Indian train run?,1853,1854,1857,1861,A
1351,Arfa Karim is famous owing to:,Youngest Certified Apple Professional,Youngest Certified Microsoft Professional,Youngest Certified Amazon Professional,Youngest Certified Windows Professional,B
1352,"Who was unanimously elected President of Pakistan's First Constituent Assembly on Aug 11, 1947?",Liaquat Ali Khan,Ch. Khaliquzzaman,Quaid-e-Azam M.A. Jinnah,Ghulam Muhammad,C
1353,Who is the head of state in Pakistan?,The Prime Minister,The President,The Attorney General,Both A & B,B
1354,Pakistan Tehreek-e-Insaf was founded on ___________.,"On March 23, 1995","On July 18, 1997","On April 25, 1996","On January 1, 1999",C
1355,Name the range which separates China from Pakistan.,Hindu Kush,Pamir,Himalayas,Karakoram,D
1356,Hiran Minar was built by:,Akbar,Humayun,Jahangir,Babar,C
1357,The script of the Indus Valley Civilization was _________.,Persian,Pictographic (Undeciphered),Sanskrit,None of these,B
1358,Mohandas Karamchand Gandhi resigned from Congress on 30th October:,1932,1933,1934,1935,C
1359,When was Quetta devastated by an earthquake?,1931,1935,1948,1959,B
1360,The first session of the first Constituent Assembly of Pakistan was held on:,on 10th August 1947,on 11th August 1947,on 14th August 1947,on 15th August 1947,A
1361,Warren Hastings was the first Governor-General of:,Bombay,Madras,Bengal,All of India,C
1362,Who served as President of the UN General Assembly's 7th session in 1962?,Z.A. Bhutto,Ch. Ghulan Muhammad,Zafarullah Khan,Noor-ul-Amin,C
1363,Pakistan's capital was shifted from Karachi to Islamabad on:,on 1 August 1960,on 1 July 1961,on 1 August 1961,on 1 July 1960,A
1364,Music of national anthem was composed by:,Hafiz Jullundhri,Ahmed Rushdi,Ahmed Ali Chagla,Sohail Rana,C
1365,The culture of ___ has its roots in the Indus Valley Civilization.,Sindh,Balochistan,KPK,None of these,A
1366,Which Prime Minister of India visited Minar-e-Pakistan?,Nehru,Indira Gandhi,Rajiv Gandhi,None of these,D
1367,How many federal coalition governments were formed in Pakistan from 1955 to 1958:,2,3,4,5,C
1368,"What movement did Gandhi launch on August 8, 1942?",Khilafat Movement,Quit India Movement,Civil Disobedience Movement,Non-Cooperation Movement,B
1369,Shaikh Ahmad Sirhindi (Mujaddid Alf Sani) was born in __________.,in 971 AH,in 973 AH,in 974 AH,in 975 AH,A
1370,Which folk Sufi singer is from Hyderabad?,Salman Shah,Sanam Marvi,Abida Parveen,None of these,B
1371,My Leader is a biography which is written by __________.,M. Ali,Ameer Ali,Ziauddin Ahmad Suleri,K. K. Aziz,C
1372,Naulong Dam (previously known as Nel Sai Dam) is being constructed in which province of Pakistan?,Punjab,Sindh,Balochistan,Khyber Pakhtunkhwa,C
1373,Uch Sharif's most famous monument is the tomb of:,Bibi Jawindi,Nawab Salahuddin Abbasi,Maulvi Barkhudar,Shams Tabrezi,A
1374,The major outcome of the 1867 Urdu-Hindi Controversy became a cause of rift between British and Muslims:,A forerunner of,Two-nation theory,Both A and B,None of above,B
1375,Z. A. Bhutto was the author of the following book:,Emergence of Pakistan,In the Line of Fire,If I am Assassinated,History of Pakistan,C
