Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
886,"Although it is not shown in normal view, to view a header, click View on the menu bar and then click Header and Footer.",View,Edit,Format,Tools,A
887,Which of the following can you paste selectively using the Paste Special command in MS Excel?,Validation,Formats,Formulas,All of these,D
888,"In PowerPoint, ellipse motion is:",Animation,Slide Timing,Visual Widgets,None of these,A
889,Where does most data go first within a computer memory hierarchy?,RAM,ROM,BIOS,Hierarchy,A
890,The first computer made available for commercial use was:,MANIAC,ENIAC,UNIVAC,EDSAC,C
891,Which among these ensures the authentication of an email?,Password,Encryption,Digital signature,Spam alert,C
892,_______ is used to print the document and store software in the computer:,Default,Installation,Processing,None of these,D
893,A floppy disk contains:,Circular tracks,Sectors,Both circular tracks and sectors,None of these,C
894,"In the latest generation of computers, the instructions are executed:",Parallel only,Sequentially only,Parallel and Sequentially only,All of the above,C
895,Which of the following is not an essential component to perform a mail merge operation:,Main document,Data source,Merge fields,Word fields,D
896,A set of rules required for effective data communication is known as:,Topology,Standard,Protocol,Networking,C
897,The keyboard F12 key in Ms Word opens a:,Save As dialog box,Open dialog box,Save dialog box,Close dialog box,A
898,AGP stands for:,Accelerated Group Part,Advanced Graphics Port,Accelerated Graphics Port,Advanced Group Part,C
899,"In Ms PowerPoint, which option allows you to select line, curve, freeform or scribble tools?",Create effect,Insert motion path,Draw custom path,All of the above,C
900,What happens if you select the first and second slide and then click on the New Slide button on the toolbar?,A new slide is inserted as first slide in presentation,A new slide is inserted as second slide in presentation,A new slide is inserted as third slide in presentation,None of above,C
901,In MS Excel ready-made templates are available under the ____ tab.,File,Insert,Design,None of the above,A
902,A computer spreadsheet cell that is highlighted with a heavy border is a:,Active cell,Cell containing a formula,Locked cell,Cell,A
903,Which key is used to minimize an Excel Worksheet?,Ctrl+F5,Ctrl+F7,Ctrl+F9,Ctrl+F11,C
904,Which of the following is not anti-virus software?,Avira,Kaspersky,Oracle,McAfee,C
905,"In MS Word 2007, bookmarks are used to move directly to a specific location in a document.",Sub documents,Bookmarks,Cross-references,Outlines,B
906,The process to remove errors in a program is called:,Compiling,Executing,Bug,Debugging,D
907,The greater than sign is an example of ____ operation.,Arithmetic,Logical,Conditional,Greater,B
908,"In MS Excel, the dollar sign is used to ______ data.",Fix,Update,Filter,None of these,A
909,The fastest type of computer memory is:,Cache,Flash,Hard disk,ROM,A
910,Press the enter key in all of the following circumstances except:,To insert a blank line into a document,When the insertion point reaches the right margin,To begin a new paragraph,In response to certain Word commands,B
911,Websites use information called _____.,Proxy,Defender,Tracker,Virtual private network,C
912,Which of the following is not a Windows version:,Windows 7,Windows 8,Windows 9,Windows 10,C
913,Which of the following is the founder of Snapchat?,Bill Gates,Evan Spiegel,Robert E Kahn,Steve Woziak,B
914,Window key + Ctrl + F:,Find Computers,Find files or folders,Show Desktop (toggle),Run,A
915,Which of these keys are used in Ms Excel to copy a formula from the above cell?,"Ctrl+ """,Ctrl+ ;,Ctrl+ :,Ctrl+ ',D
916,Which key do you press while clicking to select more than one file or folder?,Ctrl,Shift,Alt,None of these,A
917,RAM is an example of:,Secondary memory,Primary memory,Both a and b,None,B
918,World Wide Web (WWW) was invented by:,Robert Kahn,Tim Berners-Lee,Vint Cerf,Steve Jobs,B
919,"What part of speech is ""Everyone"":",Noun,Pronoun,Verb,Adverb,B
920,Email spam consists of ____ messages sent in bulk by email.,Important,Unwanted,Marked,None of these,B
921,"This displays the positioning of text, tabs, margins, indents, and other elements on the page.",Ruler,Status Bar,Document window,Cursor,A
922,What is the capacity of a two-sided DVD?,8.8 GB,9.2 GB,10 GB,9.4 GB,D
923,Which of the following do you use to change margins in Ms Word?,Formatting toolbar,Page setup dialog box,Standard toolbar,Paragraph dialog box,B
924,Which of the following is the default page setup orientation for slides in PowerPoint:,Landscape,Portrait,Vertical,Horizontal,A
925,What would you do when you want to update the data in an embedded worksheet range?,Double click the worksheet range object,Right click worksheet range object & choose format object,Edit the data in the destination document,Edit the data in the source document.,A
926,"In MS Word, the shortcut key for font size is:",Ctrl + Shift + B,Ctrl + Shift + F,Ctrl + Shift + E,None of these,B
927,"In MS Word, to extend a selection one screen down, press:",CTRL + SHIFT + PAGE DOWN,SHIFT + PAGE DOWN,CTRL + PAGE DOWN,ALT + SHIFT + PAGE DOWN,B
928,How to duplicate values in a cell range in Excel 2016?,Select the range of cells in the worksheet,Click the conditional formatting button in the styles group of the theme,Both A and B,None of these,C
929,"To protect a computer from viruses, you should install _____ on your computer.",Disk Cleanup,Backup Wizard,Antivirus,None of these,C
930,The extra space that is added to the binding side of a page to ensure that the contents are not obscured by binding is called ______ in MS Word.,Indent,Justify,Gutter,Typeface,C
931,Windows 10 was launched in which year?,2012,2013,2015,2014,C
932,Which of the following is a characteristic of Web 2.0 applications?,Multiple users schedule their time to use Web 2.0 applications one by one,Web 2.0 applications are focused on the ability for people to collaborate and share information online,Web 2.0 applications provide users with content rather than facilitating users to create it,Web 2.0 applications use only static pages,A
933,GPS stands for:,Grade Positioning System,Global Post System,Guarantee Positioning System,Global Positioning System,D
934,You can auto fit the width of column by:,Double clicking on the column name on column header,Double click on the cell pointer in worksheet,Double clicking on column right border on column header,Double clicking on the column left border of column header,C
935,"In an e-mail address, the name of the email service provider comes after the ____ sign.",&,@,_,#,B
936,ALU stands for:,Arithmetic Longest Unit,Arithmetic Logic Unit,Arithmetic Longest United,None of these,B
937,Which is a key method to make backed-up data safest from unauthorized access in electronic record keeping?,Encrypt your data,Duplicate data,Use reliable hardware,Test your recovery plan,A
938,A disadvantage of the laser printer is:,It is quieter than an impact printer.,It is very slow.,The output is of a lower quality.,None of these,D
939,What type of resource is most likely to be a shared common resource in a computer Network?,Printers,Speakers,Floppy disk drives,None of the above,A
940,How many menus does a calculator in Windows have?,Three,Five,Four,Two,A
941,Phishing is used for:,The process of optimizing a website for search engines,A method of encrypting data to protect privacy,The technique of bypassing a computer's firewall,A type of cyber-attack aimed at stealing personal information through fraudulent,D
942,Which operation is commonly associated with the Clipboard?,Copy and Paste data,Creating folders,Formatting text,Creating charts,A
943,Which key is used to save a document in MS Office Word?,Ctrl + B,Ctrl + N,Ctrl + F,Ctrl + S,D
944,BCC stands for:,Blind Carbon Copy,Brown Carbon Copy,Blue Carbon Copy,None of these,A
945,Microsoft Office InterConnect is:,An application that supports editing scanned documents,Business-relationship database,A scanning and OCR application,None of these,B
946,The default name of a newly created MS Word File is:,File1,Document1,Untitled1,None of these,B
947,From which menu can you insert a Header and Footer in Microsoft Word?,Format Menu,View Menu,Tool Menu,Insert Menu,D
948,What is used in a computer to protect a network server from damage by those who log in to it:,Antivirus,Firewall,Gateway,Flow control,B
949,"When entering text within a document, the Enter key is normally pressed at the end of every:",Line,Sentence,Paragraph,Word,C
950,What is the short cut key to open the Open dialog box?,F12,Shift F12,Alt + F12,Ctrl + F12,D
951,CC stands for:,Cut Copy,Common Copy,Combined Copy,Carbon Copy,D
952,The Hypertexts are documents linked to one another through the concept of:,Pointers,Variables,Stacks,Arrays,A
953,Magnetic tape is a:,Random access medium,Universal access medium,Serial access medium,None of these,C
954,An electronic spreadsheet consists of:,Rows,Columns,Cells,All of these,D
955,Which among the following is the fastest memory component in a computer?,Cache,Hard disks,RAM,None of these,A
956,"In MS-Excel, two common wildcard characters that MS-Excel recognizes are:",* and ?,* and >,^ and /,None of these,A
957,Which of the following is a Page Orientation in Microsoft Word?,Landscape,Portrait,Gutter,Only A & B,D
958,CPU is an example of:,Software,Hardware,Program,Memory,B
959,"In the context of Microsoft Word, there is a feature called 'Gutter Margin'. What is this feature used for?",Improves the clarity of graphics and images,Give provision for better document binding,Improve the clarity of the printed text,Facilitate the insertion of page numbers,B
960,Which one is the result of the output given by a computer?,Data,Instruction,Information,None of these,C
961,The BIOS is firmware that contains a computer's startup instruction.,POST,DIOS,BIOS,CMOS,C
962,Which of the following is not an element of a computer spreadsheet interface?,Pencil work,Active cell,Menu bar,Workbook,A
963,One way to make a PowerPoint slide display animations is to:,"Select the slide in normal view and click Format, Animation",Click the PowerPoint window and move it around vigorously with the mouse for a manual animation effect,"Select the slide in slide sorter view, right click and choose preset animations from the shortcut menu",PowerPoint does not have an animation feature,C
964,Which one is the spreadsheet application that comes with the MS Office software group:,MS Word,MS Excel,MS PowerPoint,MS Access,B
965,How do you start a slide show of a presentation?,Hit F5 key,"From the Slide Show menu, choose the View Show option","From the Slide Show menu, choose Rehearse timing",Both A and B,D
966,The first page of a Website is termed as:,Homepage,Index,Javascript,Bookmarks,A
967,Linus Torvalds developed which of the following systems?,LINUX,IOS,UNIX,Windows,A
968,A Word Template Stores Common Document:,Style,Theme,Structure,Content,C
969,"To have a PowerPoint photo album slide show play continuously, you must:",Use random slide transitions,Launch an online broadcast,Loop continuously,All of the above,C
970,MS Access is used for ____.,Create web pages,Tool development,Data table,None of these,C
971,How is data copied from one Excel sheet to another Excel sheet?,Referencing,Paste Special,Formulas,None of these,A
972,Arithmetic Operations are performed by:,LU,AU,ALU,CU,C
973,Pressing the F8 key three times selects:,A sentence,A paragraph,A word,An entire document,A
974,A Personal Computer is a microprocessor-based computing device.,Personal Computer,Mainframe,Workstation,Server,A
975,Ctrl + J Shortcut key is used in Microsoft Word to:,Align Justify,Insert Hyperlink,Search,Print,A
976,CSS stands for:,Central Superior Services,Cascading style sheets,Both,None of above,B
977,The purpose of slide show tab in PowerPoint is:,To insert images and videos into slides,To preview and control the slide show,To change the design and layout of slides,To create animations for slide elements,B
978,You can set a page border in excel from:,From Border tab in Format Cells dialog box,From Border tool in Formatting toolbar,From Line Style tool in Drawing toolbar,You can not set a page border in Excel,D
979,Which feature is used in MS Excel to quickly sum a range of numbers?,Count,AutoSum,Filter,Add Sum,B
980,What is the intersection of a column and a row called in Excel?,A cell,A range,A column header,A row header,A
981,Ms Word offers five different views of a document.,Two,Three,Four,Five,D
982,Formatting is the process of dividing the disk into tracks and sectors.,Tracking,Formatting,Crashing,Allotting,B
983,Page Up Keyboard key is used in Microsoft Word to:,Moves the cursor one line up,Moves the cursor one screen up,Moves the cursor one page up,Moves the cursor one paragraph up,B
984,The _____ option is used to show a specific row or column on every printed page?,Print layout,Print title,Print view,None of these,B
985,The extension of MS Excel is:,.xls,.docx,.ppt,None of these,A
986,How can you make the selected character super-scripted in Ms Word?,Ctrl + =,Ctrl + Shift + =,Alt + Ctrl + Shift + =,None of above,B
987,"What does ""Reply to All"" do in an email?",It replies only to the sender of the email.,It replies to the sender and any other recipients of the email.,It forwards the email to all recipients.,It deletes the email from all recipients' inboxes.,B
988,"Character formatting is the process of changing the way letters, numbers, punctuation marks, and symbols appear on the screen and in print.",Document,Character,Paragraph,Object,B
989,The ability to recover and read deleted or damaged files from a criminal's computer is an example of a law enforcement specialty called:,Robotics,Simulations,Computer forensics,Animation,C
990,Which is the place that is used to connect various external devices to the computer?,Circuit,Whole,Port,None of these,C
991,Which key should be pressed to start a new line in MS Word?,Down Cursor Key,Enter Key,Shift + Enter,Ctrl + Enter,B
992,An intentionally disruptive program that spreads from program to program or from disk to disk is known as a:,Trojan horse,Virus,Time bomb,Time-related bomb sequence,B
993,"Google Chrome, Mozilla Firefox, and Opera are examples of:",Web browsers,Website addresses,Internet protocols,None of these,A
994,Window key + F:,Show system properties,Find Computers,Find files or folders,Run,C
995,With which of the following do all formulas in Excel start?,#ERROR!,=,-,&,B
996,Sending an E-mail is similar to:,Sending a package,Talking on the phone,Writing a letter,None of these,C
997,The address of the cell at the 26th Column and 30th Row is ______.,Z30,AA30,A2630Y,None of these,A
998,Which one is a Note-taking software for use with tablet PCs or regular PCs?,Microsoft PowerPoint,Microsoft OneNote,Microsoft Access,None of these,B
999,Which tool in MS Office is used to copy and paste character and paragraph formats to existing text?,Format Painter,Paste special,Text box,None of these,A
1000,Which of the following system components is the brain of the computer?,CPU,Hard disk,Motherboard,RAM,A
1001,Many programmers call writing the software program:,Prototyping,Looping,Coding,Compiling,C
1002,A mini computer is a medium-sized computer.,Micro,Mainframe,Super,Mini,D
1003,"""The one program running at all times on the computer"" is the:",Kernel,Software,Windows,Task Manager,A
1004,The Greater than sign is an example of a ______ operation.,Arithmetic,Logical,Conditional,Greater,B
1005,Which bar is usually located below the Title Bar that provides categorized options in Ms Word?,Menu bar,Status bar,Tool bar,Scroll bar,A
1006,Which feature is used for monitoring all document changes?,Edit Document,Monitor Change,Track Change,Track all,C
1007,"To convert a Word file into a PDF file, which of the following commands is commonly used?",Click Edit,New Document,Save As,None of these,C
1008,The topic of the email is called:,Subject,Message body,Recipient,None of these,A
1009,"After creating the table, which of the following is correct:",Fields cannot be added,Fields cannot be deleted,Fields can be added but only once,Fields can be added and deleted as needed,D
1010,Which key is used to rename?,F1,F2,F7,F9,B
1011,Which device is used to enter data into a computer?,Input,Output,Both A and B,None of these,A
1012,Linux is a/an:,Operating System,Utility program,Application Software,Educational Software,A
1013,"In MS PowerPoint, the on mouse click option can be used by:",Insert & on mouse click,Format & on mouse click,Transition & on mouse click,None of these,C
1014,"Which function is used to find the string length in ""PPSC"" and give the answer 4?",Length(PPSC),Len(PPSC),Strl(PPSC),None of these,B
1015,Which of the following is the CORRECT HTML tag for the smallest size heading:,'<h6>,'<h1>,'<h9>,'<head>,A
1016,A Parallel Port is called a:,Male Connector,Female Connector,Joint Connector,None of these,B
1017,"To access the properties of an object, the mouse technique to use is:",Dragging,Dropping,Right-clicking,Shift-clicking,C
1018,Cracking refers to electronic trespassing or criminal hacking.,Cracking,Jacking,Spoofing,Smarming,A
1019,Which shortcut key is used to move the cursor one Page Down:,Ctrl + PageDown,PageDown,Shift + PageDown,Alt + PageDown,B
1020,In what respect are human beings superior to computers?,Diligence,Intelligence,Slavery,Reliability,B
1021,"Gmail, Hotmail and Yahoo are:",Email Server,Client Server,Email Programmer,Email Services Provider,D
1022,HTML is a website _____.,Language,Address,Server,Browser,A
1023,A fault in a computer program which prevents it from working correctly is known as:,Boot,Bug,Biff,Strap,B
1024,What do you call a collection of records matching the parameters of a query?,Field,Record,Query,None of these,D
1025,"When typing character search criteria, Excel matches fields based on:",Alphabetical order,Capitalization,Spelling,Found records,C
1026,"In the following list of devices, which device is used in the datalink layer?",Repeater,Router,Application Gateway,Bridge,D
1027,Which protocol is used to automatically assign TCP/IP configuration information?,DNS,DHCP,NetBIOS,NetLINK,B
1028,MS-Excel is a:,Workbook,Spreadsheet,Design format,none of these,B
1029,The file type .docx indicates the file is a Word document.,.msw,.wor,.wrd,.docx,D
1030,The ability to read or write each piece of information in a storage device in approximately the same length of time regardless of its location is:,Sequential Access,Random Access,Raster Scan,Search,B
1031,"In a computer spreadsheet, the cell range A3 through G3 should be keyed in as:",A3-G3,A3:G3,A3?.G3,A3 to G3,B
1032,What does BCC mean in e-mail?,Basic Carbon Card,Business Carbon Copy,Black Carbon Copy,Blind Carbon Copy,D
1033,Which is a valid statement?,1 MB = 1024 bytes,1 KB = 1024 bytes,1 KB = 8 bytes,1 MB = 8 KB,B
1034,Computer Hard Disk was first introduced in:,Dell,Apple,Microsoft,IBM,D
1035,DPI stands for:,Dots per Index,Dots per inch,Divide per inch,None of these,B
1036,ICs are classified on the basis of:,Manufacturing company,Type of computer,Number of transistors,None of these,C
1037,Which of the following does computing in a personal computer?,CPU,Motherboard,RAM,BIOS,A
1038,What is the shortcut to justify a paragraph in Word:,Ctrl+E,Ctrl+R,Ctrl+J,Ctrl+Q,C
1039,The only difference between memory and storage is:,"Slow, Fast","Temporary, Permanent","Permanent, Temporary",None of these,B
1040,"Which query do you use to answer the question, ""Which employees earn more than $5000 a month""?",Select query,Update query,Search query,None of these,A
1041,What is the equivalent of one gigabyte?,1024 bits,1032 megabytes,1024 kilobytes,1024 megabytes,D
1042,An element of an array is mentioned by its:,Array,Subscript,Object,Name of element,B
1043,.docx is the extension of which of the following?,MS Word,MS Excel,PowerPoint,None of these,A
1044,Slide show options available to the presenter include all of the following except:,Transitions command,Speaker notes command,Meeting minder command,Navigation commands,A
1045,BCC stands for:,Binary Common Copy,Basic Carbon Copy,Blind Carbon Copy,Business Common Copy,C
1046,MODEM stands for_______?,Modulation and Demodulation,Modulator and Demodulator,Modular and Electronic Demodulator,Modulator or Digital Electronic Demodulator,B
1047,What is Linux?,A Malware,An Operating System,An Application Program,An Antivirus,B
1048,A person who uses his or her expertise to gain access to other people's computers to get information illegally or do damage is a:,Hacker,Spammer,Instant messenger,Programmer,A
1049,The microprocessor was introduced in which generation of computers?,Second Generation,Third Generation,Fourth Generation,Fifth Generation,C
1050,Which key deletes the character to the right of the cursor in MS Word?,Delete,Backspace,End,None of these,A
1051,BIOS is a type of:,Application Software,Firmware,Compiler,None of these,B
1052,UNIVAC is:,Universal Automatic Computer,Universal Array Computer,Unique Automatic Computer,Unvalued Automatic Computer,A
1053,One Megabyte is equal to:,'1024 Bytes,'1024 Kilobytes,'1024 Gigabits,'1024 Bits,B
1054,Which command will you use in PowerPoint if you need to change the color of different objects without changing content?,Design Template,Color Scheme,Object Color,Font Color,B
1055,COR Corel Draw is an example of:,Vector graphics,Raster graphics or bitmaps,Color graphics,Negative films,A
1056,An optical disk is an electronic data storage medium that can be written to and read from using a ______ beam.,high-powered laser,low-powered laser,medium-powered laser,None of these,B
1057,Which of the following formats can you decide to apply or not in an AutoFormat dialog box?,Number format,Border format,Font format,All of above,D
1058,What is Unix in computer systems?,A type of software application,"A multiuser, multitasking operating system",A programming language,A hardware device,B
1059,"In MS Word 2007, to select a column of the table from bottom to top, press:",SHIFT + ALT + PAGE UP,ALT + PAGE UP,CTRL + PAGE UP,CTRL + ALT + PAGE UP,A
1060,Larry Page is best known for being one of the co-founders of:,Apple company,Google,Twitter,None of these,B
1061,ASCII stands for:,American Stable Code for International Interchange,American Standard Case for Institutional Interchange,American Standard Code for Information Interchange,American Standard Code for Interchange Information,C
1062,"In the field of telecommunication, LTE stands for:",Long Time Energy,Low Term Evolution,Long Term Evolution,Life Time Evolution,C
1063,"All PowerPoint slides, in an instance view, is called:",Slider View,Instance Slide View,Slide Sorter View,Instance Slider View,C
1064,"If you want to keep track of different editions of a document, which feature will you use?",Edition,Version,Track change,All of above,B
1065,The date and time of a computer are changed from the:,Control unit,Control panel,Control CPU,None of these,B
1066,From which tab in MS Excel is a drop-down list created?,Home,Insert,Data Validation,View,C
1067,What is the default number of lines to drop for drop cap:,3,10,15,20,A
1068,Which of the following fill effects can you use for the slide background?,Gradient,Texture,Picture,All of the above,D
1069,"What is the shortcut key of ""Change the font"" in MS Word?",Ctrl + Shift + F,Alt + shift + F,Alt + F,None of These,A
1070,Editing is the process of making changes to a document's existing content.,Creating,Editing,Cutting,Forming,B
1071,Which file is responsible to start MS Power point?,Ppt.exe,Powerpnt.exe,Mspoint.exe,None of these,B
1072,A green line in an MS Word document represents a:,Spell error,Grammatical error,Sentence error,None of these,B
1073,Which key deletes the character to the right of the cursor in Ms Word?,End,Backspace,Home,Delete,D
1074,How many bits are in one byte?,4,8,16,32,B
1075,What PowerPoint feature will you use to apply motion effects to different objects of a slide:,Animation Objects,Animation Scheme,Slide Transition,Slide Design,A
1076,"An anti-virus program is designed to scan a device, identify, and eliminate a computer virus.",Identify and eliminate,Scan a device and identify,"Scan a device, identify, and eliminate",Scan a device and eliminate,C
1077,"In MS Word 2007, ____ is used to move directly to a specific location in a document.",Subdocuments,Bookmarks,Cross-references,Outlines,B
1078,What is used to add text in a slide?,Text box,Note box,Text layer,Comment box,A
1079,How many ways can you save a document in Microsoft word?,3,2,1,5,A
1080,You cannot close MS Word application by:,Choosing File menu then Exit submenu,From File menu choose Close submenu,Clicking X button on title bar,None of these,B
1081,COBOL stands for:,Common Book Oriented Language,Common Basic Oriented Language,Common Boot Oriented Language,Common Business Oriented Language,D
1082,The best way to insert a new slide in a presentation is to use to:,Normal view,Special view,Slide show view,Slide sorter view,A
1083,The Father of computer in Muslims:,Ibn-al-Haitham,Al-Khawarizmi,Ibn-e-Batuta,Al-Beruni,B
1084,Window key + U:,Show system properties,Utility Manager,Show Desktop (toggle),Lock Desktop,B
1085,"_____ is a predefined set of colors, fonts, and visual effects that you apply to your slides.",Design,Animation,Layout,Theme,D
1086,In which view are Headers and Footers visible?,Normal View,Page Layout View,Print Layout View,Draft View,C
1087,Files created with Lotus 1-2-3 have an extension:,123,DOC,WK1,XLS,C
1088,The MLA style specifies that a superscript be used for a note reference mark to signal an explanatory note exists either at the bottom of the page as a(n) footnote or at the end of the document as an endnote.,Footnote or at the end of the document as a startnote,Headnote or at the end of the document as an endnote,Footnote or at the end of the document as an endnote,Headnote or at the end of the document as a startnote,C
1089,"After moving a clip art image to a particular location on the slide, you can immediately reverse the action using the:",Click the not do move object command on the edit menu,Click on the undo button,Click on the redo button,All of above,B
1090,Changing the appearance of a document is called:,Proofing,Formatting,Editing,None of above,B
1091,What is the file extension of MS PowerPoint:,.ppt,.xls,.docx,.tls,A
1092,"In MS Word, Ctrl+E is used to align the text to the ___ of a paragraph.",Left,Center,Right,None of these,B
1093,Which sign is used in the formula to use absolute reference?,@,#,$,*,C
1094,CDMA-technology used in Mobile Phones stands for:,Code Division Multiple Acception,Code Division Multiple Access,Code Division Mobile Application,None of These,B
1095,CTRL+S is used as:,save the document with same name,Save the document with different name,Rename the document,None of these,A
1096,A collection of related worksheets is called:,Workbook,File,Group,None of these,A
1097,"A computer is capable of performing almost any task, provided that it can be:",Coded,Memorised,Analysed,Reduced to a series of logical steps,D
1098,A hard disk becomes totally inaccessible when a computer virus corrupts its:,Boot Sector,Partition Table,File Allocation Table,None of these,B
1099,How can you stop a slide show?,Press Escape,Press the right arrow,Press the down arrow,Press the left arrow,A
1100,What is a motion path in Microsoft PowerPoint?,A type of animation entrance effect,A method of advancing slides,A method of moving items on a slide,All of the above,C
1101,A document in portrait orientation prints:,The same characters per line with the same document in landscape,More characters per line than the same document in landscape,Less characters per line than the same document in landscape,Smaller fonts in order to fit the same amount of characters per line with landscape,C
1102,"What term describes a background that appears as a grainy, non-smooth surface?",Pattern,Gradient,Texture,Velvet,C
1103,The first computer was invented by Charles Babbage of:,America,Britain,Finland,Germany,B
1104,"Ctrl, Shift, Alt and Windows are called modifier keys.",Modifier,Function,Numeric,Alphanumeric,A
1105,A printer is an example of?,Soft copy,Hard copy,Photo copy,Ditto copy,B
1106,Which is the default alignment in MS Word:,Right-align,Left-align,Center-align,None of these,B
1107,"The top most row of keys on the standard keyboard contains Function keys, and the longest key on the keyboard is the space bar.","Alphabetic, space bar","Number, enter key","Function, enter key","Function, space bar",D
1108,Microsoft Excel 2019 files have a default extension of:,.Xlsx,.Xls,.excel,0.123,A
1109,Compilers and interpreters are themselves:,High-level language,Code,Program,Mnemonics,C
1110,What is the name for a webpage address?,Directory,URL,Domain,Protocol,B
1111,ROM stands for:,Read-Only Memory,Read Over Memory,Read Of Memory,None of these,A
1112,Which of the following is not a font style?,Bold,Italic,Regular,Superscript,D
1113,The shortcut key to rename any object in a computer System is:,F2,F1,Ctrl+w,Ctrl+F,A
1114,"A program with a graphical user interface for displaying HTML files, used to navigate the World Wide Web, is a:",Search engine,Web browser,Comment,None of These,B
1115,Microsoft Office is an example of a:,Horizontal market software,Open source software,Vertical market software,Closed source software,A
1116,You cannot close the MS Word application by:,Choosing File menu then Exit submenu,Press Alt+F4,Click X button on the title bar,"From File menu, choose Close submenu",D
1117,Which of the following is not an application software?,Windows NT,PageMaker,WinWord XP,Photoshop,A
1118,Who is the father of Computer science?,Allen Turing,Charles Babbage,Simur Cray,Augusta Adaming,A
1119,"To exit PowerPoint, you should:",Click the application minimize button,Click the document close button,Double click the application control menu icon,Double click the document control menu icon,B
1120,Which of the following tabs is not present in the control panel program in the start menu?,Web,Index,Search,Content,A
1121,Which of the following shortcut is used to bring the desktop to the top of other windows?,WinKey + M,WinKey + D,WinKey + SHIFT + M,WinKey + CTRL + F,B
1122,What is a collection of system programs that controls and coordinates the overall operations of a computer system called?,System software,Operating system,Utility program,Device driver,B
1123,XML stands for:,Extensible Media Letters,Extensible Media Language,Xtensible Markup Language,Extensible Markup Language,D
1124,Vacuum tube pertains to _______ generation of computer?,First,Second,Third,Fourth,A
1125,Mac is a/an:,Utility program,Device driver,Image viewer,Operating system,D
1126,A screen element of MS Word that is usually located below the title bar that provides categorized options is:,Menu bar,Tool Bar,Status Bar,All of the above,A
1127,Which button in spreadsheet programs is commonly used to quickly add up a series of numbers?,AutoSum,Formula button,Total button,None of these,A
1128,An analog computer works on the supply of:,Continuous electrical pulses,Electrical pulses but not continuous,Magnetic strength,None of the above,A
1129,Which types of fonts are best suitable for titles and headlines in MS PowerPoint:,serif fonts,sans serif fonts,picture fonts,text fonts,B
1130,A bit can be:,1 and 0,1 or 0,1 only,0 only,B
1131,Which key is used to Undo a program:,CTRL+Y,CTRL+Z,CTRL+T,None of these,B
1132,Which option on the custom animation task pane allows you to apply a preset or custom motion path?,Add effect,Emphasis,Animate now,All of the above,A
1133,"In PowerPoint 2016, 'Rehearse Timings' option is available in:",Home Tab,Slide Show Tab,Review Tab,Design Tab,B
1134,Which one of the following is the oldest search engine?,Google,Yahoo,AltaVista,MSN,C
1135,"In MS Access, to create a new table, in which method do you not need to specify the field type and size?",Create table in Design View,Create Table using wizard,Create Table by Entering data,All of these,C
1136,Multi-user systems provided cost savings for small business because they use a single processing unit to link several dumb terminals.,Personal Computer,Workstations,Dumb Terminals,Mainframes,C
1137,The PowerPoint view that displays only text (title and bullets) is:,Outline view,Notes page view,Slide Show view,Slide Sorter view,A
1138,Window key + M:,Show system properties,Help,Find Computers,Minimize all applications,D
1139,Presentation pages in PowerPoint is called:,Document,Page,Slide,Sheet,C
1140,Which of the following windows do not have a start button?,Windows 10,Windows 8,Windows vista,None of these,B
1141,What is the function of the MATCH function in Excel?,It finds the position of a value in a range or array.,It sums a range of values.,It combines text from multiple cells.,It counts the number of cells that meet a condition.,A
1142,Which of the following is not an example of an internet browser?,FileZilla,Firefox,Safari,None of these,A
1143,SQL is a query language and has types:,Data definition language,Data manipulation language,Data control language,All of the above,D
1144,MS Word offers different views of a document. How many?,2,3,4,5,D
1145,The shortcut key for finding something is?,Ctrl+Shift+F,Ctrl+F,Shift+F,None of these,B
1146,What is the tool in Word that copies only the format of selected text so that you can apply it to other text?,Copy,Paste,Format Painter,Paste Special,C
1147,Which of these is not a peripheral device?,Printer,CD ROM,Monitor,None of these,B
1148,Which of the following can NOT be used to create a parallel style column?,Format Tabs,Table Insert Table,Insert Textbox,Format Columns,D
1149,What PowerPoint feature will you use to apply motion effects to different objects of a slide?,Slide Transition,Slide Design,Animation Objects,Animation Scheme,D
1150,Who designed the first electronic computer - ENIAC?,Van-Neumann,Joseph M. Jacquard,J. Presper Eckert and John W Mauchly,All of above,C
1151,"To insert a drop cap in one of the paragraphs, you should access:",Format,Tool,Insert menu,None of the above,A
1152,RAM stands for:,Read Access Memory,Random Access Memory,Random Admission Memory,None of these,B
1153,Which mechanism is used by the computer virus 'worm' to duplicate itself?,Swap,Spawn,Increment,Swarm,B
1154,User-developed instructions for Excel are called:,Programs,Macros,Procedures,All of these,B
1155,The first mechanical calculator was invented in which year?,1543,1642,1858,1972,B
1156,How do you close a Word document without closing the Word window?,Click on the Close button on the title bar of the document.,Click on the Minimize button on the Title Bar.,Click on the Close Command on the Office Menu (or File menu).,Click Exit on the File Menu.,C
1157,"In MS Word, ""Ctrl + Page Up"" is used to:",Move the cursor one Page Up,Move the cursor one Line Up,Move the cursor one Screen Up,Move the cursor one Paragraph Up,A
1158,PDA stands for:,Personal Digital Assistant,People's Digital Assistant,Personal Data Assistant,People's Data Assistant,A
1159,"In MS Excel, a formula that looks for a value in the leftmost column of a table and then returns a value in the same row for a specific column is:",Horizontal Lookup,Vertical Lookup,Average,None of these,B
