Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
584,Pilgrims spend three days in Mina stoning three pillars called:,Rami,Jamarat,Sa'i,Devils,B
585,Abu Jahl was killed in which Ghazwa:,Badr,Uhud,Khandaq,None of the above,A
586,"Which companion was known as the ""Poet of the Messenger""?",Hassan ibn Thabit (RA),Ka'b ibn Malik (RA),Abdullah ibn Rawaha (RA),Al-Khansa,A
587,What was the age of Prophet Muhammad (PBUH) when the Qur'an was first revealed to him through Hazrat Jibraeel (Alaihis-salaam)?,30 years,40 years,42 years,41 years,B
588,The Islamic legal term for a revocable divorce initiated by the husband is:,Khul',Talaq al-Ba'in,Talaq al-Raj'i,Faskh,C
589,In which year was the Battle of Badr fought on the 17th of Ramadan?,In 2 AH,In 3 AH,In 4 AH,In 5 AH,A
590,The compiler of Al-Kafi is Abu Ja'far Ya'qub al-Kulayni. When did he die?,339 A.H.,340 A.H.,341 A.H.,329 A.H.,D
591,Who was the first host of the Holy Prophet (PBUH) at Madinah?,Hazrat Abu Ayyub al-Ansari (RA),Hazrat Kulthum ibn Hadm (RA),Hazrat Abdullah ibn Amr (RA),Hazrat Sa'd ibn Khaythama,A
592,Which city was the capital of the Safavid Empire and is renowned for its Islamic architecture?,Tabriz,Shiraz,Isfahan,Tehran,C
593,Which Ansari was martyred by Abu Sufyan during the raid of Al-Urayd?,Abu Khuzaifah (RA),Abu Sa'd (RA),Sa'd ibn Umar (RA),Ma'bad ibn Amr,A
594,"The ""Great Mosque of Kairouan,"" one of the oldest mosques in Africa, is located in modern-day:",Egypt,Morocco,Tunisia,Algeria,C
595,How many Hajj did the Prophet (PBUH) perform?,1,2,3,4,A
596,How many sajdas are there in Holy Quran?,14,15,16,17,A
597,Which book was written by Imam Ghazali?,Al Fawz ul Kabeer,Ahya al Uloom,Hujjatullahil Baligha,None of these,B
598,The first Mu'adhin of Islam?,Hazrat Bilal (R.A.),Hazrat Umar (R.A.),Hazrat Usman (R.A.),Hazrat Abu Bakr (R.A.),A
599,Umm-ul-Momineen Hazrat Umm Habibah was the daughter of whom?,Hazrat Abu Sufyan,Hazrat Umar Farooq,Hazrat Abu Bakr Siddiq,None of these,A
600,Name the tribe of Hazrat Haleema:,Hawazin,Tamim,Addi,None of these,A
601,Identify the last Ghazwa in which the Holy Prophet (PBUH) participated?,Ghazwa Hunain,Ghazwa Ahzab,Ghazwa Tabuk,Ghazwa Mutah,C
602,The duty of Angel Izra'il is ______.,To blow the trumpet on the Day of Judgment,Taking the life of living creatures,Both of them,None of them,B
603,'What caused Hazrat Usman''s (R.A.) death?,He died in a battlefield,He was martyred by rebels,He died a natural death,None of these,B
604,Which battle led to the birth of the Khawarij?,Battle of Nahrawan,Battle Kharijites,Battle of Siffin,None of these,C
605,Where is the shrine of Ali (RA) situated?,Najad,Tehran,Najaf,Kufa,C
606,Baba Fariduddin Ganjshakar belonged to which Sufi order?,Qadiriyya,Chishtiyya,Naqshbandiyya,Suhrawardiyya,B
607,MAUWAZATAIN means:,A collection of Ahadith,Two specific Surahs of the Qur'an,A book of Ja'fari Fiqh,A book of Hanafi Fiqh,B
608,Imam Malik died in:,179 AH,180 AH,189 AH,None of these,A
609,Obedience to an Ameer is not obligatory if he disobeys whom?,The Creator,Sahabah,Auliya (Saints),Parents,A
610,"The ""Battle of Karbala"" in 680 AD was fought between the forces of Yazid I and the small army of:",Mukhtar al-Thaqafi,Abdullah ibn al-Zubayr (RA),Husayn ibn Ali (RA),The Kharijites,C
611,"Which cousin of the Holy Prophet Muhammad (PBUH) was ""Mufassir-e-Quran""?",Hazrat Hamza bin Abdul Muttalib (R.A),Hazrat Abdullah bin Abbas (R.A),Hazrat Abdullah bin Mas'ood (R.A),Hazrat Ali Murtaza bin Abi Talib (R.A),B
612,"The ""House of Gold"" (Dar al-Dhahab) was the famous palace of the Abbasid caliph:",Al-Walid in Damascus,Harun al-Rashid,Al-Mansur in Baghdad,Al-Mu'izz in Cairo,C
613,Which Surah was revealed twice: once in Makkah and a second time in Madinah?,Alaq,Asr,Fatihah,Ghashiya,C
614,When was gambling banned?,1 A.H.,2 A.H.,3 A.H.,4 A.H.,B
615,Takhrij in Hadith studies is the process of:,Finding the original sources of a hadith,Fabricating a hadith,Explaining a difficult hadith,Memorizing a hadith,A
616,Khaleel-Ullah is the title of,Hazrat Musa (A.S.),Hazrat Nuh (A.S.),Hazrat Ibrahim (A.S.),None of these,C
617,"In the Battle of Khyber, the Jewish warrior Marhab was killed by:",Ali (RA),Abdullah al-Ansari,Muhammad ibn Maslamah (RA),Ja'far ibn Abi Talib (RA),A
618,What is the meaning of Khums?,One-sixth,One-fifth,One-fourth,One-seventh,B
619,Hazrat Muhammad (SAW) gave the key of the Baitullah permanently to Hazrat:,Umara ibn Utba,Hanzalah ibn Abi Aamir,Usman ibn Talha (R.A.),Abdullah ibn Aamir,C
620,"The ""Buyid"" dynasty was a Shia dynasty of Persian origin that captured Baghdad and controlled the Abbasid Caliphs as:",Puppet masters,Viziers,Sultans,Amirs,C
621,"Tawaf al-Sadr, the farewell circumambulation, is performed:",Upon arrival,After Tawaf al-Ifadah,At the time of departure from Makkah,After entering the Haram,C
622,When did Zakat become Farz?,in the 4th Hijri,in the 2nd Hijri,in the 5th Hijri,in the 1st Hijri,B
623,Name the father of Uthman (RA).,Abu Talib,Affan,Abu Quhafah,Khattab,B
624,Which son-in-law of the Holy Prophet (PBUH) was taken prisoner in the Battle of Badr?,Abu al-Aas,Abbas,Aqeel,None of them,A
625,"At a Lunar Eclipse, which prayer is prayed?",Salat al-Kusuf,Salat al-Khusuf,Salat al-Duha,None of the above,B
626,Queen Khayzuran was the wife of:,Kausar,Al-Mahdi,Al-Ateeb,None of these,B
627,Name the Sahabi who first recited the Qur'an with a loud voice in Makkah.,Hazrat Abdullah ibn Mas'ud (R.A.),Hazrat Abdullah ibn Umar (R.A.),Hazrat Abdullah ibn Abbas (R.A.),Hazrat Abdullah ibn Abi Bakr (R.A.),A
628,The portion of the Kaaba's wall between its door and the Hajr-e-Aswad is called:,Al-Multazam,Hatim,Haram,Safa,A
629,"The ""Aghlabid"" dynasty, which conquered Sicily, ruled from its capital in Kairouan in modern-day:",Libya,Algeria,Tunisia,Egypt,C
630,The city constructed on the bank of the river Tigris is:,Basra,Baghdad,Najaf,Tehran,B
631,Which prominent companions embraced Islam together on their way to Madinah after the Treaty of Hudaybiyyah?,Khalid ibn al-Walid & Amr ibn al-As,Uthman ibn Talha & Khalid ibn al-Walid,Both of these,None of these,C
632,Tarjuman-ul-Quran is the title of:,Abdullah bin Abbas (R.A),Abdullah bin Umar (R.A),Abbas bin Mutallib (R.A),None of the above,A
633,Bakkah is an ancient name for which city?,Makkah,Madinah,Jerusalem,None of these,A
634,"The ""Mawali"" in the Umayyad period were:",Syrian soldiers,Arab nobles,Non-Arab converts to Islam,Christian administrators,C
635,Imam Dar al-Hijrah (The Imam of the Land of Migration) is the title of:,Imam Ahmad ibn Hanbal,Imam Malik,Imam Shafi'i,None of these,B
636,Which Surah of the Holy Qur'an is called Aroos al-Qur'an (Bride of the Holy Qur'an)?,Fatihah,Al-Alaq,Al-Rahman,Saba,C
637,Every prayer is preceded by an Adhan with the exception of ________.,Eid-ul-Fitr,Eid-ul-Adha,Funeral prayer,All of them,D
638,"The legal term for a marriage that is irregular but not void (e.g., marrying without witnesses in the Hanafi school) is:",Batil,Sahih,Makruh,Fasid,D
639,Which surah is called the preface of the Holy Quran?,Surah Fateha,Surah Rehman,Surah Yaseen,None of these,A
640,Wealth obtained from a mine is liable to:,Zakat,Khums,Sulus,Rubah,B
641,Which battle is called Youm-ul-Furqan?,Battle of Uhud,Battle of Badr,Battle of Trench,None of these,B
642,"In the Battle of the Ditch, who was given the flag of the Quraysh army, the same flag his father had carried at Uhud?",Khuzaifah ibn Talha,Umar ibn Talha,Asad ibn Zuharah,Uthman ibn Talha,D
643,How many masarif of Zakat are mentioned in the Holy Quran?,7,8,9,10,B
644,Dhu al-Shahadatayn is the title of Hazrat:,Khuzaimah ibn Thabit (R.A.),Hudhayfah ibn Yaman (R.A.),Ammar ibn Yasir (R.A.),Ahmad ibn Hanbal (R.A.),A
645,The portion of the wall of the Ka'ba which is between its door and Hajr-e-Aswad is called ________.,Al-Multazim,Hateem,Haram,Safar,A
646,Name the prophet who was the first man to write.,Hazrat Ibrahim (A.S.),Hazrat Adam (A.S.),Hazrat Idris (A.S.),Hazrat Musa (A.S.),C
647,On which son's birth did Hazrat Abdul Muttalib (R.A.) slaughter 100 camels?,Zubair,Abbas,Abu Talib,Abdullah,D
648,Dhu al-Nurayn is the title of:,Hazrat Uthman (RA),Hazrat Ali (RA),Hazrat Umar (RA),None of these,A
649,Which Rukn-e-Islam is called a shield?,Salat,Fasting,Zakat,Hajj,B
650,"To suppress Tulayha bin Khuwailid Al-Asadi, under whose command did Hazrat Abu Bakr Siddiq send the army?",Hazrat Abu Ubaidah (RA),Hazrat Khalid bin Walid (RA),Hazrat Mu'adh (RA),None of the above,B
651,What was the real name of Hazrat Abu Huraira (RA)?,Abdur Rahman ibn Sakhr (R.A.),Abdur Rahman ibn Talib (R.A.),Abdur Rahman ibn Aouf (R.A.),None of these,A
652,Where did the hypocrite Abdullah ibn Ubayy deliver his remarks before deserting the Muslim army for Uhud?,At a place called Shaykhain,Quba,Hajfah,None of these,A
653,"Who was the first governor of Muslim Egypt, appointed by Umar (RA)?",Amr ibn al-As,Abdullah ibn Sa'd,Zubayr ibn al-Awwam,Uqba ibn Nafi,A
654,Give the total number of Prophets (AS).,120000,125000,128000,124000,D
655,Hazrat Ali (RA) was martyred at the age :,Of 55,Of 58,Of 60,Of 67,C
656,"What is the meaning of the name of Muhammad (PBUH), ""Habib""?",The Speaker,The Friend,The Intercessor,The Loved One,D
657,"Mu'tah, the site of the famous battle, was located in the territory of modern-day:",Syria/Jordan (Balqa region),Iraq,Jerusalem,Oman,A
658,Who was the chief of the Banu Khuza'ah tribe who came to Madinah to seek the Prophet's (PBUH) help after the Treaty of Hudaybiyyah was violated?,Amir ibn Salim al-Khuzai,Amr ibn Salim al-Khuzai,Abdullah ibn Salim al-Khuzai,None of these,A
659,Name the first slave who embraced Islam.,Hazrat Zayd ibn Harithah (RA),Hazrat Bilal ibn Rabah al-Habashi (RA),Hazrat Mus'ab ibn 'Umayr (RA),None of them,B
660,The last Caliph of the Ottoman Dynasty was:,Abdul Majeed II,Abdul Hamid,Abdul Nasser,None of these,A
661,When was the law of inheritance revealed?,3 A.H.,4 A.H.,5 A.H.,None of these,A
662,Which Prophet is titled 'Abul Bashar?,Hazrat Yaqub (A.S),Hazrat Adam (A.S),Hazrat Yusuf (A.S),Hazrat Dawud (A.S),B
663,On which of the following occasions do Muslims offer 'Namaz-e-Kusuf'?,For the sake of rain,At the time of a solar eclipse,At the time of a lunar eclipse,At the time of drought,B
664,The oldest revealed divine book is the,Tawrat,Zabur,Injeel,Quran,A
665,Which Surah of the Holy Quran is called Umm-ul-Kitab?,Surah Yaseen,Surah Rahman,Surah Baqarah,Surah Fateha,D
666,"'The Holy Book ""Zaboor"" was revealed on which Prophet of Allah?",Hazrat Musa (A.S.),Hazrat Ibrahim (A.S.),Hazrat Dawood (A.S.),Hazrat Ishaq (A.S.),C
667,How much army was brought by Abraha to demolish Kaabah?,60 thousand,50 thousand,40 thousand,30 thousand,A
668,Under whose guidance was the whole Qur'an arranged by the Holy Prophet (SAW)?,The Angel Jibra'il (AS),Hazrat Abu Bakr (RA),Hazrat Umar (RA),Hazrat Ali (RA),A
669,"In which Ghazwa did the Prophet's (PBUH) uncle, Hamza (RA), get martyred?",Battle of Badr,Battle of Uhud,Battle of Khandaq,Battle of Hunayn,B
670,Shawwal is the ____ month of the Islamic Year.,5th,6th,7th,10th,D
671,Which paternal uncle of Muhammad (PBUH) died before Prophethood?,Hazrat Abu Talib,Hazrat Ali (R.A.),Hazrat Zubair (R.A.),None of these,D
672,The rites of Hajj as practiced today were institutionalized during the time of which Prophet?,Prophet Ibrahim (AS),Prophet Nuh (AS),Prophet Isa (AS),Prophet Musa (AS),A
673,Talut was the father-in-law of ______.,Hazrat Dawud (AS),Hazrat Ya'qub (AS),Hazrat Sulayman (AS),Hazrat Yusuf (AS),A
674,"The ""Sujud al-Shukr"" is a prostration performed out of:",Fear of God's punishment,Forgetfulness in prayer,Gratitude to Allah for a blessing,Reciting a specific verse,C
675,Where does the pilgrim go after completing the seven rounds of Tawaf?,Arafat,Al-Multazam,To perform Sa'i,Tawaf al-Wada,B
676,The mother of Hazrat Yousuf (A.S) was:,Rebecca,Rachel,Alishba,Amina,B
677,"The ""Zaytuna"" mosque-university, one of the oldest in the world, is located in which city?",Cairo,Fez,Tunis,Cordoba,C
678,Name the first slave who was freed at the time of prophethood and accepted Islam.,Hazrat Bilal (R.A.),Hazrat Khubayb (R.A.),Hazrat Zayd ibn Harithah (R.A.),None of these,C
679,"For Tahallul, while a male pilgrim shaves his head, what is the requirement for a female pilgrim?",She clips one-fourth of her hair,She clips a lock of her hair,She clips one-third of her hair,She clips half of her hair,B
680,Uzza was the name of:,A prominent goddess of the Quraysh,Honor and respect,A type of tree,A mythical snake,A
681,She was alive at the time of the Karbala tragedy:,Hazrat Ayesha (RA),Hazrat Hafsa (RA),Hazrat Maymunah (RA),Hazrat Umm Salma (RA),D
682,What was the real name of Hazrat Abu Bakr Siddique (RA)?,Sulaiman,Jaffer,Abdullah,Hamza,C
683,"The ""Farabi,"" a renowned Islamic philosopher, is known as the:",Philosopher of the Arabs,First Teacher,Second Teacher (after Aristotle),Proof of Islam,C
684,Between which tribes was Harb-e-Fijar fought in Ukaz?,Quraish and Tameem,Quraish and Fajar,Quraish and Filar,Quraish and Qais,D
685,"The ""Din-i Ilahi"" promoted by Akbar faced its strongest intellectual opposition from:",Khwaja Moinuddin Chishti,Shah Waliullah Dehlawi,Shaykh Ahmad Sirhindi (Mujaddid Alf Thani),Dara Shikoh,C
686,Who was the first person to introduce a formal police force (Shurta) in the Islamic state?,Umar (RA),Abu Bakr (RA),Uthman (RA),Ali (RA),A
687,"What, according to the Qur'an, is the root cause of evil?",Alcohol,Bribe,Theft,Adultery,A
688,Safiullah is a title of:,Hazrat Musa,Hazrat Adam,Hazrat Daud,Hazrat Ibrahim,B
689,How many miles away from Makkah is Arafat located?,9 miles,10 miles,11 miles,12 miles,A
690,Which companions were in the front line to duel the pagan champions at the Battle of Badr?,All companions,"Ali, Hamza, Ubaydah","Abu Bakr, Umar, Ali",None,B
691,Who was the leader of Banu Qurayza during the Battle of the Ditch?,Ka'b ibn Asad,Ka'b ibn Aad,Ka'b ibn Hassan,None of these,A
692,Which Ghazwa is mentioned in Surah Al-Imran?,Khyber,Khandaq,Uhud,None of these,C
693,"The legal concept of ""Hiyal"" (singular: Hila) refers to:",Recommended actions,Prohibited actions,Legal stratagems or devices to circumvent a ruling,Contracts,C
694,Which Prophet's story involves the building of an ark to save the believers from a great flood?,Prophet Salih (AS),Prophet Hud (AS),Prophet Nuh (AS),Prophet Ibrahim (AS),C
695,Who first arranged and wrote the Qur'an on paper in book form?,Hazrat Uthman (RA),Hazrat Zayd ibn Thabit (RA),Hazrat Abu Bakr (RA),Hazrat Hafsa (RA),B
696,"The ""Ottoman Interregnum"" was a period of civil war between the sons of which Sultan?",Murad I,Osman I,Orhan,Bayezid I,D
697,"A ""Fatwa"" is a:",Non-binding legal opinion issued by a qualified scholar,Binding court judgment,Sermon,Chapter of a Fiqh book,A
698,"The ""Kitab al-Hayawan"" (Book of Animals) is a famous zoological encyclopedia written by:",Al-Biruni,Ibn Sina,Al-Jahiz,Ibn al-Baitar,C
699,"The ""Incident of al-Raji"" took place in retaliation for the killing of which chief by Abdullah ibn Unays (RA)?",Sufyan ibn Khalid al-Hudhali,Abu Rafi' ibn Abi al-Huqayq,Ka'b ibn al-Ashraf,Rifa'ah ibn Zayd,A
700,"The ""Tashahhud"" is a part of the Salah where a Muslim sits and recites the:",Surah Al-Fatiha,Opening supplication (Du'a al-Istiftah),"Attahiyyat, followed by blessings on the Prophet",Final Taslim,C
701,"In 9 AH, a severe famine and drought struck which region, making it difficult to fund the Tabuk expedition?",Makkah,Khyber,Yemen,The Hijaz (including Madinah),D
702,Before Islam Friday was called?,Youm ul Furqan,Youm ul Arooba,Youm ul Malhama,'None of these,B
703,Where does the Haji go after completing the seven rounds?,Arafat,Al-Multazim,Sa'i,Tawaf-e-Rukh,B
704,Which Prophet is also known by the title Khalilullah?,Hazrat Musa (A.S.),Hazrat Idrees (A.S.),Hazrat Ibrahim (A.S.),None of these,C
705,How many periods are referred to for the collection of ahadith?,3,4,5,6,A
706,The Ayyubid Sultan who was the nephew of Salahuddin and negotiated the return of Jerusalem to the Crusaders for a time was:,Al-Adil,Al-Salih,Al-Zahir,Al-Kamil,D
707,To which tribe did Hazrat Aminah belong?,Bani Zuhra,Bani Asad,Bani Quraish,Bani Tamim,A
708,When did Hazrat Umar (R.A.) embrace Islam?,610 A.D.,613 A.D.,615 A.D.,616 A.D.,D
709,Who is called Jami-ul-Quran?,Hazrat Ali (R.A.),Hazrat Saad (R.A.),Hazrat Usman (R.A.),None of these,C
710,Bait-e-Rizwan took place in ____ Hijrah.,5,6,7,8,B
711,Name the first written constitution of the world.,The Treaty of Hudaibiya,Meesaq-e-Madina,The Khutbah-e-Hajja-tul-Wida,None of these,B
712,How many prophets' names are there in the Holy Quran?,25,36,37,39,A
713,The order for offering Durood on the Holy Prophet (PBUH) is given in which surah?,Muhammad,Ibrahim,Al-Anbiya,Al-Ahzab,D
714,When did the order for Sadaqat al-Fitr come?,in 2 Hijrah,in 3 Hijrah,in 4 Hijrah,in 5 Hijrah,A
715,Wuzu and Tayammum are mentioned in which Surah of the Holy Quran:,Surah Rehman,Surah Toba,Surah Noor,Surah Maida,D
716,Name the stone which has been mentioned in the Holy Qur'an.,Ruby,Sapphire,Koh-i-Noor,None of these,A
717,What is the name of the boat of Hazrat Nooh (AS)?,Juz,Asm,Ark (Safina),None of these,C
718,"The famous ""House of Wisdom"" (Bayt al-Hikmah) was established in Baghdad during the reign of which dynasty?",Umayyad Caliphate,Abbasid Caliphate,Fatimid Caliphate,Ottoman Empire,B
719,"The ""Battle of Chaldiran"" in 1514 was a decisive victory for the Ottoman Empire over the:",Qara Qoyunlu,Mamluk Sultanate,Safavid Empire,Timurid Empire,C
720,Who was the compiler of Al-Muwatta?,Imam Ja'far al-Sadiq,Imam Shafi'i,Imam Malik ibn Anas,Imam Abu Hanifa,C
721,In how many days was Khyber conquered?,30,20,25,40,B
722,"The ""Mamluk"" dynasty that ruled Egypt and Syria was comprised mainly of:",Former slave soldiers,Arab nobility,Persian administrators,Berber tribesmen,A
723,Which topic was discussed in Surah Al-Qadr?,Revelation of Quran,Dhul-Nurayn,Gog Magog,None of these,A
724,Which pillar of Islam is the Key to Paradise?,Hajj,Salat,Zakat,Soam,B
725,"In Hadith science, what does ""Tadlis"" refer to?",Concealing a defect in the chain of narration,A very reliable narrator,A fabricated hadith,A weak narrator,A
726,"If a person... does not perform Hajj, his death and the death of a Jew or a Christian are the same. This is a:",Hadith,Quranic verse,Saying of a Sahabi,None of these,A
727,Which of the following tribes is the offspring of Hazrat Ismail (A.S.)?,Banu Umayyah,Quraysh,'Ad,All of these,B
728,"Which Prophet is known as ""Abu al-Anbiya"" (Father of the Prophets)?",Prophet Adam (AS),Prophet Ibrahim (AS),Prophet Nuh (AS),Prophet Muhammad (PBUH),B
729,"What is the meaning of the name of Allah ""Al-Baqi""?",The Patient,The Light,The Guide,The Everlasting,D
730,The function of Hazrat Mikail (AS) is to ________.,make rain and supply food to Allah's creatures,take out the souls of life-bearing creatures,bring Allah's messages and commands to His Prophets,blow the trumpet on the Day of Judgment,A
731,What is the share of the wife in the inheritance if the deceased husband has children?,One-fourth,One-eighth,One-half,One-third,B
732,Which sister of Hazrat Umar (RA) embraced Islam before Hazrat Umar (RA):,Hazrat Fatima (RA),Hazrat Ayesha (RA),Hazrat Hafsa (RA),Hazrat Zainab (RA),A
733,What was the duration of Hazrat Abu Bakr's (R.A.) caliphate?,2 years and 8 months,"2 years, 3 months, and 9 days",2 years and 2 months,2 years and 7 months,B
734,The number of deserving categories for Zakat in the light of the Quran is:,Eight,Five,Three,Two,A
735,Khateeb-ul-Anbiya is the title of:,Ibrahim (A.S),Shoaib (A.S),Idris (A.S),Dawood (A.S),B
736,How many heads of Zakat (categories of recipients) are mentioned in the Quran?,8,9,7,5,A
737,How many verses are in the Holy Qur'an?,6668,6236,6678,6650,B
738,Name the angel sent by Allah as a helper to the Prophet against his enemies.,Izra'il (AS),Jibra'il (AS),Israfil (AS),Mika'il (AS),B
739,"The ""Masjid al-Qiblatayn"" (The Mosque of the Two Qiblas) is situated in:",Madinah,Makkah,Ta'if,Jabal al-Nour,A
740,Who was the founder of the Umayyad Dynasty?,Hazrat Amir Muawiyah (RA),Marwan ibn al-Hakam,Walid ibn Abd al-Malik,None of these,A
741,What was the religion of Bahira?,Jewish,Infidel,Paganism,Christianity,D
742,"What is the meaning of the name of Muhammad (PBUH), ""Hadi""?",The Wrapped,The Finishing,The Leader,None of these,C
743,Which was the capital of the Umayyad dynasty?,Cairo,Baghdad,Damascus,None of the above,C
744,How many times has the word 'Qul' (meaning 'Say') been repeated in the Holy Quran?,200 times,Under 230 times,More than 230,400 times,C
745,The splitting of the moon occurred in:,Arafat,Mina,Muzdalifah,Haram-e-Pak,B
746,"The doctrine of ""al-amr bi-l-ma'ruf wa-n-nahy an-al-munkar"" is a central tenet for which early Islamic sect?",Murji'ah,Qadariyyah,Jabariyyah,Kharijites,D
747,Safi-Ullah is the title of:,Hazrat Idrees (A.S.),Hazrat Noah (A.S.),Hazrat Adam (A.S.),Hazrat Musa (A.S.),C
748,The Abbasid vizier and famous calligrapher who codified the six classical scripts of Arabic calligraphy (`al-Aqlam al-Sittah`) was:,Yaqut al-Musta'simi,Ibn al-Bawwab,Al-Farahidi,Ibn Muqlah,D
749,Which uncle of the Holy Prophet (PBUH) was taken prisoner in the Battle of Badr?,Abbas,Abul Aas,Aqeel,None of them,A
750,How many disbelievers were killed at the time of the Conquest of Makkah?,0,13,50,60,B
751,"Name the second woman, after Hazrat Khadija (RA), who embraced Islam:",Hazrat Lubaba bint Haris (RA),Hazrat Umm Aiman (RA),Hazrat Sumayyah bint Khayyat (RA),Hazrat Zainab (RA),A
752,"Which one of the following is included amongst the ""Ashara Mubashara"" (The Ten Promised Paradise)?",Sa'd ibn Ubadah,Sa'd ibn Mu'adh,Sa'd ibn Abi Waqqas,Hazrat Hamza,C
753,Illat (the effective cause) is a fundamental component of which source of Islamic law?,Qiyas (Analogical Reasoning),Ijma (Consensus),Hadith,Sunnah,A
754,"The ""Zaydi"" school of Shia Islam differs from Twelvers and Isma'ilis in that they do not believe the Imam must be a descendant of:",Ali ibn Abi Talib,Hasan ibn Ali,Fatimah (RA),Husayn ibn Ali,D
755,"During the Orthodox Caliphate, who had the shortest tenure?",Hazrat Umar (RA),Hazrat Abu Bakr (RA),Hazrat Uthman (RA),Hazrat Ali (RA),B
756,For how many days did the Muslims lay siege to the fortress of Banu Qurayza?,20 days,22 days,25 days,30 days,C
757,The angels who are said to be in charge of the graves and initial accountability are ______.,Munkar and Nakir,Kiraman Katibin,Hazrat Israfil,Hazrat Mika'il,A
758,Who was Umm Hakim?,The daughter of Abu Jahl,The daughter-in-law of Abu Jahl,The cousin of Abu Jahl,The sister of Abu Jahl,B
759,Who is known as the 'Conqueror of Egypt?,Hazrat Amr ibn al-As (RA),Hazrat Sa'd ibn Abi Waqqas (RA),Hazrat Abu Ubaidah ibn al-Jarrah (RA),None of these,A
760,"In the Battle of Mu'tah, after Zayd and Ja'far were martyred, who took the flag and was also martyred with over 90 wounds?",Abdullah ibn Rawaha (RA),Khalid ibn al-Walid (RA),Thabit ibn al-Arqam (RA),None of these,A
761,What is the literal meaning of Laylat-ul-Bara'ah?,The night of penance,The night of glory,The night of forgiveness,The night of hisaab,C
762,Karam-un-Katibin means:,Ageing upon any subject,Illustrious writers,Reasoning by analogy,Writers of luck,B
763,"The Battle of Ain Jalut in 1260, where the Mamluks defeated the Mongols, took place in which modern-day country?",Jordan,Syria,Palestine,Egypt,C
764,"How many months prior to the birth of Hazrat Muhammad (SAW), did Hazrat Abdullah ibn Abdul Muttalib die?",Two,Four,Six,One,C
765,Dhul-Hijjah is which month of the Islamic calendar?,12th,9th,10th,8th,A
766,Which Surah is called Surah Al-Qital?,An-Naml,Al-Ahzab,Muhammad,At-Tin,C
767,Name the ghazwa which was fought in 7 A.H.,Khaybar,Uhud,Khandaq,Tabuk,A
768,"What is the meaning of the name of Muhammad (PBUH), ""Muzammil""?",The Prophet,The Sun,The Leader,The Wrapped One,D
769,The Battle of Qadisiya was fought in:,14 Hijri Shawwal,14 Hijri Muharram,14 Hijri Rajab,None of these,B
770,The Zakat is to be paid on the total amount at the rate of:,Jan-25,1/2.5,Jan-50,Jan-40,D
771,How many main Sufi orders were established in India for the spread of Islam?,3,4,5,6,C
772,Who wrote Ar-Risala?,Imam Abu Hanifa (R.A),Imam Malik (R.A),Imam Shafi (R.A),None of these,C
773,When did Hajj become obligatory?,10 Zil Hajj,9th Hijri,10 Hijri,None of these,B
774,"The ""Mihna"" was a period of religious persecution instituted by the Abbasid Caliph al- Ma'mun to enforce which doctrine?",The createdness of the Quran,The superiority of Ali (RA),The necessity of reason,The rejection of hadith,A
775,Masjid al-Khayf is located in:,Muzdalifah,Mina,Arafat,None of these,B
776,What was the name of the biggest idol that was fixed on the roof of the Kaaba?,Hubal,Wadd,Manat,Uzza,A
777,Where was Hazrat Yousaf (A.S.) settled?,Syria,Egypt,Palestine,Israel,B
778,"Among the Mothers of the Believers, the name of ___ is mentioned in Surah Ahzab.",Hazrat Khadijah (R.A.),Hazrat Zaynab (R.A.),Hazrat Juwayriyyah (R.A.),None of these,B
779,Bait ul Muqadas was conquered in the reign of:,Hazrat Abu Bakar (R.A.),Hazrat Umar (R.A.),Hazrat Usman (R.A.),None of these,B
780,The longest Ayat of the Holy Quran is in which Surah?,Al-Ma'arij,Al-Baqarah,Al-Haqqah,None of these,B
781,The Pious Caliphate lasted for about:,Eighteen years,Twenty years,Thirty years,Five years,C
782,"Who wrote the book ""Kitab al-Umm""?",Abu Hanifa,Imam Malik,Ahmad ibn Hanbal,Imam Shafi'i,D
783,How many Chapters (Para) are there in the Holy Quran?,14,30,114,6.666,B
784,"Which companion was given the title ""Sayf-ullah al-Maslul"" (The Drawn Sword of Allah)?",Khalid ibn al-Walid (RA),Ali ibn Abi Talib (RA),Hamza ibn Abd al-Muttalib (RA),Zubayr ibn al-Awwam (RA),A
785,How many surahs in the Holy Quran are named after Prophets?,8,7,26,None of these,D
786,The first biography on the life of the Holy Prophet (PBUH) is by:,Ibn Ishaq,Ibn Hisham,Al-Zarqali,Al-Waqidi,B
787,Salat-e-Istikhara is offered for ________.,Rain,Fear,Divine guidance,Death,C
788,"Which country is often called the ""Land of Prophets""?",Iraq,Saudi Arabia,Palestine,Syria,C
789,Analogy is a synonym of ______.,Ijtihad,Qiyas,Ijma,Sunnah,B
790,Sayyad-ul-Ayyam is known as:,Monday,Wednesday,Friday,Sunday,C
791,How many times is the Takbir recited by the Muezzin in the Adhan?,6,7,8,9,A
792,Who were the first serious students of the Qur'an?,Ashab al-Suffah,Hazrat Bilal and Hazrat Zayd ibn Harith,People of Madinah,None of the above,A
793,In which Hijri year was Uthman (RA) assassinated?,In 35 AH,In 38 AH,In 40 AH,In 45 AH,A
