Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
996,Who was the First Poet of the Urdu language?,Mirza Asadullah Khan Ghalib,Hassan Mohani,Amir Khusro,Mir Taqi Mir,C
997,Nobel Prize is not awarded in which field?,Biochemistry,Biology,Astronomy,Chemistry,C
998,Authorized share capital is also known as:,Registered capital,Issued capital,Paid-up capital,None of these,A
999,Who was the conqueror of Spain?,Tariq bin Ziad,Musa bin Naseer,Muhammad bin Qasim,Khalid bin Waleed,A
1000,What is the height of Tin Mine Falls?,550 m,457 m,373 m,360 m,D
1001,"One for all, all for one is a:",Collective security system,Balance of power,Human Security,None of these,A
1002,The slogan 'No taxation without representation' was first raised in:,America,France,Italy,None of these,A
1003,Fujiyama in Japan is a __________.,River,Lake,Volcanic mountain,Plain,C
1004,"In which country is ""Valparaiso Port"" situated?",Egypt,France,Chile,Kenya,C
1005,Sources of funds can be increased by:,Describing selling prices,Increasing expenditure,By opting efficient processes,None of above,C
1006,The Long March-5 mission was launched by which country?,US,China,Russia,Germany,B
1007,The currency of Uzbekistan is the,Peso,Soʻm,Dollar,Pound,B
1008,In which year was a nuclear test conducted by India:,1971,1974,1976,1979,B
1009,"The Albert Canal, situated in Belgium, was opened for shipping in 1939. What is its length?",69 mi,74 mi,77 mi,80 mi,D
1010,The severity of the 2005 earthquake in Pakistan on the Richter scale was?,6.9,7.1,None,7.6,D
1011,When did Spain join NATO?,1980,1981,1982,1983,C
1012,The National Assembly is the Parliament of Iraq. What is the currency of Iraq?,Riyal,Dinar,Dollar,Dirham,B
1013,OSS (Office of Strategic Services) was the old name of the,FBI,CIA,DIA,NIC,B
1014,ECP stands for,Economic Commission of Pakistan,Election Commission of Pakistan,Engineering Committee of Pakistan,Economic Council of Pakistan,B
1015,The Concentric zone model was given by:,Burgess,Ibn Haitham,Al Baruni,None of these,A
1016,"Wuhan, a city of China, was on lockdown for how many days during Covid-19?",36 days,56 days,76 days,96 days,C
1017,"The organization of dependencies of the UK, which are now sovereign states where the nominal head of the organization is the British Monarch, is the:",European Union,Commonwealth,African countries,None of these,B
1018,The currency of Belgium is:,Euro,Dollar,Dinar,Peso,A
1019,First World Cup of Cricket was played in:,1974,1975,1976,1977,B
1020,How many recognized sovereign states in Europe are landlocked,15,19,20,21,A
1021,What is the height of Petronas Tower 2?,452 m (1483 ft),384 m (1260 ft),366 m (1200 ft),415 m (1562 ft),A
1022,Who was the primary founder of the International Olympic Committee (IOC)?,Dimitrios Vikelas,Pierre de Coubertin,Both of these,None of these,B
1023,In which year did the Bosnia and Herzegovina independence referendum occur?,1989,1992,1994,1995,B
1024,Which is the most common measure of central tendency?,Mean,Mode,Median,Range,A
1025,The English Channel separates England from,Italy,France,Germany,Sicily,B
1026,The Gobi Desert is a,Cold Coastal,Cold Winter,Subtropical,Polar,B
1027,The United Nations Convention on the Rights of the Child (UNCRC) was included in the UN in:,1989,1993,1995,1988,A
1028,Osama Bin Laden was killed in Abbottabad in:,2010,2011,2012,2013,B
1029,UNO was established in:,1944,1945,1947,1948,B
1030,The function of the WTO is ____.,To maintain that there is no discrimination in trade matters among member countries,Trade related matters,National Security,All of these,D
1031,Which Pakistani scientist was awarded the Nobel Prize in Science?,Abdul Qadeer Khan,Abdus Salam,Sharmeen Obaid,Malala Yousafzai,B
1032,"Which famous author penned the words ""To be or not to be""?",Geoffrey Chaucer,Walter Scott,Harold Robbins,William Shakespeare,D
1033,What is the maximum depth of Sea of Japan?,3743 m,2243 m,120 m,259 m,A
1034,The second largest hot desert of the world:,Thar,Sonoran,Arabian,Namib,C
1035,Which country contains the most volcanoes in the world?,Indonesia,South Africa,Mexico,None of these,A
1036,Israel occupied East Jerusalem in?,1967,1969,1971,None of these,A
1037,What is the height of Menara Telekom?,"319 m (1,046 ft)","310 m (1,017 ft)","307 m (1,007 ft)","306 m (1,004 ft)",B
1038,Euro is the currency. Which of the following is the capital of Luxembourg?,Holland,Copenhagen,Luxembourg,Bulgaria,C
1039,Great Britain is an island located in the,Pacific Ocean,Atlantic Ocean,Indian Ocean,None of these,B
1040,SSGC stands for,Sui Special Gas Company,Sui Southern Gas Company,Sui Sindh Gas Corridor,Sui Southern Gas Corridor,B
1041,"The book ""Akbar the Great Mogul"" was written by",K.K. Aziz,V. A. Smith,Talbot Mundy,Stephen P. Blake,B
1042,"What is the height of ""New York Times Tower""?",330 m (1083 ft),328 m (1076 ft),319 m (1046 ft),310 m (1018 ft),C
1043,Which River crosses the Equator twice.,Congo River,Indus River,Amazon River,Nile River,A
1044,Which Pakistani cricketer was awarded Sitara-e-Imtiaz after his death?,Khalid Wazir,Abdul Qadir,Akhtar Sarfaraz,Hafeez Kardar,B
1045,In which battle were Greeks defeated?,Battle of Jutland,Battle of Nile,Battle of Thermopylae,Battle of Waterloo,C
1046,Bangkok city is located in __________.,Iraq,Spain,Israel,Thailand,D
1047,The first bank note was originated in China. What was it known as at the time of invention?,Papernote,Banknote,Flying money,Currency,C
1048,Operation Riviresa was a combined military operation launched by the Sri Lankan Armed Forces in Jaffna. Riviresa means___________.,Path to salvation,Right Path,Sun rays,Sparking Light,C
1049,The use of traditional classroom strategies and online learning techniques together is called:,Visual learning,Blended learning,Auditory learning,None of these,B
1050,Name the mountain range found in South America.,Alps,Andes,Illampu,Rockies,B
1051,SANA is the news agency of _________.,Saudi Arabia,UAE,Syria,Yemen,C
1052,EFE is the news agency of,Germany,Spain,Italy,USA,B
1053,In which city was COP 26 scheduled?,Scotland,Rwanda,Italy,None of these,A
1054,Melbourne is the seaport of _________.,Australia,England,New Zealand,Russia,A
1055,"Who holds the title of Badshah Khan, frontier Gandhi?",Rabindra Nath,Lala Lajpat Rai,Abdul Ghaffar Khan,Gandhi,C
1056,How are the caves of the world's greatest fold mountains formed?,Regular movement,Vertical movement,Horizontal movement,Compressional movement,D
1057,The headquarter of the Arab League is in:,Cairo,Tehran,Riyadh,Khartoum,A
1058,Which of the following represents the five rings of the symbol of the Olympic Games?,Five continents,Five cities,Five countries,None of these,A
1059,What is the height of the net of Badminton?,3 ft,4 ft,5 ft,7 ft,C
1060,Name the person who discovered Greenland in 982 A.D.,John Cabot,Eric the Red,Koro Gligora,Oumar Konare,B
1061,Name the currency of Azerbaijan.,Bhet,Manat,Schilling,Dollar,B
1062,International Literacy Day is celebrated every year on:,on Oct 01,on Sep 06,on Sep 10,on Sep 08,D
1063,IBRD is another name of:,IMF,World Bank,Asian Development Bank,None of these,B
1064,Pink dolphins are found in _______ River?,Nile River,Genghis River,Amazon River,Indus River,C
1065,What is the capital of Norway?,Berlin,Vienna,Oslo,Copenhagen,C
1066,British Airways is the airline of,Commonwealth,Britain,Ireland,None of them,B
1067,What is the total length of Paraguay river?,1610 mi (2592 km),1400 mi (2254 km),1600 mi (2576 km),1300 mi (2093 km),A
1068,Friends Not Masters was written by ___________.,Richard Nixon,Qudrat Ullah Shahab,Ayub Khan,None of them,C
1069,Who built the first fully practical airplane?,Henry Ford,Wilbur and Orville Wright,Albert Einstein,Thomas Edison,B
1070,The General Assembly meets every year in regular sessions beginning every year in _________ .,October,December,September,November,C
1071,"Who is the author of ""Nana""?",Somerset Maugham,Thornton Wilder,Emile Zola,Owen Wister,C
1072,The capital of Cuba is:,Baku,Yerevan,Buenos Aires,Havana,D
1073,How many floors of The Center building?,73,60,55,75,A
1074,The currency of Brazil is the:,Pula,Real,Franc,Dollar,B
1075,The picture on the back of the 500 Rupee Pakistani note is the,Faisal Mosque,Badshahi Mosque,Wazir Khan Mosque,Jatoi Mosque,B
1076,Who among the following persons is called Desert Fox ?,Eisenhower,Walter Scott,Erwin Rommel,Price Bismark,C
1077,The Ogaden Desert is located in,Asia,Africa,Europe,America,B
1078,The Simpson Desert is present in _________.,USA,UK,Morocco,Australia,D
1079,What is the approximate size of the Black Rock Desert?,"15,000 mi² (38,900 km²)","1,000 mi² (2,600 km²)","4,700 mi² (12,200 km²)","3,000 mi² (7,800 km²)",B
1080,National Day of Children in Pakistan is observed on __________.,on January 6,on January 8,on January 9,None of these,C
1081,In which year was the Petronas Tower 1 building completed?,in 1999,in 1998,in 1997,in 1996,B
1082,Which of the following replaced vacuum tubes?,Battery,Capacitor,Transistor,None of these,C
1083,"Tokyo, the capital of japan is situated in the island of__________.",Honshu,Kyushu,Kyodo,Hokkaido,A
1084,"In 2001, US-led coalition forces attacked Afghanistan to bring down the Taliban regime in Afghanistan in retaliation to the September 11 terrorist attack in the USA. Name the battle.",Balkan War 2,First China War,World War 1,US-Afghanistan War,D
1085,The largest opium producer province of Afghanistan is_________?,Helmand,Nangarhar,Herat,Paktia,A
1086,A state's capacity at home is parallel to its performance at:,Global level,State level,Regional level,None of these,A
1087,When was Panama Canal Officially opened.,In 1914,In 1915,In 1916,In 1917,A
1088,PANA is the news agency of _________.,Senegal,Poland,Russia,Georgia,A
1089,What is the international governing body for table tennis?,International Table Tennis Federation Association,International Table Tennis Federation,International Table Federation,International Table,B
1090,In which country are the Konkoure Falls located?,India,Canada,Guinea,USA,D
1091,"Nepal, Bihar, and UP are sacred places for which religion?",Christianity,Buddhism,Islam,Hinduism,B
1092,The cultural change process includes:,Inventions,Discoveries,Diffusion,All of these,D
1093,The currency of Laos is the:,Sum,Kip,Lats,Won,B
1094,"What is the height of the world's second-highest mountain, K2?","26,760 ft (8156 m)","28,251 ft (8611 m)","27,824 ft (8481 m)","26,400 ft (8047 m)",B
1095,World book day is celebrated on____________ .,On April 23,On April 22,On May 21,On March 17,A
1096,The sociological perspective means:,Understanding human behavior in the broader context of society,Understanding human behavior in the narrower context of society,Both A & B,None of these,A
1097,Microsoft Windows was developed by:,Microsoft,Dell,Amazon,None of these,A
1098,Ukara is an island in ___________.,Lake Baikal,Lake Superior,Lake Caspian,Lake Victoria,D
1099,The headquarters of the Food and Agriculture Organization (FAO) of the United Nations is in,"New York, USA","Rome, Italy","Paris, France",None of these,B
1100,Which sea is referred to as an oceanic desert?,Red Sea,Sargasso Sea,Arabian Sea,Sea of Japan,B
1101,Where was Sikhism founded?,India,Japan,Nepal,China,A
1102,Education imparted in a series of lessons or class meetings is called:,Course,Curriculum,Text,Syllabus,A
1103,Which city is built on 118 islands?,Rome,Venice,Turin,None of these,B
1104,Every system of education is based on:,The ideology of the nation,Social development,Intellectual development,Skill development,A
1105,Which of the following is the currency of Albania?,Peseta,Forint,Lek,Lots,C
1106,The story of Prophet Yusuf (Joseph) is primarily in which parts (Juz') of the Quran?,10 to 11,12 to 13,14 to 15,16 to 17,B
1107,World Sustainable Development Summit is organized by which institution.,Green Peace,World Economic Forum,The Energy & Resource Centre,United Nation Development Programme,C
1108,Top management is concerned with formulation of ____.,Guidelines for supervisors,Long term plans,Short term plans,None of these,B
1109,Hayat-i-Javed was written by,Asadullah Khan Ghalib,Altaf Hussain Hali,Allama Iqbal,Sir Syed Ahmad Khan,B
1110,Al Qanun fil Tibb was written by __________.,Zakariya Razi,Al-Beruni,Ibn-i-Sina,Imam Ghazali,C
1111,Who won the 50-Over Men's Cricket World Cup in 2019?,India,West Indies,Pakistan,England,D
1112,What is the average depth of Hudson Bay?,3475 m,259 m,100 m,439 m,B
1113,The Paris Agreement's goal is to limit global warming to well below,1.5 °C,2.0 °C,2.5 °C,3.0 °C,B
1114,Baruntse mountain is situated in _________.,Nepal,China,Bhutan-China,Nepal-China,A
1115,Trincomalee is a seaport in,North Korea,Sri Lanka,Thailand,Syria,B
1116,Which civilization belongs to the Tigris and Euphrates rivers?,Indus,Egyptian,Maya,Mesopotamia,D
1117,A service firm may have an additional segment of the marketing mix:,People,Price,Place,Promotion,A
1118,The secret agency MOSSAD belongs to,India,Israel,Russia,Britain,B
1119,Public Personnel Management in Pakistan is based on the principle of:,Spoils,Patronage,Merit,None of these,C
1120,Which country awards the Booker Prize?,USA,UK,Canada,Australia,B
1121,The Krone is the currency. Mention the capital of Denmark.,Hong Kong,Peiking,Masco,Copenhagen,D
1122,The Colosseum was built in:,Rome,Naples,Italy,Michigan,A
1123,Ellesmere Island is situated in _________.,North Atlantic Ocean,Pacific Ocean,Indian Ocean,Arctic Ocean,D
1124,Hugo Chávez was leader of:,Brazil,Cuba,Venezuela,Haiti,C
1125,Which is considered the oldest civilization in the world?,Phrygian civilization,Sumerian civilization,Elamite civilization,Urartu civilization,B
1126,What is the sacred texts of Zoroastrianism called?,Zend Avesta,Bible,Quran,Tripitaka,A
1127,Yousaf Saleem has been appointed Pakistan's first blind civil judge of ___________ court.,Karachi High Court,Supreme Court,Islamabad High Court,Lahore High Court,D
1128,FANA is the agency of __________.,UK,India,Arab League,China,C
1129,What percentage of the world's land is cultivable?,12 percent,11 percent,10 percent,13 percent,B
1130,When National Voters Day is celebrated by ECP?,On November 7,On December 8,On December 7,On January 7,C
1131,The capital city of Albania is:,Tirana,Havana,Quito,None of these,A
1132,"The most prestigious literary award, ""The Booker Prize,"" started in:",1999,2000,2005,None of these (1969),D
1133,The capital of the Czech Republic is:,Prague,Quito,Ottawa,None of these,A
1134,The headquarters of the OLX Group is located in,"New York, United States","Islamabad, Pakistan","Dubai, UAE","Hoofddorp, Netherlands",D
1135,The Sutherland Falls are located on which river?,Gudvangen Glacier,Arthur River,Ribbon Stream,Gave de Pau,B
1136,How many players are on a baseball team on the field at one time?,7,9,11,13,B
1137,"In a process, a quantity or condition that the experimenter alters to initiate change in the value of a regulated condition is:",Dependent variable,Independent variable,Controlled variable,None of these,B
1138,Saser Kangri mountain is situated in _________.,Nepal,China,Kashmir,India,C
1139,The Libyan Desert is a desert which is situated in _________.,Australia,America,Asia,Africa,D
1140,The Capital of Sri Lanka is:,Colombo,Jaffna,Kandy,None of these,A
1141,Which of the following is not related to disarmament?,SALT,NPT,CTBT,NATO,D
1142,Amur River one of the tenth longest rivers in the world is in which continent.,Asia,Africa,Europe,Arctic,A
1143,Who won the Battle of Arabia?,Spartans,Prussian,Egyptians,Greeks,D
1144,Asian Drama was written by,Jawaharlal Nehru,Gunnar Myrdal,Thomas Paine,Joseph Conrad,B
1145,Who is known as the father of the Indian Constitution?,Dr Bhimrao Ambedkar,Jawaharlal Nehru,Rajendra Prasad,Mahatma Gandhi,A
1146,SIA is the airline of which country?,USA,Singapore,UK,China,B
1147,The Dardanelles Strait separates the Sea of Marmara from the,Black Sea,Aegean Sea,Red Sea,Arabian Sea,B
1148,Accounting requirements governing NGOs are prescribed in:,Partnership Act 1932,Cooperative Societies legislation,Companies Ordinance 1984,None of these,D
1149,"What is the range of ""Alung Gangri"" mountain?",Karakoram,Hindukush,Himalayas,Pamirs,C
1150,Which of the following books is written by Thomas Hardy?,Tess of the D'Urbervilles,Tender is the Night,The Turn of Screw,The Red Badge of Courage,A
1151,Who Wrote the Book named The Blind Man's Garden ?,Nadeem Aslam,Ayesha jalal,Mohsin Hamid,Zahid Hamid,A
1152,Which country was invaded twice by Germany in the 20th century and itself had brutally colonized Congo?,Belgium,Poland,France,UK,A
1153,How many books did Maulana Waheed-ud-din write?,150,200,250,None of these,B
1154,Zia Ul Haq became President of Pakistan in:,1977,1978,1981,1985,B
1155,What is the largest island entirely within the Indian Ocean?,Madagascar,Sumatra,Baffin,Borneo,A
1156,Gift of the Nile is the title of:,Sweden,Kenya,Egypt,None of the above,C
1157,What is the height of Namcha Barwa mountain?,26470 ft (8068 m),27923 ft (8511 m),26660 ft (8126 m),25445 ft (7756 m),D
1158,The predecessor of British Prime Minister Rishi Sunak was:,Liz Truss,Theresa May,Boris Johnson,David Cameron,A
1159,Name of the Indian Prime Minister who won Pakistan's highest civilian award Nishan-e- Pakistan.,Atal Bihari Vajpayee,Manmohan Singh,Morarji Desai,None of these,C
1160,The most urbanized province of Pakistan is __________.,Punjab,Balochistan,KPK,Sindh,D
1161,Sahara desert is located in ________.,N Africa,NW Australia,S Israel,Namibia,A
1162,The treaty of Versailles signed in 1919 A.D. become a major cause of outbreak of which of the following wars?,World War 2,World War 1,War of Austrian,Seven-Year War,A
1163,In which country Great Buddha of Kamakura located ?,Russia,Indonesia,Japan,China,C
1164,Where is the Staubbachfall waterfall located?,Salzburg,Odda,Opo,Lauterbrunnental,D
1165,Maulana Mohammad Ali Jauhar was buried in which of the following city.,Jerusalem,Bombay,Delhi,Landon,A
1166,The standard time duration of a micro-teaching cycle is:,12 minutes,24 minutes,36 minutes,60 minutes,C
1167,"""Extraordinary Ordinary People: A Memoir of Family"", a book written by:",Obama,Condoleezza Rice,Bill Clinton,Monica Lewinsky,B
1168,Which of the following books was written by D.H. Lawrence?,Ulysses,Sons and Lovers,Sketch Book,The Red and Black,B
1169,Battle of the Nile in which British and French fleets met Britain was victorious. When the battle was fought?,1798 AD,1791 AD,1794 AD,1792 AD,A
1170,Ottawa is the capital of Canada. What is the total area of Canada?,9570610 km²,9270610 km²,9984670 km²,7670610 km²,C
1171,Monopolistic competition differs from perfect competition primarily because:,"In monopolistic competition, firms can differentiate their products.","In perfect competition, firms can differentiate their products.","In monopolistic competition, the industry produces all of the market supply of goods.",None of these,A
1172,What type of lake is Urmia Lake?,Freshwater,Saline,Brackish,None of these,B
1173,Name a city in the UK known for its dairy industry or historical trade routes?,Liverpool,Japan,Canada,Belgium,A
1174,BOPA is the news agency of ___________.,Botswana,South Korea,Burma,Bahrain,A
1175,Masnawi is authored by __________.,Maulana Roomi,Sheikh Saadi,Abul Fazl,None of them,A
1176,Which of the following countries is NOT a member of the European Union?,Ireland,Türkiye,Malta,Estonia,B
1177,The capital of Ecuador is,Dili,Quito,San José,Cairo,B
1178,The currency of Mongolia is:,Peso,Yuan,Tugrik,Dollar,C
1179,The currency of Sri Lanka is:,Dinar,Rupee,Dollar,None of these,B
1180,Where is the Opera House located in Australia?,Perth,Sydney,Melbourne,Brisbane,B
1181,What is the height of Shun Hing Square?,389 m (1260 ft),26660 ft (8126 m),438 m (1435 ft),442 m (1451 ft),A
1182,Quaid-e-Azam first wife died in ________.,In 1895,In 1896,In 1893,In 1894,C
1183,The High Court may transfer a case or try it itself under section ___ CrPC:,529,530,526,None of these,C
1184,A village called Abu Simbel is located in which country.,Saudi Arabia,Turkey,Egypt,None of these,C
1185,Where are Sutherland Falls located?,Canaima,"South Island, New Zealand",Marstein,Hardanger Fjord,B
1186,The currency of the Bahamas is the,Manat,Bahamian Dollar,Taka,Franc,B
1187,The ballpoint pen was invented by_______.,Laszlo Biro,Chester Carlson,Johannes Gutenberg,Petrache Poenaru,A
1188,CENTO stands for:,Central Treaty Organization,Command Treaty Organization,Central Territory Organization,None of these,A
1189,What is the location of Tupungatito mountain?,Andes,Altiplano,Both a & b,None of these,A
1190,The world's highest mountain is in __________.,Pakistan,China,India,Nepal,D
1191,Himalchuli mountain is present in ________.,Nepal,China,Kyrgyzstan,Kashmir,A
1192,The book 'A Promised Land' was written by:,Richard Holbrook,Donald Trump,Barack Obama,Joe Biden,C
1193,In which country Chicago part is situated?,North America,Keniya,New Zealand,Egypt,A
1194,When did China join the World Trade Organization:,2000,2001,2002,2003,B
1195,The English Civil War was fought between,1637-1642 A.D.,1642-1651 A.D.,1639-1645 A.D.,1640-1642 A.D.,B
1196,Which is the intelligence agency of UK?,Security Service (MI 5),None of these,Both Security Service (MI 5) & Secret Intelligence Service SIS (MI 6),Secret Intelligence Service SIS (MI 6),C
1197,The Organization of American States (OAS) was established in,in 1945,in 1948,in 1947,in 1949,B
1198,"Pakistan, A Modern History is written by __________.",Stanley Wolpert,Maleeha Lodhi,Ian Talbot,Ayesha Jalal,C
1199,International Cricket Council (ICC) headquarters is located in__________.,USA,Australia,Dubai,China,C
1200,Palk Strait is located in the ________.,Pacific Ocean,Arctic Ocean,Indian Ocean,Atlantic Ocean,C
1201,Who among the following is known as Falcon of Andalus?,Abdul Rahman I,Hisham I,Abdul Rahman II,Almanzor,A
1202,Where is the biggest Salt Mine located in Pakistan?,Swat,None of these,Mangora,Jhelum,D
1203,Who is the president of Brazil elected in 2018?,Joss Bolsonaro,Jair Bolsonaro,Plair Colorado,None of the above,B
1204,Which waves areree discovered in 2017 in the LIGO conference?,Heat waves,Chromium waves,Gravitational waves,Sedentary waves,C
1205,Indonesia is estimated to have over ______ islands.,"12,000","13,000","14,000","17,000",B
1206,Which of the following describes the nature of a curriculum?,Critical,Creative,Conservative,All of these,D
1207,Which is the largest island in Indian Ocean?,Madagascar,Borneo,Baffin,Java,A
1208,The Grand Mosque of Sultan Qaboos is located in?,Egypt,Qatar,Oman,Lebanon,C
1209,Who was the first President of Chinese Republic?,Kim il Jong,Mao Tse-Tung,Sun yat san,JUNKO Tabar,C
1210,Which country is not a member of NATO?,Estonia,Netherlands,Norway,Russia,D
1211,The highest office of UNO is:,ICJ,General Assembly,Security Council,None of these,C
1212,The currency of Iran is:,Rial,Dirham,Dinar,Rupee,A
1213,Which Country is not involved in BRICS?,India,Russia,Germany,China,B
1214,The longest border in the world between two countries is___________.,Radcliffe Line (between India and Pakistan),None,International boundary (between USA and Canada),Durand line (between Pakistan and Afghanistan),C
1215,The Euro is the currency. Name the capital of Cyprus.,Jakarta,Nicosia,Armenia,None of them,B
1216,"Which city has the leaning tower, which is one of the wonders of the world?",Zurich,Tokyo,New York,Pisa,D
1217,The first Secretary General of the United Nations was __________.,Kurt Waldheim,Dag Hammarskjold,U Thant,Trygve Lie,D
1218,"In 2018, German Chancellor Angela Merkel was sworn in for:",Second time,Third time,Fourth time,Fifth time,C
1219,When is the Global Day of Parents celebrated annually?,on June 3,on June 12,on May 29,on June 1,D
1220,Education as an optional subject for ____ was included in matric and inter in which education policy:,1970,1972,1974,1976,B
1221,Which port is the biggest exporting port of cloves?,Recife,Santos,Zanzibar,Accra,C
1222,"Asabiyyah, a concept of social solidarity, was introduced by",Al-Razi,Ibn Khaldun,Al-Farabi,Jarir-Al Tabari,B
1223,Liaquat Ali Khan visited which country from 3 May to 26 May 1950?,Russia,USA,China,None of these,B
1224,USA consist of___________states.,50,54,51,52,A
1225,"On October 31, ____ Indira Gandhi was assassinated.",1981,1982,1983,1984,D
1226,Petronas Towers are in_____________.,Paris,Colombia,Rome,Kuala Lumpur,D
1227,When did the US enter Afghanistan:,2000,2001,2002,None of these,B
1228,Who is considered the author of the first history book?,Euclid,Aristotle,Herodotus,Caesar,C
1229,PSX is a/an ________ company.,Limited by shares,Unlimited liability,Single member,Limited by guarantee,A
1230,Which city is an important educational center?,Lop Nor,Kirkuk,Jeddah,Edinburgh,D
1231,SIRP secret agency belongs to __________.,Portugal,Poland,Ireland,Norway,A
1232,Who is credited with building the Great Wall of China?,Fa Hien,Yubang You,Heung Tsang,Qin Shi Huang,D
1233,The currency of Tuvalu is the,Manat,Dollar,Dinar,Lira,B
1234,What is the surface area of Lake Baikal?,"10,000 mi² (27,000 km²)","7,320 mi² (18,690 km²)","12,200 mi² (31,500 km²)","3,191 mi² (8,264 km²)",D
1235,Human Rights Day is observed on:,10th September,10th October,10th November,10th December,D
1236,ISI is a Military Intelligence agency of ___________.,Pakistan,America,India,Italy,A
1237,International Day for the Elimination of Racial Discrimination is observed annually on __________.,On October 21,On February 21,On June 21,On March 21,D
1238,The United Nations was founded on ____.,"on October 24, 1947","on March 24, 1945","on October 24, 1945",None of these,C
1239,"After Christianity and Islam, the third biggest religion in terms of followers is ___________.",Judaism,Shintoism,Buddhism,Hinduism,D
1240,Masjid is the worship place of which region?,Islam,Judaism,Christianity,Sikhism,A
1241,Radiation was discovered by:,Albert Einstein,Isaac Newton,Henry Becquerel,Johannes Gutenberg,C
1242,Who was the Director of the CIA from 2018 to 2021?,Meroe Park,Mike Pompeo,None of these,Gina Haspel,D
1243,Kimiya-i-Sa'adat (The Alchemy of Happiness) was written by,Ibn Arabi,Al-Ghazali,Ibn Taymiyyah,Al-Farabi,B
1244,Ethnicity and Politics in Pakistan is written by __________.,Faroz Ahmad,Nawaz Rawn,Aslam Walha,Safdar Muhammad,A
1245,ECG is used for the diagnosis of an ailment of the _____________ .,Brain,Kidneys,Lungs,Heart,D
1246,When did the War of Austrian Succession take place?,from 1740 to 1748,from 1756 to 1763,from 1899 to 1901,from 1914 to 1918,A
1247,Taka is the Currency of.,Indonesia,Bhutan,Bangladesh,Nepal,C
1248,Boston Tea Party is associated with __________.,French Revolution,Russian Revolution,American Revolution,Independence of Egypt,C
1249,Who was Jair Bolsonaro:,Mexico Premier,Switzerland PM,Italy President,Brazil President,D
1250,What type of lake is Reindeer Lake?,Saline,Freshwater,Both a & b,None,B
1251,Salwan kot is the old name of__________.,Lahore,Queta,Sialkot,Multan,A
1252,Who was UN General Assembly president in 1962-1963?,Razali Ismail,Sir Zafarullah Khan,Ismat T. Kittani,None of these,B
1253,"Which city of Pakistan is called the ""City of Colleges""?",Karachi,Lahore,Islamabad,Peshawar,B
1254,"Who is the author of the book ""A China Passage""?",I.H. Qureshi,Ayesha Jalal,John Kenneth Galbraith,K. Ali,C
1255,How many time Australia has hosted the Commonwealth Games?,5 times,4 times,7 times,3 times,A
1256,Napoleon Bonaparte was:,French,German,British,Italian,A
1257,"Who is the author of the ""Harry Potter"" series of books for children?",Enid Blyton,Roald Dahl,Denis Robins,J.K. Rowling,D
1258,Uganda shares its shoreline with which lake?,Michigan Lake,Victoria Lake,Malawi Lake,All of these,D
1259,Which of the following happened first?,China Revolution,French Revolution,American War of Independence,None of these,C
1260,When did the battle of Mycale take place?,479 BC,490 BC,430 BC,480 BC,A
1261,Phoney War is associated with the invasion by __________.,Japan of Norway and Poland,France of Holland and Switzerland,Germany of Norway and Denmark,Britain of Holland and Japan,C
1262,Gomal Zam Dam is located in___________.,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,C
1263,Where is Canada located?,South America,Southwest America,Central America,North America,D
1264,Frederick Sanger has received the Nobel Prize twice for which subjects?,Chemistry & Physics,Biology & Physics,Chemistry only,Physics only,C
1265,"The political term ""Shadow Cabinet"" stands for:",A cabinet of ministers specialized in their fields,A group of specialized critics in the official opposition party,A cabinet of unelected technocrats,A group of ministers who are very close to the Prime Minister,B
1266,The members of the International Court of Justice (ICJ) shall be elected for the term of?,5 years,7 years,9 years,11 years,C
1267,"When the stock market is going down, it is called:",Crashing,Bearish,Slumberous,Bullish,B
1268,United Nations Decade 2010-2020 is for __________.,"International Decade for Action, ""Water for Life""",Decade for Human Rights Education,Recovery and Sustainable Development of the Affected Regions (third decade after the Chernobyl disaster),Deserts and the Fight against Desertification,D
1269,Which city is famous for its oldest and largest national park with about 3000 geysers and hot springs?,London,Milan,Yellowstone National Park,Munich,C
1270,When Pakistan won the World Hockey Cup for the 4th time?,In 1998,In 1990,In 1994,In 2002,C
1271,"China's city ""Lhasa"" is known as:",Golden City,Forbidden City,People's City,Diamond City,B
1272,Jinping Dam is located in:,Japan,China,Thailand,South Korea,B
1273,PkMAP stands for ___________.,Pakhtunkhwa Muslim Awami Party,Pakhtunkhwa Mutahida Awami Party,Pakhtunkhwa Milli Awami Party,Pakhtunkhwa Mohajir Awami Party,C
1274,Which country was banned from sporting events for four years:,Iran,Afghanistan,Russia,None of these,C
1275,"Zimbabwe, officially the Republic of Zimbabwe, is a landlocked country located in",Northern Africa,Southern Africa,America,Africa,B
1276,"A test taken again by students after a little time that gives the same result, is considered ____:",Valid,Invalid,Reliable,Unreliable,C
1277,The Solar calendar is which type of calendar?,Persian,Gregorian,Chinese,None of these,B
1278,Hingol Dam is constructed in which province of Pakistan?,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,D
1279,Which is the largest mountain system of North America?,Prime Charles Mountain,McKinley,Rockies Mountain,Aconcagua,C
1280,In which country Alexandria part is situated?,Egypt,Cuba,France,Iran,A
1281,Plato was Aristotle's:,Teacher,Friend,Student,Son,A
1282,International Day for Natural Disaster Reduction is observed on the second Wednesday of which month?,November,September,December,October,D
