Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
243,Which Sindhi journalist and linguist was awarded the Pride of Performance in 2018?,Rauf Parekh,Hassan Sharif,Salman Alvi,Moti Parekh,A
244,The Parliament of Norway is known as ___________.,People's Congress,Parliament,Storting,National Congress,C
245,FIFA World Cup 2022 will be played in:,Qatar,UAE,Japan,China,A
246,The currency of China is ___________.,Ruble,Yen,Yuan,Lira,C
247,April 23 is World _________ Day?,World Teachers Day,World Books Day,World Earth Day,World Children Day,B
248,Which is declared as the riskiest country for newborns by UNICEF?,India,Pakistan,Afghanistan,Bhutan,B
249,Who is the current Managing Director of the International Monetary Fund '(IMF)?,Christine Lagarde,Kristalina Georgieva,Patricia Scotland,None of these,B
250,What is the number of Imran Khan as Prime Minister?,22nd,24th,14th,20th,A
251,Prime Minister Imran Khan inaugurated the Kartarpur Corridor on:,in Sep-19,in Oct-19,in Nov-19,in Dec-19,C
252,The proposed motorway from Gwadar to Kashgar is about ________ km.,1000,2000,3000,4000,C
253,The Prime Minister of France is __________?,François Bayrou,Jean castex,Mario Daroghi,None of these,A
254,Who is the current President of Brazil?,Michel Temer,Dilma Rousseff,Jair Bolsonaro,Lula da Silva,D
255,When was the Pak-China Economic Corridor Secretariat inaugurated in Islamabad?,"on Apr 20, 13","on Apr 24, 14","on Aug 27, 13","on Aug 29, 16",C
256,Who is the current Head of State in Afghanistan?,Amir Mutaiqi,Hassan Hamayoun Akhund,Haibat Ullah Akhunzada,Ashraf Ghani,C
257,Which country recently abolished the post of prime minister?,Sweden,Türkiye,Senegal,None of these,C
258,The Strait of Gibraltar connects ___________.,Red Sea and Arabian Sea,Mediterranean Sea and North Atlantic Ocean,Mediterranean Sea and Black Sea,Caribbean Sea and North Pacific Ocean,B
259,The headquarter of the International Confederation of Free Trade Unions - Asian and Pacific Regional Organization (ICFTU - APRO) is located in ___________.,Kenya,Singapore,Canada,Libya,B
260,'The International Day to End Impunity for Crimes against Journalists' day is observed annually on ____________?,on 30 September 2023,on 2 November 2023,on 5 November 2023,None of these,B
261,"Shinzo Abe, the former prime minister of Japan, died after being shot during a campaign speech on _________?","on August 15, 2021","on July 8, 2022","on June 1, 2023","on January 10, 2020",B
262,Who won the men's title of the Italian open 2022?,Novak djokovic,Rafael Nadal,Andy Murray,Stefanos Tsitsipas,A
263,The Yellowstone National Park is in ___________.,USA,China,Italy,Nepal,A
264,When did the US Capitol Hill Journey Incident occur?,"on Jan 5, 21","on Jan 6, 21","on Jan 7, 21",None of these,B
265,When did Boris Johnson resign as United Kingdom Prime Minister?,on 6th July 2022,on 7th July 2022,on 8th July 2022,None of these,B
266,Who is the current Secretary General of the South Asian Association for Regional Cooperation (SAARC)?,Amjad Sial,Arjun Thapa,Esala Ruwan Weerakoon,None of these,C
267,The Doha Agreement was signed between the Taliban and the US on:,"on Feb 29, 20","on Mar 29, 20","on Apr 29, 20","on May 29, 20",A
268,"Turkey's national name at the United Nations has been changed from ""Turkey"" to __________?",Turkki,Turkiye,Torkee,None of These,B
269,The US added ______ and ______ to the list of the Child Soldiers Prevention Act in 2021.,Armenia & Chile,Pakistan & Türkiye,Estonia & Djibouti,None of these,B
270,The 12th session of the Information Ministers of the OIC Member States was held in __________?,"Istanbul, Turkiye","Riyadh, KSA","Tehran, Iran","Islamabad, Pakistan",A
271,Who is the Current Foreign Minister of Germany?,Jawad Zareef,Annalena Baerbock,Heiko Josef Maas,Allen Gurney,B
272,Which Army Chief of Pakistan initiated Operation Zarb-e-Azb in 2014?,Asif Nawaz Janjua,Raheel Sharif,Ishfaq Pervaiz Kiani,Pervaz Musharaf,B
273,The ASEAN Summit of 2022 was held at __________?,Combodia,Bali,Jakarta,None of these,A
274,Pakistan's rank in the World Happiness Report 2023:,103,108,113,132,B
275,The current leader of the Taliban is:,Mullah Baradar,Hibatullah Akhundzada,Mulla Abdul Ghani,None of these,B
276,Who is the present head coach of Pakistan's cricket team?,Intikhab Alam,Javed Miandad,Mickey Arthur,Dave Whatmore,C
277,"Imran Khan, who became Prime Minister in August 2018, was Pakistan's ____ Prime Minister.",19th,20th,21st,22nd,D
278,The largest ever volcanic eruption was recorded in __________?,Fiji,Tonga,Niue,Samoa,B
279,A Chinese foreign minister attended the OIC foreign ministers' meeting in 2022 as a Special Guest. His name is:,Wang Zhongyu,Wang Yi,Luo Gan,Li Tieying,B
280,"On 30 June 2021, the World Health Organization announced that _____ had been certified malaria-free.",Somalia,Afghanistan,China,India,C
281,Which of the following won a Nobel Prize?,Dr. Ashfaq Ahmed,Dr. Abdus Salam,Dr. Abdul Qadeer,Dr. Abdul Quddus,B
282,Which of the following companies are owned by Elon Musk?,Tesla & SpaceX,Amazon & Google,Apple Inc & NASA,All of Above,A
283,Which three countries held anti-submarine drills in October 2022?,"Australia, Japan, South Korea","US, Japan and South Korea","Australia, US and North Korea",None of These,B
284,Which UN Secretary General visits Kartarpur Corridor:,Antonio Guterres,Ban Ki-moon,Kofi Annan,None of these,A
285,When was the International Day of Rural Woman celebrated in 2017?,On 12 March,On 15 October,On 2 May,On 14 April,B
286,How did Pakistan's rank change in the Transparency International Corruption Perception Index 2020 regarding corruption?,From 120 to 126,From 120 to 124,From 120 to 122,None of these,B
287,The European Union (EU) consists of ___________.,10 members,27 members,30 members,25 members,B
288,"The Future Investment Initiative Summit, often referred to as 'Davos in the Desert' summit, is going to be held in __________?",Dubai,Riyadh,Qatar,None of these,B
289,"""One Vision, One Identity, One Community"" is the motto of __________?",UNO,OIC,WHO,ASEAN,D
290,Who is the first woman umpire to be elected to the Official ICC umpire's Panel?,Pam Postema,Kathy Cross,Doris Turner,Courtney Young,B
291,The circumference of the Earth is around ___________.,20089 km,30084 km,40075 km,50073 km,C
292,WHO declared a global emergency over monkeypox on ______?,"on 23 July, 2022","on 23 June, 2022","on 23 May, 2022",None of These,A
293,"As of 2012, how many countries were members of the non-Aligned movement?",100,110,120,150,C
294,Robbie Williams is a ___________.,Doctor,Engineer,Lawyer,Pop singer,D
295,Who is the current Speaker of the Provincial Assembly of Balochistan?,Mir Abdul Quddus Bizenjo,Rahila Durrani,Jan Mohammad Jamali,Matiullah Agha,A
296,British Prime Minister Boris Johnson won a vote of confidence on __________?,on 2 June 2022,on 4 June 2022,on 6 June 2022,on 8 June 2022,C
297,"According to the UN Development Programme, cities consume ______ of the total energy.",76 percent,77 percent,78 percent,79 percent,C
298,Fathom is the unit of measurement for ___________.,Sound,Depth,Energy,Time,B
299,Who is the Current Prime Minister of Malaysia?,Mahathir Bin Mohamad,Ismail Sabri Yaakob,Anwar Ibrahim,None of these,C
300,The current DG ISPR is:,Asif Ghafoor,Asim Saleem,Babar Iftikhar,None of these,C
301,Who is the current chief minister of Sindh?,Murad Ali Shah,Qaim Ali Shah,Arbab Rahim,None of these,A
302,Pot Holes is a term of ___________.,Sociology,Geography,Physics,Chemistry,B
303,Queen Elizabeth II's age at death?,90,92,94,96,D
304,Prime Minister Imran Khan inaugurated the Kartarpur Corridor on:,in Sep-19,in Oct-19,in Nov-19,in Dec-19,C
305,Which cricket board sacked its selection panel after a humiliating T20 World Cup exit?,Pakistan Cricket Board (PCB),The Board of Control for Cricket in India (BCCI),Australian Cricket Board,None of These,B
306,Tiger Airways is the airline of ___________.,Australia,Germany,Portugal,Thailand,A
307,Who is the only Pakistani Player to hit a fifty and take four or more wickets in a World- Cup match?,Wahab Riaz,Majid Khan,Imran Khan,Abdur Razzaq,A
308,Which country allowed its women to attend sports events in stadiums starting from 2018?,Sudan,Somalia,Saudi Arabia,Austria,C
309,The Largest Tea Importer of the World is __________?,Africa,Pakistan,India,Bangladesh,B
310,The incumbent Foreign Minister of Afghanistan is?,Muhammad Hanif Atmar,Mustafa Mastoor,Muhammad Sarwar Danish,None of these,D
311,The Nobel Peace Prize for the year 2005 was awarded to M. ElBaradei together with ___________.,International Labour Organization (ILO),International Atomic Energy Agency (IAEA),World Health Organization (WHO),None of these,B
312,"The Suez Canal, a vital waterway for global trade, connects which two major bodies of water?",Atlantic Ocean and Pacific Ocean,Mediterranean Sea and Black Sea,Persian Gulf and Red Sea,Mediterranean Sea and Red Sea,D
313,The Silk Road is between which countries?,Pakistan and China,Pakistan and Iran,Pakistan and Afghanistan,Pakistan and India,A
314,What is the name of the British cyclist who made an International Record by cycling the whole World in 79 Days?,Mark Beaumont,Arthur Bing,Peter Smichal,Roy Wilson,A
315,Which country recently joined the Eurozone?,Lithuania,Croatia,Senegal,None of these,A
316,Xinhua is the news agency of ___________.,China,Japan,North Korea,South Korea,A
317,Which country won the most Medals in the Birmingham 2022 Commonwealth Games?,Australia,England,Canada,India,A
318,Who is the current Governor of State Bank of Pakistan?,Ashraf Wathra,Tariq Bajwa,Reza Baqir,None of these,C
319,Fehmida Mirza holds the ministry of:,Agriculture,Home,Provincial Coordination,None of above,C
320,What percentage does Pakistan produce electricity from thermal sources?,40 percent,23 percent,60 percent,10 percent,C
321,Which of the following Pakistani-American Scout Girls received an award from US President Donald Trump for her efforts to fight against Coronavirus?,Emma C,Laila Khan,Bakhtawar Khan,None of these,B
322,"North Korea conducted its longest-range missile test over ________ for the first time in five years on October 4, 2022?",South Korea,Japan,China,None of These,B
323,Who has been appointed as the Secretary of State of the USA after the removal of Rex Tillerson?,Gina Haspel,Rex Tillerson,Mike Pompeo,Juan Lindo,C
324,Through which social media app did the Govt. of Pakistan launch the Coronavirus (COVID-19) information service?,Facebook,WhatsApp,Twitter,Instagram,B
325,The Suez Canal links which of the following seas?,Red Sea with Mediterranean Sea,Mediterranean Sea with Adriatic Sea,Black sea and Aegean Sea,Persian Gulf with Arabian sea,A
326,"According to a World Bank report, trade between Pakistan and South Asia is valued at ___________.",2 Billion dollars,4 Billion dollars,5.1 Billion dollars,9 Billion dollars,C
327,Who has been sworn in as the first Black woman to serve on the US Supreme Court?,Amy Coney Barrett,Leondra Kruger,Kamala Harris,Ketanji Brown Jackson,D
328,"Imran Khan, who became Prime Minister in August 2018, was Pakistan's ____ Prime Minister.",19th,20th,21st,22nd,D
329,'World Milk Day' is celebrated every year on ___________?,on May 1,on June 1,on July 1,on August 1,B
330,The current Secretary-General of the UN belongs to:,South Korea,Portugal,Thailand,North Korea,B
331,London is situated on the bank of the river ___________.,Tyne,Serine,Thames,Came,C
332,Current chief of Pak Air Force?,Mujahid Anwar,Zaheer Ahmad Babar,Sohail Aman,None of these,B
333,Who is the current President / CEO of Google?,Larry Page,Satya Nadella,Sundar Pichai,Sergey Brin,C
334,Where was Jesus Christ born?,Iraq,Jerusalem,Mecca,Medina,B
335,Who is the Current Chief Election Commissioner of Pakistan?,Sardar Muhammad Raza Khan,Sikandar Sultan Raja,Altaf Ibrahim Qureshi,Fakhr-ud-din Ibrahim,B
336,The Pakistan government has announced a defence budget of PKR _______ for the fiscal year (FY) 2021-22.,1170 billion,1270 billion,1370 billion,1470 billion,C
337,"According to a World Bank report, ________ million people (approximately) globally have no access to electricity?",522 Million,733 Million,884 Million,None of These,B
338,"The OIC Secretary General from 2016 to 2021, Yousef Al-Othaimeen, was from which country?",Libya,Egypt,Saudi Arabia,None of these,C
339,Who was the European Union Ambassador to Pakistan appointed in 2022:,Pierre Mayaudon,Dr. Riina Kionka,Luigi Soreca,None of these,B
340,The least populous country is ___________.,State of Varian City,Chile,Kuwait,Bhutan,A
341,"Which city was recognized as the capital of Israel on December 6, 2017, by the president of the USA, Donald Trump?",Tel Aviv,Haifa,Jaffa,Jerusalem,D
342,"On August 31, 2022, Australia announced it will provide $____ million in humanitarian aid to Pakistan.",2 Million dollars,1 Million dollars,4 Million dollars,3 Million dollars,A
343,What is the rank of Pakistan in the Global Innovation Index 2022?,80,85,87,None of these,C
344,Which UN Secretary General visits Kartarpur Corridor:,Antonio Guterres,Ban Ki-moon,Kofi Annan,None of these,A
345,Name the crime reporter of Saudi Arabia killed in Türkiye:,Khalid bin Sa'ud,Ahmad Sultan,Jamal Khashoggi,Yousaf Saleh,C
346,Which country unveiled plans to issue the world's first digital currency?,Ecuador,Switzerland,Sweden,Brazil,A
347,"Where was COP26 held between November 9 and 12, 2021?",Glasgow,Rome,Stockholm,None of these,A
348,NASA plans to decommission and retire the ISS in year _______?,2025,2030,2031,2035,C
349,"What was the result of the Catalonia Independence Referendum, with a turnout of 43 percent on October 27, 2017?",37 percent vote in favour,43 percent vote in favour,90 percent vote in favour,72 percent vote in favour,C
350,A chronometer measures ___________.,Sound waves,Time,Color contrast,Water waves,B
351,Who was the Pakistani to be awarded the Nobel Prize for Peace in 2014?,Abdul Sattar Edhi,Malala Yousafzai,Abdus Salam,Abdul Qadeer Khan,B
352,Daniil Medvedev is a professional tennis player from which country?,USA,China,Russia,Mongolia,C
353,Who became the youngest female Aerospace Engineer of Pakistan:,Shaista Malik,Aasiya Iqbal,Arooba Faridi,None of these,C
354,Britain's highest military award is ___________.,Victoria cross,Iron Cross,Military Cross,Medal of Honor,A
355,The Gibson Desert is located in which country?,US,Australia,Argentina,Saudi Arabia,B
356,Who is the incumbent chairman of the Council of Islamic Ideology (CII)?,Maulana Muhammad Sherani,Dr. Qibla Ayaz,Maulana Abdul Khabir Azad,None of these,B
357,The Prime Minister of which country was affected by COVID-19?,U.K.,Canada,India,France,A
358,Who is Current Prime Minister of Nepal:,Sher Bahadur Deuba,Pushpa Kamal Dahal,Sharma Oli,None of these,B
359,"Currently in the news, scientists have found a Galaxy that existed 13.5 billion years ago known as ___________.",GLASS-z13,Andromeda,NGC 224,Non of these,A
360,Reuters is the news agency of ___________.,USA,Germany,UK,Australia,C
361,Turkey summons which country's diplomat over Kurdish militants?,Norway,Israel,Sweden,Armenia,C
362,"Ahmad Mujtaba, an upcoming sports star from Quetta, recently won a prestigious championship in Featherweight class. In which game did he win?",Boxing,Wrestling,Taekwondo,Mixed Martial Arts (MMA),D
363,Who is the first-ever female Pilot from Kashmir?,Maliha Sami,Maryam Mujtaba,Maryam Masood,Jamila Khanum,B
364,Swedish scientist Svante Pääbo won the 2022 Nobel Prize in ___________?,Physics,Chemistry,Medicine,None of the above,C
365,Who became the first European woman to command the International Space Station?,Yelena Serova,Jessica Watkins,Samantha Cristoforetti,Sunita Williams,C
366,FBR headquarters are located in which city?,Lahore,Karachi,Multan,Islamabad,D
367,Turkey has been an official candidate for accession to which of the following international blocs since 1999?,Shanghai Cooperation Organisation (SCO),European Union (EU),Association of Southeast Asian Nations (ASEAN),Eurasian Economic Union (EAEU),B
368,The final match of the FIFA World Cup 2022 was played on ___________.,on 18 November,on 20 November,on 18 December,on 20 December,C
369,"Along with Pakistan, which country was removed from the FATF grey list in October 2022?",Myanmar,Croatia,Nicaragua,UAE,C
370,The River Nile flows mainly through:,Egypt,Sudan,Kenya,Tanzania,A
371,Which of the following is not a member of the Schengen Area?,Spain,France,United kingdom,Germany,C
372,Who is the first specialist bowler in the history of T20 World Cups to be awarded the Player of the Tournament 2022?,Shahid Afridi,Sam Curran,Naseem Shah,None of These,B
373,Khojak Pass is located between ___________.,Quetta and Dera Ismail Khan,Quetta and Chaman,Jamrud and Landikotal,Sibi and Maachi,B
374,The busiest airport in the world is ___________.,New York Airport,Frankfurt Airport,Dubai Airport,Atlanta International Airport,D
375,What is the theme of the 'World No Tobacco Day 2022'?,Tobacco: A Threat to our Humanity,Tobacco: A Threat to our Environment,Tobacco: A Threat to Health,None of These,B
376,How many Arab-Israel Wars have so far been fought?,Two,Three,Four,Five,D
377,The biennially held Exercise KAKADU is hosted by __________?,NATO,AUKUS,Royal Australian Navy,Indian navy,C
378,Who is the current King of the United Kingdom and 14 other Commonwealth realms?,Charles III,George VI,Wallis Simpson,Edward VII,A
379,The headquarter of the International Federation of Journalists (IFJ) is located in ___________.,Canada,Belgium,Kenya,USA,B
380,Zalmay Khalilzad was the US Ambassador to (in 2005) ___________.,Iraq,Syria,Lebanon,Afghanistan,A
381,Which country is the biggest producer of uranium in the world?,France,Kazakhstan,Canada,Spain,B
382,A very vast and extended bay is known as ___________.,Strait,Gulf,Bight,Peninsula,C
383,Hamas was founded by ___________.,Yasser Arafat,Ismail Haniye,Khalid Meshaal,Sheikh Ahmed Yassin,D
384,The 800 MW Al Kharsaah Solar Power Plant belongs to which country?,Saudi Arabia,Yemen,Iraq,Qatar,D
385,Which of the following countries is situated below sea level?,New Zeland,Japan,Turkey,Netherlands,D
386,What is the meaning of Zarb-e-Azb?,Long and swift,Fast and Sharp,Sharp and cutting,None of these,C
387,Which country was named the world's happiest country in The World Happiness Report in 2022?,Italy,Finland,New Zealand,Oman,B
388,The Indian Navy has taken delivery of the Indigenous Aircraft Carrier ______ from manufacturer Cochin Shipyard Limited in July 2022?,Vikram,Vikrant,Vijay,Viraat,B
389,Which province passed a resolution to add Khatm-e-Nabuwwat in the Nikah document?,Punjab,Sindh,KPK,Balochistan,A
390,WUD (World UFO Day) is being celebrated on which date?,on 5 July 2025,on 3 July 2023,on 2 July 2023,on 1 July 2025,C
391,Which one is the largest ocean of the world?,Pacific,Atlantic,Arctic,None of these,A
392,Who won the javelin throw gold medal award in the Commonwealth Games 2022?,Neeraj Chopra,Johannes Vetter,Shivpal Singh,Arshad Nadeem,D
393,Queen Elizabeth II died on __________?,on 6 September 2022,on 7 September 2022,on 8 September 2022,None of these,C
394,"According to ECP figures, ______ per cent of the registered voters in Pakistan are females.",40 percent,44 percent,46 percent,55 percent,B
395,"Who was elected as the UK's new prime minister on September 5, 2022?",Borris johnson,Rishi Sunak,Liz Truss,None of These,C
396,"Recently (2018), which country introduced free public transport?",Sweden,Norway,Luxemburg,Switzerland,C
397,The Women's Asia Cup 2022 was hosted by which country?,Bangladesh,Malaysia,India,None of These,A
398,What is the theme of the 'World Food Safety Day 2022'?,Prevent Food-borne risks,"Safer Food, Better Health",Manage Food-borne Infections,Safe Food to Children,B
399,"Recently, which of the following billionaires acquired Twitter for $44 billion?",Bill Gates,Elon Musk,Mark Zuckerberg,Jeff Bezos,B
400,United Arab Emirates President Khalifa bin Zayed Al Nahyan died on ___________?,"on May 13, 2022","on June 10, 2021","on April 5, 2023","on January 1, 2020",A
401,The Olympic Games in 2020 were _ Olympiad.,32nd,30th,35th,34th,A
402,Fatima Payman becomes __________'s first hijab-wearing Senator.,Pakistan,UK,USA,Australia,D
403,Who threw 90.18m in the javelin Throw in the Commonwealth Games 2022?,Nooh dastagir butt,Arshad Nadeem,Keshorn Walcott,None of these.,B
404,"Which prominent Pakistani human rights activist died on February 11, 2018?",Asma Jehangir,Pervaiz Sheikh,Ali Durrani,Zaeem Shah,A
405,Who is the current Prime Minister of Saudi Arabia?,Farhan bin Faisal,King Abdul Aziz,Muhammad bin Salman,None of these,C
406,Our galaxy is known as ___________.,Solar System,Milky Way,Ursa Minor,Water ways,B
407,Ismail Haniyeh is the leader of:,Hamas,PLO,Hezbollah,None of these,A
408,Current Secretary-General of UN belongs to:,South Korea,Portugal,Thailand,North Korea,B
409,How much is the weight of the Football World Cup Trophy?,6.175 kg,5 kg,8 kg,4 kg,A
410,RAW is an abbreviation of ___________.,Radical Army Wing,Research And Warning,Research & Analysis Wing,Raw Auto Warrior,C
411,Who is the winner of ICC Men's T20 World Cup 2022?,New Zealand,England,West Indies,Australia,B
412,Time magazine declared which person(s) 'Person of the Year' in 2020?,Joe Biden and Kamala Harris,Greta Thunberg,Elon Musk,None of these,A
413,Who is the current foreign Minister of Costa Rica?,Ioamis kasoulidis,Alexandra Hill,Zhou Enlai,Arnoldo André Tinoco,D
414,Income that is saved and not invested is known as ___________.,Capital,Deposit,Hoarding,None of these,C
415,_________ became the first Bangladeshi to scale K2?,Saima Nazeer,Sameena Baig,Wasfia Nazreen,Nazir Sabir,C
416,"Until June 2022, the verification of around ________ Afghan refugees living in Pakistan was completed?",1.3 million,1.7 million,2.1 million,2.9 million,A
417,Who is the current Vice President of the United States?,Mike Pence,Joe Biden,Kamala Harris,JD Vance,C
418,Army Chief General Qamar Javed Bajwa visited which country in 2020?,Kuwait,Syria,Egypt,None of these,A
419,The European Union's Executive has outlined plans to raise more than _________ from energy firms to help shield households and businesses from soaring inflation?,120 Billion dollars,130 Billion dollars,140 Billion dollars,None of These,C
420,"NOMURA, a top financial services company, belongs to which country?",Japan,China,USA,Russia,A
421,For how many years was former Pakistani Prime Minister Nawaz sentenced to jail?,3,7,10,13,C
422,The current Chief Minister of Gilgit-Baltistan is?,Khalid Khursheed,Hafeez Ur Rahman,Syed Mehdi Shah,None of these,A
423,Which of the following countries will host the football club world cup in 2023?,France,Germany,Morocco,Portugal,C
424,Which country will make the football for FIFA 2022?,India,Srilanka,Pakistan,UAE,C
425,China's population is ___________. (Updated-2022),2.36 billion,3.36 billion,1.45 billion,4.36 billion,C
426,Who is the current Chairman of the FBR?,Bakir Raza,Malik Amjed Zubair Tiwana,Asad Qaiser,None of these,B
427,Which country recently dropped the controversial Trump-Era recognition of West Jerusalem as Israel's Capital?,Kuwait,Bangladesh,Syria,Australia,D
428,The 2022 United Nations Climate Change Conference is also called ________?,COP 22,COP 25,COP 27,None of These,C
429,"Who was selected as the Men's Emerging Cricketer of the Year on January 18, 2018?",Hassan Ali,Steve Smith,Rashid Khan,JP Duminey,A
430,A massive rise in Antarctica's temperature was recently recorded as:,18.3 °C,22.3 °C,23.3 °C,None of these,A
431,Who is the current Chief of Air Staff?,Sohail Aman,Zaheer Ahmad Babar Sidhu,Mujahid Anwar Khan,None of these,B
432,Which is the first country to allow mercy-killing for children and the first to lift all age restrictions?,France,Japan,India,Netherlands,D
433,Where has the 2022 NATO Madrid Summit been held?,Spain,USA,United Kingdom,Switzerland,A
434,"Which country has recently launched its first sea-to-navy, missile-equipped submarine, dubbed Fateh?",Iran,Pakistan,Türkiye,None of these,A
435,"Jiang Zemin was China's president from 1993 to 2003, and died on November 30, 2022, at the age of ______.",92,93,95,96,D
436,I2U2 is the new grouping formed by ____________?,"India,australia,Israel,USA","India,Israel,USA,UAE","Pakistan,China,Russia,Iran","UK,USA,UAE, India",B
437,The population of an area is shown by which type of map?,Dot Distribution,Atlas,Cadastral,Topographical,A
438,"Who is the current Grand Mufti of Saudi Arabia, the highest religious authority in the country?",Sheikh Abdullah Al-Sheikh,Sheikh Abdul Aziz al-Sheikh,Sheikh Abdul Mohsen al-Sheikh,Sheikh Abdul Rahman al-Sheikh,B
439,The program 'United Nations millennium development goals' focuses on ___________.,Eradicate extreme poverty,Achieve universal primary education,Promote gender equality,All of these,D
440,"Mikhail Gorbachev, the last president of the Soviet Union, died on __________?","on August 1, 2022","on August 15, 2022","on August 30, 2022",None of these,C
441,The headquarter of International Consumers for Civil Society (ICCS) is located in ___________.,France,Canada,USA,Germany,C
442,"PM Imran Khan launched the ____ mobile app on Jan 6, 2020, to control drug abuse.",Safe Citizen app,Dangers of drug app,Zindagi app,None of these,C
443,The famous Suez Canal was constructed in which year?,1869,1870,1871,1872,A
444,Pakistan's permanent representative to the United Nations is:,Munir Akram,Dr. Maleeha Lodhi,Masood Khan,None of these,A
445,"Recently, in which country was an ex-national security chief, Suh Hoon, arrested over a border killing?",North Korea,South Korea,Indonesia,None of these,B
446,Which country's person became the world's oldest to sail solo across the Pacific?,Maldives,Mongolia,China,Japan,D
447,Who is the current Secretary General of the Organization of Islamic Cooperation (OIC)?,Iyad Amin Madani,Dr. Yousef A. Al-Othaimeen,Hissein Brahim Taha,None of these,C
448,The FIFA World Cup 2022 was held in which country?,France,Oman,Qatar,Argentina,C
449,Aeroflot is the airline of ___________.,Canada,Russia,India,USA,B
450,Zaporizhzhia is the ___________ nuclear facility of Europe?,Biggest,2nd Biggest,Smallest,None of These,A
451,Who is the current Governor of Balochistan Province?,Ataullah Mengal,Amanullah Khan Yasinzai,Muhammad Khan Achakzai,None of these,B
452,FATF monitors ___________.,Combat money laundering,Terrorism Financing,Both (a) and (b),Nuclear non-proliferation,C
453,The current CEO of Twitter is:,Parag Agrawal,Jack Dorsey,Linda Yaccarino,None of these,C
454,Who became the fastest batsman to score 9000 ODI Runs in October 2017?,David Miller,Virat Kohli,Fakhar Zaman,David Warner,B
455,How many times has France won the FIFA World Cup?,One,Two,Three,Four,B
456,Where was the Global Climate Action Summit 2018 held?,"Paris, France","California, USA","London, UK",None of these,B
457,The Lowari Pass connects ___________.,Dir with Chitral,Kalam with Gilgit,Goram Chashma with Nooristan,Kaghan Valley with Chillas,A
458,Statistical diagrams include ___________.,Line Graph,Bar Graph,Pie Graph,All of these,D
459,Which country launched the world's first fully electric cargo ship and the first one to use,lithium battery? China,USA,UK,Germany,B
460,The Cricket World Cup 2023 is scheduled to be held in ___________.,Australia and New Zealand,England,India,South Africa,C
461,"Who is the current leader of Hamas, a Palestinian Organization?",Mahmood Abbas,Ismail Haniyeh,Khalid Mashal,None of these,B
462,Who was the first viceroy of India?,Lord Ripon,Lord Canning,Lord Curzon,Lord Mountbatten,B
463,Who won the 2022 United Nations refugee agency's prestigious award?,Greta Thunberg,Malala Yousafzia,Angela Merkel,None of These,C
464,Schrwatzel is the richest event ever played in which sport?,Tennis,Basketball,Golf,Snooker,C
465,Which country's legislature approved landmark legislation to seek asylum for refugees with medical treatment?,US,Spain,Canada,Australia,D
466,Which cricket team was the runner-up team in the T20 World Cup 2022?,England,Pakistan,India,New Zealand,B
467,Who is the Current President of Lebanon?,Saad Hariri,Michel Aoun,Najib Mikati,Joseph Aoun,D
468,The world's oldest international human rights organization is ___________.,Amnesty International,Freedom house,Anti Slavery,ILO,C
469,The Olympic games in 2004 were held in ___________.,Athens,Sydney,California,Brisbane,A
470,Prime Minister Imran Khan inaugurated Langar Scheme Ehsaas Programme in?,Lahore,Karachi,Islamabad,Multan,C
471,"Who visited Taiwan on August 2, 2022?",Joe Biden,Antony Blinkon,Nancy palosi,Windy shermon,C
472,Heat received by the Earth from the Sun is known as ___________.,Insulation,Solar heat,Solar radiation,Thermal radiation,C
473,The hottest planet is ___________.,Mercury,Venus,Jupiter,Saturn,B
474,The East India Company was established in ___________.,1603,1602,1600,1500,C
475,The FIFA World Cup 2022 was held from ___________.,on 20 November,on 21 November,on 18 December,on 24 December,A
476,"The SCO Summit 2022 will be held on September 15-16, 2022, in __________?","Ashgabat, Turkmenistan","Samarkand, Uzbekistan","Bishkek, Kyrgyzstan","Dushanbe, Tajikistan",B
477,What is the theme of International Day of Peace 2022?,Know how ultimate peace can be obtained.,End racism. Build peace.,Recovering better for an equitable and sustainable world.,None of these.,B
478,Which nation has launched a solid-fuelled rocket named 'Zuljanah' into space?,Turkey,China,North Korea,Iran,D
479,"Queen Elizabeth, the UK's longest-serving monarch, died at the age of __________?",98,96,95,99,B
480,Rawanda joined the commonwealth in __________?,2009,2019,2008,none of these,A
481,The first constructed barrage of Pakistan is ___________.,Jinnah Barrage,Sukkur Barrage,Taunsa Barrage,Kotri Barrage,B
482,Pakistani Female Army Officers were awarded a UN Medal for exemplary services in ______ on 1st February 2020.,Mali,Congo,South Sudan,None of these,B
483,Who is the current Mayor of London?,Zac Goldsmith,Boris Johnson,Sadiq Khan,None of these,C
484,"Recently, which airline has announced it will resume flights to Pakistan after 10 years?",Norway Airlines,Australia Airlines,British Airways,Emirates Airlines,C
485,When did the Islamic solidarity games take place?,"on 9-18 August, 2022","on 10-18 August, 2022","on 9-19 August, 2022",none of these,A
486,Which is the deepest ocean in the world?,Arctic,Atlantic,Pacific,Indian,C
487,Which country has filed a case against Myanmar in the International Court of Justice '(ICJ)?,France,Australia,Gambia,None of these,C
488,Identify the largest sea in the world.,Black Sea,Red Sea,South China Sea,None of these,C
489,The first SAARC summit was held at ___________.,New Delhi,Dhaka,Islamabad,Nepal,B
490,"Liz Truss, the new UK prime minister, belongs to which party?",Conservative party,Republican party,Labour party,None of These,A
491,The biggest country in population is ___________.,China,Russia,India,USA,A
