Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
Resolve (3x - 4) / (x² - 2x - 3) into partial fractions.,5 / 4(x - 3) + 7 / 4(x + 1),7 / 4(x - 3) + 5 / 4(x + 1),7 / 4(x + 1) + 5 / 4(x - 3),5 / 4(x + 1) + 7 / 4(x - 3),C,"Factor denominator as (x - 3)(x + 1), then apply partial fraction decomposition: (3x - 4) / (x² - 2x - 3) = A / (x - 3) + B / (x + 1).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 3) / (x³ + x) into partial fractions.,3 / x + (-x + 3) / (x² + 1),3 / x - x / (x² + 1),-3 / x + (x + 3) / (x² + 1),3 / x + x / (x² + 1),A,"Factor denominator as x(x² + 1), then use partial fraction decomposition: (x² + 3) / (x³ + x) = A / x + (Bx + C) / (x² + 1).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 5) / (x² + 5x + 6) into partial fractions.,-1 / (x + 2) + 3 / (x + 3),3 / (x + 2) + (-1) / (x + 3),3 / (x + 3) - 1 / (x + 2),1 / (x + 3) - 3 / (x + 2),C,"Factor denominator as (x + 2)(x + 3), then apply partial fraction decomposition: (2x + 5) / (x² + 5x + 6) = A / (x + 2) + B / (x + 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² + x - 6) into partial fractions.,4 / 5(x + 3) + 1 / 5(x - 2),1 / 5(x + 3) + 4 / 5(x - 2),4 / 5(x - 2) + 1 / 5(x + 3),1 / 5(x - 2) + 4 / 5(x + 3),C,"Factor denominator as (x - 2)(x + 3), then use partial fraction decomposition: (x + 2) / (x² + x - 6) = A / (x - 2) + B / (x + 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 1) / (x² - 4x + 3) into partial fractions.,5 / (x - 3) - 2 / (x - 1),-2 / (x - 3) + 5 / (x - 1),5 / (x - 1) - 2 / (x - 3),-5 / (x - 1) + 2 / (x - 3),A,"Factor denominator as (x - 1)(x - 3), then apply partial fraction decomposition: (3x + 1) / (x² - 4x + 3) = A / (x - 1) + B / (x - 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / (x² - x - 2) into partial fractions.,1 / 3(x + 1) + 2 / 3(x - 2),1 / 3(x - 2) + 2 / 3(x + 1),2 / 3(x - 2) + 1 / 3(x + 1),2 / 3(x + 1) + 1 / 3(x - 2),B,"Factor denominator as (x + 1)(x - 2), then use partial fraction decomposition: (x + 1) / (x² - x - 2) = A / (x + 1) + B / (x - 2).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x² - 4) into partial fractions.,7 / 4(x - 2) + 1 / 4(x + 2),7 / 4(x + 2) + 1 / 4(x - 2),-7 / 4(x + 2) + 1 / 4(x - 2),-7 / 4(x - 2) + 1 / 4(x + 2),A,"Factor denominator as (x - 2)(x + 2), then apply partial fractions to get A = 7/4 and B = 1/4.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 1) / (x + 1)(x - 1) is,1 + 1 / (x + 1) + 1 / (x - 1),1 + 1 / (x - 1) - 1 / (x + 1),1 - 1 / (x + 1) + 1 / (x - 1),1 - 1 / (x - 1) + 1 / (x + 1),B,"Divide numerator by denominator to simplify, then apply partial fractions.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x³ + x) into partial fractions.,1 / x - (x + 1) / (x² + 1),1 / x - x / (x² + 1),1 / x + x / (x² + 1),1 / x + (x + 1) / (x² + 1),B,"Factor x³ + x = x(x² + 1), then decompose into 1/x + Bx + C / (x² + 1).",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / (x² - x - 6) is,1 / (x - 3) + 0 / (x + 2),4 / 5(x - 3) + 1 / 5(x + 2),-1 / 5(x + 2) + 4 / 5(x - 3),1 / (x + 2) + 1 / (x - 3),B,"Factor denominator, then apply cover-up method to get A = 4/5 and B = 1/5.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x - 1)(x + 2) into partial fractions.,2 / 3(x - 1) + 1 / 3(x + 2),2 / 3(x - 1) - 1 / 3(x + 2),-2 / 3(x - 1) + 1 / 3(x + 2),1 / 3(x - 1) + 2 / 3(x + 2),A,Use cover-up method or equate coefficients to find A = 2/3 and B = 1/3.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x - 2)²(x + 1) is,1 / 9(x + 1) + 1 / 3(x - 2) + 1 / 9(x - 2)²,1 / 9(x + 1) - 1 / 9(x - 2) + 1 / 3(x - 2)²,-1 / 9(x + 1) + 1 / 3(x - 2)² + 1 / 9(x - 2),1 / 9(x + 1) - 1 / 3(x - 2) + 1 / 9(x - 2)²,B,Apply partial fraction decomposition for repeated linear factors.,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 3x + 2) / (x + 1)(x + 2)² into partial fractions.,1 / (x + 1) + 0 / (x + 2) + 0 / (x + 2)²,1 / (x + 2) + 1 / (x + 2)²,1 / (x + 1) + 1 / (x + 2),1 / (x + 1) + 0 / (x + 2) + 1 / (x + 2)²,A,"Simplify the expression before decomposing into partial fractions, (x + 1)(x + 2) / (x + 1)(x + 2)² = 1 / (x + 2).",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x + 1)(x² + 1) is,1 / 2(x + 1) + (-x + 1) / 2(x² + 1),-1 / 2(x + 1) + (x + 1) / 2(x² + 1),1 / 2(x + 1) + (x + 1) / 2(x² + 1),1 / 2(x + 1) + (-x - 1) / 2(x² + 1),A,"Decompose 1 / (x + 1)(x² + 1) into A / (x + 1) + (Bx + C) / (x² + 1), then equate coefficients.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x + 1)(x + 2) into partial fractions.,-1 / (x + 1) + 4 / (x + 2),1 / (x + 1) + 4 / (x + 2),1 / (x + 2) + 2 / (x + 1),-1 / (x + 2) + 4 / (x + 1),A,Use cover-up method or equate coefficients to find A = -1 and B = 4.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 3) / (x² + 2x + 1) is,1 / (x + 1) + 2 / (x + 1)²,2 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 2 / (x + 1)²,B,"Factor denominator as (x + 1)², then decompose into A / (x + 1) + B / (x + 1)².",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x - 1)(x² + x + 1) into partial fractions.,1 / 3(x - 1) + (-x - 2) / 3(x² + x + 1),1 / 3(x - 1) + (-x + 2) / 3(x² + x + 1),1 / 3(x - 1) + (x + 2) / 3(x² + x + 1),1 / 3(x - 1) + (-x + 1) / 3(x² + x + 1),A,"Decompose 1 / (x - 1)(x² + x + 1) into A / (x - 1) + (Bx + C) / (x² + x + 1), equate coefficients.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 1) / (x² - 1) is,3 / 2(x - 1) + 1 / 2(x + 1),3 / 2(x + 1) + 1 / 2(x - 1),-3 / 2(x + 1) + 1 / 2(x - 1),1 / 2(x + 1) + 3 / 2(x - 1),A,"Decompose (2x + 1) / (x - 1)(x + 1) into A / (x - 1) + B / (x + 1), then equate coefficients.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x + 1)(x² + 2x + 2) into partial fractions.,1 / (x + 1) + (-x) / (x² + 2x + 2),1 / (x + 1) + (-x + 1) / (x² + 2x + 2),1 / (x + 1) + (x + 1) / (x² + 2x + 2),1 / 5(x + 1) + (-x + 3) / 5(x² + 2x + 2),D,"Decompose into A / (x + 1) + (Bx + C) / (x² + 2x + 2), equate coefficients to find A, B, C.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x + 2)(x + 3) is,1 / (x + 2) + 1 / (x + 3),-1 / (x + 2) + 1 / (x + 3),1 / (x + 3) - 1 / (x + 2),-1 / (x + 3) + 1 / (x + 2),C,Apply cover-up method or equate coefficients to find A = -1 and B = 1.,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + x + 1) / (x + 1)(x + 2) into partial fractions.,1 + 1 / (x + 1) - 3 / (x + 2),1 + 1 / (x + 2) - 1 / (x + 1),1 - 1 / (x + 1) + 3 / (x + 2),1 + 3 / (x + 1) - 7 / (x + 2),C,"First simplify (x² + x + 1) / (x + 1)(x + 2) by division, then decompose remainder.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 3) / (x + 1)(x + 2)(x + 3) is,1 / (x + 1) + 1 / (x + 2) + 1 / (x + 3),1 / 2(x + 1) - 1 / (x + 2) + 1 / 2(x + 3),1 / (x + 1) - 1 / (x + 3),-1 / 2(x + 1) + 1 / (x + 2) - 1 / 2(x + 3),B,"Decompose into A / (x + 1) + B / (x + 2) + C / (x + 3), then equate coefficients.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x² + 5x + 6) is,1 / (x + 2) + 1 / (x + 3),-1 / (x + 2) + 1 / (x + 3),1 / (x + 3) - 1 / (x + 2),-1 / (x + 3) + 1 / (x + 2),B,"Factor denominator, then decompose 1 / (x + 2)(x + 3) into A / (x + 2) + B / (x + 3).",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x² + 4x + 4) into partial fractions.,1 / (x + 2) + 1 / (x + 2)²,2 / (x + 2) - 3 / (x + 2)²,"2 / (x + 2) + 3 / (x + 2)² is not correct but 1 / (x + 2) - 1 / (x + 2)² is, however the closest is",1 / (x + 2) - 3 / (x + 2)²,A,Factor denominator: (x + 2)². Use A / (x + 2) + B / (x + 2)². Equate numerator: 2x + 1 = A(x + 2) + B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x - 1) / (x² + 5x + 6) is,7 / (x + 3) - 5 / (x + 2),-7 / (x + 3) + 5 / (x + 2),5 / (x + 3) + 7 / (x + 2),7 / (x + 3) + 5 / (x + 2),B,Factor denominator: (x + 3)(x + 2). Use A / (x + 3) + B / (x + 2). Solve for A and B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 2x + 1) / (x³ + 3x² + 3x + 1) is,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)² + 1 / (x + 1)³,1 / (x + 1)² + 1 / (x + 1)³,1 / (x + 1)³,B,Factor denominator: (x + 1)³. Use A / (x + 1) + B / (x + 1)² + C / (x + 1)³.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x² - 2x - 3) into partial fractions.,3 / 4 (1 / (x - 3)) + 5 / 4 (1 / (x + 1)),9 / 4 (1 / (x - 3)) - 3 / 4 (1 / (x + 1)),-3 / 4 (1 / (x - 3)) + 9 / 4 (1 / (x + 1)),5 / 4 (1 / (x - 3)) + 3 / 4 (1 / (x + 1)),B,Factor denominator: (x - 3)(x + 1). Use A / (x - 3) + B / (x + 1). Equate numerator: 2x + 3 = A(x + 1) + B(x - 3).,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 3) / (x² + x - 2) is,4 / 3 (1 / (x + 2)) + 2 / 3 (1 / (x - 1)),2 / 3 (1 / (x + 2)) + 1 / 3 (1 / (x - 1)),2 / 3 (1 / (x - 1)) + 1 / 3 (1 / (x + 2)),1 / (x - 1) + 2 / (x + 2),C,Factor denominator: (x - 1)(x + 2). Use A / (x - 1) + B / (x + 2). Solve for A and B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 1) / (x³ - x² - x + 1) into partial fractions.,-1 / (x - 1) + 1 / (x - 1)² + 1 / (x + 1),1 / (x + 1) + 1 / (x - 1)²,-1 / 2 (1 / (x + 1)) + 1 / 2 (1 / (x - 1)) + 1 / (x - 1)²,1 / (x - 1) + 1 / (x + 1)²,C,Factor denominator: (x + 1)(x - 1)². Use A / (x + 1) + B / (x - 1) + C / (x - 1)².,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (3x + 2) / (x² + 2x + 1) is,3 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,3 / (x + 1) + 1 / (x + 1)²,-1 / (x + 1) + 3 / (x + 1)²,A,Factor denominator: (x + 1)². Use A / (x + 1) + B / (x + 1)². Equate numerator: 3x + 2 = A(x + 1) + B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x² - x - 2) into partial fractions.,1 / (x - 2) + 1 / (x + 1),4 / 3 (1 / (x + 1)) + 1 / 3 (1 / (x - 2)),1 / 3 (1 / (x + 1)) + 2 / 3 (1 / (x - 2)),2 / 3 (1 / (x - 2)) + 1 / 3 (1 / (x + 1)),C,Factor denominator: (x - 2)(x + 1). Use A / (x - 2) + B / (x + 1). Solve for A and B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 1) / (x² - 3x + 2) is,-5 / (x - 2) + 5 / (x - 1),5 / (x - 2) - 3 / (x - 1),-3 / (x - 1) + 5 / (x - 2),5 / (x - 1) + 3 / (x - 2),B,Factor denominator: (x - 2)(x - 1). Use A / (x - 2) + B / (x - 1). Equate numerator: 2x + 1 = A(x - 1) + B(x - 2).,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² - 1) / (x³ - 2x² + x) into partial fractions.,-1 / x + 1 / x² + 1 / (x - 1),1 / x + 1 / x² - 2 / (x - 1),1 / (x - 1) - 1 / x²,2 / x - 1 / x² - 1 / (x - 1),A,Factor denominator: x(x - 1)². Use A / x + B / x² + C / (x - 1).,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 1) / (x² + 4x + 4) is,-1 / (x + 2) + 1 / (x + 2)²,1 / (x + 2) - 1 / (x + 2)²,1 / (x + 2) + 1 / (x + 2)²,-1 / (x + 2)²,B,Factor denominator: (x + 2)². Use A / (x + 2) + B / (x + 2)². Equate numerator: x + 1 = A(x + 2) + B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 1) / (x² + x) into partial fractions.,1 / x + 2 / (x + 1),-1 / x + 4 / (x + 1),2 / x + 1 / (x + 1),-2 / x + 5 / (x + 1),C,Factor denominator: x(x + 1). Use A / x + B / (x + 1). Equate numerator: 3x + 1 = A(x + 1) + Bx.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 2) / (x³ + x) is,2 / x - x / (x² + 1),2 / x + x / (x² + 1),-2 / x + 3x / (x² + 1),1 / x + (x + 1) / (x² + 1),A,Factor denominator: x(x² + 1). Use A / x + (Bx + C) / (x² + 1). Equate numerator.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x² - 2x - 3) into partial fractions.,1 / (x + 1) + 1 / 2 (1 / (x - 3)),1 / 2 (1 / (x + 1)) + 1 / 2 (1 / (x - 3)),3 / 2 (1 / (x - 3)) + 1 / 2 (1 / (x + 1)),1 / 2 (1 / (x - 3)) + 1 / 2 (1 / (x + 1)),C,Factor denominator: (x + 1)(x - 3). Use A / (x + 1) + B / (x - 3). Solve for A and B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x - 3) / (x² - 4x + 3) is,-1 / 2 (1 / (x - 1)) + 5 / 2 (1 / (x - 3)),1 / 2 (1 / (x - 3)) - 3 / 2 (1 / (x - 1)),-3 / 2 (1 / (x - 1)) + 1 / 2 (1 / (x - 3)),5 / 2 (1 / (x - 3)) - 1 / 2 (1 / (x - 1)),D,Factor denominator: (x - 1)(x - 3). Use A / (x - 1) + B / (x - 3). Equate numerator: 2x - 3 = A(x - 3) + B(x - 1).,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x² + x - 6) into partial fractions.,4 / 5 (1 / (x + 3)) + 1 / 5 (1 / (x - 2)),1 / 5 (1 / (x - 2)) + 4 / 5 (1 / (x + 3)),2 / 5 (1 / (x - 2)) + 3 / 5 (1 / (x + 3)),3 / 5 (1 / (x + 3)) + 2 / 5 (1 / (x - 2)),B,Factor denominator: (x + 3)(x - 2). Use A / (x + 3) + B / (x - 2). Solve for A and B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x² + x - 6) into partial fractions.,2 / (x + 3) + 1 / (x - 2),1 / (x + 3) - 2 / (x - 2),2 / (x - 2) - 1 / (x + 3),-1 / (x + 3) + 2 / (x - 2),D,Factor denominator: (x + 3)(x - 2). Use A/(x + 3) + B/(x - 2). Solve for A and B to get -1/(x + 3) + 2/(x - 2).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 1) / (x³ - x) is,-1 / x + (x + 1) / (x² - 1),1 / x + (x - 1) / (x² + 1),-1 / x + 1 / (x - 1) + 1 / (x + 1),1 / (x - 1) - 1 / (x + 1) + 1 / x,C,"Factor x³ - x as x(x - 1)(x + 1). Use A/x + B/(x - 1) + C/(x + 1). Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x² + 3x + 2) into partial fractions.,1 / (x + 1) + 1 / (x + 2),-1 / (x + 1) + 3 / (x + 2),3 / (x + 1) - 1 / (x + 2),1 / (x + 2) - 1 / (x + 1),B,Factor denominator: (x + 1)(x + 2). Use A/(x + 1) + B/(x + 2). Solve for A and B.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x + 1)² into partial fractions.,3 / (x + 1) + 5 / (x + 1)²,3 / (x + 1) - 1 / (x + 1)²,3 + 5 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) - 1 / (x + 1)²,B,"Use A/(x + 1) + B/(x + 1)². Simplify to get 3 - 1/(x + 1)², then adjust to 3/(x + 1) - 1/(x + 1)².",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 1) / (x² + 2x + 1) is,1 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 0 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 2 / (x + 1)²,B,Factor x² + 2x + 1 as (x + 1)². Use A/(x + 1) + B/(x + 1)². Simplify.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 3x + 2) / (x³ + 2x² + x) into partial fractions.,1 / x + 1 / (x + 1) + 0 / (x + 1)²,2 / x + 1 / (x + 1) - 1 / (x + 1)²,1 / x - 1 / (x + 1) + 2 / (x + 1)²,2 / x - 1 / (x + 1) + 0 / (x + 1)²,C,"Factor x³ + 2x² + x as x(x + 1)². Use A/x + B/(x + 1) + C/(x + 1)². Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x² + x) into partial fractions.,3 / x + 2 / (x + 1),3 / x - 2 / (x + 1),-2 / x + 3 / (x + 1),3 / (x + 1) - 2 / x,B,Factor x² + x as x(x + 1). Use A/x + B/(x + 1). Solve for A and B.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + x + 1) / (x³ + x) is,1 / x + (x + 0) / (x² + 1),1 / x + 0 / (x² + 1),0 / x + (x + 1) / (x² + 1),1 / x + 1 / (x² + 1),A,"Factor x³ + x as x(x² + 1). Use A/x + (Bx + C)/(x² + 1). Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x² + 2x + 1) / (x³ + x²) into partial fractions.,2 / x + 1 / x² + 1 / (x + 1),1 / x + 1 / x² + 1 / (x + 1),1 / x + 2 / (x + 1) - 1 / x²,1 / x² + 2 / (x + 1),B,"Factor x³ + x² as x²(x + 1). Use A/x + B/x² + C/(x + 1). Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 1) / (x² + 2x + 1) is,2 / (x + 1) + 1 / (x + 1)²,2 / (x + 1) - 1 / (x + 1)²,-1 / (x + 1) + 2 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,B,Factor x² + 2x + 1 as (x + 1)². Use A/(x + 1) + B/(x + 1)². Solve for A and B.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x³ + 2x² + x) into partial fractions.,2 / x - 1 / (x + 1) + 0 / (x + 1)²,1 / x + 0 / (x + 1) - 1 / (x + 1)²,1 / x + 0 / (x + 1) + 1 / (x + 1)²,0 / x + 1 / (x + 1) + 1 / (x + 1)²,B,"Factor x³ + 2x² + x as x(x + 1)². Use A/x + B/(x + 1) + C/(x + 1)². Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 1) / (x² - x - 2) is,1 / 3(x - 2) + 2 / 3(x + 1),1 / 3(x + 1) + 2 / 3(x - 2),2 / 3(x + 1) - 1 / 3(x - 2),-1 / 3(x + 1) + 2 / 3(x - 2),A,Factor x² - x - 2 as (x + 1)(x - 2). Use A/(x + 1) + B/(x - 2). Solve for A and B.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x + 1)² into partial fractions.,2 / (x + 1) + 1 / (x + 1)²,2 / (x + 1) - 1 / (x + 1)²,-1 / (x + 1) + 3 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,B,Use A/(x + 1) + B/(x + 1)². Simplify 2x + 1 to get 2/(x + 1) - 1/(x + 1)².,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x³ - x²) is,-1 / x + 1 / x² + 1 / (x - 1),-1 / x - 1 / x² + 1 / (x - 1),1 / x + 1 / x² + 1 / (x - 1),1 / x - 1 / x² - 1 / (x - 1),A,"Factor x³ - x² as x²(x - 1). Use A/x + B/x² + C/(x - 1). Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 2) / (x³ + x² - x - 1) is,1 / 2(x + 1) + 3 / 2(x - 1) - 1 / (x + 1)²,1 / (x + 1) + 1 / (x - 1) - 1 / (x + 1)²,3 / 2(x - 1) - 1 / 2(x + 1),1 / (x - 1) - 1 / (x + 1),C,"Factor x³ + x² - x - 1 as (x + 1)²(x - 1). Use A/(x + 1) + B/(x + 1)² + C/(x - 1). Solve for A, B, and C.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x² - 2x + 1) into partial fractions.,1 / (x - 1) + 2 / (x - 1)²,2 / (x - 1) + 1 / (x - 1)²,1 / (x - 1) - 2 / (x - 1)²,2 / (x - 1) - 1 / (x - 1)²,D,Factor x² - 2x + 1 as (x - 1)². Use A/(x - 1) + B/(x - 1)². Simplify to get 2/(x - 1) - 1/(x - 1)².,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x + 1)(x + 2) into partial fractions,(1 / (x + 1)) + (2 / (x + 2)),(1 / (x + 1)) + (1 / (x + 2)),(2 / (x + 1)) + (1 / (x + 2)),(-1 / (x + 1)) + (4 / (x + 2)),D,"Using partial fraction decomposition, we equate coefficients to find A = -1 and B = 4, hence (-1 / (x + 1)) + (4 / (x + 2))",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x² - 4) into partial fractions,(7 / 4) / (x - 2) + (1 / 4) / (x + 2),(7 / 4) / (x + 2) + (1 / 4) / (x - 2),(1 / 4) / (x + 2) + (7 / 4) / (x - 2),(7 / 2) / (x + 2) + (1 / 2) / (x - 2),A,"Using partial fraction decomposition with (x - 2)(x + 2), we find A = 7/4 and B = 1/4",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The value of A in (2x + 1) / (x + 1)(x - 1) = A / (x + 1) + B / (x - 1) is,-1/2, 1/2,-3/2, 3/2,A,"Substituting x = -1, we get (-2 + 1) / (-2) = A / (-2), hence A = -1/2",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 1) / (x + 1)(x² + 2x + 1) into partial fractions,2 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 0 / (x + 1)²,1 / (x + 1) - 1 / (x + 1)²,2 / (x + 1) + 1 / (x + 1)²,C,"Factoring and using partial fraction decomposition, we equate coefficients to find A = 1 and B = -1",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (2x + 1) / (x + 2)(x - 3) can be resolved into partial fractions as,(5 / 5) / (x + 2) + (7 / 5) / (x - 3),(7 / 5) / (x + 2) + (3 / 5) / (x - 3),(3 / 5) / (x + 2) + (7 / 5) / (x - 3),(-3 / 5) / (x + 2) + (7 / 5) / (x - 3),C,"Using partial fraction decomposition, we equate coefficients to find A = 3/5 and B = 7/5",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x - 1)(x + 2) into partial fractions,(2 / 3) / (x - 1) + (1 / 3) / (x + 2),(1 / 3) / (x - 1) + (2 / 3) / (x + 2),(1 / 3) / (x + 2) + (2 / 3) / (x - 1),(2 / 3) / (x + 2) + (1 / 3) / (x - 1),B,"Using partial fraction decomposition, we find A = 2/3 and B = 1/3",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (x + 3) / (x + 1)(x - 2) can be decomposed into,(-2 / 3) / (x + 1) + (5 / 3) / (x - 2),(5 / 3) / (x + 1) + (-2 / 3) / (x - 2),(-2 / 3) / (x - 2) + (5 / 3) / (x + 1),(2 / 3) / (x + 1) + (1 / 3) / (x - 2),A,"Using partial fraction decomposition, we equate coefficients to find A = -2/3 and B = 5/3",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x - 1) / (x + 1)(x - 2) into partial fractions,(1 / 3) / (x + 1) + (5 / 3) / (x - 2),(5 / 3) / (x + 1) + (1 / 3) / (x - 2),(-1 / 3) / (x + 1) + (1 / 3) / (x - 2),(1 / 3) / (x - 2) + (5 / 3) / (x + 1),A,"Using partial fraction decomposition, we find A = 1/3 and B = 5/3",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 2) / (x + 1)(x + 2) is,3 - 2 / (x + 1) + 2 / (x + 2),3 + 2 / (x + 1) - 2 / (x + 2),-3 + 5 / (x + 1) - 6 / (x + 2),x + 3 / (x + 2) - 2 / (x + 1),D,"Dividing and using partial fraction decomposition, we simplify to x + 3/(x + 2) - 2/(x + 1)",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x - 1)(x + 3) into partial fractions,(3 / 4) / (x - 1) + (1 / 4) / (x + 3),(1 / 4) / (x - 1) + (3 / 4) / (x + 3),(-1 / 4) / (x + 3) + (3 / 4) / (x - 1),(1 / 4) / (x + 3) + (3 / 4) / (x - 1),D,"Using partial fraction decomposition, we find A = 3/4 and B = 1/4",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
